geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01017943,338,4,271,121,6
E01017944,263,13,68,230,1
E01017945,314,10,259,173,12
E01017946,257,22,101,260,3
E01017947,334,9,83,253,3
E01017948,198,8,79,410,3
E01017949,278,9,277,117,2
E01017950,323,7,199,36,3
E01017951,345,13,109,188,5
E01017952,253,11,72,347,1
E01017953,317,13,120,218,22
E01017954,312,11,69,208,1
E01017955,459,4,170,12,2
E01017956,351,8,137,39,1
E01017957,285,4,205,12,1
E01017958,80,21,107,183,1
E01017959,461,5,164,53,3
E01017960,239,11,64,240,1
E01017961,252,14,102,210,5
E01017962,397,3,71,189,2
E01017963,376,6,79,215,2
E01017964,417,5,68,21,1
E01017965,333,8,154,243,7
E01017966,411,13,488,181,14
E01017967,275,11,122,241,1
E01017968,396,8,158,104,2
E01017969,338,7,127,146,0
E01017971,215,7,113,316,15
E01017972,336,4,126,204,6
E01017973,186,4,132,403,4
E01017974,273,13,138,267,3
E01017975,255,9,68,349,6
E01017976,362,13,153,107,1
E01017977,250,7,145,301,66
E01017978,217,11,95,327,7
E01017979,166,8,86,361,50
E01017980,302,2,99,90,5
E01017983,389,19,384,100,14
E01017984,398,13,241,47,2
E01017985,405,19,213,64,5
E01017986,137,19,106,41,1
E01017987,310,10,264,88,6
E01017988,262,8,245,40,2
E01017989,382,12,375,157,7
E01017990,276,4,282,35,1
E01017991,200,10,178,211,1
E01017992,383,20,124,189,11
E01017993,454,17,180,315,1
E01017994,355,13,75,192,5
E01017995,483,5,49,25,1
E01017996,374,8,138,6,1
E01017997,495,6,275,165,16
E01017998,340,6,322,50,2
E01017999,278,14,201,199,4
E01018000,328,8,318,68,3
E01018001,384,4,310,56,5
E01018002,351,38,202,148,15
E01018003,410,4,94,113,0
E01018005,277,24,276,191,4
E01018006,407,12,289,60,5
E01018007,473,8,89,15,0
E01018008,393,8,172,80,1
E01018009,308,7,310,207,1
E01018010,405,9,356,111,3
E01018011,734,18,137,107,7
E01018012,361,11,53,128,10
E01018013,643,11,43,36,6
E01018014,581,14,80,63,9
E01018015,475,11,55,18,4
E01018016,355,8,29,189,1
E01018017,306,66,68,154,5
E01018019,335,48,51,9,1
E01018020,484,15,52,32,3
E01018021,432,6,46,108,3
E01018022,470,13,28,81,0
E01018023,554,105,116,140,4
E01018024,310,17,66,117,5
E01018025,264,40,275,140,3
E01018026,464,12,160,20,6
E01018027,540,36,118,39,3
E01018029,682,10,207,105,101
E01018030,277,4,32,100,3
E01018032,761,13,156,97,7
E01018033,519,12,123,249,8
E01018034,486,10,88,31,1
E01018035,546,37,161,216,5
E01018036,507,19,63,123,2
E01018037,483,5,25,29,0
E01018038,526,6,63,16,5
E01018039,428,2,39,60,4
E01018040,416,4,68,12,2
E01018041,277,13,49,100,12
E01018042,381,20,75,165,2
E01018043,562,11,160,95,8
E01018044,461,21,195,63,4
E01018045,361,7,78,71,9
E01018046,401,10,65,329,30
E01018047,504,14,79,158,13
E01018049,453,9,105,103,7
E01018050,381,5,72,76,15
E01018051,481,10,66,128,2
E01018052,401,15,230,159,3
E01018053,487,9,66,130,5
E01018054,685,24,103,87,23
E01018055,733,8,73,27,8
E01018056,528,10,75,163,16
E01018057,548,34,97,142,6
E01018062,764,14,137,138,3
E01018102,756,12,251,120,9
E01018105,363,6,94,79,2
E01018106,539,6,123,21,4
E01018110,820,14,162,92,8
E01018123,532,6,63,37,3
E01018124,643,4,50,68,1
E01018197,457,6,83,108,2
E01018199,536,6,32,23,7
E01018218,572,22,63,58,3
E01018219,364,12,45,124,18
E01018220,430,13,61,88,4
E01018221,588,7,128,19,7
E01018222,533,6,43,6,3
E01018223,586,14,101,88,10
E01018224,399,13,64,96,19
E01018225,307,13,60,97,17
E01018232,738,13,77,99,21
E01018233,534,10,87,26,1
E01018234,535,6,102,8,4
E01018235,505,5,72,96,24
E01018236,404,6,35,186,12
E01018237,461,8,68,83,4
E01018238,382,4,65,123,4
E01018239,400,6,46,87,7
E01018240,387,3,27,63,3
E01018241,392,6,33,50,4
E01018242,364,9,41,131,19
E01018243,380,2,167,101,9
E01018244,520,13,78,35,16
E01018248,528,13,94,43,34
E01018249,339,2,47,62,3
E01018250,344,8,46,107,17
E01018251,410,4,46,21,3
E01018252,409,6,40,60,18
E01018253,363,3,48,14,0
E01018254,386,8,42,113,14
E01018255,357,5,26,57,13
E01018256,497,12,62,46,9
E01018257,325,12,27,210,11
E01018258,531,6,54,87,5
E01018259,406,5,72,50,1
E01018260,590,4,101,65,12
E01018262,480,5,47,15,2
E01018263,470,12,67,47,2
E01018264,336,11,35,249,22
E01018265,607,8,71,16,1
E01018266,817,18,152,94,14
E01018267,791,10,86,109,7
E01018268,547,12,60,105,9
E01018269,344,9,43,182,19
E01018270,331,5,28,77,4
E01018271,350,8,50,136,22
E01018272,445,3,49,5,1
E01018273,444,12,137,86,4
E01018274,414,7,249,27,6
E01018279,419,9,33,197,15
E01018280,425,10,64,92,20
E01018281,343,10,48,248,43
E01018282,409,3,52,55,3
E01018283,433,2,42,14,3
E01018286,366,4,122,164,11
E01018287,298,4,246,31,7
E01018288,365,11,29,86,3
E01018289,291,13,108,56,4
E01018291,353,9,57,71,2
E01018292,452,8,71,23,2
E01018293,538,9,71,10,0
E01018294,410,9,134,264,27
E01018295,505,6,46,73,15
E01018296,318,12,57,73,4
E01018297,450,9,131,122,25
E01018298,182,5,237,62,7
E01018299,490,15,81,139,6
E01018300,323,16,64,90,8
E01018301,423,10,90,41,1
E01018302,456,10,85,61,2
E01018303,354,10,36,104,7
E01018304,490,10,82,177,22
E01018305,431,8,29,62,9
E01018306,504,5,46,22,6
E01018307,702,7,66,63,9
E01022094,524,14,78,60,3
E01026492,398,12,83,68,2
E01026493,379,7,100,12,1
E01026648,457,11,100,84,3
E01029884,438,10,114,104,0
E01029885,793,12,99,34,1
E01029925,479,22,290,66,13
E01029926,668,8,100,15,5
E01029927,477,20,279,233,6
E01029928,464,32,190,90,28
E01029929,626,11,158,217,7
E01029930,465,9,144,25,1
E01029937,539,34,147,149,2
E01029938,208,11,104,204,1
E01029939,447,8,152,29,4
E01029940,302,19,73,220,3
E01029941,452,35,191,93,4
E01029942,466,15,158,21,0
E01029944,533,17,126,75,1
E01029945,535,18,155,83,5
E01029946,415,19,213,241,18
E01029947,633,17,286,116,12
E01029949,315,18,115,188,1
E01029950,290,21,172,309,3
E01029951,458,35,85,36,2
E01029952,373,7,95,48,1
E01029953,324,13,156,120,0
E01029954,362,53,210,387,110
E01029955,494,25,176,157,22
E01029956,302,5,215,20,2
E01029957,546,46,97,38,1
E01030098,726,13,105,121,1
E01030099,670,23,95,72,3
E01030100,715,6,69,76,2
E01030101,654,12,129,149,6
E01030105,449,3,147,111,3
E01030106,555,4,142,298,19
E01030107,583,3,34,15,3
E01030108,438,7,99,162,4
E01030109,388,13,54,298,0
E01030110,664,13,109,329,37
E01030111,489,4,27,9,1
E01030112,507,8,137,85,4
E01030113,496,16,150,154,12
E01030114,263,1,74,208,0
E01030115,460,4,102,305,6
E01030116,691,1,78,48,10
E01030117,505,2,84,53,8
E01030118,398,3,61,191,1
E01030120,736,21,89,74,3
E01030122,661,11,66,57,3
E01030123,347,7,46,244,2
E01030124,590,12,117,12,0
E01030125,434,16,44,136,5
E01030131,149,9,25,323,1
E01030134,298,16,66,86,4
E01030135,431,33,59,15,0
E01030139,257,14,62,429,3
E01030140,313,9,38,137,6
E01030141,378,3,64,189,4
E01030147,590,8,63,20,0
E01030148,465,3,45,1,1
E01030149,551,6,52,10,6
E01030150,653,19,101,133,3
E01030151,580,54,142,44,2
E01032523,148,39,216,13,10
E01032524,225,8,146,30,2
E01032525,359,168,400,61,15
E01032526,484,17,160,39,1
E01032611,590,70,61,11,19
E01032612,483,15,326,111,4
E01032792,281,5,170,118,43
E01032794,355,17,145,123,4
E01032795,234,10,189,174,74
E01032797,215,35,392,112,1
E01032802,265,8,216,148,19
E01033047,305,5,136,51,3
E01033120,209,3,91,204,23
E01033121,118,5,131,185,119
E01033425,524,4,112,44,16
E01033426,398,2,64,48,2
E01033427,305,4,59,72,42
E01033428,418,5,120,51,33
E01033429,606,8,117,59,21
E01033430,295,3,53,244,2
E01033451,270,2,215,94,41
E01033452,359,12,159,47,6
E01033453,365,129,335,109,0
E01033454,308,6,151,55,23
