geocode,employee,inactive,self-employed,student,unemployed
E00089297,120,48,33,3,1
E00089298,150,54,38,9,6
E00089299,158,45,43,5,5
E00089300,43,24,28,3,2
E00089399,65,27,34,0,1
E00089404,35,29,17,1,5
E00089408,67,35,41,2,3
E00089410,182,78,43,8,4
E00138679,118,33,44,3,4
E00138692,118,73,28,3,3
E00138693,163,71,26,7,6
E00138694,170,62,33,14,5
E00138695,86,65,27,10,2
E00138696,122,70,21,7,2
E00138697,160,60,31,4,7
E00138698,131,43,25,5,7
E00138699,160,56,21,8,8
E00138700,135,61,30,4,4
E00138701,105,54,31,3,1
E00138702,132,34,24,9,7
E00138703,91,58,17,8,1
E00138704,105,53,21,0,5
E00138705,147,42,17,7,7
E00138706,178,53,18,6,4
E00138707,145,38,30,3,4
E00138708,151,52,8,8,9
E00138709,66,43,10,5,5
E00138710,172,39,24,5,3
E00138711,160,47,24,8,8
E00138712,147,42,25,5,7
E00138713,80,41,12,4,2
E00138714,164,37,20,15,1
E00138715,154,41,24,7,7
E00138716,122,56,24,2,7
E00138717,128,73,36,4,1
E00138718,144,63,27,10,10
E00138719,159,33,15,4,7
E00138720,169,51,43,5,3
E00138721,126,35,26,9,0
E00138722,134,45,26,7,6
E00138723,165,35,24,9,8
E00138724,172,23,20,8,4
E00138725,160,37,20,7,3
E00138726,148,42,28,9,9
E00138727,156,26,13,2,7
E00138728,150,40,19,6,6
E00138729,202,42,25,14,9
E00138730,174,32,19,7,3
E00138731,157,43,30,4,5
E00138732,148,27,19,8,0
E00138733,133,36,14,8,3
E00138819,117,60,19,5,3
E00138820,97,51,38,1,3
E00138821,145,54,26,2,8
E00138822,125,66,17,9,6
E00138823,149,46,17,9,8
E00138824,127,40,27,8,6
E00138825,124,67,40,3,5
E00138833,147,39,34,4,7
E00138834,114,74,49,5,1
E00138835,154,58,8,5,4
E00138836,143,51,46,5,3
E00138837,154,52,51,6,6
E00138838,84,79,35,4,3
E00138839,118,57,41,5,6
E00138869,73,26,26,4,4
E00138870,218,108,50,7,12
E00144833,109,55,33,0,3
E00144834,113,75,27,3,2
E00144835,106,81,30,1,8
E00144836,141,64,49,2,4
E00144837,219,77,45,9,9
E00144838,149,81,40,6,9
E00144839,116,69,32,9,5
E00144840,108,59,27,8,2
E00144841,71,42,24,1,6
E00144843,247,59,13,12,5
E00144844,242,66,22,10,12
E00144845,170,40,17,2,2
E00144848,131,50,22,3,2
E00144849,121,65,44,8,6
E00144850,192,66,42,4,3
E00144857,44,61,4,6,3
E00144859,141,28,20,10,5
E00144860,143,47,19,11,5
E00144861,150,47,15,5,6
E00144862,125,37,22,13,8
E00144863,184,64,19,8,4
E00144864,88,50,22,5,2
E00144865,162,67,19,7,8
E00144866,167,62,24,10,7
E00144867,153,78,34,7,5
E00144869,87,73,15,6,4
E00144870,146,45,28,13,5
E00144871,127,65,22,6,6
E00144872,100,66,19,2,8
E00144873,84,64,12,6,4
E00144874,77,65,14,3,9
E00144888,114,57,20,10,4
E00144889,147,59,16,8,4
E00144890,133,63,24,5,8
E00144891,160,59,24,7,10
E00144892,140,62,27,8,2
E00144991,132,74,14,5,9
E00144992,125,56,14,6,13
E00144993,128,57,18,4,6
E00144994,200,34,14,9,7
E00144995,185,47,28,9,3
E00144996,203,43,24,7,4
E00144997,107,57,7,1,8
E00144998,182,45,14,6,8
E00144999,179,24,9,8,5
E00145000,186,44,14,10,5
E00145001,172,62,19,8,3
E00145002,170,24,19,9,11
E00145003,156,70,25,11,5
E00145004,101,58,6,7,7
E00145005,213,54,35,19,7
E00145006,158,45,20,6,3
E00145007,183,59,20,3,10
E00145008,133,55,19,6,6
E00145009,289,51,35,16,8
E00145010,216,34,32,7,3
E00145011,156,48,18,7,4
E00145012,181,53,17,11,3
E00145013,207,27,21,17,4
E00145014,161,24,12,3,7
E00145015,170,29,17,12,4
E00145016,205,29,13,6,2
E00145017,152,18,20,4,6
E00145018,186,27,13,3,5
E00145019,178,39,26,8,4
E00145021,139,37,20,4,6
E00145022,262,58,48,9,16
E00145023,116,39,17,5,5
E00145024,150,32,17,11,4
E00145025,190,56,20,10,11
E00145026,281,56,31,11,12
E00145027,217,37,21,5,6
E00145028,218,34,24,11,4
E00145029,189,41,19,3,3
E00145030,173,27,20,7,6
E00145031,158,30,23,4,7
E00145032,125,19,12,3,1
E00145033,182,26,24,8,4
E00145034,196,28,14,11,2
E00145035,167,23,26,4,4
E00145036,139,30,17,7,4
E00145037,228,23,17,2,5
E00145039,127,25,16,1,2
E00145040,153,23,16,4,3
E00145041,157,24,21,7,5
E00145042,154,48,16,4,7
E00145043,130,50,17,5,7
E00145044,125,36,13,3,1
E00145045,145,52,8,5,13
E00145046,114,61,26,5,5
E00145047,97,48,13,7,11
E00145048,135,48,16,3,12
E00145049,90,58,20,1,0
E00145050,136,44,14,10,4
E00145051,99,63,13,6,8
E00145052,101,68,12,4,14
E00145053,114,56,4,1,8
E00145054,123,41,21,8,7
E00145055,39,49,13,1,5
E00145056,120,67,23,3,5
E00145057,115,50,10,4,7
E00145058,90,42,16,3,5
E00145059,161,19,22,4,11
E00145060,113,33,9,3,4
E00145061,148,80,12,5,13
E00145062,175,50,9,7,9
E00145063,129,58,14,4,2
E00145064,178,62,23,6,8
E00145065,154,86,20,0,10
E00145066,124,77,10,5,19
E00145067,161,48,25,6,6
E00145068,178,32,21,12,3
E00145069,164,49,20,5,7
E00145070,148,49,22,7,5
E00145071,212,40,20,3,8
E00145072,159,64,8,9,11
E00145073,149,55,7,7,5
E00145074,175,30,19,9,7
E00145075,158,36,20,4,5
E00145076,169,37,23,12,5
E00145077,152,46,18,6,3
E00145078,167,41,12,7,3
E00145079,74,79,11,7,0
E00145080,120,63,18,3,5
E00145081,153,70,26,5,9
E00145082,150,58,29,9,3
E00145083,156,45,17,8,3
E00145084,133,38,35,2,2
E00145085,138,64,39,6,6
E00145086,238,90,35,8,7
E00145087,167,65,43,15,8
E00145088,130,72,24,9,4
E00145089,136,195,43,12,9
E00145090,115,47,35,4,2
E00145091,115,58,16,4,9
E00145092,135,56,47,7,6
E00145093,121,70,32,14,4
E00145094,96,66,30,7,6
E00145095,131,59,23,4,8
E00145096,95,59,51,7,5
E00145097,103,80,34,3,5
E00145098,126,60,21,17,3
E00145099,122,66,25,5,4
E00145100,115,61,44,5,0
E00145101,122,49,35,2,15
E00145102,167,60,43,9,3
E00145103,129,54,31,7,3
E00145104,90,49,35,3,12
E00145105,194,41,26,12,7
E00145106,168,41,20,2,7
E00145107,135,64,0,6,10
E00145108,166,33,20,8,9
E00145109,152,46,17,9,6
E00145110,96,37,28,4,2
E00145121,101,63,25,2,0
E00145122,126,42,42,5,2
E00145123,119,58,17,5,7
E00145124,79,62,29,1,4
E00145125,105,57,38,6,1
E00145126,97,72,37,2,7
E00145127,114,58,33,6,5
E00145128,143,69,36,6,3
E00145129,91,41,33,6,3
E00145130,90,36,27,4,2
E00145131,169,84,70,11,6
E00145132,120,37,51,10,4
E00145133,130,61,37,3,7
E00145134,113,36,44,5,5
E00145137,166,69,71,8,6
E00145191,117,54,23,6,4
E00145192,128,32,32,8,1
E00145193,136,60,38,9,11
E00145195,97,53,48,3,3
E00145196,110,66,35,9,1
E00145197,141,67,35,4,6
