geocode,asian,black,mixed,other,white
E01013079,5,1,6,2,1502
E01013080,5,2,11,1,1346
E01013082,7,3,3,0,1574
E01013083,19,2,7,0,1455
E01013084,0,2,4,1,1432
E01013087,6,1,8,0,1350
E01018063,54,16,34,2,2225
E01018065,12,6,17,2,2144
E01018066,7,6,13,2,1421
E01018067,13,8,4,0,1787
E01018068,6,9,17,2,1500
E01018069,14,1,14,5,1729
E01018070,28,9,24,13,1627
E01018071,15,4,11,3,1811
E01018073,34,10,18,3,2235
E01018076,6,8,16,3,2055
E01018077,40,10,14,2,1693
E01018078,10,2,9,0,1619
E01018079,1,16,15,2,1678
E01018080,26,9,19,1,2264
E01018081,81,101,48,8,1680
E01018082,24,6,11,5,1885
E01018083,39,21,31,9,1850
E01018084,1,15,19,1,2000
E01018085,5,8,0,1,1703
E01018086,11,4,13,0,1679
E01018087,37,13,13,2,1973
E01018088,20,12,20,1,1518
E01018090,31,1,15,1,1720
E01018091,14,2,14,0,1393
E01018092,13,13,22,3,1653
E01018093,21,14,29,2,2305
E01018094,9,9,11,4,1730
E01018095,12,5,6,0,1532
E01018096,17,3,10,0,1546
E01018097,8,3,2,1,1397
E01018103,12,2,10,6,1152
E01018104,3,1,3,3,1212
E01018107,33,10,18,3,1616
E01018108,40,5,35,13,1907
E01018109,15,9,15,5,1818
E01018111,36,4,23,1,2147
E01026007,2,0,1,0,1103
E01026008,17,17,15,2,1451
E01026009,3,1,3,0,1262
E01026012,0,4,9,2,1135
E01026013,27,10,6,2,1401
E01026014,27,5,12,5,1895
E01026015,20,8,31,3,1398
E01026023,3,5,5,2,1382
E01026024,2,2,5,2,2011
E01026042,11,0,4,0,1515
E01026043,14,2,12,0,1607
E01026044,2,0,6,0,1358
E01026046,6,3,16,1,1115
E01026047,2,1,7,1,1188
E01026048,4,0,18,4,1491
E01026049,2,3,13,1,1537
E01026050,3,0,7,0,1591
E01026055,2,0,11,0,1104
E01026056,3,0,1,1,1166
E01026058,7,2,8,0,2164
E01026059,8,3,9,1,1153
E01026060,7,12,14,1,1287
E01026068,4,0,14,0,2089
E01026069,21,1,21,1,2348
E01026070,1,2,14,0,1874
E01026072,4,4,8,5,1962
E01026073,23,2,8,0,1972
E01026074,5,1,12,0,2010
E01026076,5,2,16,0,2171
E01026079,6,2,4,2,1949
E01026081,19,10,33,1,2287
E01026083,19,3,29,4,1715
E01026084,30,28,11,0,1529
E01026085,10,6,15,1,2194
E01026087,2,0,8,0,1173
E01026088,5,0,2,2,1338
E01026090,8,1,6,0,1330
E01026091,4,1,6,0,1069
E01026092,11,10,17,1,1392
E01026093,37,3,18,5,1678
E01026094,6,5,10,0,1647
E01026095,6,5,11,0,1185
E01026096,16,0,6,0,1490
E01026097,13,7,10,2,1457
E01026098,27,11,4,1,1936
E01026099,3,2,11,0,2050
E01026100,15,8,12,1,1746
E01026101,2,2,17,1,1241
E01026102,17,1,20,0,2319
E01026103,23,0,7,0,2057
E01026104,3,1,11,0,2254
E01026107,10,5,14,2,1224
E01026108,12,3,22,3,2364
E01026109,5,0,7,0,2147
E01026110,5,1,19,1,1413
E01026111,5,1,11,0,1546
E01026112,2,2,20,0,1166
E01026113,2,0,6,2,2017
E01026114,16,6,17,4,1439
E01026115,5,6,12,4,1728
E01026116,29,5,14,2,1650
E01026117,2,2,10,0,1812
E01026245,26,4,11,2,2093
E01026246,23,4,20,5,2299
E01026248,10,3,12,3,2242
E01026250,36,5,10,0,1737
E01026252,14,1,21,0,1705
E01026253,11,6,18,1,1728
E01026254,12,4,14,3,1743
E01026255,8,3,14,4,1943
E01026256,14,3,14,3,1592
E01026257,8,2,11,0,1865
E01026277,6,12,14,1,1630
E01026278,12,5,18,0,1372
E01026279,6,6,4,1,1367
E01026280,12,8,17,0,2502
E01026419,0,1,5,0,1212
E01026420,6,1,7,0,1118
E01026422,8,12,12,0,1914
E01026423,8,9,29,3,1765
E01026424,6,7,23,2,2040
E01026425,18,12,31,0,1884
E01026426,25,8,37,8,2294
E01026427,13,0,11,0,2174
E01026428,12,6,38,2,2700
E01026429,19,8,19,0,1449
E01026430,5,6,20,0,1762
E01026431,8,2,6,0,1122
E01026432,2,3,9,0,1456
E01026433,13,8,25,1,1423
E01026434,22,4,23,1,1920
E01026436,4,3,15,4,2235
E01026437,3,0,3,0,1174
E01026438,3,1,4,0,1019
E01026442,11,4,18,0,2130
E01026443,5,1,5,1,2100
E01026444,6,10,16,5,1976
E01026445,4,5,12,1,2198
E01026446,7,2,7,2,1905
E01026447,13,8,18,0,1472
E01026448,18,6,10,1,2216
E01026449,47,10,20,5,1877
E01026450,17,3,6,3,1750
E01026451,5,2,11,0,2039
E01026452,4,2,9,1,1656
E01026453,4,2,14,1,1565
E01026454,12,2,22,1,1631
E01026455,48,13,24,4,1812
E01026456,14,0,1,0,1154
E01026457,4,8,2,2,1256
E01026458,18,8,18,0,1454
E01026459,17,8,9,3,1381
E01026461,10,4,2,0,1320
E01026462,3,0,13,0,2224
E01026464,4,1,9,5,1247
E01026479,0,1,8,0,1480
E01026480,11,0,10,1,1441
E01026481,15,1,6,0,1206
E01026483,4,1,5,4,1128
E01026484,3,0,5,0,1363
E01026485,2,1,8,0,1078
E01026486,13,0,13,1,1505
E01026487,8,1,26,3,1551
E01026488,11,2,13,0,1143
E01026489,1,5,10,3,1325
E01026490,4,4,15,1,1544
E01026491,7,6,12,6,2117
E01026495,12,0,9,1,1265
E01026496,2,2,11,0,1075
E01026497,4,1,6,0,1456
E01026498,8,0,18,6,1325
E01026499,16,0,7,0,1497
E01026500,14,0,5,1,1681
E01026501,4,2,20,0,1581
E01026502,3,2,1,2,1153
E01026503,5,3,7,0,1374
E01026504,6,2,10,2,1512
E01026505,13,5,13,0,1341
E01026506,11,0,4,2,1350
E01026507,12,4,5,1,1301
E01026508,15,0,7,0,1416
E01026509,14,5,14,5,1555
E01026510,28,3,21,1,1565
E01026511,3,0,6,0,1132
E01026512,9,4,9,5,1270
E01026513,6,1,6,0,1333
E01026514,10,0,12,4,1507
E01026515,5,4,8,2,1063
E01026516,7,5,12,2,1222
E01026517,8,1,5,0,1425
E01026518,19,19,19,1,1337
E01026519,17,4,20,2,1664
E01026520,15,3,6,0,1091
E01026521,4,6,11,0,1251
E01026522,11,2,24,0,1400
E01026523,2,1,9,4,1846
E01026524,6,1,8,3,1425
E01026525,1,0,6,2,1059
E01026526,6,5,4,0,1406
E01026527,10,6,13,0,1425
E01026528,8,2,14,1,1363
E01026529,31,4,15,5,1489
E01026530,19,8,14,9,1655
E01026531,36,3,14,0,1645
E01026532,21,7,9,2,1708
E01026533,4,5,7,0,1174
E01026534,5,1,10,4,1619
E01026535,9,2,9,7,1647
E01026536,14,12,15,1,1651
E01026537,20,3,9,3,1506
E01026538,10,3,8,3,1544
E01026539,9,3,13,1,1651
E01026540,21,2,14,0,1407
E01026541,40,7,26,13,2342
E01026542,18,0,16,2,1441
E01026543,14,3,11,4,1390
E01026544,16,15,16,10,1630
E01026545,5,13,18,0,1597
E01026546,15,7,11,2,1467
E01026547,0,2,13,1,1403
E01026548,4,0,6,2,1278
E01026549,7,1,9,4,1703
E01026550,3,3,3,1,1121
E01026551,3,3,9,1,1172
E01026552,10,0,12,1,1376
E01026553,36,3,18,1,1329
E01026554,14,3,6,6,1136
E01026555,19,5,14,1,1471
E01026556,28,6,26,0,1361
E01026557,15,0,8,1,1351
E01026558,8,7,11,0,1250
E01026559,21,1,17,1,1439
