geocode,asian,black,mixed,other,white
E02003122,86,27,68,32,6516
E02003123,70,17,59,28,7859
E02003124,98,33,79,10,7587
E02003125,22,11,58,4,5900
E02003126,187,10,40,22,7003
E02003127,51,22,80,7,7410
E02003128,117,52,83,21,8381
E02003129,98,68,89,29,6237
E02003130,63,23,87,6,10045
E02003131,43,21,41,8,7386
E02003132,115,31,72,21,7696
E02003133,41,16,52,11,7227
E02003134,58,16,60,5,6791
E02003135,54,61,85,17,7262
E02003136,38,11,53,5,7798
E02003137,109,40,96,28,7521
E02003138,146,47,107,22,7154
E02003139,24,25,45,2,6410
E02003140,37,9,61,7,7583
E02003141,101,55,130,54,7674
E02003142,109,55,65,10,8845
E02003143,36,24,74,10,7647
E02003144,374,144,215,123,8185
E02003145,187,91,151,52,6495
E02003146,221,107,198,55,8437
E02003147,124,96,139,36,7250
E02003148,412,150,282,107,8935
E02003149,333,139,253,85,8530
E02003150,450,195,301,155,10367
E02003151,30,17,29,15,7358
E02003152,48,25,76,8,9269
E02003153,24,40,59,9,7751
E02003154,52,10,74,4,7038
E02003155,93,11,62,6,5650
E02003156,209,29,134,25,9128
E02003157,78,15,81,16,6033
E02003158,78,12,63,11,5276
E02003159,51,7,77,9,5603
E02003161,109,19,143,26,6600
E02003163,83,40,106,31,7517
E02003164,63,12,55,14,8682
E02003165,49,9,63,5,7007
E02003166,42,18,126,23,10268
E02003167,128,24,103,15,8748
E02003168,41,11,67,3,6788
E02003169,25,4,37,13,6578
E02003170,51,6,63,5,9206
E02003171,18,5,60,2,7277
E02003892,13,7,56,4,6173
E02003893,19,2,59,6,6395
E02003894,68,11,38,2,7898
E02003895,20,28,58,20,7839
E02003896,45,6,31,1,5510
E02003897,20,6,21,3,5362
E02003898,16,4,69,9,6508
E02003899,23,6,37,3,5211
E02003900,32,10,68,5,7048
E02003901,11,4,45,8,7385
E02003902,31,5,40,9,5326
E02003903,30,15,48,4,6326
E02003904,70,7,30,1,5217
E02003905,12,7,37,7,6110
E02003906,47,4,42,2,5311
E02003907,47,6,52,8,7452
E02003908,122,12,98,27,7601
E02003909,221,30,116,29,8717
E02003910,133,4,79,19,5833
E02003911,65,5,62,15,8234
E02003912,26,6,54,13,7611
E02003913,18,22,30,9,5725
E02003914,48,15,74,17,6939
E02003915,92,13,114,22,7484
E02003916,89,33,114,28,6352
E02003917,58,1,70,5,7322
E02003918,18,2,44,5,6671
E02003919,43,4,48,12,6697
E02003920,31,17,57,21,7088
E02003921,25,4,26,3,5763
E02003922,69,15,44,2,7591
E02003923,87,10,49,5,7053
E02003924,46,6,74,5,6735
E02003925,28,4,80,21,6934
E02003926,34,10,47,3,7670
E02003927,67,41,107,22,9408
E02003928,54,35,107,20,11466
E02003929,12,6,44,8,6515
E02003930,20,29,58,19,8791
E02003933,19,8,39,9,6806
E02003934,17,6,42,3,6601
E02003935,132,18,87,7,8972
E02003936,40,9,40,12,8156
E02003937,69,6,37,20,5421
E02003938,24,8,37,11,6481
E02003939,30,11,30,1,6649
E02003940,8,3,42,1,6035
E02003941,82,14,57,9,7185
E02003942,48,14,69,14,7244
E02003943,60,8,69,16,7390
E02003944,80,5,80,16,9222
E02003945,27,6,53,10,5877
E02003946,54,5,67,5,8672
E02003947,6,1,44,12,6384
E02003948,43,3,95,5,8119
E02003949,92,19,102,33,6422
E02003951,35,7,50,12,6008
E02003952,26,9,62,19,6555
E02003953,39,12,83,7,10410
E02003954,71,10,98,16,6696
E02003955,91,28,77,23,9058
E02003956,30,7,52,2,6959
E02003957,41,8,90,29,9932
E02003958,32,11,55,6,7723
E02003959,19,6,53,9,6786
E02003960,19,4,49,5,5781
E02003961,50,13,67,22,9147
E02003962,37,8,55,3,6241
E02003963,72,17,79,22,9097
E02003964,11,5,39,14,7643
E02004137,26,3,28,1,5281
E02004138,109,4,53,15,6915
E02004139,43,7,56,9,6257
E02004140,85,6,48,0,5039
E02004141,17,4,22,3,5774
E02004142,23,17,47,8,5886
E02004143,30,4,32,6,6248
E02004144,29,5,39,2,6644
E02004145,31,4,23,3,5906
E02004146,32,9,54,6,7122
E02004147,118,20,93,11,6783
E02004148,40,10,35,11,7049
E02004152,700,63,217,148,7293
E02004153,127,19,115,55,7230
E02004154,447,77,164,59,7426
E02004155,111,40,110,33,7263
E02004156,923,107,214,218,8122
E02004157,209,37,169,58,6114
E02004158,208,33,100,41,7442
E02004159,169,46,109,45,8938
E02004160,54,6,66,7,7042
E02004161,213,67,123,36,7537
E02004162,164,20,90,29,6928
E02004163,56,10,74,29,6422
E02004189,73,14,62,19,5757
E02004190,28,7,59,3,7786
E02004191,60,28,125,17,7846
E02004192,27,6,37,1,7092
E02004193,57,14,78,10,11692
E02004194,29,9,74,7,6116
E02004195,38,18,34,46,5469
E02004196,28,10,60,1,7021
E02004197,22,5,35,4,6203
E02004198,69,4,44,7,6299
E02004199,14,2,15,3,5317
