geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02000984,799,1032,702,930,1377,1072,1099,320,451
E02000985,699,975,611,742,1213,1017,1137,433,742
E02000986,931,931,1055,1102,1270,982,962,380,752
E02000987,758,858,898,889,1137,841,831,242,741
E02000988,1142,1153,1167,1210,1269,946,703,266,551
E02000989,801,805,702,831,1195,1105,1374,553,876
E02000990,846,854,913,1058,1278,993,940,295,459
E02000991,837,972,938,918,1229,1013,864,294,617
E02000992,563,648,589,696,882,769,827,302,505
E02000993,1055,1042,1150,921,1024,743,603,207,397
E02000994,1333,1046,1297,1165,978,816,641,227,411
E02000995,1031,1068,835,917,1231,997,919,344,821
E02000996,1204,1116,1034,981,1111,853,709,262,599
E02000997,566,726,506,620,915,808,799,273,463
E02000998,1282,1072,1701,1205,1093,892,643,238,487
E02000999,902,960,1427,939,986,752,623,287,559
E02001000,1019,1042,1561,1168,1294,1041,929,338,753
E02001001,1076,1204,1137,1024,1201,996,694,236,533
E02001002,1251,1129,1191,1220,1415,1202,1265,321,451
E02001003,735,835,683,708,1045,1061,1140,430,640
E02001004,1418,1247,1258,1272,1070,804,552,261,358
E02001005,1298,1013,1448,1147,964,834,568,230,435
E02001006,1317,1124,1295,1144,1014,755,512,208,340
E02001007,1118,1225,1057,1287,1487,1333,1626,442,696
E02001008,1619,1267,1205,1254,960,726,502,200,407
E02001009,851,815,839,873,979,780,743,309,500
E02001010,896,790,937,845,819,683,458,161,278
E02001011,1087,1177,1096,1336,1554,1402,1227,397,579
E02001012,1118,1242,978,960,1093,933,777,237,495
E02001013,654,715,581,735,968,730,785,324,537
E02001014,946,974,1071,1123,1293,1106,875,272,508
E02001015,908,826,1170,940,1130,907,954,339,739
E02001016,1249,1346,1113,1087,1286,772,696,258,436
E02001017,1384,1422,1371,1496,1813,1210,1152,413,588
E02001018,950,1064,840,996,1466,1035,750,220,283
E02001019,1030,1115,978,1257,1469,1150,1075,339,554
E02001020,542,709,425,520,859,844,1028,352,654
E02001021,856,1004,663,938,1420,1167,927,275,556
E02001022,856,931,856,877,1179,1013,994,365,789
E02001023,687,832,636,677,855,774,814,218,340
E02001024,922,1029,821,1066,1378,1029,1015,335,488
E02001025,1129,945,1092,924,1182,850,691,265,530
E02001026,1459,1123,1575,1434,1174,931,651,215,402
E02001027,871,745,1105,1097,1034,725,565,196,449
E02001028,661,840,524,620,1156,1034,1302,529,764
E02001029,963,942,1040,972,998,795,608,214,442
E02001030,641,731,541,694,1052,832,722,215,389
E02001031,761,783,832,834,997,807,752,269,429
E02001032,875,981,952,919,1133,909,976,294,513
E02001033,815,742,837,779,867,625,523,176,249
E02001034,1031,862,1261,1034,1175,875,768,275,485
E02001035,763,838,641,752,1143,967,986,421,689
E02001036,1027,985,960,1037,1108,883,705,230,318
E02001037,794,729,613,808,1061,1019,949,365,780
E02001038,623,585,753,810,877,650,555,245,470
