geocode,bad,fair,good
E01007753,117,252,1176
E01008019,115,262,1489
E01008023,57,171,1882
E01008024,119,248,1419
E01008025,98,277,1646
E01008027,130,283,1119
E01013592,63,194,1144
E01013593,61,198,1119
E01013594,75,238,1040
E01013597,126,245,1065
E01013598,122,252,1168
E01013599,61,224,1103
E01013810,104,207,1346
E01013811,91,195,1169
E01013812,105,197,1322
E01013813,133,264,1802
E01013814,81,223,1720
E01013815,69,187,1548
E01013816,74,235,2249
E01013817,108,248,1351
E01013818,135,235,1404
E01013819,144,256,1320
E01013820,101,218,1462
E01013821,102,235,1342
E01013822,129,246,1330
E01013823,137,260,1456
E01013824,94,243,1269
E01013825,117,244,1489
E01013826,129,241,1577
E01013827,107,207,1167
E01013828,77,237,1332
E01013829,114,232,1279
E01013830,122,264,1283
E01013831,76,231,1246
E01013832,122,265,1382
E01013833,93,218,1030
E01013834,112,258,1230
E01013835,122,295,1230
E01013836,116,262,1498
E01013837,83,194,1495
E01013838,70,202,1528
E01013839,135,275,1347
E01013840,66,226,1903
E01013841,87,179,1317
E01013842,82,206,1387
E01013843,133,253,1211
E01013844,80,180,1213
E01013845,117,211,1360
E01013846,106,182,1450
E01013847,87,178,1108
E01013849,132,240,1169
E01013850,148,304,1010
E01013851,136,295,1140
E01013852,139,278,1133
E01013853,124,253,1098
E01013854,110,232,1087
E01013855,96,212,1294
E01013856,110,240,1266
E01013858,134,225,1098
E01013859,270,286,898
E01013860,224,314,1039
E01013861,315,361,844
E01013862,133,286,1154
E01013863,95,216,1153
E01013864,104,219,1207
E01013865,177,311,1064
E01013866,158,289,1052
E01013867,108,217,1269
E01013868,197,309,1066
E01013870,123,279,1616
E01013871,205,329,1177
E01013872,148,250,1400
E01013873,106,200,1786
E01013874,65,149,1262
E01013875,47,175,1149
E01013876,223,232,1342
E01013877,128,225,1041
E01013878,78,165,1053
E01013879,114,229,950
E01013880,176,309,1048
E01013881,131,272,1102
E01013882,123,299,1010
E01013883,121,258,1145
E01013884,86,217,1047
E01013885,127,301,1234
E01013886,110,202,1138
E01013887,88,256,1190
E01013888,110,267,1130
E01013889,124,247,1282
E01013890,60,211,1275
E01013891,138,267,1280
E01013892,108,245,1061
E01013893,56,174,1119
E01013894,98,220,1158
E01013895,77,256,1174
E01013896,105,237,965
