geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02000024,1203,1163,1125,1296,1605,1409,1121,332,902
E02000025,937,841,1021,1261,1258,1020,773,260,585
E02000026,782,743,738,871,947,841,709,216,466
E02000027,1293,1417,1158,1220,1550,1100,912,330,618
E02000028,754,683,845,929,897,771,604,219,464
E02000029,1242,980,1091,1360,1382,988,758,241,475
E02000030,987,1269,955,853,1451,1297,1057,401,860
E02000031,883,795,902,1077,1003,873,719,257,785
E02000032,945,1053,864,939,1281,1017,914,293,551
E02000033,1124,1084,1105,1287,1386,1024,698,252,577
E02000034,1095,976,1134,1320,1309,965,820,284,605
E02000035,937,695,1179,1509,1110,837,748,245,705
E02000036,1589,1394,1492,1525,1611,1185,932,306,709
E02000037,1535,1332,1267,1219,1178,1188,1050,313,659
E02000277,1022,1017,982,927,1167,768,536,221,441
E02000278,1506,1393,1242,1184,1300,812,620,260,520
E02000279,2091,1692,1736,1884,1724,1047,622,202,294
E02000280,1191,994,974,1297,1343,998,861,269,588
E02000281,1416,1111,1278,1405,1407,821,662,228,507
E02000282,1791,1356,1373,1370,1369,804,554,211,287
E02000283,1317,1463,1221,1064,1269,918,600,223,349
E02000284,1112,822,1078,1396,1297,947,737,236,575
E02000285,769,937,679,721,1110,927,709,242,503
E02000286,766,617,1183,1341,1184,1019,848,345,855
E02000287,669,858,1015,689,918,886,768,303,717
E02000288,1649,1610,1698,1521,1554,981,712,275,490
E02000289,701,928,696,634,1059,851,773,319,608
E02000290,1463,981,1258,1175,989,607,373,131,265
E02000291,1257,873,1385,1552,1293,916,716,240,692
E02000292,1442,1255,1254,1449,1470,1074,787,267,520
E02000293,696,755,654,664,981,870,766,255,666
E02000294,1346,1427,1280,1146,1319,976,662,275,448
E02000295,1076,962,1085,1405,1231,957,693,299,666
E02000296,1090,934,1865,1670,1252,904,737,295,788
E02000297,941,1149,1221,1147,1320,1319,1038,395,768
E02000298,955,886,940,1073,1334,1070,830,293,595
E02000299,1635,1366,1350,1350,1306,991,613,255,446
E02000300,1296,1191,1320,1181,1224,884,528,202,331
E02000301,1805,1494,1524,1584,1440,975,625,235,388
E02000302,1033,1049,1143,1182,1246,989,834,293,557
E02000303,1408,1404,1256,1101,1226,874,518,217,386
E02000304,916,904,1074,1005,1287,1071,885,279,668
E02000305,986,809,1460,1546,1368,1039,708,220,497
E02000306,1763,1368,1474,1457,1317,752,481,214,323
E02000307,1483,1450,1438,1332,1452,1158,783,288,489
E02000433,783,657,902,995,927,880,895,427,1220
E02000895,901,1112,807,847,1225,871,900,404,912
E02000898,963,1023,941,925,1239,963,773,310,613
E02000899,902,969,1127,937,1221,1067,735,277,685
E02003258,934,938,1024,1065,1365,1249,1020,353,538
E02003259,943,765,918,821,942,755,612,256,419
E02003260,1463,1322,1199,1247,1194,854,605,231,277
E02003261,671,744,613,644,897,721,718,378,653
E02003262,1424,1301,1264,1305,1452,1081,932,355,698
E02003263,1692,1619,1654,1602,1642,1206,1002,502,841
E02003264,1350,1310,1053,1266,1428,1163,808,283,665
E02003265,865,1014,1031,995,1314,1061,981,346,626
E02003266,1520,1352,1256,1268,1454,992,598,289,539
E02003267,2735,2141,2367,2211,1404,1032,614,271,478
E02003268,2044,1595,1739,1803,1312,935,635,263,581
E02003269,1179,1245,1438,1417,1574,1082,925,369,756
E02003270,1079,893,1048,1155,1084,826,768,415,732
E02003271,1240,1227,1380,1517,1707,1317,791,217,379
E02003272,2106,1626,2121,1734,1010,858,459,243,333
E02003273,1442,1461,1514,1472,1543,1219,816,284,535
E02003274,2192,1500,2543,1861,1055,714,377,223,384
E02003275,1280,1054,4068,1980,1270,836,530,225,490
E02003276,1697,1146,1850,1487,893,603,360,140,269
E02003277,1584,1441,1747,1420,1352,1045,696,249,656
E02003278,1373,1078,3606,1860,1442,943,641,210,388
E02003459,1080,988,672,1089,1441,1269,1084,355,757
E02003460,1145,972,824,1144,1472,1357,1268,383,669
E02003461,813,878,800,929,1044,1101,917,250,660
E02003462,869,897,1004,1200,1182,1079,818,220,457
E02003463,790,789,818,862,922,1062,902,232,378
E02003464,1136,909,931,980,930,824,609,162,263
E02003465,600,687,712,819,924,1009,663,239,562
E02003466,1116,850,1224,1256,1025,764,503,167,353
E02003467,901,790,937,964,773,762,595,177,472
E02003468,931,611,1005,1170,899,998,953,279,536
E02003469,648,599,741,832,788,980,714,201,298
E02003470,1122,902,781,882,652,572,439,109,161
E02003471,959,856,970,1003,884,912,565,157,259
E02003472,1068,819,2419,1850,1056,706,401,109,168
E02003473,689,694,778,853,911,853,541,141,223
E02003474,1300,1051,1230,1601,1278,1059,667,184,273
E02003475,2699,1725,2461,3418,2280,1236,635,143,280
E02003476,1504,1139,1401,1543,1119,899,595,164,282
E02003477,1730,1568,1677,2105,1833,1175,765,193,336
E02003478,1008,859,825,1105,1194,880,558,169,302
E02003479,1276,894,1301,1501,930,765,459,136,174
E02003480,1221,1135,991,1480,1568,997,495,132,167
E02003481,1334,805,1093,1165,921,736,586,170,323
E02003482,725,841,544,747,1130,880,685,208,469
E02003483,1986,1721,1242,2116,2107,1010,425,114,181
E02003484,1044,942,907,1208,1135,943,663,163,238
E02003485,1089,1024,953,1012,1182,1014,871,390,527
E02003486,1498,1174,936,1824,1722,929,489,130,197
E02003487,906,865,829,830,999,960,946,343,553
E02003488,936,819,877,886,895,838,869,326,613
E02003489,851,731,773,999,990,880,748,294,654
E02003490,1402,991,996,1085,834,661,613,155,259
E02003599,813,728,626,870,956,681,502,166,259
E02003600,722,667,670,819,902,859,766,213,438
E02003601,824,797,642,895,1196,1090,948,264,543
E02003602,586,761,401,537,1013,891,980,279,498
E02003603,1209,1119,1267,1491,1463,1184,970,299,609
E02003604,851,961,709,856,1169,887,704,240,563
E02003605,963,862,1362,1109,1239,1002,941,323,511
E02003606,829,958,586,757,1348,1069,1090,348,598
E02003607,1019,1007,840,1139,1489,1140,969,306,578
E02003608,1314,1227,1224,1508,1827,1504,1174,404,746
E02003609,1324,1257,1137,1393,1781,1214,945,332,634
E02003610,848,972,582,876,1247,927,784,315,624
E02003611,1045,1015,792,1146,1497,1168,918,303,596
E02003612,1369,953,1030,1605,1572,1199,1026,333,545
E02003613,700,814,637,783,985,716,583,233,410
E02003614,829,880,984,1018,1229,1136,762,180,355
E02003615,927,1201,721,911,1459,1357,1211,388,613
E02003616,533,817,370,499,979,895,838,269,475
E02003617,901,1161,632,799,1559,1360,1277,404,854
E02003618,1087,1151,755,1074,1444,1133,1026,427,671
E02003619,1228,1198,907,1234,1572,1341,1389,415,750
E02003620,821,975,722,852,1209,1164,1130,403,877
E02003621,749,1020,668,744,1187,1088,1259,434,923
E02003622,1362,1232,1105,1285,1273,952,831,351,699
E02003623,952,1051,682,863,1308,1220,1049,354,665
E02003624,461,1183,974,634,799,634,541,175,607
E02003625,746,812,1714,1287,1029,869,662,275,854
E02003626,687,708,673,770,907,656,499,173,322
E02003627,1032,902,1814,1503,1378,997,631,213,599
E02003628,1498,1350,1415,1437,1068,730,420,175,459
E02003629,1468,1149,1421,1550,1294,992,655,282,657
E02003630,1462,1281,1818,1695,1305,870,552,192,506
E02003631,663,717,718,730,842,728,554,160,363
E02003632,814,690,867,937,883,725,587,175,383
E02003633,1032,1104,972,1024,1152,937,830,250,493
E02003634,1395,1129,1097,1484,1432,1129,964,348,521
E02003635,584,775,450,594,916,703,654,241,429
E02003636,889,1003,679,939,1329,922,777,290,484
E02003637,980,1165,808,931,1692,1353,1233,439,788
E02003638,860,918,753,812,1133,1133,1015,295,582
E02003639,1128,878,1157,1364,1226,1047,807,266,772
E02003640,581,651,723,798,884,829,796,271,477
E02003641,639,651,530,726,941,817,754,168,248
E02003642,1481,1351,1146,1307,1276,1047,623,180,385
E02003643,1582,1045,1364,1900,1471,1058,733,275,411
E02003644,1161,1030,1097,1195,1293,1143,747,277,544
E02003645,721,899,767,756,1100,825,687,320,671
E02003646,1114,1176,1082,1119,1357,1054,1011,317,635
E02003647,1037,980,1217,1261,1291,947,826,285,730
E02003648,782,674,700,616,735,629,480,178,399
E02003649,675,917,824,731,1094,912,936,343,443
E02003650,604,680,527,617,1068,1081,1085,369,729
E02003651,570,618,498,689,937,833,944,311,526
E02003652,904,1735,879,863,1367,1261,850,256,508
E02003653,686,888,1038,746,913,822,645,243,488
E02003654,563,732,377,474,1017,910,863,239,356
E02003655,1243,1162,742,1121,1718,1389,1177,372,532
E02003656,563,677,488,585,932,888,718,260,614
E02003657,622,822,408,578,1036,990,852,258,487
E02003658,739,846,487,763,1214,1088,1022,285,597
E02003659,1206,1130,796,1049,1431,1076,914,284,448
E02003660,1173,1244,647,1120,1816,1394,1186,359,605
E02003661,599,722,505,660,1125,905,638,223,373
