geocode,asian,black,mixed,other,white
E00067299,2,1,5,1,342
E00067300,1,0,6,0,281
E00067301,3,0,3,1,312
E00067302,6,0,2,0,248
E00067303,1,0,2,0,332
E00067304,1,0,7,1,325
E00067305,0,0,1,0,342
E00067306,4,3,0,0,295
E00067307,5,0,1,1,278
E00067308,0,0,0,0,321
E00067309,0,1,0,1,258
E00067310,8,1,3,1,299
E00067311,0,0,1,0,254
E00067312,4,0,5,3,264
E00067313,5,0,1,0,340
E00067314,2,0,2,0,354
E00067315,0,4,0,1,296
E00067316,2,0,0,1,338
E00067317,1,0,2,0,299
E00067319,4,7,4,2,366
E00067320,1,0,1,0,339
E00067321,1,0,8,2,263
E00067322,9,1,5,0,425
E00067323,1,1,1,0,288
E00067338,5,1,2,4,226
E00067339,3,2,0,0,226
E00067341,8,2,8,1,289
E00067342,4,0,2,0,313
E00067343,39,6,3,6,340
E00067344,12,4,2,1,366
E00067345,16,0,1,0,326
E00067346,12,1,3,1,276
E00067347,5,5,0,1,279
E00067348,10,6,1,0,361
E00067349,16,0,2,1,272
E00067350,6,1,2,0,313
E00067351,10,4,1,2,317
E00067352,7,0,9,9,249
E00067353,8,9,2,0,301
E00067354,16,0,3,4,192
E00067355,24,2,1,5,314
E00067356,29,5,2,0,300
E00067357,12,1,6,1,295
E00067358,14,5,5,2,271
E00067359,2,0,2,2,177
E00067360,23,7,9,1,239
E00067361,14,3,3,0,253
E00067362,13,8,4,0,279
E00067363,23,9,4,0,246
E00067364,26,3,7,2,283
E00067365,45,6,7,14,439
E00067366,33,4,1,0,265
E00067367,19,7,1,0,249
E00067368,14,2,12,11,293
E00067370,15,1,6,2,236
E00067371,8,2,5,1,269
E00067372,8,4,6,0,307
E00067373,3,0,1,1,152
E00067374,17,3,0,1,258
E00067375,24,6,5,3,474
E00067376,12,1,0,0,250
E00067377,3,1,6,1,329
E00067378,10,1,1,6,262
E00067379,7,0,2,0,287
E00067380,10,6,10,3,363
E00067468,8,5,18,3,402
E00067469,9,0,9,0,337
E00067470,20,3,13,4,261
E00067471,34,1,3,2,256
E00067472,16,0,6,2,276
E00067473,3,1,3,0,325
E00067474,2,1,9,1,206
E00067479,22,0,11,0,248
E00067480,22,1,4,4,293
E00067481,10,1,5,1,236
E00067483,10,1,3,3,188
E00067484,12,5,6,2,196
E00067485,44,4,9,1,301
E00067486,20,3,9,2,329
E00067487,17,1,5,10,260
E00067488,20,2,4,4,316
E00067490,18,1,1,1,253
E00067491,28,3,0,3,264
E00067493,37,2,7,12,293
E00067494,11,0,1,0,204
E00067495,4,1,9,2,418
E00067496,1,0,4,0,369
E00067497,2,4,3,0,380
E00067498,3,0,0,0,248
E00067499,0,5,0,0,289
E00067500,1,0,2,0,276
E00067501,1,3,3,0,275
E00067502,3,0,2,0,289
E00067503,13,2,1,0,255
E00067504,0,5,4,0,251
E00067505,1,0,1,0,289
E00067506,0,1,3,0,264
E00067507,2,0,0,0,297
E00067508,3,0,1,0,224
E00067509,5,0,0,0,161
E00067510,0,4,4,0,352
E00067511,2,0,1,1,231
E00067512,1,0,2,0,267
E00067513,1,0,3,0,360
E00067514,1,0,0,0,307
E00067515,1,0,5,0,321
E00067516,12,1,5,0,315
E00067517,5,0,1,0,261
E00067518,5,0,2,0,316
E00067519,10,0,1,1,282
E00067520,1,0,0,0,281
E00067521,4,0,1,0,189
E00067522,0,1,1,0,268
E00067523,1,0,1,1,218
E00067524,0,0,1,0,269
E00067525,14,0,2,1,284
E00067526,0,0,0,0,303
E00067527,1,0,2,1,176
E00067528,3,0,1,0,292
E00067529,2,0,0,0,172
E00067530,1,0,3,0,296
E00067531,0,0,0,0,270
E00067532,1,0,1,0,222
E00067533,6,0,1,0,236
E00067534,0,0,0,0,144
E00067535,3,0,0,0,304
E00067536,0,0,0,1,325
E00067537,0,0,0,0,272
E00067543,13,8,4,0,201
E00067544,13,1,5,0,318
E00067545,15,7,3,0,413
E00067546,7,0,3,1,231
E00067547,14,11,3,0,265
E00067548,13,2,5,1,301
E00067553,18,2,7,0,424
E00067554,9,2,2,5,309
E00067555,72,1,7,7,304
E00067557,14,5,8,6,340
E00067560,9,0,3,4,253
E00067561,12,0,8,1,381
E00067562,12,1,3,11,280
E00067563,22,2,9,1,330
E00067565,3,0,1,2,285
E00067566,10,0,3,1,359
E00067567,23,8,9,0,260
E00067568,4,0,7,2,282
E00067569,3,4,4,1,275
E00067570,39,9,10,0,414
E00067571,13,1,1,0,281
E00067572,30,1,2,1,367
E00067573,4,0,4,2,280
E00067574,10,2,4,2,247
E00067575,23,1,1,5,278
E00067576,1,0,5,3,307
E00067577,22,2,11,5,296
E00067578,1,0,2,0,269
E00067579,6,0,1,1,301
E00067580,8,0,2,3,304
E00067581,22,2,4,0,402
E00067583,2,1,1,0,320
E00067586,0,0,0,0,264
E00067595,0,0,4,0,306
E00067596,1,0,3,1,199
E00067598,5,0,1,1,273
E00067599,1,0,2,1,226
E00067600,6,1,4,4,244
E00067601,0,1,3,0,380
E00067602,2,0,5,0,347
E00067603,4,0,3,0,327
E00067604,1,0,6,0,256
E00067605,7,2,7,0,265
E00067606,4,0,5,0,293
E00067607,5,0,4,5,254
E00067609,1,0,5,0,263
E00067611,8,1,2,1,251
E00067612,0,1,4,1,358
E00067613,1,2,1,1,234
E00067614,2,0,2,0,245
E00067615,8,0,1,0,283
E00067616,1,0,4,1,299
E00067617,6,4,2,2,230
E00067619,4,0,2,1,338
E00067633,11,5,3,0,260
E00067634,4,3,4,0,288
E00067635,8,3,3,1,288
E00067636,14,1,3,5,275
E00067657,11,2,7,4,280
E00067658,16,1,2,1,305
E00067660,8,6,9,0,356
E00067664,0,0,1,0,254
E00067665,3,0,7,0,310
E00067666,4,1,1,0,300
E00067668,0,0,2,0,319
E00067669,0,0,1,0,297
E00067670,8,5,3,1,318
E00067671,3,0,2,0,300
E00067672,7,0,3,0,247
E00067673,4,0,1,1,238
E00067674,5,1,5,4,263
E00067675,3,0,2,3,237
E00067676,4,0,6,0,311
E00067677,3,0,3,1,263
