geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E00011984,4,30,125,13,5,1,0,0,15
E00011989,0,35,85,10,2,0,2,1,15
E00011990,4,39,106,2,1,0,2,1,11
E00011992,1,29,115,13,2,6,0,1,18
E00012000,1,18,56,3,6,0,1,0,6
E00012011,4,29,107,5,5,1,2,1,20
E00012012,2,26,86,29,5,3,0,0,33
E00012013,4,23,88,12,2,2,1,0,8
E00012015,3,18,91,10,5,0,0,0,17
E00012016,2,27,122,23,12,3,2,0,17
E00012017,8,31,130,14,6,1,2,1,29
E00012018,1,37,104,24,2,0,0,0,18
E00012019,2,17,123,5,11,1,0,3,14
E00012020,3,18,106,8,8,1,1,0,16
E00012021,0,23,110,32,2,4,1,1,26
E00012023,7,15,85,13,2,4,0,1,23
E00012024,4,44,98,24,4,0,0,1,20
E00012025,0,25,61,15,1,0,0,0,8
E00012026,1,23,104,17,13,3,2,0,9
E00012027,5,15,117,9,10,1,0,1,19
E00012028,1,24,59,5,1,0,0,0,13
E00012029,1,18,97,10,2,0,0,0,17
E00012030,9,14,73,19,1,0,0,1,14
E00012031,1,30,89,5,3,1,1,0,14
E00012032,0,29,64,11,5,1,1,0,10
E00012033,4,12,67,18,4,2,0,0,3
E00012034,5,26,139,13,6,2,1,3,27
E00012035,2,11,70,3,3,1,0,0,13
E00012036,2,16,79,18,1,1,0,0,12
E00012037,3,14,105,9,5,1,1,0,19
E00012038,9,24,74,15,5,2,1,0,11
E00012039,4,13,87,15,5,1,0,0,18
E00012040,2,15,63,12,3,1,0,0,25
E00012041,2,19,68,9,5,2,0,0,21
E00012042,3,24,86,27,5,1,1,1,38
E00012043,0,14,51,22,4,0,0,1,36
E00012090,2,21,84,8,1,2,1,1,11
E00012209,0,22,105,14,8,1,0,1,19
E00012212,4,13,108,5,3,1,1,0,22
E00012213,2,11,124,11,4,0,0,0,17
E00012214,4,15,123,6,4,2,2,1,19
E00012215,1,7,119,8,7,1,1,0,23
E00012216,0,12,100,4,7,0,1,0,12
E00012217,1,14,114,22,7,0,0,0,35
E00012218,4,15,123,13,4,3,1,1,21
E00012219,3,20,99,7,4,0,0,0,24
E00012220,0,11,88,10,4,1,0,2,23
E00012221,3,18,82,12,7,1,0,1,12
E00012222,2,21,96,12,7,2,2,0,25
E00012223,3,27,113,14,4,2,0,0,17
E00012224,3,9,80,6,10,2,2,0,16
E00012225,2,21,93,16,6,2,0,1,24
E00012226,7,21,81,13,3,1,1,2,8
E00012227,0,30,115,12,5,1,1,1,27
E00012228,3,46,89,29,4,2,1,2,17
E00012229,1,31,78,13,3,0,2,3,16
E00012230,0,15,87,9,6,5,1,0,17
E00012231,3,18,111,6,3,0,0,0,21
E00012232,5,38,87,12,5,1,1,1,26
E00012233,3,19,95,9,7,1,1,0,15
E00012235,3,22,106,14,3,0,2,0,50
E00012236,1,19,145,9,8,2,1,1,31
E00012239,3,15,139,12,3,3,0,0,44
E00012240,2,10,136,5,7,2,2,0,27
E00012241,2,16,96,6,4,1,0,0,34
E00012242,3,15,160,12,6,3,0,0,41
E00012243,4,17,125,10,2,0,0,0,25
E00012244,1,14,134,17,6,3,2,0,27
E00012252,1,19,114,8,12,0,0,0,21
E00012256,1,5,95,7,9,3,0,0,29
E00012258,4,3,104,7,7,1,0,0,31
E00012259,1,6,104,6,11,0,1,1,26
E00012260,0,4,79,7,8,0,0,0,33
E00012262,6,4,97,6,9,4,0,1,26
E00012263,5,7,135,3,17,1,0,0,36
E00012266,5,5,76,4,2,1,1,1,38
E00012267,2,8,129,11,9,2,2,1,40
E00012268,0,3,93,2,18,0,0,0,17
E00012270,4,2,101,3,14,0,0,0,37
E00012273,3,6,119,4,12,3,1,0,37
E00012274,5,4,126,10,10,0,0,0,46
E00012275,3,5,130,6,18,2,1,1,58
E00012491,3,3,109,13,8,1,0,1,21
E00012492,6,2,72,5,6,2,2,0,24
E00012493,2,9,86,6,3,3,3,0,24
E00012494,1,5,104,10,9,0,1,2,22
E00012495,1,16,93,13,7,3,1,0,23
