geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E00000181,34,70,149,39,59,48,35,13,22
E00000183,27,43,31,27,39,35,34,14,31
E00000184,21,60,48,34,54,66,38,8,15
E00000185,26,56,40,23,53,59,21,10,10
E00000189,22,44,29,30,50,37,22,25,30
E00000191,40,23,55,57,31,36,20,8,18
E00000192,47,28,61,51,61,35,16,11,16
E00000193,50,48,36,72,41,29,21,6,2
E00000194,27,38,45,33,42,61,38,13,42
E00000195,42,83,41,57,55,40,19,13,102
E00000196,36,38,43,37,38,36,36,15,39
E00000197,48,47,33,40,49,31,22,13,32
E00000514,58,27,37,36,47,35,15,10,26
E00000538,52,40,34,33,47,36,18,8,17
E00011205,22,54,32,33,50,46,43,10,28
E00011206,47,44,40,41,37,37,31,8,18
E00011207,42,57,59,38,65,67,32,15,16
E00011228,4,4,5,18,14,14,35,10,55
E00011239,53,24,44,38,29,10,17,5,11
E00011245,31,24,26,40,32,31,33,11,58
E00011246,47,67,33,35,57,53,43,17,23
E00011247,28,43,36,43,46,54,38,13,34
E00011248,29,48,25,33,51,28,36,19,35
E00011249,34,20,13,31,32,35,27,18,62
E00011250,30,54,38,34,58,50,26,11,48
E00011251,18,29,31,18,37,42,67,19,47
E00011252,28,48,31,31,52,39,40,18,43
E00011253,53,65,38,36,81,51,59,13,18
E00011254,57,52,31,41,63,64,41,16,60
E00011255,49,48,41,54,44,41,31,19,23
E00011256,26,34,33,31,42,40,27,10,27
E00011257,32,47,37,47,55,42,27,3,26
E00011258,23,32,24,26,46,35,21,17,34
E00011259,38,40,30,30,55,38,37,10,51
E00011260,7,5,17,20,13,12,13,14,74
E00011261,40,65,24,33,53,46,55,17,36
E00011262,29,43,30,23,58,42,40,18,44
E00011263,27,15,32,38,42,30,56,19,53
E00011264,26,35,23,34,54,36,30,25,40
E00011265,26,25,29,26,31,49,41,16,41
E00011266,27,39,26,29,46,42,25,18,42
E00011267,19,31,22,19,43,46,45,21,47
E00011268,21,32,22,22,51,43,40,12,50
E00011269,46,53,49,36,57,53,38,14,34
E00011270,26,38,25,31,33,30,30,13,43
E00011271,23,44,30,33,38,45,38,16,37
E00011272,17,39,20,24,49,38,37,12,36
E00011273,25,33,23,29,42,43,46,18,57
E00011274,27,45,30,21,53,45,30,7,56
E00011275,43,27,37,35,37,24,24,8,19
E00011276,27,31,33,34,36,29,36,10,43
E00011277,27,54,27,24,55,56,46,11,32
E00011278,21,40,33,27,49,32,28,4,27
E00011279,26,15,33,22,27,16,27,13,51
E00011280,25,33,16,24,35,35,30,15,50
E00011281,17,39,24,16,53,36,35,18,48
E00011282,30,35,39,21,45,27,41,12,36
E00011283,36,31,40,46,56,36,15,5,17
E00011284,30,37,15,37,48,30,43,16,60
E00011285,18,41,38,19,52,42,41,20,42
E00011286,25,27,38,30,48,35,45,23,40
E00011287,44,49,41,57,49,47,39,13,35
E00011288,27,41,29,41,44,43,41,8,43
E00011289,15,11,38,44,34,35,30,9,28
E00011290,30,39,67,34,44,72,39,10,20
E00011291,31,53,18,40,44,32,46,15,34
E00011292,34,41,20,29,25,35,33,20,40
E00011293,46,28,54,31,49,51,30,20,26
E00011294,25,55,49,31,57,57,46,18,27
E00011295,22,47,29,22,47,52,28,10,21
E00011296,40,70,40,43,66,30,35,19,26
E00011297,52,45,45,48,53,43,23,13,16
E00011298,41,57,58,53,53,59,60,18,19
E00011299,36,51,33,34,45,45,37,12,31
E00011300,36,41,36,55,64,53,52,16,30
E00011301,22,57,45,23,41,65,32,9,40
E00011302,49,61,28,50,70,35,28,8,25
E00011303,30,39,33,36,35,45,21,14,26
E00011304,49,40,31,48,42,36,42,12,42
E00011305,33,34,40,43,38,30,22,10,29
E00011306,27,39,25,27,51,43,31,18,40
E00011307,27,39,26,39,46,32,36,10,17
E00011308,42,42,38,37,50,47,34,8,30
E00011309,42,38,29,37,39,32,16,19,26
E00011310,13,4,26,16,25,16,22,14,45
E00011311,32,39,43,31,60,47,53,13,19
E00011312,24,24,21,17,39,40,37,18,48
E00011313,68,44,50,61,44,26,14,1,19
E00011314,27,42,29,38,38,20,27,13,40
E00011315,22,18,33,26,33,42,35,11,52
E00011316,27,37,44,32,42,46,16,10,38
E00011317,28,35,39,39,46,41,39,9,15
E00011318,27,37,32,33,38,40,30,16,64
E00011319,25,43,36,23,36,37,37,8,36
E00011320,13,9,12,2,9,10,15,11,37
E00011321,22,25,35,35,39,20,26,20,30
E00011322,35,48,32,41,33,30,27,17,31
E00011323,33,33,29,26,34,20,39,8,39
E00011324,31,49,43,29,47,67,61,16,13
E00011325,72,61,74,96,84,78,69,23,20
E00011326,27,54,35,32,43,53,60,27,33
E00011327,25,22,28,19,38,38,36,15,45
E00011328,19,23,33,28,40,35,49,13,26
E00011329,34,32,26,41,50,36,44,21,20
E00011330,32,50,31,33,56,50,47,8,25
E00011331,45,59,63,54,67,47,49,14,16
E00011332,10,15,18,31,27,25,37,14,36
E00011333,40,59,56,49,53,67,54,16,42
E00011334,52,30,31,58,41,47,48,17,36
E00011335,33,32,33,27,31,57,57,12,16
E00011336,26,53,67,23,53,49,39,23,47
E00011337,22,41,47,20,52,70,55,16,38
E00011338,26,51,38,29,48,35,54,12,48
E00011339,26,47,33,26,44,53,58,14,30
E00011340,24,49,35,12,58,60,42,17,31
E00011341,25,51,37,24,53,51,52,16,53
E00011342,15,25,25,18,42,57,61,40,37
E00011343,36,48,27,36,45,36,29,11,48
E00011344,42,46,42,45,56,50,34,14,29
E00011345,40,63,40,45,56,42,42,13,29
E00011346,23,34,27,34,40,41,47,15,45
E00011347,42,54,54,61,64,51,46,18,41
E00011348,32,49,39,23,60,56,65,19,36
E00011349,10,33,39,9,43,25,34,13,60
E00011350,38,37,35,35,49,45,43,9,43
E00011351,32,42,36,23,44,45,40,13,37
E00011352,35,66,29,28,65,37,36,15,40
E00011353,19,37,54,20,46,46,62,25,38
E00011354,43,55,39,47,49,67,41,10,21
E00011355,42,55,50,32,61,66,65,8,32
E00011356,43,60,29,29,69,42,26,27,32
E00011357,24,48,36,20,51,69,52,15,40
E00011358,31,29,37,38,43,50,32,23,29
E00011359,24,33,49,38,40,59,34,18,36
E00011360,40,53,45,38,50,52,59,24,32
E00011361,38,52,36,38,37,34,23,6,29
E00011362,44,66,51,45,53,35,26,9,18
E00011363,85,68,49,69,56,60,34,8,24
E00011364,34,52,33,46,39,37,15,6,25
E00011365,47,35,30,47,35,24,33,11,25
E00011367,27,34,38,24,53,61,35,11,22
E00011368,42,39,45,44,57,59,34,14,68
E00011369,52,46,75,78,56,40,26,11,22
E00011370,58,70,49,42,52,34,29,5,28
E00011371,24,74,36,27,48,60,29,9,44
E00011372,39,67,48,17,54,31,23,2,17
E00011373,51,40,32,46,52,41,29,9,22
E00011374,29,33,28,37,24,38,30,9,42
E00011375,46,41,32,46,48,34,34,11,22
E00011376,45,66,31,48,53,43,32,4,22
E00011377,46,39,42,46,33,40,30,8,23
E00011378,65,57,60,39,35,29,13,0,13
E00011379,43,41,33,31,29,32,29,1,14
E00011380,50,34,47,47,26,15,13,1,3
E00011381,25,53,43,39,46,30,24,10,20
E00011382,78,44,36,64,36,17,16,4,13
E00011383,21,21,21,28,31,22,20,5,8
E00011384,54,67,40,48,56,37,22,8,28
E00011385,50,45,43,43,42,32,30,4,22
E00011386,52,25,56,54,18,14,6,1,3
E00011387,12,11,45,35,22,18,19,2,14
E00011388,35,48,27,36,29,20,7,10,9
E00011389,37,45,23,38,45,45,42,7,19
E00011390,58,50,39,51,50,39,24,8,16
E00011391,40,62,49,29,58,43,26,6,14
E00011392,72,64,59,41,47,17,10,0,2
E00011393,47,39,47,28,45,26,23,5,17
E00011394,52,52,26,43,46,29,13,1,35
E00011395,8,5,34,25,26,28,13,7,17
E00011396,40,46,45,39,43,27,19,6,8
E00011397,23,33,55,37,42,40,22,7,13
E00011398,45,53,39,44,46,32,21,8,31
E00011399,29,24,41,31,43,18,21,5,21
E00011400,19,12,30,28,31,10,12,1,4
E00011401,29,47,54,30,51,53,39,7,31
E00011402,65,64,64,49,57,44,24,9,31
E00011403,32,22,35,39,32,35,14,5,24
E00011404,22,21,30,24,28,18,30,11,58
E00011405,49,36,38,39,52,38,18,8,27
E00011406,55,58,38,37,58,41,18,13,24
E00011407,24,30,29,39,35,26,14,4,19
E00011408,42,49,34,40,43,33,26,12,25
E00011409,42,55,53,50,42,31,25,6,22
E00011410,49,59,35,44,46,43,17,3,24
E00011411,35,62,18,25,61,30,27,16,27
E00011412,39,48,40,37,60,53,45,13,39
E00011413,59,58,44,57,70,38,14,11,19
E00011414,40,56,32,37,49,61,37,11,30
E00011415,26,11,48,55,35,16,19,6,13
E00011416,22,29,29,32,38,45,24,16,31
E00011417,29,50,31,29,60,43,37,18,29
E00011418,28,43,54,47,49,61,52,15,20
E00011419,41,46,28,35,58,38,37,17,33
E00011420,19,43,22,31,58,48,42,23,33
E00011421,43,68,42,43,55,30,17,5,24
E00011422,9,21,19,17,31,38,28,18,62
E00011423,38,34,18,25,54,23,31,15,50
E00011424,12,25,29,26,34,52,52,23,42
E00011425,30,49,26,28,44,32,30,22,38
E00011426,23,17,21,23,25,36,44,25,44
E00011427,30,45,34,32,60,39,46,21,24
E00011428,9,16,23,16,24,48,46,35,58
E00011429,33,31,37,42,36,29,20,8,25
E00011430,31,46,48,25,58,51,32,8,35
E00011431,8,7,54,43,26,17,10,0,8
E00011432,8,14,22,23,23,40,46,15,43
E00011433,45,54,34,46,62,53,39,13,32
E00011434,34,40,37,34,45,51,35,15,42
E00011435,38,46,54,41,49,46,36,16,31
E00011436,32,37,29,37,49,44,41,15,35
E00011437,18,42,36,21,52,70,52,9,22
E00011438,36,42,26,40,53,46,42,14,25
E00011439,9,32,36,25,38,50,52,18,27
E00011440,45,45,34,35,47,42,46,16,20
E00011441,18,24,26,23,29,32,51,22,52
E00011442,29,40,36,30,42,41,31,16,24
E00011443,22,57,44,29,66,57,39,11,34
E00011444,26,36,28,28,48,44,50,12,31
E00011445,26,34,35,30,44,50,55,9,41
E00011446,40,62,38,26,73,46,52,16,17
E00011447,13,23,39,19,37,56,40,9,25
E00011448,37,72,73,35,90,100,47,6,7
E00011449,46,58,59,40,62,72,49,6,12
E00011450,16,28,26,29,28,41,38,15,60
E00011451,36,30,53,39,51,46,36,12,28
E00011452,12,25,22,21,25,29,57,17,14
E00011453,39,38,46,47,43,39,45,24,46
E00011454,13,26,22,16,33,30,43,12,38
E00011455,30,31,32,60,47,33,18,8,9
E00011456,16,41,26,26,30,37,42,17,33
E00011457,57,26,77,82,58,33,25,2,6
E00011458,21,40,20,23,46,41,40,21,32
E00011459,29,31,46,35,52,54,44,12,18
E00011460,26,24,31,38,50,22,24,6,15
E00011461,17,37,22,22,54,41,51,14,34
E00011462,28,30,48,32,45,33,25,5,24
E00011463,20,44,37,25,44,55,47,9,39
E00011464,37,57,34,34,53,37,37,16,17
E00011465,34,31,50,44,33,36,24,7,10
E00011466,36,30,29,32,48,35,34,10,23
E00011467,39,40,38,33,49,33,36,17,37
E00011468,46,49,35,38,35,30,25,7,23
E00011469,36,36,28,47,40,43,33,12,21
E00011470,27,18,41,56,38,21,16,4,17
E00011471,39,36,57,35,38,33,20,11,11
E00011472,28,17,17,33,37,35,41,23,36
E00011473,51,76,56,54,64,61,28,10,9
E00011474,38,62,44,37,68,53,39,7,20
E00011475,18,34,24,30,43,41,38,8,37
E00011476,22,23,31,30,37,35,31,6,25
E00011477,98,84,58,98,97,48,27,8,19
E00011478,40,41,34,53,53,31,24,3,17
E00011479,19,11,31,40,28,27,32,11,34
E00011480,25,20,22,27,24,34,46,18,17
E00011481,34,20,42,66,42,35,20,11,7
E00011482,43,31,26,55,49,34,43,19,37
E00011483,28,38,30,40,47,37,35,13,25
E00011484,34,14,33,27,25,19,19,16,44
E00011485,13,22,21,19,27,39,52,12,52
E00011486,39,33,37,45,42,47,35,5,31
E00011487,37,33,43,45,44,45,42,10,31
E00011488,30,16,38,38,36,36,17,7,12
E00011489,23,39,53,49,34,27,17,3,24
E00011490,32,13,35,50,29,33,16,7,6
E00011491,61,46,51,87,65,31,15,6,8
E00011492,21,28,24,23,42,42,59,24,51
E00011495,35,56,60,35,51,61,44,15,23
E00011497,42,24,41,40,44,55,72,17,47
E00011522,33,13,46,21,32,38,26,12,37
E00011524,36,21,36,43,31,37,21,16,11
E00011529,56,60,47,50,51,28,42,7,28
E00011532,22,28,25,34,28,29,25,13,45
E00011533,49,68,57,56,39,42,16,8,24
E00011534,52,53,40,53,48,26,25,7,5
E00011535,43,38,26,29,39,14,19,12,41
E00011536,23,24,21,33,39,37,40,15,21
E00011537,41,34,73,63,49,45,41,7,17
E00011538,29,41,34,39,50,51,34,10,31
E00011539,54,49,40,43,57,35,29,13,27
E00011540,24,22,25,28,28,30,50,30,42
E00011541,42,28,24,40,32,35,24,12,18
E00011542,63,61,38,39,56,33,37,13,24
E00011543,36,36,30,43,38,38,35,7,98
E00011544,28,57,26,47,47,38,39,14,23
E00011545,46,44,44,55,64,58,36,7,15
E00011546,45,41,48,58,37,40,27,7,24
E00011547,57,52,40,44,51,41,31,14,21
E00011548,53,36,43,43,35,30,39,11,13
E00011549,35,51,23,49,40,34,49,5,14
E00011551,19,12,11,18,24,29,64,29,51
E00011552,56,43,27,63,53,22,35,12,29
E00011553,40,66,33,56,48,38,29,16,20
E00011554,51,44,29,51,40,29,40,14,27
E00011555,38,33,34,35,31,26,23,12,27
E00011556,9,18,18,16,23,35,33,11,20
E00011557,59,55,50,43,54,37,36,10,18
E00011558,61,47,32,44,46,29,22,12,38
E00011559,37,38,41,45,54,39,37,13,21
E00011560,49,37,40,57,44,42,24,8,24
E00011561,64,70,59,67,53,29,17,10,31
E00011562,55,43,49,38,30,61,24,5,9
E00011563,65,58,39,48,46,35,23,10,20
E00011564,38,51,25,51,47,35,28,12,18
E00011565,66,58,39,50,41,27,21,10,22
E00011566,46,58,30,40,40,21,33,4,11
E00011567,41,49,37,38,48,37,26,11,18
E00011568,26,42,27,26,57,46,35,10,27
E00011569,19,9,22,22,30,24,36,6,35
E00011570,49,42,31,44,37,40,26,18,24
E00011571,23,18,44,23,31,35,36,6,26
E00011572,44,24,50,44,47,35,33,3,7
E00011573,45,39,49,29,61,78,61,15,33
E00011574,8,12,16,18,17,17,32,12,37
E00011575,38,53,36,37,52,35,48,25,37
E00011576,38,59,45,36,60,71,31,5,22
E00011577,47,48,42,54,45,26,20,12,43
E00011578,36,48,41,36,59,51,36,15,26
E00011579,32,68,58,40,74,71,36,8,21
E00011580,29,32,34,32,19,19,33,11,23
E00011581,17,31,27,15,39,43,59,37,25
E00011582,29,56,49,24,57,57,52,18,34
E00011583,33,49,47,25,59,49,31,12,30
E00011584,29,37,33,33,52,48,51,10,27
E00011585,29,32,33,43,38,53,50,17,42
E00011586,34,47,61,32,52,59,29,8,23
E00011587,38,31,34,48,43,48,28,12,10
E00011588,43,44,36,41,55,48,33,10,40
E00011589,39,37,60,45,55,42,31,4,17
E00011590,46,36,29,47,55,51,23,6,41
E00011591,41,64,37,25,66,43,21,9,24
E00011592,18,43,35,31,58,53,47,10,17
E00011593,31,32,43,29,32,48,54,21,35
E00011594,27,53,43,24,60,56,40,5,25
E00011595,35,45,35,21,64,51,29,18,40
E00011596,32,45,32,29,49,47,29,11,42
E00011597,23,43,44,29,45,47,33,9,19
E00011598,28,44,47,39,48,48,31,23,20
E00011599,30,50,49,34,48,59,44,10,11
E00011601,38,64,45,49,65,43,34,8,18
E00011602,24,44,21,26,40,48,52,21,33
E00011603,30,76,63,44,66,75,64,14,26
E00011604,16,23,16,11,27,19,44,16,30
E00011605,64,49,45,51,63,65,30,14,16
E00011606,47,52,50,53,57,68,42,9,35
E00011607,35,47,50,31,62,67,38,14,18
E00011608,23,54,27,24,68,31,30,15,24
E00011609,34,73,50,36,71,74,47,11,13
E00011610,38,34,49,27,42,32,20,5,21
E00011652,30,33,34,19,45,43,43,14,43
E00011655,28,55,46,29,63,58,28,19,31
E00011656,27,42,38,23,54,49,54,14,21
E00011657,27,36,45,36,53,63,48,24,26
E00011659,33,43,21,17,62,51,59,12,36
E00011660,28,37,22,27,40,36,52,19,41
E00011664,5,6,21,14,17,7,39,13,107
E00011666,52,40,18,34,56,32,48,17,36
E00011668,47,53,44,39,71,70,49,15,28
E00011669,33,50,36,30,53,49,43,13,35
E00011670,32,50,33,33,50,46,28,17,29
E00011672,39,50,26,31,58,49,36,18,16
E00011673,26,45,32,19,67,47,57,15,30
E00011674,38,32,42,30,42,46,35,17,33
E00011675,35,33,22,26,38,49,44,17,37
E00011677,60,48,49,67,60,40,24,12,25
E00011678,27,55,23,29,43,53,33,25,42
E00011679,37,56,36,34,57,44,32,18,22
E00011680,17,15,33,27,30,62,39,17,66
E00011681,38,45,34,38,66,53,51,18,43
E00011682,43,69,45,34,63,67,42,14,36
E00011683,39,39,28,48,43,38,40,19,55
E00011684,24,28,41,34,30,60,59,14,41
E00011685,16,42,40,21,47,60,37,9,42
E00011686,21,37,19,24,42,28,51,18,31
E00011687,19,35,22,14,52,42,50,15,40
E00011688,25,29,28,15,44,44,62,14,36
E00011689,25,40,43,32,46,68,55,26,29
E00011691,24,30,31,41,36,26,23,11,34
E00011692,61,50,47,55,51,47,20,7,14
