geocode,asian,black,mixed,other,white
E02001327,34,14,119,1,7283
E02001328,39,30,116,7,9953
E02001329,39,17,108,4,7435
E02001330,55,48,94,15,8494
E02001331,39,16,108,10,9889
E02001332,38,55,116,16,6419
E02001334,34,16,62,2,5666
E02001336,33,21,93,7,6679
E02001337,119,17,77,11,5709
E02001338,34,9,85,17,5790
E02001340,56,19,114,14,8794
E02001341,29,16,66,3,6743
E02001342,30,21,56,8,7057
E02001343,106,26,66,11,6909
E02001344,118,24,87,13,5101
E02001345,59,33,70,26,5449
E02001346,94,56,191,15,6714
E02001347,351,55,77,53,7117
E02001348,114,14,54,21,7019
E02001349,77,42,71,38,7738
E02001350,252,148,82,32,7342
E02001351,183,132,109,24,8446
E02001352,137,142,91,85,6961
E02001353,256,47,113,39,7117
E02001354,61,71,80,26,7375
E02001355,65,47,55,29,6468
E02001356,81,93,59,25,5326
E02001357,74,57,79,25,6747
E02001358,110,52,61,22,6824
E02001359,249,76,65,12,5349
E02001360,146,166,111,56,7879
E02001361,69,23,77,37,7412
E02001362,70,26,59,15,7231
E02001363,212,159,117,24,7276
E02001364,107,99,96,71,4938
E02001365,222,276,143,96,8312
E02001366,221,114,153,81,8416
E02001367,162,41,64,76,8961
E02001368,69,85,70,57,5566
E02001369,262,143,160,113,6977
E02001370,182,183,165,124,5532
E02001371,375,97,135,27,6813
E02001372,100,68,68,18,5967
E02001373,235,127,216,118,8557
E02001374,309,613,275,263,6739
E02001375,218,34,120,25,6798
E02001376,731,1065,309,234,6130
E02001377,2584,647,442,618,7176
E02001378,308,123,273,110,7158
E02001380,148,45,144,47,7142
E02001381,715,586,511,333,7141
E02001382,308,57,90,15,6628
E02001383,893,725,726,474,4683
E02001384,862,482,507,267,8644
E02001385,749,1902,848,1764,2894
E02001386,101,53,163,27,7201
E02001387,233,91,219,51,7431
E02001388,320,168,334,123,7915
E02001389,348,531,438,383,4532
E02001390,427,699,544,520,6566
E02001391,44,66,104,5,5751
E02001392,203,35,88,38,5353
E02001393,405,50,110,119,7069
E02001394,443,199,380,142,8979
E02001395,195,67,145,48,5601
E02001396,245,109,237,116,7328
E02001397,156,31,134,44,7266
