geocode,employee,inactive,self-employed,student,unemployed
E02003122,2517,1710,378,145,121
E02003123,3034,2016,338,151,267
E02003124,2919,1860,370,136,284
E02003125,2288,1561,288,109,238
E02003126,3032,1861,325,273,165
E02003127,2663,1867,347,148,271
E02003128,3249,2177,350,159,304
E02003129,2483,1430,288,125,132
E02003130,3852,2512,512,196,405
E02003131,3011,1808,321,162,204
E02003132,3258,1637,425,159,199
E02003133,2938,1686,397,151,174
E02003134,2328,1832,280,143,303
E02003135,2910,1690,278,134,358
E02003136,2982,1895,437,168,127
E02003137,2897,1554,689,181,134
E02003138,3252,1402,535,261,166
E02003139,3292,1024,331,179,104
E02003140,3187,1500,441,203,115
E02003141,3549,1654,504,216,393
E02003142,3580,2137,415,207,332
E02003143,3393,1592,378,164,165
E02003144,2486,3659,345,1241,250
E02003145,2732,1652,447,310,245
E02003146,3404,2632,416,791,281
E02003147,2616,2016,312,139,502
E02003148,2550,4208,404,1053,385
E02003149,3469,2700,403,666,386
E02003150,4196,3206,719,415,668
E02003151,2683,1833,429,157,103
E02003152,3656,2102,630,184,203
E02003153,3184,1631,384,174,152
E02003154,2284,1932,421,151,272
E02003155,1886,1354,535,125,170
E02003156,3904,1829,690,182,234
E02003157,2299,1449,434,133,335
E02003158,1837,1253,404,129,186
E02003159,2170,1180,479,135,226
E02003161,2546,1634,660,133,415
E02003163,2396,2194,806,84,214
E02003164,2942,2127,790,175,196
E02003165,2630,1575,540,131,203
E02003166,3546,2636,706,208,349
E02003167,2765,2319,768,136,392
E02003168,2456,1701,539,139,173
E02003169,1925,1899,555,125,140
E02003170,2784,2727,819,132,288
E02003171,2256,2046,593,131,215
E02003892,2076,1590,738,106,124
E02003893,2183,1553,921,116,108
E02003894,2966,1865,688,149,186
E02003895,2926,1765,729,137,187
E02003896,1975,1419,358,125,178
E02003897,2258,1101,520,117,82
E02003898,2169,1706,898,99,132
E02003899,2056,1306,263,114,117
E02003900,2932,1609,479,157,156
E02003901,2095,2008,1055,106,156
E02003902,2156,1248,273,101,125
E02003903,2396,1617,558,124,149
E02003904,1511,1443,735,66,148
E02003905,2328,1176,815,123,144
E02003906,1866,1192,705,74,119
E02003907,2669,1643,871,148,155
E02003908,3088,1680,523,170,186
E02003909,3628,2032,568,226,202
E02003910,2488,1226,458,152,137
E02003911,2725,2120,944,146,135
E02003912,2508,1792,1050,138,123
E02003913,1713,1615,704,142,106
E02003914,2599,1765,550,274,208
E02003915,2278,2332,520,398,281
E02003916,1793,2120,589,564,120
E02003917,2896,1645,593,227,138
E02003918,2539,1656,553,114,117
E02003919,2422,1716,404,112,210
