geocode,bad,fair,good
E00141579,5,37,169
E00141584,13,41,259
E00141593,10,36,169
E00141594,10,22,166
E00141595,28,43,208
E00141596,19,47,235
E00141597,21,63,166
E00141598,14,47,343
E00141599,19,41,273
E00141614,13,45,244
E00141615,16,61,382
E00141616,2,13,108
E00141626,8,20,121
E00141633,31,59,139
E00141634,21,59,205
E00141635,15,47,215
E00141636,31,53,203
E00141637,35,47,125
E00141638,32,46,235
E00141639,24,63,330
E00141640,24,37,190
E00141641,18,39,178
E00141642,20,30,161
E00141643,22,42,182
E00141644,25,55,250
E00141645,11,36,185
E00141646,23,32,193
E00141647,19,30,213
E00141648,15,43,164
E00141649,27,48,164
E00141650,18,41,193
E00141651,24,48,202
E00141652,23,44,218
E00141653,39,59,179
E00141654,13,29,243
E00141655,15,60,204
E00141656,14,46,266
E00141657,17,48,244
E00141658,12,47,234
E00141659,27,65,305
E00141660,10,27,142
E00141661,19,67,260
E00141662,18,57,192
E00141663,14,45,117
E00141664,15,33,192
E00141665,24,36,159
E00141666,22,37,280
E00141667,17,39,189
E00141668,20,37,308
E00141669,14,35,328
E00141670,13,36,294
E00141671,12,50,270
E00141672,22,32,257
E00141673,14,16,206
E00141674,7,29,218
E00141675,21,47,347
E00141676,19,31,285
E00141677,14,43,263
E00141678,9,29,284
E00141679,14,41,200
E00141680,10,45,298
E00141681,17,40,323
E00141689,17,36,251
E00141691,16,43,313
E00141692,12,45,244
E00141693,8,26,247
E00141694,36,44,194
E00141695,5,40,169
E00141696,10,42,184
E00141697,24,53,243
E00141698,9,26,215
E00141699,13,37,214
E00141700,15,44,181
E00141702,12,51,217
E00141703,13,33,219
E00141704,19,36,281
E00141705,9,13,86
E00141706,6,16,150
E00141707,33,56,275
E00141708,22,58,278
E00141710,22,48,238
E00141711,17,47,245
E00141712,29,44,234
E00141713,13,26,204
E00141714,36,49,263
E00141716,22,25,169
E00141717,29,50,237
E00141719,37,67,130
E00141720,35,55,67
E00141721,29,44,189
E00141722,16,52,208
E00141723,15,43,198
E00141724,27,42,242
E00141725,28,56,338
E00141728,22,54,213
E00141729,29,45,207
E00141730,18,36,235
E00141731,8,38,220
E00141732,15,52,244
E00141733,8,47,241
E00141734,11,44,179
E00141735,33,48,191
E00141741,10,36,132
E00141742,30,60,127
E00141743,44,83,444
E00141744,15,44,237
E00141745,30,56,275
E00141746,21,30,274
E00141747,24,45,230
E00141748,35,45,219
E00141749,48,80,143
E00141750,13,42,284
E00141751,14,45,216
E00141752,9,36,283
E00141753,35,96,174
E00141754,34,47,221
E00141755,16,36,273
E00141756,18,110,214
E00141757,22,54,136
E00141758,16,58,197
E00141759,29,44,243
E00141760,19,63,174
E00141761,32,75,285
E00141762,22,49,158
E00141763,19,55,222
E00141764,20,60,139
E00141765,19,50,160
E00141766,15,52,160
E00141767,26,70,263
E00141768,15,45,151
E00141769,33,62,206
