geocode,asian,black,mixed,other,white
E01009522,149,37,29,7,1212
E01009523,33,1,19,10,1469
E01009524,66,18,27,21,1372
E01009525,295,34,23,50,1033
E01009526,62,8,12,7,1526
E01009527,90,33,45,7,1435
E01009528,58,11,26,3,1497
E01009529,98,45,25,4,1369
E01009530,43,11,11,5,1315
E01009531,36,8,15,15,1465
E01009532,61,23,15,11,1228
E01009535,122,12,14,10,1172
E01009536,156,13,14,8,1281
E01009537,90,117,29,3,1255
E01009538,51,82,43,8,1263
E01009539,15,154,49,5,1364
E01009540,44,426,41,10,1405
E01009541,33,85,37,14,1363
E01009542,66,168,51,5,1484
E01009543,505,15,21,23,1197
E01009544,207,74,25,6,1231
E01009548,432,134,69,146,1492
E01009549,347,58,45,36,1133
E01009550,297,64,39,38,1416
E01009552,317,47,48,25,1158
E01009553,412,150,52,34,1451
E01009554,116,15,31,10,1149
E01009555,102,12,13,12,1313
E01009556,101,29,36,7,1349
E01009557,161,8,14,21,1125
E01009558,105,32,41,22,1290
E01009559,199,29,33,4,1136
E01009560,360,7,15,40,1117
E01009561,199,23,37,6,1322
E01009562,404,23,32,23,1160
E01009563,344,16,19,50,1243
E01009564,636,186,65,49,721
E01009565,1257,181,22,87,168
E01009566,539,262,55,99,626
E01009567,1017,183,52,89,497
E01009568,1182,148,59,79,320
E01009569,552,137,64,70,486
E01009570,1054,169,49,100,430
E01009571,689,220,59,76,579
E01009572,797,345,95,84,855
E01009573,934,120,29,84,377
E01009574,842,172,85,82,419
E01009575,487,72,60,34,657
E01009576,113,71,37,6,1348
E01009577,47,217,65,9,955
E01009578,248,25,37,17,1098
E01009579,61,273,67,21,1259
E01009580,185,37,32,23,936
E01009581,59,206,79,13,1212
E01009582,144,103,35,15,1443
E01009583,350,75,37,15,1131
E01009584,33,88,34,10,1257
E01009585,21,206,55,12,768
E01009586,76,55,20,6,1514
E01009587,469,86,48,39,893
E01009588,177,62,60,31,1208
E01009589,225,48,51,11,1090
E01009590,75,13,12,16,1272
E01009591,211,46,45,18,1220
E01009592,275,88,79,32,1159
