geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E00085920,19,11,96,18,4,5,0,2,3
E00085921,15,18,111,16,3,2,2,0,5
E00085923,14,17,176,23,6,4,0,2,5
E00085924,21,19,159,23,4,4,2,4,3
E00085932,14,13,101,14,6,2,0,3,4
E00085933,12,18,114,20,1,3,0,2,5
E00085934,16,13,121,15,6,1,5,0,0
E00085935,12,17,100,19,6,2,0,0,6
E00085936,16,19,127,19,8,2,0,0,1
E00085937,19,12,118,21,4,4,1,2,1
E00085938,16,11,117,24,1,4,1,0,2
E00085939,13,11,105,12,4,1,0,1,3
E00085940,12,15,117,17,3,2,2,0,1
E00085941,11,10,103,20,5,4,1,1,2
E00085942,15,7,87,14,3,4,0,1,5
E00085943,17,9,93,15,3,3,0,1,1
E00085944,16,15,123,17,3,2,1,1,4
E00085945,10,9,120,13,7,0,0,1,1
E00085947,10,9,113,13,8,3,3,2,0
E00085949,17,14,140,24,3,3,1,2,4
E00085950,16,5,76,15,4,2,0,2,1
E00085951,12,18,108,24,6,4,1,0,0
E00085952,11,19,147,19,9,2,1,3,9
E00085953,23,17,111,18,5,8,2,2,4
E00085954,8,7,124,15,1,0,0,2,1
E00085956,17,13,92,74,13,1,2,0,4
E00085957,11,12,102,15,5,4,3,2,2
E00085961,18,15,93,21,2,2,0,3,2
E00085962,13,17,129,21,8,5,0,1,2
E00085963,16,11,99,15,5,3,1,0,1
E00085964,30,4,81,56,15,1,0,1,12
E00085965,14,14,64,59,1,2,0,4,20
E00085966,13,6,100,47,5,1,4,2,14
E00085967,12,1,32,25,2,1,1,0,12
E00085968,21,7,64,47,4,0,1,2,12
E00085969,15,11,104,20,8,2,0,2,8
E00085970,11,11,71,17,4,1,2,1,8
E00085971,9,11,90,30,4,0,1,1,6
E00085972,23,6,73,36,2,3,1,2,11
E00085973,20,17,70,63,5,1,1,3,16
E00085974,11,6,60,44,5,2,3,5,10
E00085975,21,7,67,39,1,3,0,0,14
E00085976,11,2,52,12,1,0,1,0,7
E00085977,13,12,65,49,7,0,0,2,12
E00085978,22,11,81,24,5,1,2,2,7
E00085979,16,10,62,49,7,1,1,4,14
E00085980,14,14,59,42,4,3,0,3,16
E00085981,13,16,79,28,5,1,0,0,8
E00085982,12,3,76,27,7,2,1,3,19
E00085983,14,10,103,53,5,1,2,2,14
E00085984,16,10,90,23,2,1,0,0,14
E00085985,15,1,72,34,7,2,2,2,6
E00085986,25,10,91,31,3,2,2,1,13
E00085987,19,12,47,43,7,1,2,3,15
E00085988,12,7,81,43,8,1,2,3,6
E00085989,12,10,101,24,4,2,1,4,9
E00085990,18,15,68,45,1,0,0,4,19
E00085991,16,13,87,41,9,1,1,1,10
E00085992,13,9,67,35,4,1,3,2,13
E00085993,17,11,63,41,8,1,0,2,8
E00085994,18,8,72,42,6,2,2,3,14
E00085995,24,8,99,55,6,2,1,1,16
E00085996,15,5,104,37,4,2,1,0,18
E00085997,13,7,49,25,3,2,0,0,6
E00085998,12,2,83,26,6,2,1,12,11
E00085999,8,9,92,33,2,2,1,1,11
E00086000,10,8,71,24,10,2,1,2,8
E00086001,21,4,94,55,8,3,2,2,14
E00086002,10,5,85,39,6,3,1,2,15
E00086003,17,5,97,24,8,1,1,3,14
E00086004,14,8,57,26,9,3,0,1,7
E00086005,20,8,70,48,7,2,5,4,10
E00086006,19,5,81,21,3,1,1,2,5
