geocode,employee,inactive,self-employed,student,unemployed
E00024141,156,50,25,4,5
E00024142,105,59,19,6,4
E00024143,134,64,20,8,6
E00024144,133,46,25,8,4
E00024145,150,67,33,6,5
E00024146,119,64,20,4,5
E00024147,125,81,14,8,5
E00024148,163,45,14,10,13
E00024150,93,48,15,3,8
E00024151,132,54,19,7,17
E00024152,68,73,12,8,16
E00024153,133,50,19,7,4
E00024154,128,61,21,10,15
E00024155,106,84,5,10,14
E00024156,127,93,22,16,16
E00024157,120,65,31,9,6
E00024158,90,99,12,6,19
E00024159,62,61,15,2,3
E00024160,115,46,26,6,9
E00024161,145,50,22,13,13
E00024162,147,46,16,6,16
E00024163,73,76,4,8,15
E00024164,187,75,16,7,11
E00024165,57,48,8,4,13
E00024166,122,62,17,3,15
E00024167,111,97,23,5,5
E00024168,124,60,19,1,5
E00024169,101,44,8,1,10
E00024170,122,63,12,8,11
E00024171,141,72,23,3,1
E00024172,146,54,18,7,16
E00024173,88,44,17,4,12
E00024174,182,86,24,24,15
E00024175,121,69,21,11,10
E00024176,113,59,40,3,5
E00024177,215,38,38,7,4
E00024178,162,61,29,9,5
E00024179,130,52,42,7,2
E00024180,143,49,20,7,12
E00024181,98,70,22,4,4
E00024182,88,57,17,8,4
E00024183,217,61,43,8,2
E00024184,91,73,23,9,7
E00024185,72,59,13,5,1
E00024186,116,80,39,8,2
E00024187,130,62,33,6,4
E00024230,78,90,19,6,4
E00024231,115,42,13,7,14
E00024232,72,70,12,3,6
E00024233,104,85,20,6,4
E00024234,158,55,38,3,9
E00024235,117,70,18,9,9
E00024236,112,59,18,4,4
E00024237,103,71,18,6,2
E00024238,78,92,20,6,6
E00024239,114,69,20,1,5
E00024240,119,71,21,8,2
E00024241,128,51,19,4,8
E00024242,96,77,17,2,3
E00024243,102,84,24,1,3
E00024244,107,71,12,4,0
E00024245,84,56,14,4,9
E00024246,99,90,21,7,4
E00024247,101,67,27,6,3
E00024248,126,85,18,9,8
E00024249,148,54,24,6,8
E00024250,134,83,23,4,3
E00024251,109,84,42,10,5
E00024252,168,63,15,5,4
E00024253,89,53,11,1,14
E00024254,57,70,8,0,13
E00024255,87,61,9,9,12
E00024256,97,111,12,8,20
E00024257,79,69,8,6,17
E00024258,77,82,9,3,12
E00024259,98,64,47,6,4
E00024260,105,40,23,6,0
E00024261,130,103,33,5,12
E00024262,124,71,14,9,7
E00024263,151,61,30,8,6
