geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02001678,3712,37,312,280,3
E02001679,1493,19,215,1275,9
E02001680,1017,31,191,1879,15
E02001681,2702,25,185,413,7
E02001827,2033,26,207,306,6
E02001828,2458,41,359,278,5
E02001829,3063,19,255,96,13
E02001830,3360,34,406,149,5
E02001831,2714,54,399,1177,55
E02001832,2751,42,345,274,25
E02001833,1944,17,146,176,5
E02001834,1597,46,304,527,6
E02001835,2575,44,708,156,13
E02001836,3083,23,344,216,6
E02001837,1976,70,493,1534,25
E02001838,2740,35,238,60,9
E02001839,2005,32,376,393,4
E02001840,1549,78,435,1462,62
E02001841,2186,21,177,26,4
E02001842,2464,28,397,124,11
E02001843,2207,27,420,44,15
E02001844,2826,48,826,600,159
E02001845,1977,16,409,161,12
E02001846,1810,62,475,970,42
E02001847,1931,22,283,156,7
E02001848,1411,45,336,739,14
E02001849,1446,54,753,937,21
E02001850,2256,41,578,173,11
E02001851,2258,69,417,929,32
E02001852,1676,44,519,408,40
E02001854,2007,58,491,668,28
E02001855,1568,62,229,2368,20
E02001856,2074,47,1001,296,33
E02001857,2259,86,1579,1306,110
E02001858,1373,54,900,780,19
E02001859,1469,76,694,470,13
E02001860,1445,61,737,596,13
E02001861,1193,84,652,1203,28
E02001862,1571,74,716,945,31
E02001863,1083,67,436,754,10
E02001864,793,57,199,1156,43
E02001865,1653,91,721,835,24
E02001866,955,57,406,1140,18
E02001867,761,56,212,1020,27
E02001868,2120,34,367,109,7
E02001869,459,56,170,1721,27
E02001870,2349,58,683,469,16
E02001871,1582,85,275,1470,131
E02001872,1553,89,245,1164,77
E02001873,1417,121,1059,1331,21
E02001874,1249,79,433,956,20
E02001875,717,97,734,1697,19
E02001876,445,113,684,1882,12
E02001877,1379,76,546,852,14
E02001878,1073,76,525,1008,25
E02001879,1228,68,826,1008,25
E02001880,1550,67,427,1396,39
E02001881,1428,86,476,945,8
E02002000,1907,67,207,1032,5
E02002001,1632,45,202,624,6
E02002002,2628,35,117,189,13
E02002003,2839,49,269,603,6
E02002004,1701,74,229,900,75
E02002005,1471,75,216,1249,13
E02002006,1586,48,207,934,51
E02002007,2878,62,206,643,7
E02002008,2720,18,222,85,21
E02002009,1143,83,292,1027,5
E02002010,1373,79,622,1100,49
E02002011,2213,24,146,67,7
E02002012,1460,80,320,1400,18
E02002013,2419,22,152,186,4
E02002014,1529,60,409,637,8
E02002015,1848,37,152,389,3
E02002016,1540,90,310,1184,8
E02002017,2042,51,432,1011,14
E02002018,3252,43,190,220,2
E02002019,1799,69,240,988,6
E02002020,3306,40,345,268,21
E02002043,1827,84,323,927,4
E02002044,1701,44,324,755,10
E02002045,1969,69,254,900,9
E02002046,823,58,112,1033,5
E02002047,1547,72,312,831,25
E02002048,2239,27,239,121,9
E02002049,1555,23,200,573,14
E02002051,830,56,149,1003,3
E02002052,1995,92,474,1503,18
E02002053,1792,25,276,378,6
E02002054,1734,26,260,247,7
E02002055,1939,75,375,1094,36
E02002056,1508,68,318,1628,10
E02002057,1910,89,448,1139,69
E02002058,2482,96,705,1316,23
E02002059,2264,91,661,1201,27
E02002060,1077,68,282,918,24
E02002061,1060,47,384,536,25
