geocode,bad,fair,good
E00075937,16,45,367
E00075938,12,27,273
E00075939,11,46,265
E00075940,25,54,161
E00075941,14,22,223
E00075942,11,32,278
E00075943,28,52,298
E00075944,10,38,306
E00075945,22,49,228
E00075946,4,72,282
E00075947,35,101,197
E00075948,15,37,268
E00075949,14,41,308
E00075950,7,16,262
E00075951,9,34,245
E00075952,13,28,362
E00075953,13,51,368
E00075954,13,40,364
E00075955,21,56,413
E00075956,14,27,271
E00075957,13,36,282
E00075958,11,38,244
E00075959,8,29,313
E00075960,13,41,225
E00075961,11,37,202
E00075962,7,35,261
E00075963,13,27,241
E00075964,15,43,254
E00075965,15,42,266
E00075966,7,44,291
E00075967,22,26,287
E00075968,19,53,210
E00075969,14,42,278
E00075970,18,25,246
E00075971,16,60,376
E00075972,23,30,242
E00075973,26,41,158
E00075974,16,57,131
E00075975,15,17,251
E00075976,21,40,224
E00075977,25,31,228
E00075978,27,51,188
E00075979,31,60,176
E00075980,34,77,258
E00075981,29,59,320
E00075982,36,47,221
E00075983,56,51,117
E00075984,3,13,158
E00075985,53,92,422
E00075986,26,45,262
E00075987,7,31,184
E00075988,39,56,135
E00075989,25,32,61
E00075991,25,54,245
E00075993,22,43,210
E00075994,35,40,248
E00075995,14,45,484
E00075996,15,40,230
E00075997,7,38,203
E00075998,15,28,173
E00075999,26,64,223
E00076000,12,34,221
E00076001,33,39,224
E00076002,17,32,211
E00076003,31,47,226
E00076004,27,48,233
E00076005,24,40,220
E00076006,9,36,224
E00076007,14,28,227
E00076008,15,37,228
E00076009,18,43,272
E00076010,14,27,246
E00076011,17,32,252
E00076012,17,31,235
E00076013,36,57,250
E00076014,27,39,224
E00076015,26,69,236
E00076016,26,54,257
E00076017,15,30,232
E00076018,30,44,254
E00076019,9,45,245
E00076020,22,61,155
E00076021,24,48,237
E00076022,16,41,197
E00076023,13,41,197
E00076024,23,64,340
E00076025,27,41,170
E00076026,28,46,200
E00076027,28,33,243
E00076028,12,38,408
E00076029,19,53,481
E00076030,18,55,402
E00076031,10,39,311
E00076032,9,40,197
E00076033,33,54,322
E00076034,11,27,358
E00076035,16,28,368
E00076036,21,32,460
E00076037,7,28,222
E00076038,4,26,355
E00076039,15,28,331
E00076040,12,33,320
E00076041,9,29,278
E00076042,14,42,239
E00076043,32,48,129
E00076044,27,53,470
E00076045,23,63,372
E00076047,16,46,270
E00076048,23,42,251
E00076050,14,30,293
E00076051,13,26,374
E00076052,3,24,306
E00076053,29,43,266
E00076054,30,59,342
E00076055,36,62,317
E00076056,26,58,234
E00076057,34,52,121
E00076058,21,32,217
E00076059,17,41,209
E00076060,24,48,276
E00076061,15,64,250
E00076062,20,44,292
E00076063,20,47,172
E00076064,8,39,292
E00076065,27,25,210
E00076066,18,45,184
E00076067,9,36,230
E00076068,15,42,313
E00076069,17,29,174
E00076070,19,42,209
E00076071,14,24,254
E00076072,26,44,234
E00076073,9,33,251
E00076074,17,34,272
E00076075,8,48,598
E00076076,17,27,205
E00076077,11,33,292
E00076078,10,28,303
E00076079,4,27,185
E00076080,13,32,209
E00076081,17,37,342
E00076082,13,35,290
E00076083,18,35,324
E00076084,25,52,214
E00076085,27,55,168
E00076086,24,49,209
E00076087,27,50,204
E00076088,19,42,258
E00076089,14,29,255
E00076090,21,55,172
E00076091,24,22,208
E00076092,33,43,162
E00076093,30,50,249
E00076094,23,45,307
E00076095,26,60,266
E00076096,44,70,212
E00076097,27,51,297
E00076099,9,38,325
E00076100,10,23,259
E00076102,11,36,198
E00076104,19,37,200
E00076106,17,29,217
