geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01010568,619,13,85,102,3
E01010569,490,24,73,238,1
E01010570,529,2,14,2,3
E01010571,518,11,177,118,4
E01010572,571,7,42,19,0
E01010573,648,9,37,29,3
E01010574,492,14,54,63,3
E01010575,575,15,91,71,0
E01010576,551,10,65,22,3
E01010577,589,9,51,13,0
E01010578,505,10,169,30,2
E01010579,576,4,36,16,1
E01010580,901,7,85,6,0
E01010581,545,4,118,39,3
E01010582,501,3,192,21,6
E01010583,413,6,84,266,1
E01010584,367,12,272,234,0
E01010585,567,16,228,168,7
E01010586,607,4,79,9,1
E01010587,631,4,118,49,11
E01010588,571,4,58,45,4
E01010589,559,4,74,5,3
E01010590,609,14,118,24,1
E01010591,426,7,87,171,0
E01010592,468,16,56,126,4
E01010593,588,12,80,71,1
E01010594,551,12,56,64,3
E01010595,492,11,164,125,3
E01010596,566,2,46,2,1
E01010597,394,11,80,94,2
E01010598,575,9,79,5,0
E01010599,363,5,93,6,6
E01010600,387,0,100,4,2
E01010601,559,5,139,5,27
E01010602,499,8,96,4,2
E01010603,531,4,66,24,6
E01010604,623,4,80,16,0
E01010605,335,14,74,195,3
E01010606,187,19,162,237,4
E01010607,299,12,175,108,0
E01010608,262,11,108,109,2
E01010609,408,24,130,122,2
E01010610,100,10,81,509,2
E01010611,423,15,188,250,2
E01010612,157,6,81,332,0
E01010613,319,14,191,111,0
E01010614,297,6,137,117,1
E01010615,441,10,102,10,3
E01010616,352,12,93,129,2
E01010617,123,12,77,380,3
E01010618,278,12,95,124,1
E01010619,397,10,101,12,1
E01010620,287,9,155,64,2
E01010621,380,19,112,16,1
E01010622,357,12,198,56,4
E01010623,230,11,107,181,0
E01010624,333,24,149,95,1
E01010625,228,12,56,203,0
E01010626,326,11,84,73,1
E01010627,363,10,125,35,3
E01010628,503,6,107,50,3
E01010629,461,11,123,19,5
E01010630,380,10,77,135,4
E01010631,256,4,86,203,1
E01010632,224,5,107,161,3
E01010633,465,9,110,37,3
E01010634,514,7,53,12,0
E01010635,238,11,86,316,13
E01010636,574,6,132,31,3
E01010637,382,5,129,14,2
E01010638,545,4,62,38,4
E01010639,603,11,178,48,4
E01010640,542,4,242,7,1
E01010641,500,8,35,76,3
E01010642,673,10,43,11,1
E01010643,442,11,157,7,3
E01010644,468,12,92,57,6
E01010645,501,3,35,3,0
E01010646,527,12,50,31,3
E01010647,364,8,35,100,2
E01010648,541,6,58,12,2
E01010649,386,7,106,105,1
E01010650,229,2,80,261,3
E01010651,544,4,71,2,0
E01010652,475,6,123,104,31
E01010653,305,2,129,245,5
E01010654,245,19,65,252,1
E01010655,278,4,81,156,10
E01010656,521,7,45,34,1
E01010657,496,7,155,10,5
E01010658,363,4,181,47,3
E01010659,271,14,78,236,1
E01010662,405,3,66,11,2
E01010663,319,9,235,75,0
E01010664,418,9,63,38,0
E01010665,435,4,126,33,4
E01010666,228,14,199,217,4
E01010667,397,9,162,46,0
E01010668,462,7,42,4,1
E01010669,507,11,112,6,4
E01010670,337,6,110,4,1
E01010671,388,9,57,28,1
E01010672,434,3,73,4,8
E01010673,347,9,132,11,2
E01010674,278,11,90,128,2
E01010675,441,10,105,52,14
E01010676,374,19,100,18,2
E01010677,333,12,103,184,6
E01010678,409,6,74,66,1
E01010679,195,14,145,140,1
E01010680,275,25,100,490,2
E01010681,469,4,27,2,0
E01010682,329,8,88,232,2
E01010683,511,7,142,37,8
E01010684,527,8,68,53,5
E01010685,555,5,110,45,9
E01010686,570,4,92,48,0
E01010687,642,3,66,13,8
E01010688,624,18,150,22,17
E01010689,586,8,137,34,2
E01010690,542,6,105,116,51
E01010691,582,8,46,5,4
E01010692,651,13,122,32,10
E01010693,525,3,26,6,0
E01010694,554,10,52,5,0
E01010695,519,14,233,75,2
E01010696,539,9,47,3,2
E01010697,567,10,65,16,1
E01010698,578,12,174,74,9
E01010699,498,12,71,197,3
E01010700,302,12,121,15,0
E01010701,237,9,119,61,4
E01010702,317,9,107,75,2
E01010703,484,10,105,64,0
E01010704,414,4,129,63,1
E01010705,591,3,64,16,0
E01010706,608,7,82,11,1
E01010707,667,4,82,2,1
E01010708,532,9,107,5,1
E01010709,911,12,75,14,42
E01010710,236,15,410,222,1
E01010711,159,23,176,443,2
E01010712,324,7,131,24,1
E01010713,311,13,92,156,0
E01010714,422,4,118,54,1
E01010715,303,8,38,118,0
E01010716,514,27,174,137,2
E01010717,443,3,117,107,1
E01010718,311,13,66,268,7
E01010719,347,14,94,40,0
E01010720,300,17,68,233,0
E01010721,298,17,50,253,4
E01010722,369,8,120,125,3
E01010723,302,7,147,32,1
E01010724,333,4,72,189,13
E01010725,464,4,175,50,3
E01010726,574,8,33,7,1
E01010727,572,11,89,68,3
E01010728,376,12,125,13,2
E01010729,450,5,27,1,0
E01010730,61,15,111,611,3
E01010731,112,13,377,181,19
E01010732,173,17,110,385,7
E01010733,216,23,171,274,17
E01010734,266,6,221,22,1
E01010735,180,11,58,256,2
E01010736,257,12,300,140,6
E01010737,183,22,142,174,1
E01010738,345,6,131,72,2
E01010739,225,15,120,252,2
E01010740,337,10,117,74,0
E01010741,505,10,109,32,0
E01010742,304,21,156,123,4
E01010743,290,32,120,231,3
E01010744,329,11,99,35,6
E01010745,336,15,163,99,5
E01010746,572,18,87,4,3
E01010747,427,7,112,98,0
E01010748,294,12,79,283,2
E01010749,357,10,122,125,0
E01010750,545,7,89,51,1
E01010751,422,11,56,186,1
E01010752,508,9,265,34,2
E01010753,543,7,37,7,3
E01010754,494,3,95,50,20
E01010755,293,4,205,168,1
E01010756,460,6,100,38,0
E01010758,439,2,28,8,0
E01010759,414,14,95,136,1
E01010760,531,7,61,6,0
E01010761,465,12,141,60,5
E01010762,454,3,115,22,7
E01010763,485,6,117,9,4
E01010764,616,14,42,1,0
E01010765,706,10,156,193,2
E01010766,479,5,43,2,9
E01010767,448,12,30,135,8
E01010768,585,3,45,4,0
E01010769,513,7,131,57,22
E01010770,581,4,30,2,2
E01010771,439,4,25,8,2
E01010772,464,5,13,19,0
E01010773,527,8,54,29,1
E01010774,583,12,91,48,2
E01010775,623,2,53,5,14
E01010776,434,13,53,172,5
E01010777,257,16,79,375,3
E01010778,422,9,158,164,2
E01010779,389,13,77,157,4
E01010781,376,5,103,88,2
E01010782,296,26,260,298,2
E01010783,483,13,79,77,12
E01010784,449,10,180,105,16
E01010785,449,10,257,70,21
E01010786,467,4,49,12,16
E01010787,562,8,69,49,8
E01010788,426,8,132,17,2
E01010789,446,9,145,62,3
