geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02001882,1256,1111,1233,1110,1015,773,742,269,643
E02001883,1194,1095,1159,1073,1115,862,732,274,625
E02001884,2272,1912,1420,1427,962,531,316,132,267
E02001886,1124,1046,1927,1570,1079,813,604,252,393
E02001888,934,933,851,763,903,670,537,185,471
E02001889,1757,1597,1322,1201,919,639,330,181,400
E02001890,882,985,2597,1685,1161,888,709,304,595
E02001892,2100,1645,1498,1523,1244,847,595,258,483
E02001893,1070,1108,1041,944,1182,953,781,316,702
E02001895,1035,1107,967,917,1073,843,793,295,760
E02001896,1931,1679,1643,1419,976,664,371,212,392
E02001897,1419,1218,1282,1135,903,626,443,221,349
E02001898,698,845,714,735,1087,795,701,305,608
E02001899,896,793,969,1147,1061,984,953,319,744
E02001900,791,1373,1214,836,779,610,562,221,415
E02001901,789,638,1712,1440,1094,819,649,204,557
E02001902,829,754,818,782,918,751,579,252,418
E02001903,1571,1461,1400,1088,744,593,339,152,252
E02001904,1263,884,1092,1117,873,712,455,196,347
E02001905,591,3281,2342,955,771,655,545,184,392
E02001906,1220,1212,1024,1347,1368,1079,964,378,723
E02001907,1115,1088,1143,1238,1431,1223,1087,434,863
E02001908,1875,1681,1591,1413,900,632,374,141,301
E02001909,1608,1427,1446,1195,849,628,349,179,305
E02001910,1343,1322,1210,1060,771,573,372,147,319
E02001911,1367,1166,1158,1140,1054,734,610,232,474
E02001913,663,648,1970,1011,815,665,610,248,556
E02001914,948,1021,1282,1030,804,724,448,139,394
E02001915,1546,1319,1819,1900,1665,1241,932,332,753
E02001916,1599,1305,1309,1236,1081,764,592,218,508
E02001918,901,943,1699,1527,1286,1051,751,258,540
E02001919,726,790,1288,1111,900,745,486,203,440
E02001920,1096,1115,936,1048,959,860,876,248,449
E02001921,1130,1046,1085,1209,1018,803,730,257,555
E02001922,385,1681,9071,489,301,242,198,93,190
E02001923,1667,1667,1591,1435,1276,1073,744,321,683
E02001924,901,932,863,786,941,808,519,205,501
E02001925,813,604,1346,887,769,720,669,265,611
E02001926,666,729,1974,1077,751,694,529,233,561
E02001927,1103,1152,998,1045,1099,812,634,259,600
E02001928,849,942,871,892,945,894,794,227,444
E02001929,1565,1592,1424,1409,1383,867,614,276,519
E02001930,1040,897,1155,1377,1254,899,629,217,390
E02001931,967,1014,957,987,1079,1011,882,298,691
E02001932,964,990,1090,914,855,715,540,200,527
E02001933,1024,997,954,1194,1160,883,650,242,521
E02001934,886,957,870,890,902,886,672,231,517
