geocode,bad,fair,good
E00065661,18,46,308
E00065665,19,48,244
E00065667,14,57,336
E00065677,14,36,226
E00065678,7,30,234
E00065679,14,31,338
E00065680,13,41,241
E00065681,14,48,326
E00065682,11,52,262
E00065683,12,37,385
E00065684,6,54,328
E00065685,24,35,254
E00065686,33,45,354
E00065687,11,36,234
E00065688,21,68,247
E00065689,21,70,476
E00065690,19,48,242
E00065691,17,47,238
E00065692,24,47,206
E00065693,11,38,196
E00065694,13,43,224
E00065695,15,52,334
E00065696,14,53,278
E00065697,27,53,310
E00065698,23,46,242
E00065699,14,38,290
E00065700,9,38,317
E00065701,20,57,262
E00065702,6,41,344
E00065703,20,37,255
E00065704,12,59,307
E00065710,27,62,271
E00065712,11,40,303
E00065718,14,22,149
E00065719,11,34,226
E00065857,6,30,273
E00065858,7,26,178
E00065859,8,31,277
E00065860,15,39,224
E00065862,7,33,275
E00065863,13,46,207
E00065864,24,44,146
E00065865,9,47,479
E00065866,4,28,402
E00065867,13,37,202
E00065868,3,33,254
E00065869,12,46,223
E00065870,12,36,265
E00065871,25,33,312
E00065872,8,36,255
E00065873,12,44,183
E00065874,11,45,227
E00065875,14,46,202
E00065876,8,32,185
E00065877,18,45,265
E00065878,23,46,325
E00065879,22,43,225
E00065880,19,58,164
E00065881,17,48,192
E00065882,12,42,372
E00065883,27,59,356
E00065884,10,40,234
E00065885,11,41,195
E00065886,23,55,179
E00065887,11,55,437
E00065888,4,30,371
E00065900,12,33,257
E00065901,7,32,253
E00065902,11,43,217
E00065903,5,43,234
E00065904,9,38,285
E00065905,10,54,276
E00065906,8,34,276
E00065907,6,48,269
E00066196,5,20,195
E00066197,11,41,206
E00066201,3,30,316
E00066202,4,27,273
E00066208,6,19,142
E00066209,3,21,169
E00066231,15,45,374
E00066232,18,33,308
E00066233,3,34,205
E00066235,7,28,199
E00066238,2,38,272
E00066239,12,26,215
E00066240,17,56,430
E00066242,6,16,116
E00067384,14,46,259
E00067393,14,34,183
E00067540,6,20,216
E00067541,10,26,419
E00067637,12,40,345
E00067639,9,55,355
E00067641,3,34,310
E00067643,10,28,276
E00067645,10,30,311
E00067646,21,31,364
E00067649,5,33,316
E00067650,14,23,437
E00067651,11,35,364
E00067652,6,41,305
E00067654,12,45,287
E00067655,18,49,327
E00067750,3,21,332
E00067758,14,48,200
E00067759,14,44,219
E00067904,13,30,248
E00067905,4,12,265
E00067906,12,43,251
E00067907,5,29,250
E00067908,9,41,318
E00067911,8,29,289
E00067912,13,31,277
E00067913,28,59,364
E00067914,9,27,201
E00067915,3,21,99
E00067916,16,48,275
E00067917,15,40,255
E00142020,9,37,303
E00142021,18,55,328
E00142022,12,39,238
E00142023,13,33,223
E00142024,25,57,179
E00142025,9,44,265
E00142026,28,53,257
E00142027,21,41,283
E00142028,9,20,285
E00142030,7,47,352
E00142033,17,39,383
E00142034,20,38,256
E00142122,15,54,326
E00142123,25,64,327
E00142124,12,31,184
E00142125,14,30,220
E00142126,9,50,361
E00142127,12,25,319
E00142128,24,72,390
E00142129,12,44,442
E00142130,9,27,250
E00142131,28,37,256
E00142132,15,42,252
E00142133,1,12,107
E00142145,5,30,259
E00142146,12,41,255
E00142147,8,29,347
E00142148,10,36,285
E00142149,6,30,230
E00142150,8,41,281
E00142151,6,27,261
E00142152,7,37,243
E00142153,12,21,330
E00142154,0,18,116
E00142159,8,12,96
E00142205,25,41,267
E00170119,20,46,261
E00170122,10,57,650
E00170123,17,91,2409
E00170124,15,36,658
E00170153,4,18,130
