geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E00069551,64,22,75,72,20,10,1,1,1
E00069552,26,30,16,20,46,29,47,13,34
E00069553,26,20,24,25,28,41,37,15,31
E00069554,30,35,13,26,58,33,56,22,40
E00069555,65,49,116,133,90,27,7,4,1
E00069556,56,32,37,68,31,11,1,1,0
E00069557,21,19,10,21,27,41,44,24,39
E00069558,50,30,13,46,61,49,70,10,25
E00069559,24,15,15,21,41,26,42,22,24
E00069565,12,11,8,16,23,31,41,8,16
E00069566,22,29,34,31,43,59,59,12,44
E00069567,30,49,26,25,36,51,46,18,24
E00069633,48,71,59,57,72,71,41,13,16
E00131493,48,25,39,37,46,57,55,13,36
E00133530,21,23,12,20,41,58,47,8,21
E00133532,11,14,9,6,25,31,14,3,9
E00133533,20,28,22,14,28,41,34,12,21
E00133536,65,79,41,55,106,66,51,18,42
E00133537,31,35,26,23,50,63,81,27,70
E00133553,46,32,21,49,34,23,31,21,43
E00133554,11,30,25,16,42,39,42,24,27
E00133558,36,51,16,27,59,26,26,11,26
E00133559,30,39,38,39,45,46,31,7,20
E00133560,27,41,20,21,57,45,35,16,26
E00133561,22,47,15,15,54,42,57,11,23
E00133562,5,34,10,5,32,38,46,33,46
E00133563,9,25,11,9,29,48,34,21,53
E00133564,42,59,36,53,79,94,72,32,28
E00133565,14,16,13,14,18,31,54,21,58
E00133566,33,32,15,36,44,32,41,18,27
E00133567,24,24,27,24,42,47,35,11,31
E00133568,24,20,33,37,42,33,38,15,33
E00133569,22,39,26,26,34,41,38,18,38
E00133570,24,28,20,19,23,30,25,10,46
E00133571,38,39,61,50,51,27,28,13,57
E00133572,31,40,39,41,28,41,40,17,38
E00133573,11,20,23,25,28,21,28,20,76
E00133574,55,52,59,64,65,46,35,10,11
E00133575,34,27,36,44,30,21,19,8,44
E00133576,39,33,56,41,32,46,43,20,40
E00133578,17,19,16,19,25,29,37,28,56
E00133579,12,29,11,21,36,39,79,38,51
E00133580,40,58,33,46,56,54,35,4,15
E00133581,31,45,29,34,43,49,24,20,19
E00133582,30,26,18,30,39,52,40,21,31
E00133583,28,50,22,32,48,44,29,13,39
E00133584,42,54,33,42,58,72,57,10,36
E00133585,27,44,43,46,61,48,44,12,27
E00133586,13,44,14,23,48,28,55,21,39
E00133587,22,24,17,17,43,52,44,27,90
E00133588,35,43,42,38,69,46,54,12,37
E00133589,30,38,21,27,49,57,51,27,44
E00133590,9,7,20,12,12,19,17,13,32
E00133591,28,47,30,33,49,37,47,13,34
E00133592,34,39,29,36,56,39,23,10,15
E00133593,19,33,9,15,43,52,42,17,52
E00133594,25,34,29,28,47,58,34,6,26
E00133595,51,71,54,45,42,33,22,1,18
E00133596,24,44,25,22,45,43,62,19,25
E00133597,68,65,26,52,75,46,46,18,64
E00133621,47,40,62,50,51,50,34,8,14
E00133623,100,102,80,88,74,73,51,9,16
E00133624,80,64,77,51,66,35,26,12,6
E00133626,77,59,41,57,49,34,16,4,5
E00133627,52,54,64,64,54,33,44,11,29
E00133628,41,50,36,42,45,42,44,12,22
E00133629,80,83,51,60,58,28,14,10,7
E00133630,42,57,29,27,37,32,37,13,27
E00133631,73,75,44,49,47,28,20,4,2
E00133632,82,79,43,54,42,29,15,4,2
E00133633,70,71,39,44,41,20,22,4,15
E00133634,33,34,26,34,22,43,29,12,17
E00133635,110,61,87,72,54,48,27,5,10
E00133652,43,56,34,40,59,50,49,18,30
E00133653,28,44,13,30,51,40,52,14,24
E00133654,15,22,9,11,30,30,56,24,32
E00133655,15,21,6,11,34,33,59,23,55
E00133656,31,16,21,23,38,49,39,5,13
E00133661,57,44,27,42,67,72,86,24,38
E00133662,68,88,29,51,101,74,77,27,45
E00133663,36,30,20,27,45,58,40,9,26
E00133664,9,28,6,12,36,46,31,8,17
E00133665,21,32,19,17,44,57,67,18,41
E00133666,18,28,19,26,32,39,34,14,24
E00133667,42,36,48,66,58,36,17,9,7
E00133668,88,49,119,100,66,39,27,9,14
E00133669,44,37,55,46,41,15,28,5,9
E00133670,34,21,74,63,47,27,13,5,4
E00133671,9,8,2,10,21,26,84,30,35
E00133672,15,30,19,28,63,47,46,12,20
E00133673,31,41,83,50,38,39,19,11,12
E00133675,24,20,69,40,37,22,21,2,14
E00133676,26,49,48,40,45,39,44,9,19
E00133678,49,49,72,45,55,31,24,8,7
E00133679,99,75,71,72,63,47,26,10,44
E00133680,31,45,29,33,54,45,42,17,29
E00133681,24,36,15,19,46,37,50,16,35
E00133734,30,35,13,30,59,44,46,14,34
E00133735,17,13,13,10,32,25,22,5,6
E00133736,63,90,28,40,110,87,77,21,26
E00133738,46,32,27,48,68,56,66,17,24
E00133739,29,50,16,30,53,65,51,16,23
E00133740,33,54,13,19,41,32,41,13,14
E00133741,21,34,22,19,36,43,45,16,42
E00133742,63,63,39,55,67,63,71,25,22
E00133743,37,55,25,49,59,78,44,15,29
E00133744,33,27,10,19,41,30,52,16,39
E00133745,40,34,32,41,53,44,35,13,17
E00133747,13,21,4,13,26,20,23,9,7
E00133748,36,35,19,21,68,55,64,20,27
E00133751,22,41,13,19,39,62,49,8,31
E00133752,21,30,10,13,31,30,28,14,10
E00133753,18,26,13,23,37,30,45,18,14
E00133754,35,32,6,13,47,44,38,17,11
E00133755,21,31,5,13,30,21,35,8,5
E00133756,49,36,23,41,49,38,36,16,38
E00133757,19,38,15,32,40,49,81,10,37
E00133786,31,34,22,21,51,41,47,9,20
E00133787,58,47,24,43,79,74,94,23,50
E00133788,15,7,9,21,20,23,27,9,12
E00133789,30,37,38,46,60,40,47,15,30
E00133790,54,25,22,44,60,53,47,8,13
E00133791,41,26,45,46,46,33,29,8,11
E00133792,25,23,31,45,49,29,25,9,15
E00133793,55,37,44,50,60,39,31,7,5
E00133801,67,83,34,50,101,80,72,25,20
E00133802,37,45,32,50,48,40,24,10,8
E00133803,30,37,37,51,45,36,30,8,13
E00133804,6,19,8,9,29,27,50,12,32
E00133805,49,49,25,39,76,56,56,29,31
E00133806,26,26,24,19,52,34,57,20,50
E00133807,47,61,37,47,78,43,22,7,4
E00133808,30,49,26,34,58,46,63,18,15
E00133809,39,37,20,29,36,30,19,3,17
E00133814,24,28,53,43,32,38,17,2,17
E00133815,39,33,65,58,66,45,20,5,11
E00133816,50,46,50,67,47,21,23,11,5
E00133817,27,19,73,50,42,31,26,8,34
E00133818,26,24,21,22,37,46,50,11,48
E00133819,32,39,60,47,74,49,35,12,21
E00133820,29,55,49,42,67,39,25,9,14
E00133821,36,39,50,45,66,25,33,2,9
E00133822,17,24,17,17,31,39,39,21,37
E00133823,32,29,50,42,52,29,14,2,8
E00133900,27,27,11,33,38,38,55,17,28
E00133901,31,32,17,24,51,56,58,22,23
E00133902,29,28,23,31,42,44,33,27,29
E00133903,36,65,25,23,84,60,54,14,18
E00133904,36,33,47,51,62,38,8,4,2
E00133905,28,56,22,21,63,51,52,14,23
E00133906,20,35,23,26,42,35,55,21,32
E00133911,32,31,25,41,56,55,40,23,32
E00133912,38,56,23,35,75,59,93,34,48
E00133916,38,43,16,52,42,34,24,17,28
E00133917,43,57,14,35,71,58,47,17,42
E00169399,43,19,82,37,36,16,12,3,3
E00169402,68,45,45,65,42,33,19,4,3
E00169403,39,23,43,46,47,34,28,6,24
E00169404,39,45,52,50,53,29,18,2,4
E00169405,55,63,40,71,65,31,14,3,4
E00169406,59,43,65,56,44,17,14,2,3
E00169407,49,40,68,67,39,18,10,1,2
E00169408,62,61,38,78,60,31,11,1,4
E00169409,70,58,33,56,59,19,15,7,8
E00169410,30,27,60,36,38,16,12,7,4
E00169411,45,18,68,55,33,14,9,4,0
E00169412,13,14,14,13,31,25,25,7,13
E00169413,31,17,84,53,25,12,2,0,0
E00169414,20,18,20,17,15,16,4,6,9
E00169415,51,25,75,41,40,26,12,2,1
E00169417,24,43,44,46,51,43,37,16,23
E00169422,29,37,25,27,54,86,57,22,29
E00169423,22,24,15,26,38,39,34,11,21
E00172627,32,32,17,27,41,57,37,6,28
E00172628,13,30,387,260,165,80,38,6,4
