geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E01000006,7,61,242,60,29,1,3,3,375
E01000007,0,73,159,57,8,2,5,2,301
E01000008,5,91,140,55,7,1,5,0,241
E01000009,3,76,173,58,17,7,5,2,428
E01000010,16,142,172,67,40,5,4,2,879
E01000011,6,102,187,50,19,2,3,1,321
E01000012,7,107,219,43,14,4,5,8,362
E01000013,6,89,270,37,12,6,6,5,238
E01000014,4,82,291,41,15,6,2,2,253
E01000015,10,109,313,59,15,9,4,3,363
E01000016,7,93,282,55,9,9,4,7,212
E01000017,10,75,301,30,16,2,1,3,204
E01000018,6,82,262,52,7,4,4,4,223
E01000019,6,85,247,47,17,4,4,4,144
E01000020,9,92,342,35,14,13,4,4,199
E01000021,14,95,263,40,12,9,3,4,174
E01000022,12,92,248,19,10,8,3,1,139
E01000023,7,67,206,40,7,3,4,3,184
E01000024,15,78,253,21,9,13,4,0,141
E01000025,6,122,303,22,15,6,1,7,196
E01000027,13,102,312,40,13,5,4,3,142
E01000028,4,88,247,29,14,7,2,3,141
E01000029,4,61,331,32,14,5,6,9,174
E01000030,13,120,321,22,20,6,6,5,152
E01000031,5,72,331,38,23,1,4,6,248
E01000032,7,94,307,49,24,7,3,7,220
E01000033,10,62,236,31,10,8,0,0,155
E01000034,5,62,280,28,15,6,3,3,157
E01000035,10,59,258,52,21,9,5,3,267
E01000036,14,57,270,37,19,2,3,3,238
E01000038,9,78,343,52,16,9,7,5,131
E01000040,7,84,236,57,12,1,4,4,232
E01000041,9,75,300,29,8,6,0,4,252
E01000042,9,65,206,32,7,6,3,1,281
E01000043,10,43,195,36,11,6,3,3,212
E01000044,12,86,275,68,14,2,2,1,309
E01000045,11,86,271,40,14,12,1,3,226
E01000046,12,70,328,43,23,5,6,3,248
E01000048,7,98,149,35,8,1,3,0,219
E01000049,4,102,153,45,23,1,14,2,228
E01000050,8,55,186,60,11,3,5,2,240
E01000051,11,103,148,50,4,1,3,6,255
E01000052,10,130,283,53,20,5,9,3,345
E01000053,9,88,265,38,17,6,0,6,188
E01000054,13,62,315,45,13,12,3,3,228
E01000055,12,56,292,46,13,14,5,1,225
E01000056,11,58,266,54,15,3,7,0,195
E01000057,4,63,238,32,15,6,4,4,229
E01000058,16,84,308,36,10,13,1,2,326
E01000059,15,70,272,57,8,8,2,3,186
E01000060,11,97,321,38,21,7,4,4,182
E01000061,11,160,203,64,6,5,1,1,140
E01000062,8,106,358,39,14,6,2,9,228
E01000063,16,101,311,39,17,5,1,3,168
E01000064,8,99,341,42,16,6,4,7,231
E01000065,12,89,307,32,15,5,5,3,193
E01000066,8,74,368,56,24,3,6,9,254
E01000067,10,76,365,30,22,5,2,11,303
E01000068,7,68,292,58,13,4,2,3,292
E01000069,7,53,352,50,35,3,2,9,287
E01000070,17,72,327,60,25,5,2,3,332
E01000071,7,73,362,38,24,3,7,12,447
E01000072,10,89,322,37,13,5,7,5,237
E01000073,8,78,310,34,15,9,7,4,187
E01000074,11,78,300,22,7,10,4,2,207
E01000075,11,58,286,47,12,4,7,2,251
E01000076,18,72,353,37,12,6,2,0,240
E01000077,5,106,265,24,10,7,1,1,189
E01000078,9,89,288,35,12,9,2,2,165
E01000079,3,67,280,28,6,2,5,3,181
E01000080,9,95,268,31,12,8,4,1,184
E01000081,8,82,343,47,14,5,2,2,198
E01000082,10,111,309,47,9,7,2,5,170
E01000083,8,119,301,30,14,12,5,0,182
E01000084,11,67,205,54,9,4,4,3,204
E01000085,5,93,256,45,11,9,2,5,204
E01000086,8,76,251,55,9,6,5,1,191
E01000087,16,86,229,56,8,4,2,2,156
E01000088,8,94,308,36,19,6,9,3,270
E01000089,10,77,341,59,19,7,2,2,205
E01000090,3,95,279,54,19,8,8,2,196
E01000091,14,86,239,34,5,3,5,3,196
E01000092,26,121,413,50,38,3,11,3,391
E01000093,10,104,203,38,18,5,3,2,193
E01000094,18,80,233,19,18,3,2,0,253
E01000095,6,85,299,35,19,4,7,2,214
E01000096,13,111,230,26,17,3,6,2,211
E01000097,6,65,273,52,15,4,3,5,219
E01000098,7,99,306,53,11,8,5,1,189
E01000099,13,91,358,48,8,10,6,6,186
E01000100,12,105,289,33,16,10,4,5,166
E01000101,12,106,316,47,12,4,1,3,145
E01000102,10,83,278,34,11,7,5,3,185
E01000103,11,92,301,29,12,11,6,1,207
E01000104,25,108,273,33,16,6,3,2,212
E01000105,28,122,285,57,10,4,11,3,264
E01000106,17,82,290,56,23,4,3,7,269
E01000107,13,69,297,41,19,3,3,4,244
E01000108,9,73,307,38,16,5,3,9,286
E01000109,11,111,342,42,15,5,5,4,205
E01000110,8,73,338,31,21,5,4,2,189
E01000111,11,86,364,59,22,7,1,2,205
E01000112,6,98,349,59,14,5,8,5,332
E01000113,5,75,289,53,18,7,2,3,318
E01000114,7,138,428,54,21,8,0,5,234
E01000467,8,148,270,19,22,10,6,0,231
E01000468,14,218,436,22,57,6,12,4,404
E01001688,7,217,351,40,36,10,7,4,445
E01002243,2,80,322,118,35,9,4,2,268
E01002244,16,65,390,84,28,14,2,9,279
E01002245,10,56,336,92,20,4,4,3,202
E01002246,8,79,410,77,18,13,0,8,179
E01002247,15,73,399,114,26,9,4,2,270
E01002248,4,70,302,78,26,2,5,3,132
E01002250,21,64,439,60,19,14,7,12,188
E01002251,16,112,293,36,17,6,3,5,132
E01002301,8,60,453,28,32,9,3,16,163
E01002302,6,74,454,36,28,6,1,10,129
E01002305,1,70,432,20,22,9,4,14,126
E01002306,2,103,397,40,20,7,4,7,100
E01002307,3,97,476,30,14,10,3,10,116
E01002308,7,76,437,35,26,8,5,12,99
E01002325,13,86,427,42,13,10,2,5,117
E01002326,9,76,390,46,16,9,2,3,132
E01002327,3,76,424,40,24,5,4,4,130
E01002328,5,73,478,59,32,9,1,12,182
E01002329,12,67,446,47,34,14,3,9,138
E01002330,12,71,464,43,24,10,5,8,197
E01002331,8,64,441,27,28,9,2,6,146
E01002332,7,80,447,37,30,14,4,16,146
E01002335,5,63,433,44,9,8,3,9,136
E01002338,6,58,377,45,20,7,4,13,150
E01002368,13,92,360,39,14,11,1,6,125
E01003479,10,81,215,51,21,5,4,0,364
E01003480,12,61,229,55,35,9,11,1,476
E01003481,10,52,163,39,16,3,4,4,291
E01003482,24,115,310,57,60,20,17,2,748
E01003483,11,81,209,43,18,2,3,3,256
E01003484,30,98,236,50,25,6,5,1,404
E01003485,19,84,212,33,26,9,3,4,371
E01003486,5,59,108,26,9,1,1,1,201
E01003487,6,62,156,42,14,2,3,4,211
E01003488,11,87,148,77,9,4,8,7,280
E01003489,8,74,140,42,16,2,4,0,333
E01003490,6,94,179,67,21,2,4,2,344
