geocode,employee,inactive,self-employed,student,unemployed
E02002910,2438,1690,1260,91,152
E02002924,1731,1250,1199,84,101
E02003069,2009,1138,475,85,73
E02003071,3044,1618,577,149,142
E02003074,3750,1343,504,174,139
E02003076,3764,1879,809,181,149
E02003078,2530,1633,642,164,118
E02003079,4281,1641,644,220,219
E02003080,2941,2123,472,181,205
E02003081,3378,2149,664,187,174
E02003082,3167,2138,688,174,275
E02003084,3413,2358,560,211,430
E02003085,2501,2073,272,197,319
E02003086,2119,1372,414,125,185
E02003087,3308,2156,823,164,159
E02003088,2799,1999,869,179,118
E02003089,1820,1527,364,122,166
E02003931,3075,2587,970,148,258
E02003932,1971,1690,1232,75,131
E02004129,1598,1218,965,76,90
E02004130,2212,1328,405,105,140
E02004131,2269,1090,342,102,119
E02004132,2999,1650,1075,154,136
E02004133,2690,1836,916,103,177
E02004134,2585,1330,813,121,109
E02004135,2244,2125,1084,124,97
E02004136,2625,1785,815,142,135
E02004149,2419,3728,465,804,101
E02004150,2697,1650,331,337,175
E02004151,3116,1624,464,138,162
E02004164,2129,1391,1181,77,93
E02004165,3061,1661,740,131,125
E02004166,2296,1279,861,88,103
E02004167,2685,1554,400,108,219
E02004168,2320,1257,443,112,174
E02004169,2744,1302,791,122,110
E02004170,3359,1393,498,121,164
E02004171,2654,1480,1009,107,132
E02004172,2060,1376,974,71,116
E02004173,2551,1469,1070,112,110
E02004174,3093,1467,595,142,167
E02004175,1864,1329,540,85,212
E02004176,1615,1392,922,84,123
E02004177,2027,1423,581,93,194
E02004178,1717,1262,820,89,80
E02004179,3662,1753,746,140,136
E02004180,1973,1184,928,89,77
E02004181,2436,1172,358,124,128
E02004182,2423,1348,363,151,166
E02004183,2179,1307,427,133,121
E02004184,3618,1598,514,208,239
E02004185,1918,1450,517,105,118
E02004186,3114,1763,751,155,159
E02004187,3181,1972,1246,156,181
E02004188,1823,1435,1119,73,118
E02004220,2009,1677,554,52,185
E02004221,1794,1662,566,69,105
E02004222,2200,1352,382,84,189
E02004223,4312,2539,803,172,398
E02004224,1867,1504,1008,93,100
E02004225,2036,1226,494,96,184
E02004226,2161,1692,1113,85,124
E02004227,2814,1998,1399,124,183
E02004228,2005,1702,1175,105,118
E02004229,2551,1817,1226,106,191
E02004230,2912,1467,571,117,263
E02006044,1770,1441,1172,72,82
E02006062,3837,2438,1028,198,217
E02006063,2220,1557,1029,167,91
E02006064,2673,1875,538,115,188
E02006065,3046,2113,561,146,276
E02006066,2844,1845,699,126,141
E02006067,2416,1565,814,143,107
E02006068,2770,1758,331,149,364
E02006069,4266,1858,498,229,431
E02006070,3158,1216,426,129,169
E02006071,3433,1615,642,201,142
E02006072,3286,2054,1053,170,161
E02006073,2501,1542,354,122,357
E02006074,3419,1656,699,138,176
E02006078,1959,1219,652,103,118
E02006081,1821,1174,632,82,79
