geocode,female,male
E00134321,180,152
E00134322,112,119
E00134323,142,123
E00134324,150,135
E00134352,155,148
E00134353,142,143
E00134354,64,63
E00134355,84,78
E00134356,209,197
E00134357,111,112
E00134358,86,83
E00134359,128,138
E00134360,113,109
E00134361,146,156
E00134362,130,134
E00134364,63,83
E00134365,89,74
E00134366,89,90
E00134367,138,138
E00134369,71,70
E00134427,174,175
E00134428,120,104
E00134429,57,51
E00134430,57,63
E00134431,134,115
E00134432,112,112
E00134468,120,124
E00134469,118,123
E00134470,64,63
E00134472,207,170
E00134473,161,428
E00134475,141,150
E00134476,150,147
E00134477,151,126
E00134478,229,203
E00134479,204,196
E00134480,140,147
E00134481,144,137
E00134482,140,142
E00134483,143,138
E00134577,126,127
E00134578,168,161
E00134579,119,131
E00134580,162,147
E00134581,138,118
E00134582,144,141
E00134583,155,155
E00134584,137,136
E00134772,169,172
E00134773,181,186
E00134774,162,151
E00134775,102,105
E00135675,128,139
E00135676,150,124
E00135678,134,141
E00135679,118,123
E00135680,100,120
E00135681,114,111
E00135861,58,72
E00135862,160,144
E00135863,67,71
E00135864,174,168
E00135867,121,152
E00135868,192,153
E00135869,122,117
E00135870,108,109
E00135874,164,172
E00135875,273,254
E00135932,121,101
E00135936,95,97
E00135975,141,132
E00135976,137,127
E00135977,141,138
E00135978,151,142
E00135979,128,107
E00135980,134,140
E00135981,130,128
E00135982,154,136
E00135983,154,135
E00135984,145,139
E00135985,158,139
E00135986,151,119
E00135987,170,148
E00135988,175,170
E00135989,125,111
E00135990,160,134
E00135991,145,153
E00135992,138,112
E00135993,132,132
E00135994,148,129
E00135995,150,149
E00135996,150,150
E00135997,115,116
E00135998,155,131
E00135999,162,160
E00136000,91,93
E00136001,230,177
E00136070,231,226
E00136167,66,60
E00136168,177,169
E00136169,147,152
E00136170,111,95
E00136171,136,116
E00136172,168,162
E00136173,114,108
E00136174,95,96
E00136175,154,171
E00136176,114,110
E00136185,122,110
E00136186,68,75
E00136187,90,73
E00136188,147,152
E00136189,153,136
E00136190,130,122
E00136191,107,99
E00136192,187,174
E00136216,120,124
E00136217,100,97
E00136218,158,151
E00136219,156,154
E00136220,170,207
E00136221,160,157
E00136222,191,155
E00136223,102,103
E00169874,129,127
E00169907,202,217
