geocode,asian,black,mixed,other,white
E01015301,27,7,16,13,1420
E01015302,27,3,23,3,1794
E01015303,18,12,10,7,1473
E01015304,8,9,17,3,1674
E01015305,13,13,29,12,1487
E01015306,11,6,26,3,1624
E01015307,10,3,24,13,1343
E01015308,14,3,24,4,1662
E01015309,24,4,20,11,1391
E01015310,36,2,27,3,1468
E01015311,10,4,6,2,1318
E01015312,6,2,6,14,1213
E01015313,22,18,30,10,1289
E01015314,38,6,20,3,1460
E01015315,105,6,42,12,1767
E01015316,33,9,17,3,1529
E01015317,17,13,30,6,1508
E01015319,148,16,37,14,1223
E01015320,26,1,28,9,1622
E01015321,75,20,38,13,1715
E01015322,65,12,31,19,1533
E01015323,28,7,28,11,1511
E01015324,70,9,27,16,1427
E01015325,45,12,30,7,1612
E01015330,75,12,48,36,1649
E01015331,194,53,83,44,1941
E01015332,33,4,20,4,1463
E01015333,32,2,10,2,1535
E01015334,26,0,13,4,1568
E01015335,6,12,14,5,1646
E01015336,42,6,21,3,1529
E01015337,37,10,29,13,1608
E01015338,90,19,26,19,1661
E01015339,56,9,56,19,1447
E01015340,49,15,22,6,1485
E01015341,87,9,51,30,1313
E01015342,23,10,29,12,1503
E01015343,33,15,34,11,1458
E01015346,52,12,47,29,1525
E01015348,64,15,48,33,1670
E01015349,65,14,35,7,1393
E01015350,20,12,35,5,1379
E01015351,26,11,25,4,1443
E01015352,32,4,28,9,1456
E01015353,10,1,11,7,1121
E01015354,81,7,36,8,1597
E01015355,50,14,33,8,1584
E01015356,56,11,37,7,1655
E01015357,14,11,25,9,1502
E01015358,52,7,37,9,1850
E01015359,36,15,17,11,1487
E01015360,59,23,32,17,1656
E01015373,82,17,62,31,1512
E01015374,136,24,86,18,2046
E01015375,136,25,50,25,1671
E01015376,129,16,62,31,1535
E01015377,81,8,44,2,1502
E01015378,68,22,46,20,1579
E01015379,12,15,36,1,1397
E01015380,13,4,13,8,1678
E01015381,19,7,20,3,1580
E01015382,52,23,40,3,1741
E01015383,26,2,14,2,1375
E01015384,45,5,41,6,1511
E01015385,24,11,25,7,1664
E01015387,40,5,12,6,1406
E01015388,149,17,42,5,1384
E01015395,35,3,19,0,1270
E01015396,22,1,21,3,1493
E01015397,35,5,17,1,1438
E01015398,28,1,16,0,1345
E01015399,9,0,5,0,1495
E01015400,13,0,8,0,1497
E01015401,15,1,3,2,1502
E01015407,37,3,8,1,1429
E01015408,5,1,13,3,1383
E01015409,26,2,18,7,1454
E01015410,8,7,13,6,1481
E01015411,21,3,22,2,1311
E01015412,18,0,10,1,1278
E01015413,21,2,15,4,1415
E01015414,36,3,15,1,1399
E01015415,12,8,21,3,1218
E01015416,32,13,14,6,1270
E01015417,16,3,19,2,1420
E01015418,8,0,11,0,1503
E01015419,11,1,6,1,1737
E01015420,13,8,11,0,1528
E01015421,26,4,4,7,1394
E01015422,12,1,16,2,1416
E01015431,27,3,26,3,1428
E01015432,14,0,12,0,1617
E01015433,8,1,3,3,1465
E01015434,9,2,16,1,1603
E01015435,21,6,16,4,1476
E01015436,10,4,26,1,1307
E01015437,14,7,11,3,1245
E01015442,23,4,26,1,1869
E01015443,38,9,22,7,1715
E01015444,32,6,17,5,1675
E01015449,24,10,18,5,1633
E01017136,153,33,46,13,1378
E01017137,64,75,62,10,1508
E01017138,177,60,69,59,1960
E01017140,206,65,49,21,1156
E01017147,114,44,23,18,1233
E01017150,183,13,24,39,1252
E01017151,108,31,19,16,1399
E01017152,153,33,34,22,1321
E01017180,96,16,26,10,1343
E01017181,57,16,22,5,1305
E01017182,52,5,14,6,1324
E01017183,78,17,32,13,1488
E01017184,36,19,35,5,1312
E01017185,141,28,41,7,1550
E01017186,79,21,22,8,1522
E01017187,89,39,17,25,1417
E01017188,154,28,56,13,1457
E01017189,185,63,42,23,1209
E01017190,112,31,38,22,1517
E01017191,216,69,52,14,1381
E01017192,228,71,54,15,1655
E01017193,116,46,60,14,1421
E01017194,158,48,56,12,1524
E01017195,120,56,75,27,1672
E01017196,206,40,91,20,1658
E01017197,127,19,28,16,1330
E01017207,23,23,26,8,1548
E01017208,37,41,34,10,1302
E01017209,74,40,31,10,1285
E01017210,40,17,31,9,1435
E01017211,101,62,33,13,1551
E01017212,78,15,44,12,1225
E01017213,112,35,45,15,1308
E01017214,171,12,30,17,1238
E01017215,123,33,24,9,1588
E01017216,82,19,36,7,1320
E01017236,13,16,28,5,1333
E01017237,28,18,27,5,1426
E01017238,19,20,31,5,1327
E01017239,32,13,24,1,1466
