geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02001514,1748,36,439,759,17
E02001522,2042,62,496,1124,26
E02001528,2878,68,544,908,26
E02001530,1583,59,588,514,4
E02001533,2054,29,516,519,7
E02001534,2409,61,444,875,11
E02001539,1530,36,305,522,7
E02001540,3313,93,670,722,12
E02001541,3098,96,777,878,27
E02001542,1610,67,411,977,6
E02001543,2228,69,436,886,3
E02001544,2415,52,420,630,9
E02001545,3121,34,329,222,20
E02001546,2342,33,290,134,6
E02001547,2588,69,511,1046,9
E02001548,1609,56,721,993,18
E02001549,1944,34,268,270,5
E02001550,2220,56,291,571,11
E02001551,1820,33,587,207,9
E02001552,1989,59,559,542,2
E02001553,2565,80,548,996,4
E02001554,2170,36,237,156,26
E02001555,2040,20,249,143,11
E02001556,2107,70,433,1148,6
E02001557,2408,60,1284,206,7
E02001558,2055,57,320,263,20
E02001559,2734,41,332,57,1
E02001560,1727,85,1655,833,18
E02001561,1271,59,572,1031,20
E02001562,1569,73,228,761,3
E02001563,2519,38,385,300,12
E02001564,2746,41,268,88,3
E02001565,2271,27,467,74,21
E02001566,1715,67,973,566,9
E02001567,2318,58,462,941,7
E02001568,1440,52,271,853,7
E02001569,2147,39,762,955,23
E02001570,1351,89,364,1305,5
E02001571,2043,50,327,193,7
E02001572,1784,53,417,740,3
E02001573,2141,74,333,575,3
E02001574,2176,15,279,115,11
E02001575,1566,65,389,917,4
E02001576,1728,36,350,312,33
E02001577,2342,60,294,275,10
E02001578,2604,60,402,873,7
E02001579,2359,71,388,1076,25
E02001580,2555,56,343,716,11
E02001581,1641,38,140,644,3
E02001582,1888,44,171,934,7
E02001583,1611,29,340,417,26
E02001585,1298,70,420,976,8
E02001586,1875,73,284,1754,6
E02001587,1227,51,245,1033,2
E02001588,1519,61,153,1286,3
E02001589,2838,32,337,224,17
E02001590,1048,83,236,1543,3
E02001591,1579,73,504,1101,10
E02001592,2773,55,253,661,24
E02001593,1197,87,675,887,7
E02001594,1001,104,796,914,18
E02001595,2909,59,271,336,2
E02001596,2462,37,581,599,8
E02001597,2212,75,795,968,10
E02001598,2793,66,390,806,13
E02001599,2111,31,227,238,20
E02001600,3077,65,508,469,7
E02001601,1607,34,168,373,6
E02001602,2775,43,383,528,16
E02001603,1823,61,394,509,7
E02001604,2379,55,430,585,6
E02001605,2272,41,400,361,5
E02001606,2396,41,486,376,7
E02001607,2601,57,275,817,5
E02001608,2274,30,266,246,2
E02001609,2920,41,236,380,1
E02001610,2675,64,373,408,13
E02001628,1027,44,438,711,15
E02001642,3020,30,483,471,7
E02001647,1825,18,193,629,17
E02001654,1827,15,163,595,39
E02001655,1811,19,253,1330,6
E02001659,1372,21,219,1355,9
E02001666,1557,16,246,750,15
E02001671,2070,20,140,423,16
E02001673,1911,12,191,72,9
E02001675,2559,24,255,1305,6
E02002330,2497,29,147,108,4
E02002331,1672,52,344,598,13
E02002334,2448,59,308,337,4
E02002359,2149,54,262,295,13
E02002403,1895,40,376,318,4
E02002406,2565,19,152,107,7
E02002417,1946,29,331,386,35
E02002418,2375,28,201,427,7
E02002432,2200,41,221,446,11
E02002438,1558,37,196,1476,6
E02002439,2291,37,744,551,16
E02002440,2037,33,168,971,16
E02002441,2209,32,365,1186,33
E02002442,2251,21,404,139,4
E02002447,1633,26,314,735,13
E02002448,1736,18,281,1283,34
E02002449,2557,27,282,336,28
E02002450,2102,28,280,429,20
E02002452,1775,40,472,1416,20
E02002455,1249,19,152,1116,16
E02002460,2551,30,245,308,15
E02002461,2915,28,382,841,7
E02002464,1925,34,386,1150,11
E02002471,3611,41,438,394,15
E02002476,1188,36,270,873,8
E02002478,1748,26,385,295,5
E02002479,2283,37,427,925,21
E02002480,1565,24,476,602,6
E02002481,1617,17,308,726,4
E02002482,1483,22,245,987,9
E02002652,2632,29,523,1004,8
