geocode,asian,black,mixed,other,white
E01024633,31,6,11,4,1493
E01024634,33,8,23,2,1337
E01024635,30,11,29,0,1606
E01024642,15,7,18,4,1459
E01024643,18,5,28,12,1170
E01024644,8,1,16,1,1305
E01024645,22,12,21,0,1461
E01024646,57,14,74,3,1752
E01024647,25,20,40,8,1486
E01024648,35,16,45,2,1421
E01024649,58,26,39,4,1599
E01024653,31,2,27,2,1539
E01024654,24,2,24,0,1469
E01024655,10,6,19,7,1433
E01024656,49,11,25,11,1577
E01024662,33,5,37,6,1498
E01024663,24,11,18,5,1529
E01024667,48,7,38,2,1630
E01024668,111,33,35,2,1211
E01024669,28,8,29,4,1615
E01024670,23,6,35,8,1503
E01024671,49,14,24,4,1555
E01024675,43,14,30,11,2049
E01024687,8,6,20,2,1409
E01024689,47,2,5,0,1199
E01024690,25,6,20,2,1450
E01024691,32,5,11,4,1220
E01024692,13,7,21,5,1596
E01024693,22,10,11,1,1328
E01024698,25,3,17,4,1417
E01024699,16,6,22,3,1806
E01024700,19,9,31,6,1739
E01024705,44,7,19,1,1200
E01024706,50,10,46,4,1413
E01024707,8,4,18,2,1329
E01024708,36,18,21,4,1453
E01024709,23,7,13,0,1293
