geocode,asian,black,mixed,other,white
E00057427,0,0,1,0,266
E00057428,4,1,1,6,258
E00057429,1,2,3,0,217
E00057468,2,0,5,5,546
E00057902,18,13,8,3,327
E00057903,4,8,10,0,286
E00057904,0,29,12,0,259
E00057905,0,6,3,4,305
E00057911,4,2,9,3,294
E00057913,1,0,1,0,277
E00057914,1,1,6,0,260
E00057916,1,8,0,0,268
E00057917,6,17,8,0,382
E00057918,4,0,2,0,252
E00057919,0,11,7,0,288
E00057920,22,9,4,1,297
E00057935,3,1,3,1,356
E00057936,4,6,3,0,284
E00057937,1,3,9,0,306
E00057938,0,7,2,0,296
E00057939,4,7,8,2,338
E00057940,12,0,6,0,334
E00057941,10,0,5,0,296
E00057942,3,7,0,0,268
E00057943,7,11,1,0,218
E00057944,8,22,7,1,263
E00057945,0,1,1,0,166
E00057946,8,22,7,0,325
E00057947,0,35,0,0,202
E00057949,6,26,6,1,202
E00057950,12,2,9,4,363
E00057951,14,41,7,0,294
E00057952,5,12,5,1,207
E00057955,0,2,1,0,276
E00057956,7,38,11,1,258
E00057957,12,8,11,1,276
E00057959,2,7,5,2,299
E00057960,10,6,9,2,383
E00057961,8,1,2,2,380
E00057962,2,1,2,0,297
E00057963,10,6,5,0,282
E00057965,1,12,8,0,378
E00057966,4,2,3,0,289
E00057967,0,0,1,0,216
E00057968,0,0,1,1,251
E00057969,3,3,3,0,265
E00057970,0,0,2,0,228
E00058126,0,4,5,0,268
E00058127,5,7,0,1,302
E00058128,24,2,5,1,341
E00058129,0,1,1,0,299
E00058130,5,3,4,0,381
E00058131,8,0,0,0,288
E00058132,5,3,4,10,425
E00058133,17,0,4,7,315
E00058134,0,0,3,0,255
E00058136,11,4,7,0,300
E00058137,6,2,6,0,249
E00058138,2,1,0,8,301
E00058139,4,0,4,1,289
E00058140,2,0,2,0,278
E00058141,1,0,7,4,306
E00058142,2,3,4,0,321
E00058143,15,1,7,5,366
E00058145,5,4,8,1,303
E00058147,7,0,4,0,263
E00058148,0,1,4,4,282
E00058149,11,4,1,0,282
E00058150,1,0,0,0,303
E00058151,2,1,6,1,272
E00058152,7,0,5,1,312
E00058153,1,0,8,3,280
E00058154,2,1,0,0,319
E00058155,4,1,6,0,261
E00058156,6,0,3,0,351
E00058158,13,0,2,0,291
E00058159,3,0,7,0,202
E00058160,1,1,0,3,305
E00058161,14,0,4,0,315
E00058163,1,0,3,0,340
E00058164,10,1,7,0,342
E00058165,9,1,5,0,403
E00058166,9,0,4,1,238
E00058167,7,0,1,0,243
E00058168,4,1,3,0,286
E00058169,1,0,2,2,337
E00058170,10,0,6,0,249
E00058171,6,0,1,0,241
E00058172,32,2,2,1,369
E00058173,11,1,4,5,339
E00058174,1,0,5,1,241
E00058175,3,3,5,0,330
E00058186,8,2,1,0,305
E00058213,8,1,4,0,245
E00058223,3,0,0,7,347
E00058224,0,1,2,1,263
E00058605,5,2,1,1,307
E00058606,4,0,0,5,341
E00058627,2,1,6,0,193
E00058628,24,0,4,0,280
E00058629,0,1,2,0,266
E00058630,8,0,2,0,334
E00058631,1,0,2,0,232
E00058632,1,1,5,0,257
E00058633,1,0,2,0,333
E00058634,3,0,1,0,228
E00058636,1,1,0,3,279
E00058637,4,1,0,1,289
E00058638,1,0,3,0,278
E00058639,20,1,6,0,328
E00058640,0,0,1,0,343
E00058641,12,7,9,0,470
E00058642,0,0,4,0,292
E00059344,1,0,2,0,325
E00059345,1,1,0,0,223
E00059346,5,1,0,0,322
E00059347,0,1,2,0,309
E00059348,0,2,3,0,336
