geocode,female,male
E01010139,562,520
E01010141,634,729
E01010145,762,752
E01010146,902,714
E01010147,755,708
E01010148,985,846
E01010149,722,722
E01010234,676,592
E01010235,768,727
E01010236,813,699
E01010237,993,898
E01010238,721,687
E01010239,821,747
E01010240,707,627
E01025817,982,983
E01025818,725,765
E01025837,996,1017
E01025881,692,681
E01025882,842,789
E01025913,1069,1183
E01025941,748,764
E01029502,841,851
E01029503,816,769
E01029504,770,764
E01029517,819,829
E01029820,773,785
E01029821,743,727
E01029822,788,788
E01029823,766,717
E01029824,959,873
E01029825,663,675
E01029826,778,768
E01029827,752,705
E01029828,692,636
E01029829,991,1004
E01029830,622,568
E01029831,752,742
E01029832,848,788
E01029833,828,865
E01029834,791,750
E01029835,858,803
E01029836,653,625
E01029837,798,793
E01029838,765,803
E01029839,612,623
E01029840,690,670
E01029841,717,734
E01029842,710,644
E01029843,769,728
E01029844,627,617
E01029845,607,506
E01029846,648,619
E01029847,683,659
E01029848,620,611
E01029849,767,703
E01029850,671,639
E01029851,1101,1031
E01029852,929,814
E01029853,932,789
E01029854,770,743
E01029855,805,738
E01029856,726,739
E01029857,707,711
E01029858,822,768
E01029859,940,906
E01029860,650,679
E01029861,709,639
E01029862,680,660
E01029863,865,888
E01029864,806,799
E01029865,845,831
E01029867,846,829
E01029868,719,711
E01029869,813,805
E01031005,718,711
E01031006,737,734
E01031007,605,613
E01031008,687,666
E01031009,1096,1096
E01031010,862,891
E01031011,1006,960
E01031012,762,680
E01031013,539,504
E01031014,598,606
E01031015,710,693
E01031016,806,765
E01031017,636,647
E01031018,581,556
E01031019,870,839
E01031020,791,733
E01031021,831,741
E01031022,863,813
E01031023,777,801
E01031024,802,815
E01031025,821,780
E01031026,814,800
E01031028,905,961
E01031029,783,720
E01031030,1157,1078
E01031031,1284,1299
E01031032,672,667
E01031033,968,883
E01031034,934,945
E01031035,1012,965
E01031036,769,758
E01031037,762,738
E01031038,1021,996
E01031039,848,844
E01031040,892,881
E01031041,876,835
E01031042,885,848
E01031043,779,868
E01031044,858,822
E01031045,874,855
E01031046,863,865
E01031047,970,964
E01031048,642,623
E01031049,1149,1109
E01031050,890,948
E01031051,721,654
E01031052,784,728
E01031053,769,672
E01031054,802,767
E01031055,837,817
E01031056,771,729
E01031057,781,785
E01031058,751,702
E01031059,736,734
E01031060,724,718
E01031061,773,748
E01031065,798,727
E01031066,745,647
E01031069,756,720
E01031073,959,925
E01031074,762,788
E01031075,873,773
E01031081,865,828
E01031082,665,721
E01031083,772,780
E01031084,1140,1087
E01031085,685,690
E01031090,744,703
E01031091,767,688
E01031092,732,734
E01031093,669,679
E01031094,587,575
E01031100,662,695
E01031101,722,720
E01031102,679,685
E01031103,648,685
E01031104,780,667
E01031107,579,579
E01031108,684,705
E01031109,821,802
E01031110,802,723
E01031111,553,569
E01031112,842,794
E01031113,754,712
E01031114,784,723
E01031115,895,867
E01031116,895,795
E01031117,798,704
E01031118,629,573
E01031119,785,846
E01031120,717,678
E01031121,610,593
E01031122,766,716
E01031123,618,642
E01031124,773,764
E01032890,1198,1043
E01032901,817,790
E01032902,696,656
