geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02001514,914,967,1019,903,1030,917,734,249,534
E02001522,1082,1147,1118,915,1241,1164,975,365,680
E02001528,1130,1296,1104,1150,1570,1384,1321,445,886
E02001530,857,757,901,719,1034,835,578,219,340
E02001533,961,926,1041,965,1041,974,788,252,512
E02001534,1140,1189,1162,1206,1366,1072,942,388,670
E02001539,905,754,808,711,870,775,657,202,336
E02001540,1488,1369,1327,1317,1745,1538,1415,518,956
E02001541,1289,1294,1431,1292,1596,1482,1344,502,1047
E02001542,996,996,957,808,1066,893,879,297,587
E02001543,1081,1033,961,1037,1098,1171,987,386,731
E02001544,1228,1008,1131,1053,1294,1050,1018,340,589
E02001545,948,961,768,1014,1382,1203,1170,440,706
E02001546,665,769,1664,1205,1271,1047,956,385,653
E02001547,1530,1542,1468,1320,1610,1290,946,366,665
E02001548,1177,1071,1192,1022,1107,865,724,289,562
E02001549,624,717,645,672,952,836,707,272,544
E02001550,846,988,936,916,1098,1027,709,267,676
E02001551,740,652,944,723,925,795,636,227,385
E02001552,1037,925,1295,1066,1033,869,671,258,532
E02001553,1253,1285,1320,1251,1433,1241,1000,370,865
E02001554,693,826,671,724,1054,840,744,355,513
E02001555,514,557,617,591,801,887,792,271,548
E02001556,1261,1309,1248,1173,1394,1072,815,306,716
E02001557,974,1088,1646,1326,1406,1267,810,277,693
E02001558,488,584,477,575,940,1039,1041,402,579
E02001559,836,968,781,816,1309,1001,973,381,677
E02001560,1431,1140,2258,1785,1434,1020,724,264,452
E02001561,786,649,1047,922,878,827,557,205,447
E02001562,677,631,696,654,793,747,643,249,815
E02001563,756,804,832,797,1008,1094,978,401,965
E02001564,706,939,562,774,1161,1183,1199,383,641
E02001565,645,783,764,695,994,1054,947,293,647
E02001566,1187,985,1360,1342,1215,843,533,158,314
E02001567,1249,1149,1225,1121,1205,1200,999,362,645
E02001568,662,721,711,645,869,789,773,274,462
E02001569,1178,1158,1434,1105,1365,1163,890,295,619
E02001570,883,878,920,798,917,883,841,342,539
E02001571,641,686,630,652,932,839,857,296,553
E02001572,913,979,944,889,1044,933,734,286,514
E02001573,1000,1078,1072,929,1155,1014,703,306,602
E02001574,678,726,708,782,954,930,809,216,465
E02001575,1093,977,1041,850,983,828,655,278,564
E02001576,681,769,623,694,1012,764,624,228,421
