geocode,female,male
E00000001,90,104
E00000003,126,124
E00000005,172,195
E00000007,50,73
E00000010,42,60
E00000012,108,105
E00000013,87,129
E00000014,65,89
E00000016,126,155
E00000017,139,151
E00000018,110,108
E00000019,67,72
E00000020,107,119
E00000021,120,162
E00000022,119,104
E00000023,93,90
E00000024,99,177
E00000025,124,196
E00000026,106,164
E00000027,141,217
E00000028,61,90
E00004169,169,148
E00004173,343,266
E00004175,115,174
E00004177,144,152
E00004179,179,148
E00004180,154,129
E00004181,181,174
E00004182,99,81
E00004183,105,92
E00004184,102,108
E00004190,227,244
E00004193,331,326
E00004195,142,169
E00004197,134,123
E00004520,132,127
E00004521,120,139
E00004522,92,105
E00004523,282,266
E00004524,175,192
E00004525,111,143
E00004526,279,314
E00004527,62,172
E00004528,140,187
E00004529,191,256
E00004530,86,143
E00004531,146,147
E00004532,137,187
E00004534,132,104
E00004535,80,125
E00004536,80,153
E00004537,82,83
E00004538,88,105
E00004539,66,67
E00004540,193,172
E00004541,92,127
E00004542,164,196
E00004543,95,119
E00004544,147,139
E00004545,214,237
E00004546,120,104
E00004547,209,197
E00004548,95,113
E00004549,142,146
E00004550,187,202
E00004551,203,225
E00004552,159,158
E00004553,124,177
E00004554,177,229
E00004555,154,173
E00004556,162,139
E00004557,92,85
E00004558,139,138
E00004559,289,214
E00004560,108,119
E00004561,116,152
E00004646,127,141
E00004647,175,196
E00004649,104,123
E00004650,171,156
E00004651,70,89
E00004652,109,128
E00004653,91,60
E00004654,73,68
E00004655,211,253
E00004656,189,213
E00004658,160,158
E00004659,189,215
E00004660,153,198
E00004661,127,141
E00004662,133,155
E00004663,181,180
E00004664,184,174
E00004665,127,133
E00004666,202,224
E00004667,101,106
E00004668,91,80
E00004669,152,141
E00004670,137,114
E00004671,245,225
E00004672,120,103
E00004673,133,149
E00004674,114,126
E00004675,123,109
E00004676,512,455
E00004677,156,169
E00004678,180,154
E00004679,89,91
E00004680,148,115
E00004723,144,120
E00004724,153,171
E00004727,173,149
E00004728,303,260
E00004729,130,126
E00004730,81,79
E00004731,160,163
E00004734,191,152
E00004744,183,148
E00004751,125,115
E00004763,116,107
E00004765,122,120
E00008865,137,155
E00008866,176,196
E00008871,219,189
E00008875,164,162
E00008877,164,166
E00008879,187,196
E00008885,122,136
E00008886,106,111
E00008888,246,263
E00008889,285,283
E00008890,139,144
E00008891,164,201
E00008892,141,138
E00008896,135,128
E00008903,182,153
E00008904,142,147
E00008905,204,231
E00013385,214,221
E00013390,164,196
E00013391,133,119
E00013392,217,191
E00013393,114,114
E00013395,83,97
E00013411,143,129
E00013415,165,152
E00013416,196,127
E00013417,165,154
E00013419,168,169
E00013420,206,175
E00013421,230,153
E00013422,160,145
E00013423,126,101
E00013424,164,178
E00013425,174,226
E00013426,84,98
E00013428,168,157
E00013429,136,206
E00013430,44,92
E00013431,169,170
E00013432,186,155
E00013434,321,296
E00013435,188,218
E00013437,123,116
E00013438,272,252
E00013439,93,107
E00013440,218,232
E00013441,95,94
E00013442,226,234
E00013443,187,172
E00013444,166,150
E00013445,119,102
E00013446,44,77
E00013447,178,170
E00013448,127,110
E00013449,121,103
E00013450,81,66
E00013452,197,199
E00013453,155,152
E00013454,219,181
E00013455,125,180
E00013456,169,142
E00013457,114,118
E00013458,195,181
E00013460,184,191
E00013461,190,156
E00013462,96,107
E00013463,101,131
E00013465,78,140
E00013483,151,136
E00013484,93,136
E00013485,166,134
E00013486,184,166
E00013487,169,186
E00013488,217,206
E00013489,180,184
E00013543,140,162
E00013544,167,170
E00013545,86,138
E00013546,93,125
E00013547,167,190
E00013548,159,139
E00013549,127,194
E00013550,247,308
E00013551,129,124
E00013552,135,109
E00013553,154,162
E00013554,331,259
E00013555,233,194
E00013556,124,154
E00013557,175,192
