geocode,female,male
E01008881,821,778
E01008882,905,842
E01008883,927,889
E01008884,964,906
E01008885,678,630
E01008886,802,762
E01008887,759,719
E01008888,808,850
E01008889,859,916
E01008890,872,862
E01008891,775,785
E01008892,791,736
E01008893,804,912
E01008894,726,686
E01008895,931,891
E01008896,810,765
E01008897,839,847
E01008898,885,789
E01008917,674,661
E01008918,937,789
E01008919,821,756
E01008920,719,670
E01008921,730,696
E01008923,710,637
E01008924,734,693
E01008925,659,642
E01008927,722,668
E01008928,831,654
E01008929,782,697
E01008930,798,700
E01008931,779,660
E01008932,817,727
E01008933,788,768
E01008934,733,672
E01008935,874,801
E01008936,817,751
E01008937,754,672
E01008938,818,775
E01008939,824,719
E01008940,806,732
E01008941,787,735
E01008942,812,787
E01008943,765,693
E01008944,893,823
E01008945,947,888
E01008946,729,756
E01008947,714,678
E01008948,752,707
E01008949,621,641
E01008950,776,655
E01008951,748,679
E01008952,817,778
E01008953,809,755
E01008954,686,671
E01008955,765,768
E01008956,815,698
E01008957,866,792
E01008958,871,683
E01008959,974,785
E01008960,826,780
E01008961,735,760
E01008962,1001,906
E01008963,713,658
E01008964,786,687
E01008965,790,739
E01008966,864,824
E01008967,865,822
E01008968,860,847
E01008969,853,793
E01008970,799,742
E01008971,893,798
E01008972,960,830
E01008973,988,918
E01008974,1426,1455
E01008975,774,775
E01008976,822,719
E01008977,830,744
E01008978,694,699
E01008979,838,767
E01008980,825,801
E01008981,801,737
E01008982,732,743
E01008984,1044,1046
E01008986,837,964
E01008987,789,751
E01008988,905,1132
E01008989,809,933
E01008990,638,533
E01008991,783,732
E01008992,941,859
E01008994,846,849
E01008995,888,928
E01008996,798,773
E01008997,740,705
E01009014,1032,991
E01009015,886,850
E01009016,782,777
E01009017,884,785
E01009018,825,848
E01009019,817,794
E01009020,802,709
E01009021,863,757
E01009022,899,850
E01009023,842,831
E01009024,848,775
E01009025,804,710
E01009026,803,775
E01009028,936,854
E01009029,820,728
E01009030,748,727
E01009031,826,829
E01009032,897,897
E01009033,886,884
E01009034,862,829
E01009035,926,886
E01009036,761,753
E01009037,840,780
E01009039,859,846
E01009040,884,863
E01009041,834,827
E01009042,698,681
E01009043,1020,951
E01009044,811,813
E01009045,874,838
E01009046,928,872
E01009064,759,718
E01009065,831,885
E01009066,762,746
E01009067,790,690
E01009068,845,698
E01009069,817,747
E01009070,915,763
E01009071,807,808
E01009072,854,745
E01009073,872,742
E01009074,855,817
E01009075,826,808
E01009077,899,807
E01009078,722,711
E01009107,920,821
E01009108,693,648
E01009109,751,617
E01009110,815,750
E01009111,693,694
E01009112,781,727
E01009113,797,721
E01009114,823,748
E01009115,731,686
E01009116,743,683
E01009117,1103,957
E01009118,768,701
E01009119,749,690
E01009120,762,676
E01009138,822,824
E01009139,769,814
E01009140,897,1018
E01009141,879,881
E01009143,661,758
E01009145,950,1031
E01009146,825,1098
E01009147,775,908
E01009155,689,667
E01009157,781,729
E01009158,984,913
E01009159,919,856
E01009160,812,774
E01009161,729,683
E01009162,857,745
E01009163,779,673
E01009164,773,711
E01009165,686,666
E01009166,682,637
E01009167,788,762
E01009168,728,761
E01009169,863,817
E01009170,758,725
E01009171,838,759
E01009172,744,676
E01009173,870,863
E01009174,653,602
E01009175,713,757
E01009176,845,805
E01009177,809,769
E01009178,800,794
E01009179,879,841
E01009182,757,867
E01009183,786,818
E01009184,737,869
E01009185,845,789
E01009186,814,887
E01009187,786,786
E01009188,795,728
E01009189,776,720
E01009197,875,804
E01009198,867,894
E01009199,715,700
E01009200,841,871
E01009205,755,776
E01009206,800,824
E01009207,842,817
E01009208,777,754
E01009209,1068,1060
E01009210,958,897
E01009211,700,742
E01009212,884,794
E01009213,782,704
E01009214,854,798
E01009215,839,811
E01009216,1042,949
E01009217,811,819
E01009218,772,755
E01009219,813,751
E01009249,846,740
E01009250,827,788
E01009251,759,740
E01009252,772,766
E01009253,816,724
E01009254,813,745
E01009255,814,739
E01009256,817,748
E01009257,795,727
E01009258,810,716
E01009259,868,739
E01009260,784,751
E01009261,837,770
E01009280,667,650
E01009281,806,623
E01009282,757,891
E01009283,731,745
E01009284,1245,1042
E01009286,1143,1069
E01009288,642,592
E01009289,1149,948
E01009290,1049,951
E01009291,826,711
E01009292,819,829
E01009293,739,777
E01009294,930,907
E01009295,950,820
E01009296,738,761
E01009299,868,769
E01009301,856,748
E01009302,777,730
E01009303,753,726
E01009312,823,753
E01009313,800,771
E01009314,840,746
E01009315,777,817
E01009316,869,778
E01009317,849,821
E01009318,773,760
E01009319,779,855
E01009320,758,786
E01009321,986,854
E01009322,697,689
E01009323,765,706
E01009324,859,782
E01009325,886,911
E01009326,967,952
E01009327,835,798
E01009328,1169,1197
E01009329,1132,1209
E01009331,1065,1080
E01009332,859,847
E01009333,841,813
E01009334,953,936
E01009335,973,909
E01009337,881,907
E01009338,780,789
E01009339,750,771
E01009340,1346,1362
E01009341,796,762
E01009342,882,856
E01009343,862,844
E01009344,795,820
E01009362,634,682
E01009363,751,803
E01009364,655,683
E01009365,790,929
E01009366,787,794
E01009367,783,859
E01009368,699,769
E01009371,820,957
E01009372,917,905
E01009373,941,897
E01009374,584,563
E01009375,960,972
E01009376,813,861
E01009377,683,687
E01009378,906,1159
E01009379,809,860
E01009380,826,874
E01009382,907,929
E01009383,684,768
E01009384,629,705
E01009385,590,707
E01009389,882,879
E01009390,694,870
E01009391,775,847
E01009392,884,890
E01009393,787,858
E01009394,849,881
E01009395,821,860
E01009396,1040,1113
E01009397,899,860
E01009399,781,809
E01009477,885,807
E01009493,669,801
E01009494,916,710
E01009495,652,573
E01009496,765,716
E01009497,919,848
E01009498,877,759
E01009499,933,807
E01009500,827,709
E01009501,848,716
E01009502,799,709
E01009503,803,738
E01009504,764,707
E01009505,855,807
E01009506,742,752
E01009508,802,746
E01009509,883,864
E01009510,839,767
E01009511,759,727
E01009512,833,783
E01009513,884,836
E01009514,802,708
E01009515,801,763
E01009516,733,679
E01009517,873,836
E01009518,814,794
E01009519,756,763
E01009520,865,887
E01009521,813,827
E01009732,883,861
E01009733,892,887
E01009734,772,756
E01009735,744,751
E01009736,711,684
E01009737,766,713
E01009738,808,750
E01009739,781,756
E01009791,744,765
E01009792,806,777
E01009793,704,683
E01009794,757,720
E01009795,859,798
E01009796,772,738
E01009797,728,620
E01009798,855,847
E01009799,774,723
E01009800,830,737
E01009801,849,815
E01009802,831,788
E01009803,828,803
E01009804,666,662
E01009805,713,689
E01009806,738,713
E01009807,925,876
E01009808,757,695
E01009809,852,776
E01009810,899,842
E01009811,784,752
E01009812,776,754
E01009813,820,780
E01009833,703,689
