geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01026421,577,15,91,54,1
E01026435,551,33,188,88,6
E01026439,582,10,88,12,0
E01026440,298,42,82,39,2
E01026441,423,28,70,129,1
E01026465,392,8,149,216,6
E01026466,363,7,177,169,3
E01026467,193,12,72,487,1
E01026468,588,13,318,115,8
E01026469,421,9,161,57,17
E01026470,684,6,332,16,24
E01026471,350,1,132,10,14
E01026472,413,3,67,1,5
E01026473,449,4,103,7,1
E01026474,372,8,107,184,2
E01026475,414,9,70,134,1
E01026476,296,3,79,186,2
E01026477,273,7,51,248,0
E01026478,288,4,86,260,3
E01026494,699,23,135,77,2
E01026872,678,21,133,137,11
E01026873,391,10,63,44,3
E01026874,445,22,64,76,3
E01026877,547,11,37,39,4
E01026886,459,11,32,52,10
E01026887,439,9,97,62,0
E01026888,440,15,73,248,2
E01026889,570,11,112,24,2
E01026891,434,13,156,208,4
E01026894,795,25,98,113,2
E01026900,495,11,53,118,15
E01026901,477,9,70,38,12
E01026902,504,7,155,171,41
E01026931,415,8,39,9,0
E01026932,399,10,79,42,5
E01026934,350,6,40,49,18
E01026935,423,13,93,37,0
E01029876,610,31,105,144,9
E01029878,406,3,69,35,1
E01029881,656,17,84,75,1
E01029898,572,27,101,177,7
E01029900,441,15,48,227,3
E01029901,734,21,222,43,5
E01029907,692,26,103,130,4
E01029911,698,21,95,93,11
E01029921,474,6,36,21,0
E01029922,377,15,41,111,0
E01029923,496,2,59,24,1
E01029958,425,5,162,52,1
E01029960,495,3,269,52,20
E01029961,375,10,185,27,6
E01029962,351,7,298,34,6
E01029963,587,8,35,8,2
E01029964,400,6,103,13,0
E01029965,553,8,56,4,0
E01029973,577,3,40,10,1
E01029974,530,6,67,10,0
E01029975,380,3,50,84,1
E01029976,503,9,55,69,3
E01029977,570,7,45,10,1
E01029984,330,9,66,204,4
E01029985,508,4,312,223,31
E01029988,225,10,350,330,5
E01029997,479,4,51,96,0
E01029998,400,12,49,295,2
E01029999,532,6,50,34,2
E01030000,473,6,125,32,1
E01030001,420,17,44,166,0
E01030002,557,13,247,115,5
E01030003,529,5,159,19,1
E01030004,439,1,54,4,0
E01030006,439,9,222,169,4
E01030007,454,5,191,11,1
E01030008,407,6,90,16,1
E01030009,450,8,128,5,0
E01030010,390,14,414,132,5
E01030011,570,8,45,49,3
E01030022,497,8,314,98,13
E01030023,299,6,394,132,4
