geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E02003184,255,424,2453,647,215,43,22,22,109
E02003185,219,221,2530,360,230,45,24,14,79
E02003186,241,411,2858,688,216,49,29,20,102
E02003187,251,464,2580,647,271,61,30,21,145
E02003188,219,645,2351,1447,254,31,35,23,138
E02003189,208,303,2629,327,287,41,29,16,114
E02003190,279,711,2801,886,225,48,43,15,103
E02003191,167,126,2540,251,244,39,31,7,72
E02003192,217,738,2193,1359,225,27,50,22,181
E02003202,131,205,2079,321,182,45,27,5,67
E02003203,171,370,2791,354,166,67,23,13,75
E02003204,248,249,2849,500,205,60,20,11,66
E02003205,230,165,2829,629,165,69,27,10,40
E02003206,226,319,3395,381,390,46,38,9,148
E02003207,224,204,2204,369,127,53,16,5,99
E02003208,224,351,2531,1601,270,42,55,12,149
E02003209,209,154,2007,369,110,50,26,6,49
E02003210,196,200,2927,360,412,34,39,6,123
E02003211,94,129,2153,259,496,13,40,13,145
E02003584,79,217,1452,720,176,39,137,11,99
E02003585,85,115,2022,255,192,58,76,9,39
E02003586,80,114,2165,519,167,54,98,6,47
E02003587,95,188,2195,654,122,72,94,26,95
E02003588,113,127,1822,834,125,68,40,11,10
E02003589,134,197,1841,1170,116,66,59,9,18
E02003590,88,82,1809,396,293,46,78,8,55
E02003591,173,126,2639,1006,165,80,61,9,25
E02003592,108,103,2288,583,310,43,62,8,41
E02003593,81,57,1717,230,263,29,51,0,30
E02003594,61,154,2554,645,253,60,78,17,119
E02003595,67,90,2559,323,234,70,59,5,56
E02003596,46,181,2047,664,303,47,63,11,83
E02003597,35,65,1815,176,273,39,43,1,28
E02003598,24,169,2006,440,305,55,37,3,54
E02004242,106,66,1718,173,245,34,20,11,69
E02004265,132,41,2791,461,245,46,28,8,136
E02004266,174,32,2847,642,296,65,47,5,141
E02004267,55,40,1491,271,343,18,31,5,48
E02004268,98,86,2429,1044,393,47,31,19,48
E02004275,61,50,2375,361,467,19,32,6,48
E02004276,104,50,1494,562,217,17,23,11,17
E02004277,168,74,2532,1690,245,42,38,20,96
E02004278,194,55,2576,1091,197,43,26,21,87
E02004279,62,100,2845,332,367,40,19,3,50
E02004280,83,144,2626,356,283,62,33,12,25
E02004281,86,369,2514,219,137,59,15,9,47
E02004282,114,158,2730,339,239,57,23,6,38
E02004283,152,185,2707,438,161,70,31,22,45
E02004284,160,323,2116,1300,354,44,78,19,124
E02004285,170,170,2148,745,158,57,26,24,58
E02004286,83,90,1642,403,104,41,23,9,33
E02004287,91,189,1893,239,102,54,27,15,19
E02004288,55,261,1370,477,107,48,45,5,16
E02004289,106,360,2365,397,126,67,42,12,27
E02004801,100,25,1957,249,385,19,37,1,110
E02006574,213,171,3036,621,278,32,29,15,66
E02006883,130,363,1621,588,151,21,26,3,64
E02006885,149,374,1985,802,352,33,47,12,70
