geocode,employee,inactive,self-employed,student,unemployed
E00049242,191,49,20,9,4
E00049243,149,57,15,5,17
E00049244,110,82,13,4,15
E00049245,106,54,23,7,8
E00049246,92,79,16,4,8
E00049247,85,71,10,5,9
E00049248,110,68,14,6,8
E00049249,126,59,22,6,6
E00049250,143,66,21,3,7
E00049251,115,68,12,6,12
E00049252,99,78,12,3,13
E00049253,101,50,17,2,17
E00049254,108,61,12,7,14
E00049255,128,44,17,6,15
E00049256,139,69,22,5,7
E00049257,118,74,18,2,11
E00049258,110,76,18,8,11
E00049259,97,107,12,7,28
E00049260,190,81,29,4,6
E00049261,124,81,19,14,17
E00049262,86,91,6,7,61
E00049263,74,80,5,2,18
E00049264,127,72,11,8,15
E00049265,110,74,21,6,10
E00049266,64,75,4,4,32
E00049267,106,135,13,8,11
E00049268,136,67,23,4,11
E00049269,100,48,20,4,3
E00049270,130,58,22,6,8
E00049271,99,75,14,5,4
E00049272,161,56,10,5,2
E00049273,145,59,14,8,5
E00049274,172,60,18,7,5
E00049275,186,63,20,7,14
E00049276,106,65,13,6,6
E00049277,107,72,17,3,6
E00049278,90,64,11,5,4
E00049279,140,67,15,10,5
E00049280,110,66,22,5,6
E00049281,123,69,17,11,2
E00049282,74,67,17,5,16
E00049538,155,75,18,7,5
E00049539,132,32,18,4,2
E00049540,115,68,21,6,5
E00049542,102,93,16,9,30
E00049543,121,85,14,5,13
E00049545,117,82,12,5,13
E00049547,132,56,21,10,6
E00049548,116,63,23,3,14
E00049549,152,67,22,8,8
E00049551,140,51,31,4,11
E00049552,125,75,15,9,15
E00049553,136,66,18,7,8
E00049554,165,60,29,8,10
E00049555,151,97,20,3,10
E00049556,157,85,16,1,16
E00049558,130,62,23,4,9
E00049559,132,79,26,10,11
E00049560,94,75,17,2,10
E00049561,84,63,12,6,11
E00049562,130,77,26,4,14
E00049563,139,68,18,6,21
E00049564,116,73,10,4,14
E00049565,128,71,18,5,12
E00049566,173,57,25,10,14
E00049567,102,72,9,5,11
E00049569,87,73,13,6,10
E00049570,153,61,15,2,17
E00049572,107,56,17,1,29
E00049573,145,70,25,6,5
E00049574,140,77,11,5,7
E00049575,153,84,24,12,14
E00049577,110,69,17,5,12
E00049578,153,67,18,2,6
E00049579,116,71,15,8,5
E00049580,138,44,24,6,4
E00049581,144,81,18,10,5
E00049583,164,86,14,9,7
E00049584,174,73,20,11,6
E00049585,103,41,8,5,12
E00049586,128,67,28,8,11
E00049587,139,71,17,4,10
E00049588,123,58,21,5,5
E00049589,113,72,16,5,3
E00049590,139,90,40,12,4
E00049591,154,67,20,7,16
E00049592,165,64,19,5,16
E00049593,157,67,29,4,20
E00049594,123,58,17,6,6
E00049595,104,72,11,6,1
E00049596,127,56,22,2,7
E00049597,102,77,19,6,6
E00049598,101,77,12,5,10
E00049599,85,58,7,3,7
E00049601,129,89,35,6,4
E00049603,146,83,26,10,8
E00049604,127,72,23,7,2
E00049606,142,75,23,7,7
E00049611,108,65,18,4,7
E00049612,125,71,32,10,6
E00049616,139,56,19,4,4
E00049617,156,58,25,3,2
E00049618,139,70,17,5,14
E00049619,141,61,26,8,6
E00049620,145,70,27,4,12
E00049621,155,108,20,10,19
E00049622,116,88,18,6,14
E00049623,111,80,21,7,6
E00049624,138,97,10,13,11
E00049625,117,86,11,0,15
E00049626,120,51,25,5,8
E00049627,101,62,23,3,0
E00049628,96,60,13,8,6
E00049629,140,66,24,10,5
E00049630,138,54,20,11,3
E00049631,135,62,15,6,8
E00049632,103,68,11,4,0
E00049633,108,80,20,5,3
E00049634,154,67,22,6,21
E00049635,98,72,13,7,5
E00049636,66,61,10,5,12
E00049637,127,55,28,3,16
E00049638,126,47,21,5,2
E00049639,102,60,17,5,4
E00049640,99,62,18,2,3
E00049641,119,46,15,3,10
E00049642,118,77,18,3,6
E00049643,137,55,34,8,6
E00049644,80,72,17,6,22
E00049645,122,72,21,9,3
E00049646,121,74,30,8,5
E00049647,105,39,26,6,4
E00049648,77,76,15,2,10
E00049649,121,65,12,4,15
E00049650,89,75,18,1,5
E00049651,64,59,6,5,20
E00049652,113,83,14,19,28
E00049735,140,124,38,7,36
E00049744,146,76,29,11,9
E00049745,111,96,26,6,7
E00049746,117,70,7,3,25
E00049747,113,77,17,7,14
E00049749,112,86,17,3,30
E00049751,127,73,19,1,19
E00049763,112,112,26,11,21
E00049771,79,105,22,8,26
E00049773,116,89,27,3,24
E00049886,149,49,16,4,14
E00049887,188,60,15,4,13
E00049888,118,39,13,4,5
E00049889,120,70,15,6,7
E00049890,195,110,22,11,22
E00049891,130,71,19,4,13
E00049892,131,76,7,4,33
E00049893,123,89,15,6,9
E00049894,110,91,29,7,19
E00049895,128,108,16,14,22
E00049896,112,58,22,12,13
E00049897,130,73,20,3,13
E00049898,190,99,15,9,18
E00049899,136,79,13,3,23
E00049900,94,50,14,5,11
E00049901,119,60,7,8,19
E00049902,133,83,10,2,14
E00049903,139,90,23,6,15
E00049904,101,68,29,8,4
E00049905,100,53,8,3,11
E00049906,143,75,16,7,12
E00049907,118,51,12,9,14
E00049908,73,72,7,2,16
E00049909,97,84,13,5,17
E00049910,131,50,21,3,13
E00049911,83,57,12,4,3
E00049912,147,78,28,5,14
E00049913,169,91,27,14,7
E00049914,171,73,27,13,15
E00049915,176,76,20,8,18
E00049916,110,73,17,3,21
E00049917,167,61,17,6,9
E00049918,166,46,31,2,9
E00049919,157,58,18,6,14
E00049920,115,54,16,4,8
E00049921,145,29,14,8,10
E00049922,124,53,9,8,13
E00049923,100,107,12,1,14
E00049924,130,75,17,6,10
E00049925,165,66,14,2,17
E00049926,143,79,18,2,12
E00049927,147,27,19,4,9
E00049928,109,71,14,0,9
E00049930,102,94,23,8,20
E00049931,110,52,11,5,9
E00049932,205,54,19,10,12
E00049933,130,73,19,1,18
E00049934,303,71,29,6,15
E00049935,135,76,10,3,20
E00049937,135,83,12,6,6
E00049938,96,59,10,3,13
E00049939,109,95,11,6,21
E00049940,153,59,15,4,11
E00049941,117,97,20,4,19
E00049955,112,103,12,6,5
