geocode,bad,fair,good
E02001678,429,1207,8382
E02001679,530,1113,4630
E02001680,660,1185,4282
E02001681,357,978,6124
E02001827,286,811,4948
E02001828,363,950,5607
E02001829,278,857,7600
E02001830,328,1112,7997
E02001831,696,1400,8230
E02001832,286,893,6989
E02001833,316,690,4802
E02001834,488,899,4752
E02001835,314,966,6896
E02001836,413,1159,7608
E02001837,1000,1669,7916
E02001838,314,836,6523
E02001839,425,1006,5011
E02001840,928,1409,6434
E02001841,235,705,5053
E02001842,417,1073,6173
E02001843,377,950,5128
E02001844,626,1457,7633
E02001845,309,771,5194
E02001846,697,1259,5873
E02001847,305,783,4433
E02001848,498,930,4944
E02001849,491,990,5401
E02001850,461,1170,6542
E02001851,664,1265,6647
E02001852,486,999,5059
E02001854,579,1189,6009
E02001855,1117,1668,7186
E02001856,552,1112,6848
E02001857,923,1930,10049
E02001858,520,1178,6755
E02001859,629,1239,8247
E02001860,582,1177,6578
E02001861,717,1449,7995
E02001862,750,1445,7709
E02001863,649,1174,6016
E02001864,416,822,4293
E02001865,808,1600,8524
E02001866,688,1275,6708
E02001867,552,995,5354
E02001868,503,1196,6918
E02001869,441,900,4719
E02001870,786,1553,9221
E02001871,787,1351,5583
E02001872,696,1309,5156
E02001873,760,1501,8273
E02001874,701,1315,7336
E02001875,524,1054,6590
E02001876,463,1042,10404
E02001877,757,1426,8472
E02001878,688,1222,7045
E02001879,765,1555,8056
E02001880,719,1370,7345
E02001881,742,1308,7284
E02002000,582,1247,5953
E02002001,409,1014,4528
E02002002,341,1166,5577
E02002003,669,1493,6939
E02002004,626,1188,5704
E02002005,703,1293,6094
E02002006,467,968,4965
E02002007,619,1502,6610
E02002008,309,907,7113
E02002009,547,1015,5148
E02002010,647,1290,5249
E02002011,308,782,4774
E02002012,724,1437,5629
E02002013,355,1023,5319
E02002014,571,1091,5267
E02002015,423,942,4659
E02002016,658,1407,5761
E02002017,653,1443,6183
E02002018,490,1283,7263
E02002019,636,1290,5931
E02002020,568,1421,7462
E02002043,683,1320,6477
E02002044,491,1053,5954
E02002045,664,1222,5868
E02002046,502,950,4174
E02002047,681,1218,4566
E02002048,337,953,5130
E02002049,397,848,4687
E02002051,514,890,4113
E02002052,907,1672,8071
E02002053,347,899,4729
E02002054,328,928,4327
E02002055,741,1542,6770
E02002056,781,1400,6443
E02002057,800,1401,6795
E02002058,854,1664,9159
E02002059,850,1762,7921
E02002060,570,1054,4649
E02002061,509,979,4314
E02002062,702,1251,5213
E02002063,559,1322,7291
E02002064,755,1732,9483
E02002065,964,1670,9512
E02002066,587,1179,5445
E02002067,415,831,4262
E02002068,947,1561,9475
E02002069,549,1142,4876
E02002070,847,1467,6826
E02002071,503,1022,4982
E02002072,546,1250,6550
E02002073,658,1255,5637
E02002081,334,820,4225
E02002082,438,943,4528
E02002083,308,863,4667
E02002084,474,1021,4688
E02002085,460,906,4886
E02002110,423,960,5370
E02002111,539,1062,4322
E02002112,341,821,4273
E02002113,460,997,5011
E02002114,413,1077,4543
E02002115,602,1172,4790
E02002116,364,1031,5344
E02002117,436,975,4640
E02002118,685,1243,5267
E02002119,455,970,4565
E02002120,324,856,5086
E02002121,596,1069,4546
E02002122,481,806,4231
E02002123,463,1011,4957
E02002124,501,1117,5275
E02002125,454,1030,4434
E02002126,575,1109,4658
E02002127,739,1273,6319
E02002128,428,934,4185
E02002129,387,935,4580
E02002130,522,1027,5045
E02002131,364,1125,6358
E02002132,558,1081,4732
E02002133,434,1050,5161
E02002134,620,1319,6282
E02002135,527,1000,5554
E02002136,551,1106,5905
E02002137,274,799,5212
E02002138,325,846,5132
E02002139,738,1415,7345
E02002140,685,1326,6010
E02002141,277,761,5652
E02002142,528,1037,5228
E02002143,763,1493,7771
E02002144,329,935,5439
E02002145,529,1099,5171
E02002146,481,925,5099
E02002147,726,1232,5900
E02002148,598,1629,8783
E02002149,731,1720,7576
E02002150,355,866,4494
E02002151,381,854,4591
E02002152,482,922,4828
E02002153,691,1389,5422
E02002154,355,884,4341
E02002155,494,875,4460
E02002156,566,1293,6506
E02002157,374,1101,6267
E02002158,667,1435,5557
E02002159,397,873,4753
E02002160,472,1074,5502
E02002161,447,881,4960
E02002162,491,1247,5818
E02002163,847,1632,8771
E02002164,446,873,5524
