geocode,all
E00152236,0.4
E00152237,0.19
E00152238,2.91
E00152239,3.9
E00152240,2.3
E00152241,0.48
E00152242,0.43
E00152243,0.32
E00152267,0.49
E00152268,6.91
E00152269,0.69
E00152270,0.39
E00152324,0.18
E00152354,1.13
E00152355,2.0
E00152356,20.36
E00152357,0.42
E00152358,26.83
E00152359,46.79
E00152360,4.1
E00152367,0.52
E00152368,3.18
E00152369,18.43
E00152370,21.27
E00152371,43.13
E00152372,0.44
E00152373,0.42
E00152374,0.36
E00152375,9.59
E00152376,19.02
E00152377,3.55
E00152378,39.93
E00152379,44.75
E00152380,19.35
E00152409,0.27
E00152410,0.28
E00152411,0.45
E00152412,0.6
E00152413,0.72
E00152414,2.51
E00152415,0.34
E00152416,0.22
E00152417,0.24
E00152432,0.25
E00152433,0.22
E00152434,3.62
E00152435,5.26
E00152436,0.46
E00152437,0.48
E00152438,0.22
E00152439,0.6
E00152460,6.26
E00152482,12.43
E00152483,59.63
E00152484,63.27
E00152485,53.43
E00152486,0.23
E00152487,2.43
E00152488,0.94
E00152490,4.87
E00152491,0.24
E00152492,2.99
E00152493,10.21
E00152494,17.09
E00152495,0.55
E00153085,1.17
E00153086,10.47
E00153087,2.3
E00153088,9.77
E00153089,0.31
E00153090,3.66
E00153091,1.06
E00153092,0.43
E00153101,0.35
E00153103,0.56
E00153104,0.93
E00153105,11.05
E00153106,0.46
E00153115,0.59
E00153143,36.65
E00153144,23.1
E00153145,7.71
E00153146,5.41
E00153147,0.39
E00153148,5.94
E00153149,19.42
E00153150,45.12
E00153151,9.72
E00153152,32.3
E00153153,40.57
E00153154,2.89
E00153155,0.68
E00153156,1.13
E00153179,51.2
E00153180,0.48
E00153181,25.32
E00153182,1.14
E00153183,4.57
E00153184,0.53
E00153185,1.15
E00153202,0.28
E00153203,5.11
E00153211,30.87
E00153212,12.78
E00153213,18.07
E00153214,32.66
E00153215,21.68
E00153216,55.07
E00153217,0.83
E00153218,14.95
E00153219,63.03
E00153220,66.2
E00153221,35.15
E00153222,28.53
E00153223,45.85
E00153224,31.04
E00153225,0.46
E00153226,1.66
E00153227,0.94
E00153228,0.43
E00153230,6.97
E00153239,2.2
E00153240,0.51
E00153241,0.67
E00153242,0.62
E00153243,0.98
E00153244,0.35
E00153245,4.32
E00153261,0.72
E00153262,1.34
E00153263,0.61
E00153264,1.5
E00153266,0.5
E00153267,1.6
E00153268,54.58
E00153269,35.01
E00153270,40.08
E00153271,43.19
E00153272,49.0
E00153273,19.06
E00153274,25.74
E00153275,19.57
E00153276,9.02
E00153277,32.29
E00153278,24.86
E00153279,25.31
E00153280,16.62
E00153281,14.52
E00153282,16.94
E00153283,29.51
E00153284,10.43
E00153285,30.79
E00153287,73.9
E00153288,16.11
E00153289,22.51
E00153290,61.91
E00153292,70.49
E00153293,65.61
E00153294,31.98
E00153295,41.12
E00153296,8.57
E00153297,33.07
E00153298,72.21
E00153299,62.21
E00153300,81.5
E00153301,41.45
E00153302,60.78
E00153303,53.72
E00153304,75.71
E00153305,4.2
E00153306,77.43
E00153307,91.38
E00153308,53.75
E00153309,46.45
E00153310,16.9
E00153311,26.98
E00153312,8.18
E00153313,51.15
E00153314,26.66
E00153315,59.01
E00153316,10.71
E00153317,45.58
E00153318,40.09
E00153319,64.9
E00153320,0.53
E00153321,4.17
E00153322,0.43
E00153323,5.6
E00153324,1.33
E00153325,56.15
E00153326,41.17
E00153342,5.42
E00153343,1.74
E00153344,0.71
E00153345,40.26
E00153346,26.93
E00153347,26.53
E00153348,8.19
E00153349,0.52
E00153350,4.73
E00153351,43.5
E00153352,16.7
E00153353,3.21
E00153354,7.91
E00153364,28.92
E00153365,4.81
E00153366,2.76
E00153367,0.78
E00153368,26.04
E00153369,1.45
E00153370,24.61
E00153380,82.09
E00153381,67.58
E00153382,26.31
E00153383,9.31
E00153384,58.32
E00153386,38.01
E00153387,53.76
E00153388,20.34
E00153389,58.95
E00153390,27.48
E00153391,72.11
E00153392,19.07
E00153393,37.69
E00153394,20.75
E00153395,71.12
E00153396,21.66
E00153397,48.54
