geocode,bad,fair,good
E02002910,398,1208,6269
E02002924,303,859,4911
E02003069,313,727,4369
E02003071,447,1283,6171
E02003074,285,897,6789
E02003076,377,1106,7790
E02003078,365,884,5628
E02003079,432,1138,8029
E02003080,603,1542,6444
E02003081,505,1430,7231
E02003082,735,1581,6267
E02003084,880,1795,6831
E02003085,732,1258,5544
E02003086,490,1027,4536
E02003087,516,1370,7283
E02003088,332,1160,6869
E02003089,426,1005,4346
E02003931,638,1570,7726
E02003932,403,1025,5517
E02004129,222,837,4433
E02004130,404,1021,4494
E02004131,252,765,4547
E02004132,281,948,7002
E02004133,440,1370,6370
E02004134,292,870,5721
E02004135,377,1259,6408
E02004136,329,1030,6600
E02004149,262,763,7994
E02004150,326,849,5650
E02004151,431,1101,6425
E02004164,252,849,5485
E02004165,327,1041,6679
E02004166,298,858,5331
E02004167,416,929,5855
E02004168,397,943,4748
E02004169,269,886,5948
E02004170,385,1108,6150
E02004171,283,931,6348
E02004172,277,869,5009
E02004173,290,894,6095
E02004174,341,1090,6169
E02004175,421,884,4212
E02004176,295,865,4428
E02004177,404,954,4634
E02004178,257,600,4614
E02004179,420,1190,7468
E02004180,271,690,4939
E02004181,334,839,4676
E02004182,460,965,4775
E02004183,358,921,4503
E02004184,459,1030,7125
E02004185,395,936,4480
E02004186,356,1096,6772
E02004187,481,1335,7520
E02004188,347,959,4999
E02004220,529,1086,4569
E02004221,430,1035,4413
E02004222,381,885,4451
E02004223,686,1603,9059
E02004224,336,904,5014
E02004225,345,896,4473
E02004226,347,1035,5534
E02004227,525,1309,7095
E02004228,388,1090,5421
E02004229,440,1171,6352
E02004230,400,1082,6018
E02006044,276,849,5117
E02006062,553,1650,8441
E02006063,257,769,5974
E02006064,579,1609,5619
E02006065,693,1456,6314
E02006066,481,1200,6000
E02006067,311,1020,5660
E02006068,529,1193,5857
E02006069,530,1411,7804
E02006070,303,948,5521
E02006071,321,1090,7062
E02006072,435,1183,7529
E02006073,539,1177,5313
E02006074,377,1082,6899
E02006078,320,814,4568
E02006081,220,757,4322
E02006084,319,968,5790
E02006093,369,1250,6826
E02006096,317,963,5424
E02006097,369,1108,4893
E02006098,350,1016,5921
E02006099,251,756,5822
E02006100,308,894,6266
E02006101,279,763,4560
E02006102,517,1180,5444
E02006103,346,998,5890
E02006104,321,926,6297
E02006105,403,1168,8734
E02006106,421,992,6291
E02006107,562,1239,6363
E02006108,428,1296,6837
E02006109,283,1047,6525
E02006110,426,1215,6251
E02006111,497,1442,8512
E02006112,331,938,6168
E02006113,462,1281,5584
E02006114,432,1148,5148
E02006115,585,1289,5344
E02006116,442,1152,6262
E02006117,313,871,4362
E02006845,363,936,6671
E02006846,223,646,6235
W02000106,311,988,5329
W02000107,548,1554,7843
W02000108,532,1225,5305
W02000109,419,916,3974
W02000110,347,1026,5662
W02000111,421,1286,6723
W02000113,460,1160,6630
W02000114,397,916,5629
W02000116,419,973,6268
W02000117,291,906,8801
W02000118,409,1020,6332
W02000120,507,1135,5702
W02000122,478,1073,5171
W02000123,597,1259,6489
W02000124,769,1599,6498
W02000125,606,1281,5617
W02000126,545,1260,6385
W02000127,577,1584,7590
W02000128,389,1037,6108
W02000129,325,952,5464
W02000130,420,903,5629
W02000131,494,969,5495
W02000132,426,970,5042
W02000133,484,1217,6322
W02000134,558,1248,6725
W02000135,444,1080,5399
W02000136,648,1460,6432
W02000137,561,1173,5250
W02000138,835,1542,7376
W02000139,504,1138,6052
W02000140,632,1087,5302
W02000141,489,1064,4853
W02000142,417,934,4307
W02000143,416,932,4472
W02000144,563,1292,5858
W02000145,428,1105,5615
W02000146,368,968,5270
W02000147,436,1164,6661
W02000148,355,777,4010
W02000149,443,1168,4570
W02000151,796,1329,5282
W02000152,783,1373,5949
W02000153,654,1278,5807
W02000154,735,1244,5607
W02000156,708,1369,6082
W02000157,756,1591,6642
W02000158,384,858,4422
W02000159,687,1124,4253
W02000160,593,1176,5731
W02000161,564,884,4203
W02000162,912,1541,6094
W02000163,492,886,4079
W02000164,586,1197,5165
W02000165,701,1064,4996
W02000166,814,1312,6587
W02000167,1112,1577,7058
W02000168,475,905,4901
W02000169,784,1461,7108
W02000170,695,1242,7174
W02000171,412,860,6635
W02000172,909,1449,7466
W02000173,436,857,6099
W02000174,669,1292,7173
W02000175,679,1159,5979
W02000176,922,1478,6472
W02000177,574,928,5539
