geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E01014741,11,6,440,58,77,7,4,1,9
E01014742,11,8,482,85,60,9,3,0,4
E01014744,5,9,517,20,73,8,6,0,10
E01014745,15,8,524,46,56,6,6,0,7
E01014746,9,15,514,32,39,12,5,4,15
E01014750,21,19,584,115,58,6,2,1,16
E01014751,25,29,543,108,31,10,2,1,4
E01014752,28,16,626,72,51,6,3,3,12
E01014753,32,36,582,139,37,11,2,1,7
E01014754,12,12,417,82,61,3,1,1,15
E01014755,9,17,412,60,75,3,8,6,13
E01014756,37,15,635,108,40,8,3,1,17
E01014757,31,15,647,80,32,14,4,4,9
E01014758,9,16,381,42,58,2,7,1,12
E01014759,14,11,443,54,75,5,2,0,10
E01014760,27,14,554,74,40,2,2,2,8
E01014761,41,18,698,66,45,8,2,4,7
E01014762,28,21,610,67,38,4,6,0,11
E01014763,41,14,771,130,40,11,6,1,12
E01014769,24,16,968,31,69,15,6,4,26
E01014770,19,8,458,21,42,6,2,3,7
E01014771,11,19,493,44,42,3,1,3,14
E01014772,5,12,496,28,54,5,9,2,13
E01014773,17,22,745,38,89,5,11,5,22
E01014774,17,10,600,86,71,9,5,3,20
E01014799,30,17,409,209,27,6,7,8,24
E01014800,35,30,319,226,29,5,6,8,24
E01014801,22,23,204,206,39,0,1,7,18
E01014802,22,47,323,191,27,4,4,7,31
E01014803,22,21,433,102,43,6,1,1,24
E01014804,17,13,377,61,52,4,4,2,9
E01014805,7,15,425,38,34,6,3,1,21
E01014806,23,26,354,94,37,3,5,8,31
E01014807,23,28,535,148,36,5,4,3,36
E01014808,30,19,518,79,31,6,5,0,15
E01014809,28,23,514,156,45,8,3,15,18
E01014810,29,35,507,36,15,5,6,6,22
E01014811,19,22,490,128,29,7,6,11,13
E01014812,27,20,477,47,18,4,3,5,17
E01014813,34,18,605,86,25,11,6,9,15
E01014815,13,24,460,59,26,5,6,6,16
E01014816,22,26,527,46,46,6,1,2,15
E01014817,17,35,504,44,40,5,1,5,13
E01014818,10,23,627,29,58,6,3,1,26
E01014819,15,24,533,37,31,6,2,0,23
E01014820,16,20,373,51,21,5,3,4,10
E01014821,15,33,537,38,19,8,1,4,18
E01014822,16,27,653,31,35,8,5,4,36
E01014823,16,25,585,40,34,9,3,1,25
E01014824,15,25,611,38,27,5,5,1,19
E01014825,16,31,503,33,30,7,4,3,14
E01014826,24,33,654,60,28,13,3,4,21
E01014827,9,58,499,36,19,14,1,7,10
E01014828,20,34,363,85,16,9,0,5,9
E01014829,33,30,517,147,13,5,6,12,15
E01014830,22,23,500,142,22,8,6,6,22
E01014831,28,35,249,99,4,4,5,6,10
E01014832,38,28,268,88,13,3,2,4,7
E01014833,33,40,296,87,10,6,2,10,6
E01014834,18,37,369,99,8,4,1,5,2
E01014835,12,44,419,51,15,11,3,3,12
E01014836,23,43,438,48,29,10,3,4,18
E01014838,23,35,478,46,18,9,6,8,9
E01014839,20,34,643,59,29,9,3,7,18
E01014840,11,33,432,55,12,8,5,7,11
E01014841,18,18,587,144,50,6,6,6,38
E01014842,13,24,408,133,53,10,8,6,28
E01014843,13,14,422,111,36,9,1,5,31
E01014844,21,23,295,154,29,8,2,5,22
E01014845,14,11,386,51,46,9,4,2,20
E01014846,13,19,441,115,52,10,6,5,28
E01014857,15,5,511,70,49,6,3,0,50
E01014858,33,4,718,61,97,6,3,3,64
E01014859,16,12,516,76,50,7,1,2,73
E01014860,26,10,506,99,39,8,4,0,43
E01029085,24,12,809,110,79,12,6,2,7
E01029086,7,5,809,49,185,6,12,3,17
E01029089,13,4,904,74,149,9,11,0,17
E01029113,22,3,501,45,46,3,0,3,5
E01029114,22,8,435,36,38,2,5,2,12
E01029115,42,7,601,42,45,6,5,2,9
E01029116,22,11,474,115,40,10,4,1,3
E01029117,37,6,402,190,40,6,2,2,5
E01029118,44,4,633,88,42,8,7,0,7
E01029119,38,7,433,114,32,7,5,2,7
E01029120,35,6,567,93,18,9,1,0,6
E01029131,58,22,642,151,27,11,4,1,14
E01029132,60,13,358,76,16,11,4,1,7
E01029133,46,5,405,72,32,8,4,1,5
E01029134,50,17,618,81,39,6,2,1,10
E01029135,15,12,613,33,85,5,9,0,7
E01029136,37,4,768,53,97,18,6,2,7
E01029140,35,7,1141,104,111,14,11,1,15
E01029147,16,2,600,44,137,2,11,0,7
E01029148,13,5,564,41,114,4,6,0,8
E01029149,12,5,546,35,101,12,8,1,7
E01029322,78,12,325,672,53,4,14,4,0
E01029324,53,9,448,226,24,4,6,7,1
E01029329,26,9,369,282,55,1,3,2,2
E01029330,26,7,379,298,73,3,4,1,8
E01029331,17,4,302,89,37,4,4,3,3
E01029333,21,7,312,80,28,5,1,2,1
E01029337,16,7,681,71,136,12,12,5,6
E01029341,6,35,362,60,65,4,0,0,2
E01032633,27,10,729,131,95,9,9,2,4
E01032636,31,17,449,271,57,6,7,5,3
E01032666,5,14,478,33,48,7,2,1,17
E01032667,8,17,479,33,21,6,2,0,17
E01032668,24,27,651,35,32,10,7,1,39
E01032669,20,24,678,41,20,7,3,3,30
E01032670,33,21,710,38,34,11,4,6,25
E01032671,17,21,592,34,34,9,4,2,20
E01032672,14,23,642,32,30,8,6,2,34
E01032673,12,20,440,48,20,8,2,6,26
E01032679,29,24,587,28,24,9,3,6,21
W01000976,1,15,369,33,13,3,5,0,3
W01001004,4,5,328,53,16,3,1,0,23
W01001005,11,11,682,50,34,6,4,1,39
W01001006,10,16,991,51,40,8,4,2,51
W01001007,9,7,630,55,23,5,5,4,52
W01001039,8,12,686,45,30,9,8,2,33
W01001040,7,9,616,32,27,4,6,2,29
W01001059,6,8,466,35,39,1,7,3,58
W01001060,14,12,535,20,27,5,11,1,36
W01001061,14,23,746,75,45,4,5,4,107
W01001062,6,13,464,53,41,6,10,2,81
W01001063,5,27,547,118,33,5,3,9,82
W01001064,4,23,355,49,9,2,7,2,35
W01001065,8,18,497,89,24,2,5,8,53
W01001066,9,14,504,106,20,1,10,3,59
W01001067,6,28,404,43,11,5,4,7,32
W01001068,14,40,743,40,10,5,10,6,49
W01001069,7,29,437,72,24,1,4,5,56
W01001070,12,12,312,62,17,0,3,3,66
W01001071,7,31,529,63,11,3,6,3,64
W01001072,4,25,1299,35,54,5,8,4,60
W01001073,11,28,619,106,19,5,7,9,98
W01001075,26,14,368,60,22,7,2,1,79
W01001076,28,44,478,114,25,3,1,7,65
W01001077,19,23,468,62,23,2,2,3,30
W01001078,23,12,428,51,32,9,0,1,51
W01001079,11,37,478,94,9,7,2,4,59
W01001080,6,24,517,88,12,4,0,14,48
W01001081,9,28,424,57,3,4,6,12,31
W01001082,12,14,434,93,53,1,5,3,6
W01001083,5,14,546,50,95,1,7,2,12
W01001084,3,7,543,66,78,6,4,2,5
W01001085,3,4,596,31,90,1,4,1,11
W01001086,12,13,554,33,61,3,1,1,57
W01001087,9,10,519,50,32,9,1,1,70
W01001088,18,23,528,48,33,7,4,1,60
W01001089,10,17,553,31,38,2,6,3,71
W01001090,13,13,544,27,39,5,7,4,66
W01001091,4,33,693,35,30,3,4,1,24
W01001092,6,49,571,61,16,4,2,6,16
W01001093,9,34,469,74,19,8,8,6,45
W01001094,9,30,429,40,10,2,3,4,30
W01001095,7,36,372,46,9,4,2,12,18
W01001096,7,17,462,44,22,3,3,5,26
W01001097,3,44,417,65,19,6,4,9,20
W01001098,2,7,443,23,23,2,5,1,30
W01001099,6,23,379,61,14,6,2,4,43
W01001100,5,9,619,24,32,5,4,1,35
W01001101,10,23,480,87,21,3,4,5,70
W01001102,5,20,528,99,25,4,2,3,78
W01001103,5,11,557,41,13,1,0,2,24
W01001104,15,55,692,141,43,6,8,11,36
W01001106,18,11,552,49,31,4,4,0,28
W01001107,12,15,462,67,48,5,6,0,40
W01001108,39,17,634,61,44,5,6,3,23
W01001109,11,10,455,82,33,9,5,3,28
W01001110,12,5,429,81,67,1,5,2,16
W01001111,11,17,473,75,14,8,3,1,30
W01001112,21,7,637,44,26,5,4,1,37
W01001113,6,16,839,38,154,1,4,2,13
W01001114,11,16,508,33,57,3,5,0,44
W01001115,28,37,731,40,41,3,1,6,52
W01001116,31,12,527,92,84,5,7,4,107
W01001117,7,11,542,27,26,5,4,0,22
W01001118,13,18,940,50,57,11,7,1,95
W01001119,7,5,696,41,105,4,5,2,25
W01001120,13,16,617,25,22,4,7,1,37
W01001121,9,31,485,47,37,9,4,1,15
W01001122,84,48,920,509,68,11,39,1,28
W01001123,28,38,514,89,61,2,6,3,92
W01001124,34,22,450,123,53,6,1,3,88
W01001125,31,24,387,113,47,2,7,2,78
W01001126,31,27,869,105,50,5,8,3,110
W01001129,17,37,445,58,16,5,2,4,36
W01001130,19,24,386,67,41,5,1,2,85
W01001131,20,59,539,73,26,5,5,4,52
W01001132,16,35,558,22,35,7,6,0,21
W01001133,14,24,750,36,71,5,13,1,29
W01001134,12,12,489,22,36,2,7,2,23
W01001135,4,21,568,31,99,1,0,0,9
W01001136,4,16,462,32,35,2,5,1,6
W01001157,2,36,648,28,18,4,4,2,7
W01001158,2,29,615,32,21,4,3,2,14
W01001159,3,25,648,16,27,4,5,1,8
W01001160,2,22,745,24,31,5,2,5,19
W01001161,4,21,979,33,24,7,3,7,44
W01001162,5,48,522,71,16,2,2,2,12
W01001165,2,19,526,37,11,1,2,1,26
W01001171,1,17,426,63,14,5,4,0,32
W01001172,2,20,468,68,8,3,2,0,23
W01001173,1,48,366,32,7,1,4,1,12
W01001174,0,21,349,58,19,0,2,3,14
W01001178,2,25,636,38,18,5,2,1,6
W01001179,0,35,479,44,12,4,5,4,6
W01001182,7,29,480,77,23,3,4,0,58
W01001183,7,17,276,62,6,3,1,2,65
W01001184,11,39,661,92,34,5,5,1,34
W01001185,9,42,488,81,14,4,4,1,31
W01001189,4,17,604,33,24,6,3,0,42
W01001190,9,21,1125,47,60,4,2,4,69
W01001191,10,19,1140,57,58,8,8,0,70
W01001192,3,27,448,48,9,4,2,1,15
W01001193,5,16,504,49,20,4,4,0,14
W01001194,3,17,1069,35,35,6,5,1,27
W01001195,1,17,594,56,34,5,6,3,14
W01001196,4,39,720,35,29,2,4,3,12
W01001197,3,9,511,9,51,2,1,1,16
W01001198,2,22,759,31,30,6,4,0,16
W01001199,6,30,779,22,28,6,5,3,11
W01001217,2,20,339,56,20,3,0,1,20
W01001218,1,21,564,75,13,5,3,5,24
W01001219,0,23,367,48,7,1,1,1,9
W01001220,2,21,486,71,6,5,2,2,25
W01001223,4,7,660,26,46,2,7,1,36
W01001224,4,15,1043,17,40,4,6,0,33
W01001225,6,14,645,33,72,0,6,0,31
W01001226,9,22,639,56,26,6,3,1,48
W01001227,3,25,510,42,17,4,0,1,46
W01001228,1,25,506,62,43,3,4,2,38
W01001229,4,20,489,64,16,2,5,1,45
W01001230,6,17,574,45,12,0,2,0,41
W01001231,1,24,472,83,15,5,1,3,59
W01001232,0,17,426,53,17,2,2,0,36
W01001234,2,33,542,61,16,3,7,1,62
W01001235,8,41,466,84,19,2,3,3,35
W01001236,4,17,549,71,23,0,1,1,43
W01001237,7,45,420,59,13,2,3,2,17
W01001238,1,32,324,83,9,4,2,2,22
W01001239,1,29,364,88,10,4,2,3,8
W01001240,13,35,817,53,26,7,1,0,77
W01001241,19,40,631,47,36,7,5,1,82
W01001242,2,14,451,78,35,1,4,1,15
W01001243,7,23,404,83,18,0,4,1,16
W01001244,2,38,469,19,15,2,4,0,15
W01001245,2,25,501,36,38,1,2,0,14
W01001246,4,39,458,29,17,1,1,1,13
W01001249,2,40,478,51,12,3,5,2,5
W01001250,2,25,498,30,28,1,6,7,4
W01001251,3,41,384,41,6,2,6,4,7
W01001252,4,23,667,32,21,7,3,4,7
W01001253,2,25,492,44,11,7,7,1,13
W01001255,4,24,493,37,9,9,5,5,6
W01001256,5,15,414,75,14,2,1,1,33
W01001257,1,11,474,54,20,4,2,1,24
W01001258,2,35,396,88,15,1,3,4,35
W01001262,3,27,324,81,16,0,5,0,92
W01001263,2,30,319,111,16,5,8,5,124
W01001264,8,23,347,136,18,3,4,1,131
W01001277,2,35,533,29,19,3,3,3,4
W01001278,4,45,356,29,14,4,4,2,8
W01001279,1,32,312,35,1,1,1,0,5
W01001330,8,50,520,31,14,4,5,2,17
W01001331,8,72,614,51,19,6,2,4,23
W01001332,2,71,564,36,24,4,3,0,24
W01001333,3,46,501,39,16,6,4,1,22
W01001340,7,28,752,42,38,4,10,4,41
W01001341,9,41,493,107,15,6,3,4,18
W01001342,5,12,463,31,29,6,3,0,24
W01001343,0,16,452,22,35,3,9,1,13
W01001344,9,33,556,92,34,6,6,4,23
W01001345,2,55,312,48,14,2,3,6,16
W01001346,6,44,497,58,17,2,2,7,28
W01001366,3,39,705,14,21,6,6,2,55
W01001367,6,41,522,27,32,2,5,5,53
W01001368,5,40,484,40,18,1,5,3,61
W01001370,8,35,511,102,22,3,3,5,54
W01001371,8,23,442,74,15,4,1,8,32
W01001372,7,27,718,84,19,2,10,6,55
W01001373,4,28,602,108,15,9,4,4,54
W01001393,7,24,404,36,11,4,3,2,32
W01001394,6,12,663,21,29,6,2,1,33
W01001395,8,20,441,44,12,3,2,3,20
W01001396,6,27,430,61,20,3,1,4,23
W01001397,5,33,686,40,35,4,2,2,50
W01001398,14,21,1216,46,53,6,6,3,70
W01001399,5,13,504,34,19,6,0,1,39
W01001400,2,36,401,24,21,3,1,14,18
W01001407,6,30,647,35,24,1,6,4,18
W01001408,8,32,460,61,7,9,1,1,11
W01001409,5,30,668,51,21,3,1,0,19
W01001410,8,49,701,50,14,8,6,5,11
W01001411,4,44,608,49,23,4,2,1,14
W01001412,7,56,621,78,22,5,9,3,19
W01001413,3,50,633,68,20,5,3,2,14
W01001419,12,11,593,42,64,2,5,1,25
W01001420,10,20,510,51,23,3,2,3,35
W01001421,3,27,253,67,9,3,3,9,30
W01001422,7,14,275,94,18,1,2,8,43
W01001423,6,17,504,69,21,6,1,3,41
W01001424,6,44,372,94,24,1,12,1,68
W01001425,10,32,532,95,28,3,3,12,79
W01001426,5,9,567,37,25,4,3,6,31
W01001427,8,25,872,57,41,3,1,2,73
W01001572,3,9,615,42,44,8,3,0,19
W01001573,4,12,698,34,53,6,5,0,33
W01001574,9,12,690,36,30,6,2,0,31
W01001591,12,6,743,21,47,10,2,2,39
W01001600,11,14,524,56,62,4,3,6,41
W01001601,13,46,375,114,14,5,1,4,33
W01001602,7,19,563,42,32,3,3,2,32
W01001603,12,35,459,98,33,2,2,4,45
W01001604,5,18,521,19,45,1,1,2,23
W01001605,1,64,369,92,44,3,3,7,28
W01001606,5,46,474,26,20,6,2,5,7
W01001607,10,60,300,36,11,3,3,6,11
W01001608,10,44,564,37,26,9,1,2,14
W01001609,12,68,327,72,6,3,4,16,3
W01001610,7,47,424,41,11,7,3,4,7
W01001611,9,60,436,53,11,4,3,6,5
W01001612,12,65,486,94,31,5,7,2,18
W01001613,11,41,562,90,16,11,2,4,17
W01001614,9,76,384,37,6,2,0,4,4
W01001615,5,45,524,54,14,6,3,7,9
W01001616,4,49,573,38,18,4,7,4,16
W01001617,9,94,272,48,5,2,1,3,3
W01001618,11,65,279,47,4,6,5,0,3
W01001619,7,116,341,40,4,5,4,6,6
W01001620,7,89,284,28,9,4,0,4,10
W01001621,4,77,339,48,6,10,4,2,9
W01001622,7,75,430,40,8,4,4,3,6
W01001623,4,20,567,58,54,3,8,1,11
W01001624,3,15,590,21,29,2,7,2,8
W01001625,2,15,498,36,65,3,3,1,10
W01001626,11,43,475,38,30,5,1,1,12
W01001629,3,36,440,66,21,6,2,2,15
W01001630,8,55,380,68,8,3,0,3,6
W01001631,5,53,583,61,8,6,5,5,16
W01001632,11,57,464,59,7,4,3,2,2
W01001633,20,59,384,86,3,5,1,5,2
W01001634,19,74,455,91,13,6,1,4,5
W01001635,7,27,553,20,36,3,1,1,14
W01001636,11,20,886,29,68,7,2,1,20
W01001637,7,21,597,28,45,1,4,1,16
W01001638,2,25,484,15,35,2,1,0,8
W01001639,5,15,868,28,55,6,7,0,21
W01001641,1,11,527,13,73,4,3,1,5
W01001642,23,79,538,67,10,1,1,10,10
W01001643,23,66,396,61,13,4,6,8,10
W01001644,47,100,1045,134,25,14,6,14,37
W01001645,21,51,436,55,16,6,1,5,4
W01001646,23,69,344,82,14,2,8,6,20
W01001647,8,29,570,37,33,3,4,2,9
W01001648,19,41,563,47,15,5,1,3,11
W01001649,3,23,533,26,75,6,4,1,11
W01001650,16,48,566,44,10,10,5,3,11
W01001652,5,85,427,57,6,2,3,6,9
W01001653,9,53,559,22,7,4,4,4,12
W01001654,12,76,635,59,18,3,2,0,11
W01001655,7,60,629,38,31,8,2,2,15
W01001657,8,38,646,16,71,2,4,2,11
W01001658,7,26,766,31,73,2,6,1,7
W01001659,12,51,319,124,13,7,4,7,9
W01001660,17,44,399,165,14,4,11,5,18
W01001661,22,86,525,187,21,4,12,13,40
W01001662,4,36,215,113,2,3,1,8,8
W01001663,11,67,430,38,10,2,5,4,5
W01001664,5,84,328,50,5,8,2,8,8
W01001665,2,38,548,35,21,3,1,9,16
W01001666,13,82,333,44,5,6,6,6,9
W01001667,12,78,283,43,5,3,4,7,5
W01001668,7,75,271,40,7,4,3,1,4
W01001669,7,19,596,16,40,8,3,0,18
W01001670,8,39,1000,19,66,3,10,1,34
W01001671,9,55,648,48,26,4,1,6,14
W01001672,3,48,629,46,37,3,1,0,17
W01001673,3,23,604,25,27,3,1,0,14
W01001674,5,31,514,39,24,3,2,2,11
W01001675,9,66,484,84,17,6,4,14,25
W01001676,11,91,473,117,18,4,7,9,35
W01001677,11,52,544,58,11,6,2,0,13
W01001678,3,68,563,47,13,8,4,6,15
W01001679,10,37,445,51,9,4,3,3,4
W01001680,3,48,424,83,11,5,4,9,16
W01001681,7,69,330,112,9,2,5,3,12
W01001682,5,66,401,76,16,5,0,8,7
W01001683,9,45,396,74,7,4,3,2,14
W01001684,18,72,527,94,30,11,2,4,23
W01001685,20,90,425,192,17,7,6,8,44
W01001686,8,40,418,140,45,3,4,2,27
W01001687,15,114,390,220,27,4,12,7,35
W01001688,17,113,1062,100,25,9,7,4,23
W01001689,16,67,282,95,6,3,4,4,5
W01001690,23,86,668,153,17,7,12,19,24
W01001691,6,53,430,96,23,3,6,6,14
W01001692,19,104,505,141,20,6,10,16,41
W01001693,18,86,414,117,19,3,5,20,29
W01001694,49,127,353,289,25,1,3,6,22
W01001695,44,103,319,490,36,1,21,14,70
W01001696,35,94,236,252,14,0,3,12,21
W01001697,59,113,408,204,35,4,8,5,27
W01001698,63,147,353,302,45,6,8,11,29
W01001699,28,74,299,272,30,1,12,11,50
W01001702,6,108,671,48,22,2,4,3,4
W01001703,8,92,311,54,9,4,0,0,5
W01001704,8,114,278,46,13,5,4,3,4
W01001705,13,110,540,58,11,8,4,2,8
W01001706,8,88,363,49,17,8,5,1,11
W01001707,13,130,500,78,20,3,3,6,8
W01001708,15,100,352,40,11,7,5,4,2
W01001709,40,116,595,151,24,2,8,5,25
W01001710,61,118,430,182,37,2,4,3,16
W01001711,30,77,385,134,25,2,7,2,17
W01001712,82,77,446,191,41,7,5,4,22
W01001713,68,103,492,203,42,2,7,6,33
W01001714,42,63,542,59,47,2,3,1,8
W01001715,71,87,546,144,52,2,3,4,22
W01001716,35,86,433,65,41,3,2,4,13
W01001717,48,111,532,122,24,1,3,5,15
W01001718,41,84,292,283,20,4,2,4,28
W01001719,47,70,359,233,26,4,5,3,37
W01001720,26,71,256,356,30,1,3,5,28
