geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E01000006,276,183,345,345,210,156,93,37,58
E01000007,254,206,288,333,142,74,51,19,24
E01000008,335,246,328,272,204,96,35,9,19
E01000009,236,144,454,336,188,169,110,51,85
E01000010,523,219,861,711,259,132,77,28,30
E01000011,257,183,434,301,179,141,82,27,30
E01000012,453,185,410,438,227,92,68,20,8
E01000013,283,223,220,236,224,188,132,43,111
E01000014,261,234,256,232,255,170,116,49,83
E01000015,490,335,329,378,320,183,99,30,77
E01000016,281,242,195,244,242,184,106,47,96
E01000017,270,226,211,225,269,177,87,46,83
E01000018,275,235,194,275,232,169,93,41,83
E01000019,243,199,202,217,197,146,109,34,60
E01000020,312,297,191,313,294,156,101,39,131
E01000021,237,249,280,257,216,167,85,33,55
E01000022,240,183,185,204,185,159,70,23,65
E01000023,173,95,223,236,154,77,64,34,56
E01000024,249,216,164,218,190,128,78,35,58
E01000025,256,233,219,252,252,181,88,49,79
E01000027,298,265,223,225,252,162,84,47,153
E01000028,279,222,235,209,208,120,109,29,138
E01000029,191,170,171,191,196,156,183,98,246
E01000030,446,223,305,269,247,152,111,35,127
E01000031,213,231,199,208,252,185,163,59,107
E01000032,236,202,243,224,235,176,140,53,120
E01000033,260,187,185,184,189,137,101,39,79
E01000034,183,235,162,163,183,165,115,52,186
E01000035,241,232,219,199,245,173,137,46,118
E01000036,197,195,172,187,212,177,106,34,73
E01000038,166,212,173,152,210,182,152,64,136
E01000040,260,188,237,274,204,157,116,36,97
E01000041,314,232,208,313,205,180,131,33,66
E01000042,370,265,311,281,227,140,80,33,81
E01000043,208,214,184,220,190,113,103,33,93
E01000044,308,236,292,327,240,177,98,35,85
E01000045,303,233,259,261,237,153,102,38,64
E01000046,321,279,192,316,245,198,102,36,90
E01000048,456,283,270,313,250,108,54,16,33
E01000049,446,283,251,334,250,105,68,24,59
E01000050,312,202,294,257,220,123,114,36,103
E01000051,471,285,313,370,266,128,69,7,18
E01000052,389,221,314,359,272,194,125,39,101
E01000053,260,174,212,266,212,124,114,33,90
E01000054,307,232,202,273,242,176,135,36,115
E01000055,256,240,206,229,257,154,109,34,68
E01000056,308,233,200,251,234,137,101,32,88
E01000057,320,196,195,247,188,143,112,23,72
E01000058,345,238,271,322,265,192,104,34,78
E01000059,273,240,171,235,226,182,106,27,122
E01000060,345,246,207,289,258,159,106,63,136
E01000061,418,283,370,255,240,118,50,7,35
E01000062,306,283,244,262,286,196,167,43,165
E01000063,285,216,227,243,238,152,113,46,100
E01000064,301,273,245,249,273,189,120,53,190
E01000065,249,220,225,270,253,155,118,57,189
E01000066,329,262,310,274,282,186,128,40,117
E01000067,275,300,306,273,280,220,151,41,123
E01000068,192,226,351,199,207,197,91,40,87
E01000069,235,310,271,230,242,228,108,51,88
E01000070,275,274,330,279,232,216,158,63,148
E01000071,355,293,385,372,263,223,146,73,143
E01000072,384,270,341,310,244,153,137,42,110
E01000073,311,211,201,263,253,136,95,41,108
E01000074,310,199,228,250,214,158,89,42,77
E01000075,268,275,201,245,239,198,143,67,96
E01000076,405,314,227,328,268,196,129,34,87
E01000077,230,204,179,262,215,154,99,29,73
E01000078,315,247,250,207,250,162,113,45,77
E01000079,272,222,195,202,217,162,117,50,109
E01000080,261,229,212,232,257,140,88,40,97
E01000081,284,235,216,229,266,204,114,43,97
E01000082,285,262,209,289,258,151,120,36,73
E01000083,334,211,228,280,222,178,111,48,88
E01000084,258,184,170,219,190,131,109,24,70
E01000085,325,249,247,242,215,177,147,40,76
E01000086,260,198,206,209,206,147,105,33,67
E01000087,228,186,183,211,200,149,94,31,59
E01000088,322,224,264,276,252,191,105,43,151
E01000089,318,232,246,218,256,196,107,22,71
E01000090,319,226,205,238,255,143,101,37,60
E01000091,401,230,249,280,196,136,90,33,99
E01000092,536,342,432,471,366,227,104,44,152
