geocode,employee,inactive,self-employed,student,unemployed
E00051173,148,63,27,5,6
E00051189,131,58,15,3,8
E00051220,96,90,8,8,39
E00051262,162,85,15,6,17
E00051263,72,39,8,4,8
E00051264,152,95,10,1,15
E00051278,102,81,5,10,13
E00051279,67,79,6,9,53
E00051280,111,65,12,5,20
E00051281,72,80,5,1,25
E00051282,121,102,19,9,24
E00051283,86,63,11,8,17
E00051291,98,70,5,6,28
E00051292,112,53,14,6,9
E00051293,110,87,12,8,24
E00051294,103,58,10,8,30
E00051296,84,68,9,4,20
E00051297,151,74,17,10,1
E00051298,115,64,14,2,11
E00051299,106,56,16,12,22
E00051300,127,94,16,6,16
E00051301,116,73,7,8,17
E00051302,130,69,16,9,15
E00051303,110,66,12,9,27
E00051304,123,74,20,5,21
E00051305,28,56,5,4,11
E00051306,116,52,9,8,32
E00051307,108,73,23,4,5
E00051308,103,65,13,5,22
E00051309,107,68,22,4,11
E00051310,119,68,8,6,25
E00051311,119,58,9,5,22
E00051312,79,42,11,6,12
E00051313,113,64,22,2,7
E00051314,99,69,18,5,10
E00051315,91,65,8,6,22
E00051316,87,75,1,4,35
E00051724,128,100,6,9,35
E00051725,76,67,13,5,5
E00051726,101,79,8,6,26
E00051727,144,91,8,13,19
E00051728,131,125,17,15,22
E00051729,92,63,8,2,13
E00051730,97,78,10,5,17
E00051731,51,51,1,2,28
E00051732,26,46,8,1,9
E00051733,139,105,9,7,30
E00051734,143,101,18,0,17
E00051735,153,82,10,6,13
E00051736,121,63,11,3,34
E00051737,113,85,15,2,10
E00051738,73,61,6,2,19
E00051739,119,84,8,3,15
E00051740,99,67,5,3,19
E00051741,114,89,10,0,18
E00051742,90,67,8,8,16
E00051743,114,75,13,4,16
E00051744,135,76,17,6,18
E00051745,123,48,8,15,14
E00051747,97,68,10,7,32
E00051749,107,85,2,6,13
E00051750,109,65,9,5,11
E00051751,108,78,11,5,19
E00051752,131,73,14,6,18
E00051753,66,50,5,3,21
E00051754,72,72,6,6,25
E00051755,50,47,0,1,11
E00051756,109,77,11,7,22
E00051757,115,84,6,0,23
E00051758,192,78,24,7,21
E00131002,151,84,24,7,8
E00131003,161,93,81,13,6
E00131004,118,81,52,5,4
E00131005,111,74,29,9,7
E00131007,142,73,31,10,4
E00131008,93,57,33,5,3
E00131009,106,77,31,5,3
E00131010,104,55,16,5,5
E00131104,111,75,40,8,3
E00131106,202,90,44,8,13
E00131107,89,76,19,6,2
E00131108,101,77,12,7,4
E00131110,121,77,24,8,3
E00131112,146,51,44,7,7
E00131113,112,64,49,7,4
E00131114,92,49,37,3,4
E00131328,89,64,28,4,3
E00131329,90,57,23,2,3
E00131330,109,56,42,5,2
E00131331,205,79,53,9,11
E00131332,132,64,41,10,7
E00131333,169,86,28,5,6
E00131334,96,64,38,1,5
E00131335,88,60,26,1,0
E00131336,67,44,37,0,2
E00131337,94,87,19,4,5
E00131498,145,43,24,6,5
E00131499,57,50,13,3,9
E00131500,84,63,26,1,1
E00131501,93,46,30,2,3
E00131502,37,21,19,1,3
E00131504,125,65,38,2,3
E00131505,141,69,46,9,4
E00131506,126,52,37,4,3
E00131634,136,68,27,2,10
E00131635,131,64,14,2,6
E00131636,135,65,31,7,8
E00131639,135,80,16,3,7
E00131648,84,73,6,1,12
E00150243,140,74,40,2,10
E00150244,171,69,44,5,4
E00150320,156,40,19,5,10
E00150321,124,74,31,3,6
E00150322,123,65,30,5,5
E00150323,174,97,25,13,22
E00150324,92,70,18,4,14
E00150325,128,58,21,2,12
E00150326,130,71,19,4,5
E00150327,115,79,9,5,12
E00150328,105,83,17,3,8
E00150329,127,58,19,5,11
E00150330,126,68,16,5,11
E00150331,130,64,43,3,7
E00150332,75,56,12,2,17
E00150333,86,64,12,5,12
E00150334,104,60,12,5,15
E00150335,91,65,18,6,12
E00150393,71,46,32,5,5
E00150394,133,84,29,4,9
E00150395,120,71,24,4,5
E00150398,123,81,53,5,4
E00150399,100,69,37,4,2
E00150400,140,94,56,11,9
E00150401,151,74,32,6,11
E00150402,42,35,20,4,5
E00150403,81,68,25,6,1
E00150404,107,68,35,4,5
E00150468,53,54,26,5,3
E00150477,101,97,15,7,4
E00150478,100,71,29,5,5
E00151961,247,34,23,21,11
E00151962,184,52,23,5,11
E00151963,89,63,12,5,3
E00151964,139,85,7,10,21
E00151965,63,82,10,4,7
E00151966,102,52,16,6,5
E00151967,165,89,16,9,16
E00151968,108,64,23,1,6
E00151971,116,70,19,7,12
E00151972,90,28,6,2,15
E00151973,146,45,24,7,9
E00151974,195,49,32,8,17
E00151975,110,42,17,4,4
E00151976,70,65,12,4,10
E00151977,124,61,11,8,23
E00151978,91,65,22,6,4
E00151979,123,69,21,9,20
E00151980,128,72,18,8,14
E00151981,124,55,7,5,4
E00151982,141,61,18,5,7
E00151983,111,87,8,5,7
E00151984,114,76,11,3,8
E00151985,120,92,12,4,22
E00151986,81,66,12,2,14
E00151987,110,69,15,6,8
E00151988,123,80,8,6,19
E00151989,119,79,18,7,8
E00151990,155,79,10,5,28
E00151991,155,62,27,10,20
E00151992,176,65,10,6,6
E00151993,124,59,7,4,20
E00151994,99,76,12,3,14
E00151995,126,94,9,7,20
E00151996,105,72,11,5,9
E00151997,150,90,14,5,11
E00151998,133,91,7,7,22
E00151999,121,68,29,9,5
E00152000,145,71,13,5,7
E00152001,155,72,23,2,5
E00152002,136,64,17,6,4
E00152003,134,60,8,8,4
E00152005,162,40,14,6,2
E00152006,140,48,19,8,8
E00152007,159,60,23,3,17
E00152008,137,76,13,2,12
E00152009,172,56,19,11,10
E00152010,173,43,15,10,15
E00152011,194,50,28,16,3
E00152012,115,63,15,3,18
E00152013,231,74,34,12,19
E00152014,269,78,42,15,5
E00152015,102,85,12,7,16
E00152016,121,38,14,3,7
E00152017,84,57,4,7,12
E00152018,143,61,11,7,6
E00152019,117,76,10,7,12
E00152020,129,72,20,4,10
E00152021,123,90,20,7,7
E00152022,117,69,20,2,9
E00152023,121,73,12,7,14
E00152024,151,75,16,7,11
E00152025,121,89,9,9,23
E00152026,134,48,15,3,5
E00152027,70,80,11,5,14
E00152028,84,81,10,10,6
E00152029,146,71,13,6,11
E00152030,71,77,13,8,3
E00152031,92,70,18,6,5
E00152032,265,98,35,13,18
E00152033,168,45,10,4,11
E00152034,197,51,21,6,6
E00152036,193,42,33,5,8
E00152037,38,55,4,0,5
E00152038,96,58,5,1,10
E00152039,42,45,20,2,17
E00152040,101,28,14,4,13
E00152041,49,73,1,1,11
E00152042,241,61,23,8,8
E00152043,91,15,8,0,6
E00152044,140,121,9,10,22
E00152045,26,78,2,0,3
E00152046,30,87,1,2,3
E00152047,89,34,9,3,2
E00152048,111,49,8,0,15
E00152049,121,50,13,5,8
E00152050,101,28,7,6,10
E00152051,82,65,7,5,4
E00152052,106,50,15,3,15
E00152053,127,47,23,6,9
E00152054,129,33,19,5,4
E00152055,73,37,12,1,4
E00152056,108,34,6,2,3
E00152057,121,48,8,3,10
E00152058,196,95,29,5,15
E00152059,173,44,24,9,26
E00152060,95,92,8,4,18
E00152061,131,86,6,11,20
E00152062,122,86,16,6,14
E00152063,96,75,9,0,21
E00152064,125,80,15,7,11
E00152065,82,85,3,7,18
E00152066,124,70,10,5,17
E00152067,137,75,17,9,10
E00152068,143,76,11,12,17
E00152069,157,88,20,10,26
E00152070,162,80,16,10,14
E00152071,88,65,6,4,19
E00152072,148,108,21,11,25
E00152073,115,81,7,4,31
E00152074,147,56,17,7,11
E00152075,128,66,16,5,8
E00152076,145,50,11,5,12
E00152077,193,41,21,8,5
E00152078,160,62,15,4,6
E00152079,94,94,3,6,16
E00152080,130,34,19,8,9
E00152081,117,56,20,7,8
E00152082,81,80,5,0,12
E00152083,62,79,7,1,19
E00152084,68,90,1,8,13
E00152085,139,73,22,2,7
E00152086,146,72,8,7,9
E00152087,103,47,8,7,14
E00152088,88,66,5,4,13
E00152089,80,66,11,4,9
E00152090,124,53,9,5,8
E00152091,111,79,10,7,10
E00152092,139,90,16,3,10
E00152093,136,61,13,2,5
E00152094,132,81,9,6,9
E00152095,105,77,10,6,20
E00152096,122,75,17,9,7
E00152097,79,93,9,1,5
E00152098,126,100,6,2,14
E00152099,78,72,5,2,26
E00152100,160,38,16,8,3
E00152101,169,75,25,9,5
E00152102,139,70,20,10,6
E00152103,182,57,28,6,6
E00152104,52,56,8,5,15
E00152105,154,81,28,10,6
E00152106,121,49,8,7,11
E00152107,77,66,10,2,8
E00152108,176,46,22,8,3
E00152109,117,62,12,5,7
E00152110,107,69,15,12,3
E00152111,89,70,8,5,12
E00152112,85,83,10,1,3
E00152113,104,67,29,5,16
E00152114,97,82,18,5,4
E00152115,107,72,7,6,9
E00152116,139,85,30,6,5
E00152117,132,81,19,6,7
E00152118,127,83,19,7,4
E00152119,119,72,23,3,7
E00152120,153,74,23,8,2
E00152121,128,82,9,8,7
E00152122,143,129,27,8,14
E00152124,131,37,14,4,8
E00152125,144,54,14,5,13
E00152126,118,83,12,8,13
E00152127,116,51,20,2,9
E00152128,99,68,27,0,8
E00152129,150,57,18,7,8
E00152130,150,46,29,10,13
E00152131,170,54,29,8,5
E00152132,155,76,21,5,19
E00152133,155,58,24,4,11
E00152134,92,64,7,1,22
E00152135,149,52,23,3,13
E00152136,90,75,11,6,18
E00152137,146,46,17,13,9
E00152138,129,60,25,6,22
E00152139,126,64,10,5,16
E00152140,147,42,15,3,12
E00152141,143,36,19,10,6
E00152142,151,66,16,3,24
E00152143,159,25,26,6,18
E00152144,221,74,30,18,9
E00152145,124,36,23,6,4
E00152146,159,88,17,10,4
E00152147,210,52,15,4,3
E00152148,130,85,17,2,19
E00152149,152,46,26,5,11
E00152150,178,65,30,11,5
E00152151,129,79,11,4,16
E00152152,102,55,7,5,21
E00152153,144,38,17,6,4
E00152154,132,88,42,8,6
E00152155,266,31,27,10,7
E00152156,240,76,53,8,8
E00152157,194,52,17,11,4
E00152158,140,75,27,8,7
E00152159,185,68,26,11,7
E00152160,155,61,17,7,1
E00152161,152,82,23,15,5
E00152162,126,78,16,9,5
E00152163,17,33,0,2,2
E00152164,96,66,9,5,5
E00152165,194,49,29,9,12
E00152166,293,71,27,16,5
E00152167,202,60,37,10,5
E00152168,172,72,16,11,8
E00152169,82,48,3,2,4
E00152170,77,73,11,1,5
E00152171,107,61,4,6,5
E00152172,155,48,19,7,10
E00152173,95,54,11,3,8
E00152174,257,112,38,10,12
E00152175,245,61,53,10,11
E00152176,166,51,32,17,3
E00152177,250,76,29,16,15
E00152178,135,53,18,5,13
E00152179,150,41,15,12,3
E00152181,96,89,8,5,9
E00152182,111,47,13,2,9
E00152183,123,61,16,4,5
E00152184,163,60,26,12,8
E00152185,181,58,20,8,11
E00152186,206,63,47,9,9
E00152188,141,79,31,5,16
E00152189,244,60,24,10,8
E00152190,119,74,8,2,7
E00152191,132,62,12,2,6
E00152192,159,55,34,8,9
E00152193,152,47,26,5,4
E00152194,95,43,11,3,16
E00152195,85,60,6,3,8
E00152196,52,42,1,0,23
E00152197,164,42,17,7,4
E00152198,152,56,15,9,6
E00152199,117,41,16,6,10
E00158051,159,91,22,10,20
E00158052,125,59,32,0,10
E00158053,127,76,17,9,12
E00158054,128,69,20,7,16
E00158055,136,53,40,6,7
E00158056,88,67,6,7,10
E00158057,126,59,19,4,9
E00158058,93,42,9,6,15
E00158059,145,28,26,5,5
E00158060,89,60,20,1,3
E00158061,105,65,40,3,8
E00158062,98,34,21,2,10
E00158063,114,52,19,5,7
E00158064,94,42,15,2,19
E00158065,68,50,12,1,9
E00158066,117,65,34,2,2
E00158067,66,58,9,4,6
E00158068,47,30,5,6,6
E00158069,113,54,16,4,5
E00158070,176,69,69,6,7
E00158071,116,62,11,3,18
E00158072,179,65,20,3,16
E00158073,93,71,13,2,14
E00158074,116,78,13,5,6
E00158075,130,48,19,3,6
E00158076,144,53,21,4,8
E00158077,146,59,15,1,5
E00158078,223,57,15,7,15
E00158079,171,68,23,6,21
E00158080,147,76,14,9,19
E00158081,75,67,7,0,8
E00158082,79,63,14,3,16
E00158083,110,48,19,3,22
E00158084,133,84,34,7,6
E00158085,193,64,21,11,10
E00158086,161,54,17,7,8
E00158087,94,77,11,1,10
E00158088,105,82,16,3,13
E00158089,102,64,13,1,11
E00158090,103,71,11,8,9
E00158091,81,80,15,5,7
E00158092,95,79,10,4,14
E00158093,108,72,22,6,8
E00158094,157,64,23,6,4
E00158095,94,40,9,5,2
E00158096,120,70,13,5,4
E00158097,116,61,17,3,0
E00158098,121,56,15,6,7
E00158099,123,74,22,3,4
E00158100,94,52,21,3,4
E00158101,86,67,8,2,9
E00158102,136,79,13,4,12
E00158103,148,66,26,4,4
E00158104,74,77,10,5,10
E00158105,87,89,15,2,13
E00158106,99,91,33,3,5
E00158107,127,84,13,7,25
E00158108,134,74,29,5,4
E00158109,124,89,16,2,12
E00158110,107,88,22,3,7
E00158111,122,130,19,1,8
E00158112,138,64,20,3,14
E00158113,133,47,28,8,10
E00158114,130,72,36,1,6
E00158115,49,26,30,2,3
E00158116,129,54,32,4,4
E00158117,129,71,26,4,8
E00158118,88,34,24,1,5
E00158119,86,61,13,5,6
E00158120,126,77,20,6,7
E00158121,45,39,31,2,1
E00158122,134,46,23,4,0
E00158123,140,70,18,6,11
E00158124,154,55,17,7,8
E00158125,128,42,17,2,6
E00158126,100,37,11,6,2
E00158127,55,27,13,5,1
E00158128,125,30,12,2,5
E00158129,176,36,24,13,5
E00158130,161,31,24,8,2
E00158131,108,36,27,5,10
E00158132,167,61,23,8,7
E00158133,109,47,13,8,2
E00158134,96,55,10,4,5
E00158135,131,68,19,6,11
E00158136,151,101,48,7,9
E00158137,139,68,31,12,9
E00158138,94,56,10,0,5
E00158139,151,57,26,8,10
E00158140,94,41,14,3,9
E00158141,96,55,16,3,9
E00158142,113,64,27,6,6
E00158143,145,70,20,5,14
E00158144,97,57,36,6,2
E00158145,81,66,19,1,8
E00158146,93,64,29,8,7
E00158147,126,78,38,5,14
E00158148,115,56,25,8,5
E00158151,106,55,62,3,8
E00158153,96,64,46,5,6
E00158154,194,101,51,6,7
E00158155,88,42,33,3,1
E00158156,51,25,21,2,0
E00158157,154,96,24,5,8
E00158158,163,54,16,7,6
E00158159,128,53,21,6,9
E00158160,155,72,38,0,7
E00158161,113,69,15,6,16
E00158162,122,42,14,5,8
E00158163,134,66,21,3,19
E00158164,131,71,19,2,14
E00158165,108,73,21,3,8
E00158166,146,58,14,6,8
E00158167,69,42,29,4,0
E00158170,88,51,32,7,8
E00158172,157,94,80,7,4
E00158173,115,66,37,6,10
E00158176,92,40,42,6,4
E00158177,129,60,31,6,10
E00158178,96,54,26,4,7
E00158179,60,25,32,2,1
E00158180,124,59,26,5,6
E00158181,173,73,25,10,15
E00158182,123,77,17,11,5
E00158183,66,57,10,2,5
E00158184,125,63,23,6,4
E00158185,87,78,18,5,9
E00158186,62,53,8,1,12
E00158187,138,66,19,8,11
E00158188,109,73,18,7,9
E00158189,72,16,10,3,3
E00158190,158,58,23,9,7
E00158191,118,63,17,3,9
E00158192,122,55,13,3,17
E00158193,130,58,11,2,11
E00158194,96,50,13,7,5
E00158196,144,63,33,6,5
E00158197,137,111,15,4,8
E00158198,130,54,21,1,4
E00158199,111,93,7,5,19
E00158200,139,66,24,7,10
E00158201,151,59,14,3,15
E00158202,189,79,25,11,13
E00158203,141,44,18,8,2
E00158204,144,73,22,3,5
E00158205,128,96,16,7,6
E00158206,138,68,26,3,8
E00158207,139,56,18,7,9
E00158208,94,84,5,2,8
E00158209,119,66,9,6,10
E00158210,143,92,25,2,8
E00158211,164,49,20,7,12
E00158212,127,82,8,13,13
E00158213,160,24,20,1,6
E00158214,162,67,30,9,6
E00158215,142,72,13,2,9
E00158216,139,67,26,9,5
E00158217,118,69,36,5,8
E00158218,113,84,15,6,9
E00158219,127,46,27,8,5
E00158220,119,63,39,3,10
E00158221,169,86,26,11,4
E00158222,125,92,35,7,10
E00158223,138,58,37,3,8
E00158224,121,72,21,4,9
E00158225,120,61,33,5,7
E00158226,98,62,24,2,5
E00158227,164,49,23,9,9
E00158228,166,69,23,8,1
E00158229,129,54,14,2,7
E00158230,95,56,12,2,7
E00158231,131,87,13,7,2
E00158232,132,84,18,3,13
E00158233,127,80,28,7,5
E00158234,111,87,9,8,19
E00158235,146,72,19,10,3
E00158236,106,47,22,4,14
E00158237,115,66,21,4,7
E00158238,102,71,14,6,9
E00158239,178,71,26,5,5
E00158240,136,38,10,3,5
E00158241,122,54,19,7,12
E00158242,191,31,21,6,8
E00158243,165,39,21,7,4
E00158244,143,53,23,3,2
E00158245,123,80,16,9,10
E00158246,156,97,12,16,6
E00158247,169,77,28,10,3
E00158248,153,56,19,5,5
E00158249,113,53,19,6,10
E00158250,131,70,41,4,2
E00158251,125,50,29,9,8
E00158252,121,60,20,7,4
E00158253,171,56,23,7,15
E00158254,121,56,21,5,7
E00158255,121,43,19,6,5
E00158256,115,42,14,4,3
E00158257,122,56,27,11,6
E00158258,124,28,8,8,5
E00158259,138,66,22,4,3
E00158260,125,50,26,8,6
E00158261,125,63,12,10,17
E00158262,69,59,6,2,11
E00158263,118,60,8,6,17
E00158264,107,80,13,12,28
E00158265,218,77,27,13,23
E00158266,123,60,15,7,12
E00158267,164,56,6,8,15
E00158268,170,74,27,7,25
E00158269,97,84,7,7,16
E00158270,143,99,21,6,23
E00158271,183,73,13,16,20
E00158272,92,63,12,3,16
E00158273,174,116,17,16,31
E00158274,142,64,15,5,2
E00158275,296,57,22,9,17
E00158276,144,67,11,10,17
E00158277,151,91,12,11,14
E00158278,120,39,14,13,14
E00158279,162,103,14,5,30
E00158280,159,93,16,7,39
E00158281,119,63,12,6,22
E00158282,102,83,7,2,14
E00158283,131,66,17,5,10
E00158284,129,53,9,6,11
E00158285,52,68,3,0,32
E00158286,151,70,28,1,13
E00158287,125,64,5,5,9
E00158288,157,65,17,7,6
E00158289,118,97,22,10,21
E00158290,131,64,15,6,7
E00158291,141,46,14,4,10
E00158292,147,51,13,2,10
E00158293,149,57,20,6,5
E00158294,113,74,20,4,10
E00158295,166,64,18,15,8
E00158297,151,66,18,4,4
E00158298,231,88,24,5,18
E00158299,97,51,20,4,4
E00158300,155,57,23,11,8
E00158302,122,60,16,3,17
E00158303,95,74,10,3,4
E00158304,145,42,19,5,7
E00158305,217,30,16,5,11
E00158306,207,50,29,15,4
E00158307,101,66,17,10,10
E00158308,106,51,14,4,5
E00158309,112,76,11,10,19
E00158310,113,50,17,14,12
E00158311,162,41,18,16,8
