geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01009522,375,13,71,188,0
E01009523,557,4,43,4,1
E01009524,461,7,59,153,0
E01009525,496,3,64,9,3
E01009526,509,9,67,14,0
E01009527,500,6,90,57,1
E01009528,594,2,53,21,9
E01009529,508,3,91,19,0
E01009530,496,3,51,11,0
E01009531,535,11,111,104,0
E01009532,467,6,71,30,3
E01009535,498,4,41,15,0
E01009536,531,7,67,8,0
E01009537,366,2,64,179,1
E01009538,371,6,51,173,0
E01009539,227,13,72,460,2
E01009540,151,19,67,539,3
E01009541,441,8,128,236,3
E01009542,253,5,90,529,16
E01009543,521,1,30,7,1
E01009544,441,12,146,145,5
E01009548,542,9,405,79,3
E01009549,564,4,93,6,1
E01009550,542,10,197,14,7
E01009552,428,9,93,189,0
E01009553,122,9,404,125,27
E01009554,391,5,162,12,1
E01009555,518,2,75,3,3
E01009556,395,7,264,100,6
E01009557,500,5,30,4,0
E01009558,437,2,191,13,0
E01009559,473,7,78,28,20
E01009560,496,4,43,4,0
E01009561,539,9,88,130,1
E01009562,593,9,52,54,1
E01009563,581,3,32,3,0
E01009564,233,10,226,116,2
E01009565,309,6,118,23,2
E01009566,168,18,233,144,6
E01009567,287,19,224,126,4
E01009568,297,12,159,71,2
E01009569,202,11,157,121,3
E01009570,249,9,217,118,3
E01009571,157,8,190,315,3
E01009572,185,14,276,313,9
E01009573,206,19,134,163,3
E01009574,150,17,136,253,3
E01009575,246,11,138,85,1
E01009576,408,10,98,163,5
E01009577,115,4,42,352,14
E01009578,475,6,41,30,12
E01009579,151,9,54,478,3
E01009580,353,6,159,28,1
E01009581,239,8,49,339,3
E01009582,440,8,116,136,38
E01009583,398,8,156,100,10
E01009584,392,4,62,145,0
E01009585,37,5,18,329,1
E01009586,565,8,64,11,3
E01009587,361,10,181,18,2
E01009588,298,6,113,263,1
E01009589,380,10,124,75,2
E01009590,417,3,61,38,4
E01009591,445,2,113,15,5
E01009592,356,9,134,137,4
E01009593,489,4,124,15,1
E01009594,441,4,47,40,0
E01009596,320,2,184,58,0
E01009597,434,12,143,50,3
E01009598,549,6,76,10,1
E01009599,389,6,157,51,4
