geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02000024,3041,59,753,214,43
E02000025,2272,42,763,512,33
E02000026,1898,37,404,133,24
E02000027,1951,44,369,1259,82
E02000028,1773,23,574,89,14
E02000029,2233,40,890,336,14
E02000030,2649,63,303,385,10
E02000031,1899,33,633,231,21
E02000032,2353,24,280,81,4
E02000033,2216,30,520,466,85
E02000034,2189,55,811,334,14
E02000035,1880,44,991,437,29
E02000036,2571,51,770,498,52
E02000037,2220,48,411,686,32
E02000277,1777,32,496,302,44
E02000278,1522,47,555,1097,57
E02000279,2046,61,1128,1048,73
E02000280,2266,51,421,688,40
E02000281,1969,52,771,713,26
E02000282,1357,57,840,1208,29
E02000283,1784,38,508,496,17
E02000284,2352,41,704,365,35
E02000285,2126,28,215,87,10
E02000286,2707,41,926,176,13
E02000287,1886,39,361,247,7
E02000288,1902,62,925,806,89
E02000289,2061,24,169,155,12
E02000290,956,35,705,1124,33
E02000291,2208,38,1107,631,14
E02000292,2585,27,660,293,13
E02000293,2069,32,300,66,3
E02000294,1825,53,599,517,15
E02000295,2279,31,671,313,53
E02000296,2077,56,1337,447,24
E02000297,2971,32,398,74,7
E02000298,2385,34,530,121,5
E02000299,1727,53,947,636,75
E02000300,1635,53,932,364,14
E02000301,1496,66,989,1319,53
E02000302,2145,47,518,401,12
E02000303,1202,59,779,1066,14
E02000304,2308,28,523,81,24
E02000305,2157,51,1096,166,11
E02000306,752,66,667,1979,130
E02000307,2241,56,766,291,14
E02000433,2223,66,603,364,53
E02000895,2181,35,290,738,27
E02000898,2064,24,256,689,32
E02000899,2309,19,403,348,11
E02003258,2926,20,408,100,8
E02003259,1877,16,275,368,6
E02003260,1434,38,406,1293,23
E02003261,1881,28,228,330,3
E02003262,2140,39,465,1214,14
E02003263,3020,36,829,421,19
E02003264,2829,10,332,45,10
E02003265,2638,36,434,341,9
E02003266,1872,47,424,1260,15
E02003267,2335,29,962,241,17
E02003268,2238,29,802,399,19
E02003269,2863,42,863,256,16
E02003270,2215,42,595,269,16
E02003271,2930,24,699,294,7
E02003272,1688,43,677,221,14
E02003273,2416,35,494,834,10
E02003274,1237,65,1301,508,17
E02003275,1458,58,2666,1093,22
E02003276,1207,36,977,279,12
E02003277,1768,65,708,1169,10
E02003278,1724,40,2271,780,21
E02003459,2712,41,650,253,14
E02003460,2836,54,400,453,63
E02003461,2319,18,332,231,25
E02003462,2458,25,576,170,60
E02003463,1791,21,307,395,155
E02003464,1340,32,366,732,99
E02003465,1703,22,318,253,389
E02003466,1782,34,658,375,56
E02003467,1191,23,493,764,19
E02003468,2201,32,555,311,92
E02003469,1751,20,336,159,140
E02003470,747,35,277,1027,48
E02003471,1226,19,473,664,161
E02003472,928,47,1560,986,294
E02003473,1393,9,531,66,336
E02003474,1876,21,608,561,172
E02003475,2930,21,1327,681,709
E02003476,1048,34,723,1191,84
E02003477,2606,30,591,448,439
E02003478,1511,13,473,339,348
E02003479,914,29,716,868,251
E02003480,1650,17,651,607,477
E02003481,974,33,410,1504,79
E02003482,1885,20,352,180,71
E02003483,2344,20,644,600,280
E02003484,1512,19,455,554,374
E02003485,2067,34,344,749,49
E02003486,2149,10,527,307,417
E02003487,2011,30,283,571,35
E02003488,1936,34,443,414,54
E02003489,2028,29,361,260,146
E02003490,1094,31,326,1090,49
E02003599,1494,22,225,457,38
E02003600,1793,40,307,398,18
E02003601,2217,39,382,372,19
E02003602,1699,36,328,377,4
E02003603,2794,50,714,586,42
E02003604,1969,35,203,486,36
E02003605,2175,40,529,311,11
E02003606,2376,43,231,400,18
E02003607,2379,91,563,435,31
E02003608,3309,33,440,731,49
E02003609,2639,48,597,673,44
E02003610,2300,32,343,288,3
E02003611,2487,20,482,326,38
E02003612,3077,47,388,414,52
E02003613,1594,28,287,469,9
E02003614,2477,25,395,101,22
E02003615,2808,43,268,303,29
E02003616,1807,44,222,187,15
E02003617,2882,72,417,303,40
E02003618,2759,28,371,317,46
E02003619,3083,60,379,457,78
E02003620,2670,33,277,504,13
E02003621,2787,13,191,305,8
E02003622,2147,55,363,1162,35
E02003623,2793,29,241,179,43
E02003624,1337,46,746,206,11
E02003625,1546,40,1247,888,16
E02003626,1632,16,379,219,13
E02003627,1813,56,1485,690,36
E02003628,1545,50,730,445,31
E02003629,2041,50,654,1165,30
E02003630,1730,51,910,929,61
E02003631,1318,15,233,588,26
E02003632,1701,31,445,275,39
E02003633,2045,24,312,585,16
E02003634,2612,36,367,634,98
E02003635,1689,99,141,214,10
E02003636,2407,20,329,195,23
E02003637,3042,55,364,393,24
E02003638,2475,20,198,232,8
E02003639,2248,77,648,940,35
E02003640,1933,30,414,230,14
E02003641,1896,16,246,70,5
E02003642,1888,30,392,977,38
E02003643,2895,23,535,415,78
E02003644,2333,35,404,671,30
E02003645,2272,11,261,79,25
E02003646,2425,48,302,745,37
E02003647,2407,48,825,556,26
E02003648,1290,29,179,694,14
E02003649,2263,14,366,111,32
E02003650,2302,36,216,346,14
E02003651,2080,25,251,200,8
E02003652,2386,43,400,225,25
E02003653,1758,26,433,385,14
E02003654,1791,41,168,190,18
E02003655,2790,73,435,376,32
E02003656,1829,44,319,285,8
E02003657,1811,47,264,271,18
E02003658,2225,53,261,305,25
E02003659,2202,79,396,546,49
E02003660,3084,46,306,372,15
