geocode,female,male
E00032499,140,119
E00032501,124,108
E00032502,142,111
E00032504,155,131
E00032505,119,102
E00032506,72,117
E00032507,132,105
E00032561,196,189
E00032562,141,120
E00032563,204,199
E00032564,109,101
E00032566,250,246
E00032567,161,154
E00032627,190,160
E00032628,162,130
E00032637,185,143
E00032639,165,154
E00032640,120,127
E00032641,120,124
E00032644,128,113
E00032645,200,169
E00032646,141,140
E00032647,147,124
E00032649,220,186
E00032650,166,127
E00032651,127,112
E00032652,164,127
E00032653,140,125
E00032654,185,145
E00032656,195,157
E00032657,95,121
E00032659,97,77
E00032660,115,109
E00032661,135,114
E00032662,89,71
E00032663,258,201
E00032664,146,127
E00032665,158,141
E00032666,184,147
E00032667,183,144
E00032668,112,112
E00032686,173,148
E00032687,170,141
E00032688,147,136
E00032689,149,142
E00032690,121,91
E00032691,163,148
E00032692,158,133
E00032693,143,133
E00032694,139,143
E00032695,172,138
E00032696,131,124
E00032697,154,145
E00032698,168,160
E00032699,115,113
E00032700,149,147
E00032701,190,164
E00032702,173,138
E00032703,194,138
E00032704,174,133
E00032705,207,175
E00032706,170,144
E00032707,148,118
E00032708,145,146
E00032709,156,151
E00032752,226,213
E00032753,141,117
E00032754,158,149
E00032755,155,168
E00032756,178,181
E00032772,158,171
E00032775,198,160
E00032776,145,119
E00032777,75,86
E00032778,191,155
E00032779,138,151
E00032780,172,147
E00032782,153,123
E00032783,157,124
E00032784,139,128
E00032785,92,62
E00032787,144,103
E00032790,118,121
E00032791,147,117
E00032792,209,152
E00032793,110,94
E00032795,184,185
E00032796,179,175
E00032797,178,134
E00032798,153,147
E00032799,144,126
E00032800,208,187
E00032801,298,235
E00032802,149,158
E00032803,181,160
E00032804,152,163
E00032805,164,145
E00032806,157,133
E00032807,150,122
E00032808,190,183
E00032809,162,163
E00032810,152,125
E00032811,160,175
E00032812,173,161
E00032813,173,139
E00032814,152,143
E00032815,151,141
E00032816,92,51
E00032817,171,149
E00032818,208,167
E00032819,179,166
E00032820,177,142
E00032821,170,155
E00032822,124,121
E00032823,157,132
E00032824,134,117
E00032825,166,152
E00032826,202,168
E00032827,68,71
E00032828,136,108
E00032829,193,186
E00032830,112,115
E00032831,175,139
E00032832,100,71
E00032833,144,136
E00032834,132,122
E00032835,151,123
E00032836,177,137
E00032837,142,128
E00032838,181,147
E00032839,136,123
E00032840,149,121
E00032841,163,152
E00032842,138,119
E00032843,178,157
E00032844,145,137
E00032845,132,104
E00032846,186,169
E00032847,137,122
E00032848,139,119
E00032849,134,132
E00032850,155,138
E00032851,172,129
E00032852,166,142
E00032853,181,126
E00032854,110,125
E00032855,137,123
E00032856,93,108
E00032857,153,142
E00032858,170,147
E00032859,177,128
E00032860,143,120
E00032861,133,127
E00032862,190,189
E00032863,185,163
E00032864,147,132
E00032865,135,128
E00032866,155,126
E00032867,147,117
E00032868,141,141
E00032869,149,147
E00032870,139,138
E00032871,133,103
E00032872,186,167
E00032873,156,147
E00032874,168,153
E00032875,159,165
E00032876,142,125
E00032877,168,161
E00032878,125,93
E00032879,162,148
E00032880,154,161
E00032881,158,150
E00032882,190,158
E00032883,166,165
E00032884,139,131
E00032885,161,150
E00032886,118,101
E00033265,158,140
E00033266,149,165
E00033271,208,187
E00033272,152,149
E00033274,121,138
E00033275,163,123
E00033277,118,106
E00033289,119,110
E00033290,209,159
E00033291,262,236
E00033292,104,99
E00033293,178,141
E00033294,109,123
E00033295,155,128
E00033296,133,135
E00033297,160,155
E00033301,153,147
E00033302,152,87
E00033304,160,121
E00033305,150,126
E00033307,170,142
E00033308,156,132
E00033309,174,142
E00033310,169,162
E00033313,183,157
E00033314,177,139
E00033316,178,149
E00033317,191,177
E00033320,143,149
E00033322,156,145
E00033323,148,149
E00033324,151,153
E00033326,164,129
E00033327,159,136
E00033331,167,161
E00033332,156,158
E00033333,181,160
E00033334,157,137
E00033335,137,118
E00033336,173,155
E00033337,102,98
