geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02002985,1505,41,236,387,7
E02002986,1454,37,202,596,18
E02002987,2002,16,202,97,7
E02002988,1663,27,410,292,20
E02002989,1630,23,298,351,4
E02002990,1609,25,827,358,9
E02002991,2195,108,2141,996,32
E02002992,1587,24,463,388,21
E02002993,1074,44,999,542,7
E02002994,3376,96,466,335,6
E02002995,925,35,209,1098,6
E02002996,2262,53,1013,154,18
E02002997,1257,22,744,185,8
E02002998,1183,26,554,490,24
E02002999,1505,31,237,533,21
E02003000,3094,59,260,406,11
E02003001,1717,23,324,162,14
E02003002,1409,26,267,630,4
E02003003,1534,25,341,418,46
E02003004,1903,35,209,238,7
E02003005,1997,44,226,199,13
E02003006,2581,50,475,342,25
E02003007,2698,34,323,304,12
E02003008,1515,36,267,476,6
E02003009,1967,23,347,114,4
E02003010,1798,28,230,227,16
E02003011,1628,27,177,296,2
E02003012,2537,101,529,1608,31
E02003013,2419,89,632,1662,48
E02003014,1302,51,227,1745,6
E02003015,1421,36,368,596,15
E02003016,1217,33,747,986,76
E02003017,1920,45,398,361,12
E02003018,1482,33,201,669,8
E02003019,2475,54,558,890,18
E02003020,2131,23,184,157,9
E02003021,1663,22,781,172,32
E02003022,2200,13,152,24,0
E02003023,1669,61,386,504,10
E02003024,2085,54,653,783,24
E02003025,1461,63,432,758,12
E02003026,2678,48,404,110,1
E02003027,3104,29,1266,157,22
E02003028,2258,36,915,216,5
E02003029,1394,44,346,661,3
E02003030,1802,44,905,308,29
E02003031,2182,35,1691,170,5
E02003032,1895,43,686,415,44
E02003033,1453,26,1948,175,11
E02003034,1812,88,1713,1853,103
E02003036,1141,55,2025,669,23
E02003037,1633,48,2226,120,11
E02003038,1790,31,616,339,19
E02003039,2016,47,769,671,15
E02003040,2182,50,1694,440,26
E02003041,1313,67,1480,106,13
E02003043,1154,81,2581,743,88
E02003044,1906,15,478,105,9
E02003045,1233,43,1218,469,25
E02003046,2583,37,899,536,52
E02003047,2440,39,1246,725,24
E02003048,1586,23,1074,428,101
E02003049,2123,33,404,548,14
E02003050,1783,65,1532,889,53
E02003051,1517,48,643,600,23
E02003052,2026,24,516,258,11
E02003053,2451,20,533,330,8
E02003054,1897,18,410,363,10
E02003055,1521,57,281,1217,42
E02003056,1302,73,281,1175,10
E02003057,1790,39,295,292,18
E02003058,2460,40,509,794,33
E02003059,1587,27,212,536,12
E02003060,3223,40,378,930,20
E02003061,1164,56,196,1053,12
E02003062,1092,51,161,1123,8
E02003063,2609,23,207,98,10
E02003064,921,67,126,1698,22
E02003065,2714,35,659,495,57
E02003066,2354,16,172,64,7
E02003067,2506,32,345,245,46
E02003068,2075,45,241,308,2
E02003070,4050,49,423,354,66
E02003072,3281,39,396,399,12
E02003073,2341,18,197,90,5
E02003075,1954,24,179,128,3
E02003077,2012,31,309,124,15
E02003090,2279,36,301,182,4
E02003091,2092,31,222,398,13
E02003092,2236,45,249,253,18
E02003093,2249,42,279,146,10
E02003094,2631,33,387,239,29
E02003095,2261,20,289,135,18
E02003096,1987,20,453,251,8
E02003097,2119,26,267,241,28
E02003098,2863,33,1200,35,14
E02003099,2295,23,310,207,7
E02003100,3177,54,465,804,14
E02003101,2766,16,1182,312,13
E02003102,2133,36,166,236,6
E02003103,2248,9,458,73,5
E02003104,2400,26,376,377,17
E02003105,2062,22,181,278,11
E02003106,2390,66,838,266,36
E02003107,2912,56,909,611,26
E02003108,3047,45,329,351,41
E02003109,2230,16,137,58,4
E02003110,3056,26,845,67,4
E02003111,2176,28,278,201,6
E02003112,1615,40,253,710,17
E02003113,2943,141,615,444,18
E02003114,2314,32,359,420,8
E02003115,2697,50,744,480,23
E02003116,1954,54,389,853,14
E02003117,2509,53,583,445,25
E02003118,3269,21,538,389,33
E02003119,2945,58,331,825,4
E02003120,2930,34,294,261,12
E02003121,3801,30,373,85,11
E02003172,1804,40,275,552,17
E02003173,2040,42,309,627,9
E02003174,2828,32,441,170,15
E02003175,2807,28,582,291,42
E02003176,1263,44,274,1365,30
E02003177,2606,29,483,57,13
E02003178,2253,42,574,533,15
E02003179,1496,36,257,954,23
E02003180,1794,33,1366,404,20
E02003181,2405,28,769,134,5
E02003182,2064,22,509,91,3
E02003183,1847,23,751,138,6
E02003194,2133,39,184,78,6
E02003195,1633,17,224,289,13
E02003196,3880,29,207,78,3
E02003197,1983,17,327,459,23
E02003198,2126,20,437,276,39
E02003199,3033,26,410,496,21
E02003200,2635,54,548,872,30
E02003201,2829,58,708,784,79
E02003214,974,44,127,1591,9
E02003215,2535,20,287,219,7
E02003216,2801,29,369,699,13
E02003217,1644,31,265,819,16
E02003218,1356,51,168,1020,1
E02003219,1959,45,288,233,11
E02003220,3492,30,468,310,21
E02003221,1692,26,634,513,7
E02003222,1862,14,418,210,21
E02003223,2879,19,1177,215,16
E02003224,3229,20,329,173,63
E02003225,1910,10,568,40,24
E02003226,1339,36,1341,610,19
E02003227,833,54,191,1587,124
E02003228,2004,27,485,161,21
E02003229,1748,4,318,174,56
E02003230,1709,26,1600,170,43
E02003231,1559,50,267,1538,31
E02003232,2317,16,847,157,185
E02003233,2195,48,409,1173,13
E02003234,2475,28,298,804,10
E02003235,2510,26,432,302,79
E02003236,3267,55,371,656,54
E02003368,1472,101,366,466,11
E02003376,1692,43,482,367,16
E02003384,1714,102,432,326,13
E02003550,2125,21,355,677,38
E02003552,1084,44,245,1256,17
E02003554,1667,26,557,385,11
E02003555,1763,37,350,972,18
E02003558,1164,32,755,945,28
E02003559,2351,31,464,183,36
E02003560,1098,40,266,1627,9
E02003563,1804,35,842,759,43
E02003567,1699,31,422,816,23
E02003568,1640,33,1945,173,29
E02003569,1563,37,1350,529,48
E02003571,653,35,1732,615,5
E02004236,1910,26,233,249,22
E02004237,2462,29,231,363,20
