geocode,bad,fair,good
E02001682,511,1179,6163
E02001683,522,1327,7285
E02001684,619,1180,5068
E02001685,657,1249,6350
E02001686,463,1153,5483
E02001688,760,1112,5854
E02001689,678,1200,6365
E02001690,442,1086,6051
E02001691,562,1159,6606
E02001692,606,1072,4736
E02001693,636,1094,3883
E02001694,443,1013,5109
E02001695,416,832,5097
E02001696,969,1632,6798
E02001697,513,999,6311
E02001698,412,1111,5749
E02001699,664,1198,5118
E02001700,646,1554,8406
E02001701,354,903,5063
E02001702,910,1427,5718
E02001703,335,918,4449
E02001704,669,1334,5153
E02001705,708,1212,5125
E02001706,659,1126,4868
E02001707,700,1351,6316
E02001708,554,1264,7917
E02001709,348,1137,8752
E02001710,860,1741,7225
E02001711,908,1583,7212
E02001712,385,1025,8514
E02001713,496,1177,8819
E02001714,380,1130,8307
E02001715,935,1552,8836
E02001718,596,953,4106
E02001719,473,1201,7665
E02001720,155,482,9089
E02001721,850,1777,7634
E02001722,814,1675,7178
E02001723,424,865,5079
E02001724,254,634,8323
E02001725,612,1177,8547
E02001726,834,1731,9274
E02001727,660,1420,6450
E02001728,726,1535,7473
E02001729,611,1246,10439
E02001730,654,1252,11020
E02001731,763,1401,10117
E02001732,508,850,3673
E02001733,1238,1996,8651
E02001734,661,1238,5764
E02001735,759,1190,4665
E02001736,1195,1900,9895
E02001737,705,1121,4228
E02001738,214,809,4602
E02001739,650,1185,5673
E02001740,186,615,4988
E02001741,431,1252,5284
E02001742,273,742,5022
E02001743,351,1014,6204
E02001744,422,974,5135
E02001745,375,860,5122
E02001746,465,1207,6662
E02001747,365,1007,4808
E02001748,513,1028,5991
E02001749,382,907,4872
E02001750,356,951,5329
E02001751,492,970,4577
E02001752,500,981,4800
E02001753,400,920,4984
E02001754,341,817,4867
E02001755,410,1040,6535
E02001756,754,1405,7099
E02001757,426,1001,4491
E02001758,296,750,4553
E02001759,482,988,4824
E02001760,726,1313,5736
E02001761,427,928,4042
E02001762,311,729,4548
E02001763,612,1146,4549
E02001764,743,1296,5520
E02001765,690,1138,5453
E02001766,520,1003,5404
E02001767,546,1180,5312
E02001768,606,1281,6559
E02001769,859,1277,5260
E02001770,401,916,5235
E02001771,544,1082,4779
E02001772,390,834,4188
E02001773,281,796,4380
E02001774,546,941,4008
E02001775,531,915,4191
E02001776,696,1265,6426
E02001777,439,953,4938
E02001778,548,1006,4598
E02001779,531,961,3957
E02001780,490,938,3766
E02001781,577,998,3844
E02001782,821,1508,6327
E02001783,619,1144,4916
E02001784,608,1229,5000
E02001785,619,1279,6004
E02001786,704,1162,5149
E02001787,397,845,4381
E02001788,414,810,4675
E02001789,238,701,4890
E02001790,362,859,4735
E02001791,335,806,4647
E02001792,498,1134,5501
E02001793,951,1471,5961
E02001794,1024,1545,6105
E02001795,847,1384,5354
E02001796,722,1451,7104
E02001797,360,845,4646
E02001798,836,1322,6102
E02001799,904,1663,7437
E02001800,492,1078,5705
E02001801,463,802,5358
E02001802,718,1057,4527
E02001803,731,1206,6707
E02001804,658,1107,4692
E02001805,431,1080,4347
E02001806,1015,1526,6024
E02001807,544,1106,5647
E02001808,353,819,4886
E02001809,463,1048,5048
E02001810,527,1186,6869
E02001811,874,1522,6788
E02001812,559,1563,8346
E02001813,1088,1663,7342
E02001814,575,958,4874
E02001815,600,1353,8375
E02001816,779,1367,4767
E02001817,678,1015,4597
E02001818,679,1386,6370
E02001819,407,1125,5409
E02001820,714,1221,6593
E02001821,480,846,4622
E02001822,555,1132,5910
E02001823,637,1215,5277
E02001824,704,1429,6273
E02001825,740,1357,4968
E02001826,692,1163,4744
E02002483,550,1142,7392
E02002484,1061,1900,7355
E02002485,826,1342,5667
E02002487,481,911,3965
E02002488,300,834,4976
E02002489,686,1301,5940
E02002490,469,958,4652
E02002491,680,1188,4691
E02002492,639,1140,4905
E02002493,433,993,5032
E02002494,745,1307,5698
E02002496,910,1586,9150
E02002497,645,1021,4602
E02002498,677,1298,6609
E02002499,784,1182,5550
E02002500,445,796,4678
E02002501,469,778,4099
E02002502,1094,1637,6884
E02002503,515,929,5071
E02002504,433,1094,8184
E02002505,574,919,4761
E02002506,675,958,4299
E02002507,262,752,5013
E02002508,281,754,4039
E02002509,369,839,4375
E02002510,346,838,4528
E02002512,213,582,4510
E02002513,741,1298,6805
E02002514,707,1293,6967
E02002515,548,1117,5145
