geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01017013,462,5,155,26,1
E01017014,521,6,96,9,2
E01017015,455,3,79,88,2
E01017016,480,5,133,15,1
E01017017,528,2,53,17,2
E01017018,540,3,49,26,2
E01017019,451,10,108,122,55
E01017020,585,13,116,225,14
E01017021,495,9,43,74,16
E01017022,274,4,299,79,5
E01017023,420,7,228,13,1
E01017024,348,2,345,24,6
E01017025,405,6,381,23,3
E01017026,399,7,249,107,9
E01017027,294,5,293,29,5
E01017028,263,5,393,27,2
E01017029,424,5,239,35,3
E01017030,347,7,330,18,3
E01017031,127,19,111,673,40
E01017032,54,8,132,416,2
E01017034,40,16,95,422,9
E01017035,50,34,32,631,18
E01017036,184,13,70,306,20
E01017037,62,13,28,543,3
E01017038,93,21,73,628,5
E01017039,182,13,116,411,24
E01017040,43,16,39,542,4
E01017041,425,5,78,6,3
E01017042,376,2,88,54,8
E01017043,400,5,109,9,1
E01017044,432,5,159,18,3
E01017045,376,6,103,19,6
E01017046,625,6,137,8,4
E01017047,534,4,90,6,2
E01017048,509,6,70,7,1
E01017049,522,4,57,8,3
E01017050,533,8,60,72,17
E01017051,302,11,187,287,2
E01017052,327,6,49,189,1
E01017053,204,15,37,279,0
E01017054,407,11,77,127,2
E01017055,528,5,82,61,0
E01017056,434,6,49,8,0
E01017057,509,3,48,7,3
E01017058,417,9,47,176,2
E01017059,553,5,60,29,1
E01017060,560,3,58,10,2
E01017061,599,8,50,4,3
E01017062,462,3,143,11,0
E01017063,596,4,22,4,0
E01017064,598,4,81,22,2
E01017066,578,5,100,65,10
E01017067,443,4,118,78,10
E01017068,605,7,271,21,4
E01017069,508,13,208,16,0
E01017070,406,13,240,66,1
E01017071,303,12,309,29,3
E01017072,416,3,189,17,2
E01017073,357,13,457,116,10
E01017074,295,6,466,15,11
E01017075,364,6,241,48,13
E01017076,469,4,219,48,2
E01017077,276,28,252,309,21
E01017078,402,8,197,26,5
E01017079,361,3,195,62,6
E01017080,345,7,332,136,7
E01017081,415,5,203,36,7
E01017082,394,4,288,39,3
E01017083,491,4,200,26,2
E01017084,411,7,133,11,3
E01017085,510,5,87,67,2
E01017086,455,4,33,8,0
E01017087,405,4,168,19,0
E01017088,477,6,155,48,1
E01017089,306,6,106,200,11
E01017090,383,7,108,107,2
E01017091,231,9,157,326,0
E01017092,468,6,126,31,11
E01017093,323,12,57,102,1
E01017094,461,4,123,19,4
E01017095,544,6,250,63,6
E01017096,498,8,118,38,8
E01017097,448,3,239,26,9
E01017098,312,7,221,103,3
E01017099,416,12,144,127,7
E01017100,439,1,67,11,3
E01017101,467,3,154,32,0
E01017102,229,11,121,340,12
E01017103,89,12,39,362,0
E01017104,327,10,90,44,2
E01017105,391,5,145,97,1
E01017106,378,7,117,122,3
E01017107,410,7,218,23,4
E01017108,397,7,172,128,5
E01017109,332,7,151,103,6
E01017110,404,3,174,21,3
E01017111,348,14,198,45,7
E01017112,299,10,41,304,10
E01017113,477,3,81,56,4
E01017114,500,9,173,20,0
E01017115,274,6,32,156,17
E01017116,255,11,118,240,0
E01017117,321,9,65,202,3
E01017118,230,7,56,270,0
E01017119,363,4,49,231,1
E01017120,257,11,40,366,5
E01017121,383,12,344,21,3
E01017122,325,3,449,70,7
E01017123,501,14,579,31,4
E01017124,386,15,338,60,2
E01017125,390,19,229,227,1
E01017126,394,3,362,22,39
E01017127,315,12,588,73,11
E01017128,202,6,396,45,4
E01017129,199,8,371,79,7
E01017130,74,18,88,593,4
E01017131,317,13,304,95,6
