geocode,female,male
E00112739,136,130
E00112740,156,148
E00145218,137,148
E00145244,163,165
E00145245,222,203
E00145246,233,243
E00145248,108,112
E00158975,73,64
E00158981,154,151
E00159009,124,108
E00159011,65,57
E00159015,123,127
E00159017,132,142
E00159018,147,135
E00159020,132,106
E00159021,175,152
E00159024,221,186
E00159025,161,156
E00159030,86,76
E00159032,124,119
E00159033,114,134
E00159034,63,69
E00159035,250,246
E00159036,143,141
E00159037,137,122
E00159038,172,169
E00159039,201,198
E00159050,161,163
E00159051,176,169
E00159052,72,70
E00159053,184,177
E00159054,175,182
E00159055,123,133
E00159056,149,148
E00159057,63,60
E00159058,147,147
E00159059,159,149
E00159060,139,135
E00159061,133,139
E00159062,175,169
E00159063,168,138
E00159064,157,142
E00159065,172,151
E00159083,74,85
E00159084,62,57
E00159085,213,233
E00159086,215,198
E00159087,177,155
E00159088,177,146
E00159089,178,155
E00159090,149,145
E00159091,119,129
E00159092,194,200
E00159093,182,179
E00159094,196,192
E00159095,121,129
E00159096,138,122
E00159125,133,111
E00159126,134,135
E00159128,127,125
E00159129,320,265
E00159130,225,197
E00159139,149,133
E00159140,134,118
E00159141,145,136
E00159142,151,133
E00159143,167,140
E00159144,287,272
E00159145,127,123
E00159146,122,73
E00159147,106,93
E00159148,187,143
E00159149,169,174
E00159150,130,126
E00159151,147,117
E00159152,138,140
E00159153,124,117
E00159155,100,103
E00159156,92,102
E00159157,145,152
E00159158,137,132
E00159159,178,175
E00159160,169,146
E00159161,109,128
E00159162,165,156
E00159163,107,105
E00159193,104,74
E00159194,213,191
E00159195,177,144
E00159196,140,138
E00159197,121,131
E00159198,167,149
E00159199,142,116
E00159200,202,165
E00159201,209,194
E00159202,138,127
E00159204,154,162
E00159205,179,161
E00159206,154,154
E00159207,158,142
E00159208,157,143
E00159210,176,157
E00159211,149,144
E00159212,116,109
E00159213,117,121
E00159214,156,168
E00159215,126,147
E00159216,149,137
E00159217,230,219
E00159218,226,212
E00159219,114,111
E00159220,150,129
E00159221,181,109
E00159222,123,109
E00159223,149,148
E00159224,131,130
E00159225,70,64
E00159227,137,135
E00159228,136,139
E00159229,169,164
E00159230,138,148
E00159231,175,177
E00159232,154,144
E00159233,198,189
E00159234,195,179
E00159235,148,81
E00159236,207,192
E00159237,132,101
E00159238,156,130
E00159239,172,165
E00159240,148,134
E00159241,137,134
E00159242,100,78
E00159243,136,124
E00159244,126,118
E00159245,143,148
E00159246,246,221
E00159247,170,149
E00159248,118,110
E00159249,167,144
E00159250,155,123
E00159252,220,133
E00159253,177,168
E00159254,140,116
E00159255,96,71
E00159256,143,119
E00159257,187,176
E00159258,135,99
E00159259,127,97
E00159260,173,173
E00159261,132,129
E00159262,127,142
E00159263,140,150
E00159264,153,152
E00159265,137,143
E00159266,225,203
E00159267,124,129
E00159268,151,143
E00159269,130,133
E00159270,129,134
E00159271,132,116
E00159272,150,163
E00159273,135,111
E00159274,150,150
E00159307,124,116
E00159308,118,115
E00159309,114,125
E00159310,143,129
E00159311,100,87
E00159312,265,209
E00159313,173,157
E00159314,75,84
E00159315,83,91
E00159316,120,112
E00159317,170,135
E00159318,87,83
E00159319,147,147
E00159320,157,166
E00159321,141,132
E00159322,161,157
E00159323,107,122
E00159324,82,61
E00159325,216,216
E00159332,177,158
E00159333,275,240
E00159334,143,124
E00159335,166,144
E00159336,145,139
E00159337,167,147
E00159338,197,180
E00159339,139,131
E00159340,143,125
E00159341,131,117
E00159342,181,172
E00159343,181,163
E00159344,137,114
E00159345,164,160
E00159346,130,120
E00159347,159,152
E00159348,133,132
E00159349,137,136
E00159350,174,124
E00159351,160,148
E00159352,172,145
E00159353,151,130
E00159381,225,221
E00159382,71,72
E00159383,116,97
E00159384,146,159
E00159385,150,144
E00159386,168,157
E00159387,122,137
E00159388,153,153
E00159389,133,134
E00159420,162,145
E00159421,166,131
E00159422,191,209
E00159423,166,166
E00159436,166,160
E00159437,100,74
E00159438,77,76
E00159608,57,65
E00159678,183,180
E00159695,286,289
E00159696,148,151
E00159697,253,264
E00159698,93,73
E00159735,147,150
E00159736,169,162
E00159737,119,106
E00159747,176,155
E00159748,155,149
E00159750,163,171
E00159751,136,138
E00159752,161,162
E00159753,177,136
E00159754,136,154
E00159755,153,149
E00159756,161,156
E00159757,143,155
E00159758,147,131
E00172275,100,101
E00172276,220,220
E00172278,62,57
E00172279,141,128
E00172280,137,120
E00172281,151,208
E00172282,158,161
E00172283,200,207
E00172284,162,131
E00172285,166,177
E00172286,131,151
E00172287,95,112
E00172289,183,183
E00172290,105,116
E00172291,172,156
E00172292,219,230
E00172293,292,249
E00172294,174,156
E00172295,104,121
E00172296,155,163
E00172297,135,148
E00172298,119,114
E00172299,81,78
E00172300,139,144
E00172301,146,150
E00172312,156,167
E00172313,153,159
E00172324,164,140
E00172325,174,171
E00172331,203,153
E00172335,168,188
E00172336,164,126
