geocode,asian,black,mixed,other,white
E00031574,4,0,0,0,294
E00031575,4,0,1,0,273
E00031576,7,0,6,2,334
E00031577,7,2,10,7,315
E00031578,8,0,1,9,348
E00031579,4,5,0,0,319
E00031580,2,0,4,0,322
E00031581,12,0,11,2,315
E00031582,0,0,2,1,242
E00031583,6,0,2,0,227
E00031584,0,0,0,0,345
E00031601,4,0,3,0,320
E00031602,4,6,4,1,454
E00031603,2,0,4,0,375
E00031604,5,0,6,0,388
E00031605,2,0,2,0,264
E00031606,5,2,0,0,317
E00031607,3,6,5,0,213
E00031608,7,0,0,1,271
E00031609,8,0,1,2,273
E00031610,0,4,0,1,275
E00031611,4,0,1,0,312
E00031612,1,1,1,1,235
E00031613,3,1,2,0,212
E00031614,11,1,0,0,235
E00031615,4,0,0,2,237
E00031616,7,4,0,3,331
E00031617,6,0,0,0,231
E00031696,0,0,6,0,338
E00031697,3,0,2,0,282
E00031698,13,0,1,0,404
E00031699,0,1,5,1,297
E00031700,0,2,2,0,353
E00031701,17,5,7,0,350
E00031702,3,0,6,0,264
E00031703,0,0,0,0,284
E00031704,0,0,6,0,308
E00031705,5,1,1,0,359
E00031706,4,0,1,0,284
E00031707,5,5,2,3,323
E00031708,0,2,1,0,304
E00031709,0,0,0,0,253
E00031710,2,4,0,0,326
E00031711,1,0,2,0,289
E00031712,1,1,1,0,273
E00031713,2,1,8,0,308
E00031714,0,0,4,0,292
E00031715,15,2,2,1,286
E00031716,2,1,0,0,320
E00031717,0,2,1,0,330
E00031718,0,1,7,1,310
E00031719,1,3,1,5,424
E00031720,0,0,0,0,259
E00031721,3,1,1,6,333
E00031722,10,0,8,1,329
E00031723,6,0,4,1,352
E00031724,3,7,3,0,426
E00031725,12,2,2,0,353
E00031726,3,1,5,0,316
E00031727,2,5,6,0,341
E00031728,1,0,2,0,292
E00031729,4,0,7,1,238
E00031730,0,6,0,0,282
E00031731,7,2,9,0,295
E00031732,5,0,2,0,290
E00031990,3,3,0,0,293
E00031991,12,1,5,5,343
E00031992,5,0,0,0,413
E00031993,1,0,0,0,271
E00031994,0,0,0,0,327
E00031995,0,1,0,0,311
E00031996,4,1,3,0,311
E00031997,3,0,1,1,307
E00031998,2,2,2,4,344
E00031999,0,0,0,0,292
E00032000,0,0,0,0,334
E00032001,1,2,3,0,274
E00032002,0,0,4,0,247
E00032003,9,0,0,0,325
E00032004,8,6,13,0,432
E00032005,2,0,0,0,250
E00032006,1,0,4,1,408
E00032007,2,0,0,0,299
E00032008,2,1,7,0,272
E00032009,1,0,1,0,245
E00032010,10,0,2,0,271
E00032011,1,0,5,2,297
E00032012,0,0,2,0,295
E00032013,3,0,2,0,325
E00032014,0,0,1,0,354
E00032015,1,0,4,0,316
E00032016,0,0,2,0,260
E00032017,0,0,0,0,225
E00032018,5,2,1,0,226
E00032019,0,1,0,0,249
E00032020,2,0,3,2,311
E00032021,0,0,2,0,305
E00032022,1,0,1,0,273
E00032023,0,0,1,0,231
E00032024,3,1,0,0,245
E00032025,0,1,3,0,328
E00032026,8,0,0,0,243
E00032027,0,8,3,0,281
E00032028,0,0,0,0,327
E00032029,0,0,2,0,301
E00032030,0,0,0,1,144
E00032031,0,0,2,0,305
E00032032,0,0,2,0,266
E00032033,0,0,0,1,205
E00032034,1,0,0,0,235
E00032035,4,2,5,0,263
E00032036,0,0,0,0,258
E00032037,1,0,3,0,302
E00032038,5,0,3,0,265
E00032197,0,6,10,3,354
E00032198,4,0,7,2,405
E00032200,14,8,4,0,332
E00032201,0,4,10,0,334
E00032202,0,2,0,0,298
E00032203,9,3,6,0,308
E00032204,9,12,4,0,291
E00032205,0,6,6,0,391
E00032212,4,1,3,0,290
E00032213,0,0,5,5,230
E00032214,4,1,8,8,271
E00032215,1,3,5,2,278
E00032216,6,0,4,6,295
E00032217,0,0,0,1,271
E00032218,3,0,0,0,282
E00032219,6,0,4,0,317
E00032220,2,2,3,0,341
E00032222,0,2,4,5,262
E00032223,0,0,2,0,319
E00032224,1,1,4,0,214
E00032225,3,3,2,0,315
E00032226,1,2,1,1,157
E00032239,0,0,2,0,110
E00032240,0,6,2,0,229
E00032241,3,1,5,1,232
E00032242,0,10,3,0,222
E00032243,1,5,7,5,295
E00032244,4,1,0,0,195
E00032245,1,0,1,1,276
E00032246,4,1,1,0,262
E00032278,1,0,0,0,247
E00032279,4,1,2,0,330
E00032280,0,0,2,0,267
E00032281,1,0,0,0,281
E00032282,0,0,0,0,261
E00032283,0,0,1,0,252
E00032285,0,1,0,0,167
E00032288,8,0,3,1,281
E00032294,3,1,1,0,300
E00032295,1,0,1,0,303
E00032298,13,0,4,0,289
E00032299,1,0,0,0,284
E00032303,25,6,4,0,290
E00032308,0,0,2,3,329
E00032309,0,0,0,0,243
E00032310,14,3,8,10,236
E00032311,1,0,5,3,328
E00032312,8,0,0,0,240
E00032313,8,2,4,5,215
E00032314,10,18,1,3,331
E00032315,10,6,1,1,454
E00032318,7,2,2,0,324
E00032319,14,3,4,0,305
E00032322,0,1,1,0,289
E00032426,0,0,3,0,365
E00032427,0,1,0,0,342
E00032428,0,0,0,0,319
E00032429,0,0,1,5,436
E00032430,0,1,3,0,218
E00032431,1,0,3,0,258
E00032432,0,0,3,0,198
E00032433,0,0,0,0,218
E00032434,0,0,1,0,265
E00032435,4,0,0,0,228
E00032436,3,3,0,0,303
E00032437,0,0,3,0,334
E00032438,1,0,1,0,172
E00126500,0,0,1,0,229
E00126501,0,0,0,0,357
E00126502,2,0,3,0,331
E00126503,3,0,1,0,263
E00126504,4,0,0,0,262
E00126505,1,0,1,0,290
E00126506,9,1,2,0,264
E00126507,0,1,4,0,283
E00126508,0,0,2,0,590
E00126509,3,1,0,0,290
E00126510,2,5,1,0,404
E00126511,0,0,1,0,252
E00126512,1,0,0,0,232
E00126600,1,0,0,0,219
E00126601,1,2,2,0,265
E00126602,1,2,5,1,373
E00126604,5,1,5,0,376
E00126605,0,1,3,0,247
E00126607,3,1,1,0,310
E00126613,3,2,4,0,320
E00126614,2,5,8,0,296
E00126615,2,1,6,3,342
E00126616,3,0,1,0,364
E00126617,4,5,6,0,254
E00126618,1,0,1,3,227
E00126619,1,0,0,0,194
E00126679,5,1,6,1,287
E00126680,0,0,1,0,294
E00126681,2,1,1,0,257
E00126682,0,1,6,0,379
E00126683,0,0,4,0,266
E00126684,0,0,2,0,308
E00126685,0,0,1,0,306
E00126686,0,0,4,2,312
E00126687,7,1,4,3,386
E00126688,0,0,0,0,147
E00126689,0,0,1,0,301
E00126690,0,0,1,0,422
E00126691,0,0,5,0,425
E00126692,12,0,3,0,353
E00126693,0,1,3,0,286
E00126694,5,0,5,0,235
E00126695,7,0,3,1,269
E00126696,0,0,0,0,301
E00126697,0,1,1,0,279
E00126698,0,1,2,0,315
E00126699,0,0,0,0,276
E00126701,0,0,0,0,306
E00126702,4,1,10,1,276
E00126710,2,0,3,0,376
E00126712,6,0,2,0,289
E00126714,2,0,0,0,276
E00126715,0,0,0,1,239
E00126716,0,0,0,0,247
E00126717,1,0,1,0,320
E00126718,1,0,9,0,272
E00126719,0,0,5,1,327
E00129250,0,2,2,1,254
E00129251,1,1,1,0,326
E00129252,1,0,3,1,354
E00129253,1,0,2,0,329
E00129254,0,0,4,0,292
E00129255,4,0,1,0,236
E00129256,1,0,3,0,370
E00129257,5,0,3,2,454
E00129258,1,0,2,0,259
E00129259,0,0,4,0,379
E00129260,0,0,4,0,259
E00129261,7,0,2,0,274
E00129262,1,0,6,0,361
E00129263,6,0,2,0,251
E00129264,0,1,5,1,212
E00129265,20,2,5,0,352
E00129266,2,0,1,0,297
E00129267,0,0,0,0,300
E00129268,1,2,1,0,349
E00129269,0,0,4,0,283
E00129307,0,0,5,0,285
E00129308,1,0,4,0,292
E00129309,1,0,5,0,437
E00129310,1,1,2,0,325
E00129311,0,2,6,0,406
E00129312,1,4,2,0,276
E00129313,4,0,4,0,288
E00129314,0,0,1,0,270
E00129315,14,0,0,0,287
E00129316,0,0,3,0,287
E00129317,4,0,5,0,287
E00129318,1,0,6,0,362
E00129319,0,1,2,0,169
E00129320,1,0,2,0,296
E00129367,2,0,3,0,260
E00129368,7,0,4,0,301
E00129370,1,0,0,0,274
E00129371,5,0,8,0,303
E00129372,0,0,0,0,331
E00129373,1,0,2,0,290
E00129380,1,0,7,0,426
E00129421,0,0,3,2,306
E00129422,2,0,6,0,294
E00129423,1,1,2,0,258
E00129435,0,0,2,0,315
E00129436,11,0,1,0,305
E00129437,5,0,7,0,432
E00129438,0,0,0,0,295
E00129451,3,0,0,0,235
E00129452,13,0,0,0,370
E00129453,1,0,1,0,296
E00129454,0,0,4,1,323
E00129455,10,0,3,0,344
E00129456,1,0,0,0,204
E00129457,0,0,1,1,294
E00129458,0,1,2,0,263
E00129459,0,0,1,0,260
E00129460,0,0,5,1,236
E00129461,6,0,6,0,317
E00129462,0,0,2,1,312
E00129463,2,0,2,0,262
E00129501,0,0,0,0,279
E00129502,0,0,1,0,273
E00129503,0,1,2,0,256
E00129504,1,0,0,0,330
E00129505,1,1,2,0,333
E00129506,2,0,4,0,302
E00129507,1,5,6,0,305
E00129508,1,0,5,0,323
E00129509,0,2,2,0,381
E00129510,2,5,0,0,279
E00129511,1,0,3,0,346
E00129512,10,0,2,0,304
E00129513,5,0,0,0,285
E00129514,1,0,0,1,333
E00129515,6,0,1,2,308
E00129516,5,0,5,0,229
E00129517,2,0,0,0,162
E00129518,3,0,0,3,304
E00129519,0,0,0,0,418
E00129520,1,0,1,0,274
E00129521,0,0,6,0,337
E00129522,0,0,6,1,343
E00129523,0,0,4,0,369
E00129524,0,0,5,0,338
E00129526,1,0,3,0,194
