geocode,bad,fair,good
E02001327,799,1111,5541
E02001328,767,1281,8097
E02001329,933,1234,5436
E02001330,887,1234,6585
E02001331,1159,1589,7314
E02001332,784,1137,4723
E02001334,753,969,4058
E02001336,895,1200,4738
E02001337,508,817,4608
E02001338,575,886,4474
E02001340,556,1171,7270
E02001341,754,1110,4993
E02001342,524,1043,5605
E02001343,411,884,5823
E02001344,469,774,4100
E02001345,342,652,4643
E02001346,658,1037,5375
E02001347,755,1003,5895
E02001348,548,982,5692
E02001349,524,1108,6334
E02001350,878,1191,5787
E02001351,984,1451,6459
E02001352,722,1222,5472
E02001353,465,801,6306
E02001354,791,1176,5646
E02001355,686,1144,4834
E02001356,582,884,4118
E02001357,808,1176,4998
E02001358,704,1142,5223
E02001359,471,750,4530
E02001360,1137,1520,5701
E02001361,758,1207,5653
E02001362,759,1220,5422
E02001363,852,1186,5750
E02001364,616,1039,3656
E02001365,743,1295,7011
E02001366,825,1373,6787
E02001367,577,1159,7568
E02001368,947,1121,3779
E02001369,1136,1307,5212
E02001370,990,1165,4031
E02001371,749,1087,5611
E02001372,661,925,4635
E02001373,788,1362,7103
E02001374,801,1221,6177
E02001375,779,1139,5277
E02001376,807,1317,6345
E02001377,811,1258,9398
E02001378,720,1261,5991
E02001380,471,1005,6050
E02001381,764,1154,7368
E02001382,329,791,5978
E02001383,633,1030,5838
E02001384,510,1026,9226
E02001385,779,1155,6223
E02001386,1004,1378,5163
E02001387,329,835,6861
E02001388,353,845,7662
E02001389,579,893,4760
E02001390,1258,1448,6050
E02001391,674,1017,4279
E02001392,318,843,4556
E02001393,276,820,6657
E02001394,763,1220,8160
E02001395,321,757,4978
E02001396,722,1066,6247
E02001397,678,1182,5771
E02001398,542,1026,6190
E02001399,403,830,6043
E02001400,649,1055,4910
E02001401,585,1108,6179
E02001402,468,1021,6895
E02001403,576,873,4586
E02001404,742,1069,5449
E02001405,1141,1462,7006
E02001429,478,1129,5144
E02001430,379,1051,5712
E02001431,707,1398,5183
E02001432,845,1612,5941
E02001433,463,1016,6163
E02001434,366,951,5893
E02001435,574,1149,6335
E02001436,523,1152,7029
E02001437,687,1575,7324
E02001438,359,961,6180
E02001439,466,1050,4775
E02001440,297,923,4591
E02001441,225,863,5476
E02001442,353,856,4678
E02001443,247,742,4675
E02001444,320,795,4615
E02001445,401,981,5639
E02001446,384,932,5521
E02001447,362,962,4640
E02001448,389,889,5652
E02001449,639,1306,7296
E02001450,406,1017,6764
E02001451,731,1071,4403
E02001452,822,1072,4729
E02001453,453,1041,7182
E02001454,499,1009,5863
E02001455,489,957,5751
E02001456,476,1022,6023
E02001457,688,1089,4994
E02001458,458,938,6272
E02001459,519,1038,5710
E02001460,798,1381,5349
E02001461,483,875,4968
E02001462,751,1132,5646
E02001463,648,1042,5160
E02001464,657,1131,5079
E02001465,875,1220,4300
E02001466,769,1292,6529
E02001467,592,1257,5698
E02001468,580,1144,6117
E02001469,504,1059,6266
E02001470,438,1006,7149
E02001471,716,1181,5628
E02001472,557,898,5609
E02001473,623,1145,5892
E02001474,754,1245,5101
E02001475,697,1059,4412
E02001476,727,1193,5706
E02001477,857,1280,5373
E02001478,805,1269,5835
E02001479,318,676,5179
E02001480,439,993,6306
E02001481,544,1092,6473
E02001482,1050,1467,5206
E02001483,468,976,5952
E02001484,593,1123,5947
E02001485,663,937,4782
E02001486,666,1349,6233
E02001487,868,1337,7079
E02001488,593,1185,6702
E02001489,411,1075,6807
E02001490,465,993,7285
E02001491,790,1151,4892
E02001492,479,1125,6242
E02001493,942,1318,5710
E02001494,276,817,6020
E02001495,669,1169,5951
E02001496,423,791,4812
E02001497,728,1275,5968
E02001498,381,958,6229
E02001499,369,971,5351
E02001500,426,1066,5993
E02001501,433,1004,6534
E02001502,598,1207,6537
E02001503,472,1067,5979
E02001504,350,942,6037
E02001505,461,917,5050
E02001506,284,985,7711
E02001507,302,853,6141
E02001508,672,1132,6219
E02002633,715,1326,5767
E02002634,822,1515,5919
E02002635,679,1383,5934
E02002636,674,1270,6430
E02002637,410,958,4821
E02002638,816,1183,4407
E02002639,830,1128,3812
E02002640,930,1422,4965
E02002641,538,1076,6654
E02002642,890,1362,4829
E02002643,693,1145,5664
E02002644,518,1143,6374
E02002645,760,1114,3903
E02002646,772,1298,5032
E02002647,757,1392,6054
E02002648,627,1211,5491
E02002649,807,1434,6346
E02002650,588,1288,6107
E02002651,640,1329,6113
E02003794,406,1003,7200
E02003795,249,675,4671
E02003796,440,1005,5733
E02003797,339,1073,8135
E02003798,529,815,4716
E02003799,587,1131,5321
E02003801,359,872,5788
E02003802,608,1075,6368
E02003803,307,958,7644
E02003804,335,744,5694
E02003805,196,653,5346
E02003806,252,663,5027
E02003807,327,976,6878
E02003808,401,794,5224
E02003841,460,1093,6083
E02003842,215,603,4514
E02003843,482,941,4429
E02003844,359,930,5483
E02003845,724,1199,6205
E02003846,506,1049,5226
E02003847,323,984,8318
E02003848,418,807,3888
E02003849,640,1123,5092
E02003850,287,719,4345
E02003851,301,721,4869
E02003852,299,757,5814
E02003978,381,873,4681
E02003979,504,1280,5925
E02003980,816,1157,4732
E02003981,358,948,5523
E02003982,503,1023,6068
E02003983,839,1286,5608
E02003984,816,1238,4854
E02003985,620,1163,4896
E02003986,569,1073,4946
E02005203,375,961,5822
E02005204,581,1457,8280
E02005205,324,874,5661
E02005206,506,1123,5187
E02005207,512,1251,6294
E02005208,821,1782,7352
E02005209,486,1198,6132
E02005210,658,1725,7849
E02005211,469,1248,6829
E02005224,420,1075,3695
E02005226,699,1347,5767
E02005228,397,921,4471
E02005229,494,906,4231
E02005230,620,1177,4768
E02005236,786,1905,10064
E02005304,409,1108,7066
E02005305,490,1108,5707
E02005306,429,1008,5611
E02005307,579,1265,7338
E02005309,463,1147,6771
E02005310,373,951,6637
E02005311,250,735,4591
E02005315,486,981,6601
E02005319,777,1414,6149
E02005320,425,1005,4476
E02005321,599,1201,4581
E02005322,859,1763,7299
E02005323,580,1046,5237
E02005326,836,1683,6040
E02005327,310,737,4827
E02005328,528,1231,5725
E02005329,641,1347,6769
E02005330,488,1327,7066
E02005331,460,1167,6000
E02005332,426,1176,6469
E02006017,356,1095,6012
E02006023,534,1421,7767
E02006024,541,1284,7750
E02006025,440,1366,7362
E02006026,310,900,5782
E02006027,233,665,4410
E02006028,443,1127,7604
E02006039,384,1038,6417
E02006041,262,755,4855
E02006871,680,1792,9455
E02006932,199,566,9184
E02006933,305,452,4679
E02006934,139,303,4760
