geocode,employee,inactive,self-employed,student,unemployed
E01000001,674,257,240,16,34
E01000002,652,270,243,15,16
E01000003,551,280,189,43,39
E01000005,404,243,51,29,46
E01000156,703,352,254,56,53
E01000157,647,266,173,22,64
E01000158,539,298,160,44,57
E01000160,883,379,294,42,56
E01000161,622,352,334,53,52
E01000162,556,334,161,32,63
E01000163,593,351,141,27,99
E01000164,569,359,177,46,74
E01000165,670,348,315,28,66
E01000177,731,253,239,28,36
E01000178,663,322,212,37,33
E01000180,646,335,139,32,36
E01000181,739,252,236,39,53
E01000182,756,296,198,29,41
E01000184,463,322,115,41,64
E01000185,458,357,129,58,90
E01000208,542,299,244,25,31
E01000315,537,411,145,48,71
E01000316,907,466,209,77,105
E01000318,654,376,204,51,60
E01000322,671,362,189,46,53
E01000323,766,354,242,71,72
E01000324,599,371,230,35,49
E01000842,597,288,233,22,35
E01000843,661,316,230,25,67
E01000844,798,283,270,22,35
E01000845,622,279,202,30,33
E01000846,423,372,133,37,62
E01000847,507,386,189,21,68
E01000848,741,223,254,14,41
E01000849,748,254,205,34,33
E01000850,719,559,160,79,31
E01000851,663,1087,215,197,44
E01000852,310,901,74,166,24
E01000853,490,498,110,35,98
E01000854,454,809,128,119,49
E01000855,879,443,187,61,53
E01000856,508,407,187,44,100
E01000857,524,321,239,14,24
E01000858,608,553,158,50,88
E01000859,627,255,343,23,41
E01000860,450,352,185,21,31
E01000861,597,425,194,55,68
E01000862,663,305,344,17,31
E01000863,636,306,209,75,64
E01000864,631,330,214,46,55
E01000865,382,617,169,128,34
E01000866,753,466,246,60,81
E01000867,521,453,118,79,54
E01000868,476,314,104,30,90
E01000869,818,479,277,82,77
E01000870,623,402,215,46,71
E01000882,690,218,243,22,25
E01000886,544,271,236,24,37
E01000887,674,246,188,27,55
E01000888,585,327,197,37,58
E01000889,537,452,87,50,90
E01000890,455,507,86,48,90
E01000891,431,500,77,42,88
E01000892,691,374,227,30,50
E01000893,563,258,322,17,34
E01000894,508,235,245,17,29
E01000896,633,304,265,16,37
E01000897,614,260,242,15,30
E01000898,804,338,150,33,52
E01000900,697,415,165,36,87
E01000901,536,612,94,84,92
E01000902,436,396,89,38,67
E01000903,523,316,218,34,57
E01000904,785,501,173,81,100
E01000905,543,588,103,62,96
E01000906,701,257,218,31,39
E01000907,482,343,140,26,71
E01000908,537,351,201,28,67
E01000909,557,367,266,20,43
E01000910,541,280,249,30,33
E01000911,541,319,201,20,52
E01000912,548,387,178,47,75
E01000913,588,323,335,20,20
E01000914,652,509,265,47,51
E01000915,530,388,126,35,79
E01000916,751,451,191,40,59
E01000917,567,551,133,43,121
E01000918,718,661,227,108,86
E01000919,732,717,200,97,51
E01000920,742,450,310,50,67
E01000921,953,336,261,49,63
E01000922,563,440,152,56,49
E01000923,570,316,197,35,61
E01000924,716,332,248,34,52
E01000925,441,405,116,41,81
E01000926,885,338,180,42,45
E01000927,716,364,254,37,48
E01000928,616,364,212,21,51
E01000936,402,754,125,115,73
E01000937,333,722,83,140,44
E01000938,562,450,112,135,95
E01000939,299,422,48,63,65
E01000940,270,408,69,71,57
E01000941,361,380,87,38,67
E01000942,421,1164,110,228,34
E01000943,347,369,105,60,42
E01000944,436,890,76,72,78
E01000945,460,746,93,158,52
E01000946,571,401,155,34,38
E01000947,752,584,180,110,89
E01000948,661,425,212,38,44
E01000949,667,374,59,31,70
E01000950,362,458,81,62,78
E01000951,381,513,66,66,80
E01000952,493,568,99,82,76
E01000953,478,584,57,76,61
E01000954,429,471,64,49,84
E01000955,417,534,59,68,63
E01000956,449,470,81,76,74
E01000957,654,452,137,54,82
E01000958,750,715,145,117,93
E01000959,477,567,62,82,64
E01000963,669,520,168,21,38
E01000967,499,315,174,18,25
E01001390,886,314,256,72,62
E01001391,651,320,172,55,71
E01001392,742,346,235,53,58
E01001393,860,365,297,82,118
E01001394,611,376,142,51,77
E01001395,519,372,114,40,93
E01001396,481,319,189,42,47
E01001397,741,383,186,61,91
E01001427,465,487,105,59,112
E01001431,466,423,67,41,98
E01001432,601,477,117,56,93
E01001458,487,521,96,37,111
E01001499,534,386,155,56,87
E01001500,547,334,151,48,47
E01001501,747,357,197,40,70
E01001527,614,331,171,29,46
E01001528,458,378,114,53,82
E01001529,507,377,150,58,74
E01001530,472,274,139,28,55
E01001535,506,322,193,28,42
E01001553,426,442,105,44,81
E01001554,497,485,89,72,99
E01001555,567,409,109,73,115
E01001556,543,346,160,37,69
E01001557,515,379,85,52,65
E01001558,405,416,106,56,76
E01001559,621,522,123,69,109
E01001560,538,390,106,50,80
E01001562,502,478,85,62,113
E01001714,533,405,88,46,77
E01001715,762,173,147,50,60
E01001716,583,281,131,40,55
E01001717,484,293,81,27,47
E01001718,989,256,238,69,45
E01001719,441,275,73,39,45
E01001720,938,230,241,66,51
E01001722,705,456,157,41,113
E01001723,748,379,221,45,80
E01001724,993,349,307,79,89
E01001725,514,439,115,24,82
E01001726,417,306,75,41,87
E01001727,583,394,177,37,51
E01001728,514,477,84,31,87
E01001729,646,482,112,79,155
E01001730,550,493,106,46,143
E01001731,907,449,185,70,157
E01001732,502,396,99,68,149
E01001733,703,343,220,49,96
E01001734,716,367,241,48,128
E01001735,600,367,141,48,73
E01001736,698,306,200,39,67
E01001737,833,265,243,45,76
E01001738,795,294,222,32,71
E01001739,923,344,280,46,82
E01001740,494,401,101,46,96
E01001741,628,240,210,39,32
E01001742,747,377,176,50,66
E01001744,717,407,203,74,66
E01001745,796,481,221,76,141
E01001746,499,386,76,44,114
E01001747,911,431,274,67,109
E01001748,1040,413,308,76,131
E01001749,737,266,285,54,69
E01001750,762,412,201,63,66
E01001751,788,209,254,27,40
E01001752,1219,386,180,51,100
E01001753,487,410,100,55,133
E01001754,975,488,240,67,133
E01001755,592,435,118,73,102
E01001756,1014,346,335,64,97
E01001757,561,403,103,79,116
E01001758,748,477,141,55,127
E01001759,693,370,189,53,122
E01001760,738,327,169,49,125
E01001761,665,431,195,56,103
E01001762,757,326,271,58,96
E01001763,599,334,208,48,123
E01001764,667,378,149,41,96
E01001765,469,467,96,42,137
E01001767,592,350,165,42,93
E01001768,779,361,220,49,84
E01001769,672,295,190,51,102
E01001770,555,465,140,52,121
E01001772,314,278,63,56,78
E01001773,747,511,178,68,117
E01001774,884,417,182,60,104
E01001775,584,447,127,58,115
E01001776,493,423,100,42,97
E01001777,970,510,199,83,112
E01001779,983,538,148,95,120
E01001780,685,437,154,61,119
E01001781,511,470,107,56,141
E01001782,1064,451,246,61,112
E01001783,588,525,109,76,153
E01001784,714,726,135,197,112
E01001785,476,359,175,39,86
E01001786,516,463,97,66,122
E01001787,383,456,66,36,102
E01001788,382,446,88,45,106
E01001789,636,372,195,46,94
E01001790,392,334,45,45,98
E01001791,459,389,101,55,105
E01001792,566,432,212,54,90
E01001793,660,314,214,48,109
E01001794,646,399,251,77,97
E01001795,560,261,189,40,116
E01001796,616,331,230,71,108
E01001798,527,460,102,48,124
E01001799,458,321,111,20,52
E01001800,448,407,71,37,70
E01001801,456,351,106,36,57
E01001802,383,311,79,32,50
E01001803,706,323,228,27,56
E01001804,404,368,128,14,39
E01001805,556,203,151,30,55
E01001806,607,336,153,39,74
E01001807,574,377,183,35,106
E01001808,476,410,157,28,58
E01001809,513,444,147,27,74
E01001811,456,414,72,48,90
E01001812,485,434,112,30,77
E01001813,362,364,74,69,74
E01001814,518,338,146,43,68
E01001815,548,463,145,54,119
E01001816,568,353,202,42,85
E01001819,620,337,205,25,73
E01001820,500,385,98,50,93
E01001821,496,375,95,48,94
E01001822,460,491,115,55,111
E01001823,456,401,104,30,96
E01001824,353,366,105,26,82
E01001825,363,374,98,11,49
E01001826,477,406,101,26,72
E01001827,458,514,106,44,102
E01001828,558,506,149,68,146
E01001829,752,252,268,38,59
E01001830,798,429,157,54,118
E01001831,760,309,221,40,58
E01001832,692,321,199,47,80
E01001833,804,435,266,74,117
E01001834,891,341,294,55,99
E01001835,569,210,160,42,50
E01001836,735,332,193,31,100
E01001837,709,215,194,29,53
E01001838,414,448,73,79,165
E01001839,928,424,300,89,120
E01001840,514,443,127,40,87
E01001841,499,318,153,30,73
E01001842,522,364,143,63,93
E01001843,449,295,101,31,68
E01001844,701,479,229,103,83
E01001845,485,412,89,48,103
E01001846,393,314,78,33,79
E01001847,387,276,82,36,77
E01001848,534,419,130,47,82
E01001849,868,495,222,70,144
E01001850,506,424,61,63,140
E01001962,598,337,219,40,53
E01001963,666,283,255,27,67
E01001964,675,273,233,40,51
E01001965,704,233,196,26,46
E01001966,500,298,271,28,34
E01001967,578,287,274,32,36
E01001968,743,307,301,22,55
E01001969,719,397,204,60,109
E01001970,664,441,202,74,108
E01001971,566,543,192,58,117
E01001972,613,351,173,52,81
E01001973,884,437,231,61,69
E01001974,934,372,291,60,120
E01001975,736,306,222,56,90
E01001976,515,390,150,44,81
E01001977,471,396,137,44,78
E01001978,557,513,155,74,86
E01001979,602,648,152,103,105
E01001980,647,450,198,75,93
E01001981,580,384,170,65,133
E01001982,628,358,200,68,97
E01001983,621,350,139,42,85
E01001984,753,228,244,29,49
E01001985,733,232,270,25,39
E01001986,710,237,274,26,37
E01001987,788,323,282,31,42
E01001988,818,259,288,15,51
E01001989,711,282,268,22,55
E01001990,1060,245,395,40,102
E01001991,707,209,257,21,39
E01001992,616,309,265,21,30
E01001993,533,318,228,33,30
E01001994,723,319,254,31,39
E01001995,821,495,199,46,106
E01001996,659,262,228,19,52
E01001997,760,214,223,28,65
E01001998,961,373,250,58,84
E01001999,851,421,238,58,84
E01002000,760,291,189,41,62
E01002001,757,321,182,81,65
E01002002,799,381,189,61,80
E01002003,769,490,209,87,119
E01002004,781,396,201,66,94
E01002005,946,168,258,30,42
