geocode,female,male
E00039240,161,140
E00039241,148,132
E00039242,98,97
E00039243,113,91
E00039244,144,148
E00039245,155,138
E00039246,163,151
E00040632,217,207
E00040633,154,133
E00040634,134,117
E00040635,199,218
E00040637,136,117
E00040638,160,146
E00040639,202,226
E00040640,159,145
E00040641,162,153
E00040669,147,165
E00040673,165,154
E00040676,167,140
E00040677,131,118
E00040678,150,139
E00040679,158,165
E00040681,153,135
E00040682,275,282
E00040683,138,123
E00040684,147,124
E00040685,190,165
E00040686,144,148
E00040687,133,108
E00040688,139,144
E00040689,135,121
E00040690,127,123
E00040691,146,148
E00040693,132,142
E00040694,212,261
E00040695,171,176
E00098508,180,187
E00098509,273,261
E00098510,151,149
E00098511,157,169
E00098512,199,199
E00098513,150,136
E00098514,124,116
E00098515,144,131
E00098516,127,129
E00098517,138,141
E00098532,217,241
E00098533,115,121
E00098534,119,117
E00098535,152,156
E00098536,158,127
E00098537,136,144
E00098538,242,227
E00098539,161,164
E00098540,160,141
E00098541,177,171
E00098542,202,216
E00098543,197,186
E00098544,149,141
E00098545,266,232
E00098546,135,112
E00098547,108,65
E00098548,171,140
E00098549,115,93
E00098550,139,135
E00098551,143,152
E00098554,144,145
E00098555,91,78
E00098556,150,148
E00098557,113,78
E00098565,183,186
E00098566,172,147
E00098567,165,168
E00098568,145,129
E00098569,202,184
E00098571,134,131
E00098572,118,112
E00098573,172,146
E00098574,166,163
E00098575,146,147
E00098576,134,115
E00098577,131,133
E00098578,214,178
E00098579,149,153
E00098580,155,159
E00098581,153,160
E00098582,221,233
E00098583,141,127
E00098584,156,146
E00098585,198,176
E00098586,139,141
E00098587,143,134
E00098588,171,179
E00098589,146,147
E00098590,191,179
E00098591,154,151
E00098592,129,147
E00098593,99,100
E00098594,150,146
E00098595,144,133
E00098610,62,71
E00098751,249,210
E00098752,161,143
E00098753,107,130
E00098754,129,134
E00098755,121,151
E00098757,88,75
E00098760,61,75
E00098762,121,130
E00098766,163,152
E00098767,122,113
E00098768,100,98
E00098769,110,111
E00098770,145,121
E00098771,179,161
E00098772,156,147
E00098773,157,149
E00098774,129,143
E00098775,184,154
E00098776,155,140
E00098777,142,141
E00098778,119,126
E00098779,142,144
E00098780,105,121
E00098781,194,152
E00098782,153,157
E00098783,155,170
E00098784,162,129
E00098785,165,158
E00098792,191,210
E00098794,139,127
E00098795,125,96
E00098796,135,127
E00098798,141,141
E00098799,149,125
E00098800,125,91
E00098801,167,139
E00098802,155,142
E00098803,161,158
E00098804,132,130
E00098805,146,136
E00098871,130,141
E00098872,195,178
E00098873,156,156
E00098874,193,176
E00098875,187,167
E00098876,174,167
E00098877,172,185
E00098878,138,128
E00098879,132,127
E00098880,126,127
E00098881,158,152
E00098882,156,143
E00098883,133,137
E00098884,180,166
E00098885,176,167
E00098886,244,217
E00098887,138,141
E00098888,229,213
E00098889,267,291
E00098890,198,173
E00098891,144,124
E00098892,150,150
E00098893,138,153
E00098939,160,148
E00098940,192,168
E00098941,177,185
E00098942,166,157
E00098943,146,146
E00098944,122,117
E00098945,191,213
E00098946,194,183
E00098947,196,168
E00098948,294,253
E00098949,153,152
E00098950,128,128
E00098951,111,94
E00098952,141,154
E00098953,115,126
E00098954,85,102
E00098955,209,189
E00098956,192,219
E00098957,197,191
E00098958,167,167
E00098959,151,161
E00098960,203,176
E00098961,153,127
E00098962,146,130
E00098963,125,124
E00098964,170,149
E00098965,210,210
E00098966,182,144
E00098967,193,179
E00099042,169,176
E00099044,164,174
E00099045,139,151
E00099050,158,148
E00100141,182,190
E00100142,147,146
E00100143,120,123
E00100144,153,157
E00100145,184,169
E00100146,143,149
E00100147,163,158
E00100148,104,93
E00100149,121,139
E00100150,113,101
E00100152,140,139
E00100153,157,134
E00100154,134,123
E00100155,182,180
E00100156,138,106
E00100157,169,168
E00100158,183,179
E00100159,139,127
E00100160,167,166
E00100161,130,98
E00100162,168,155
E00100163,86,83
E00100164,146,122
E00100165,182,157
E00100166,157,146
E00100210,168,167
E00100211,142,165
E00100212,153,161
E00100213,174,147
E00100214,176,173
E00100215,132,128
E00100216,179,164
E00100217,94,100
E00100218,158,169
E00100219,188,156
E00100220,136,140
E00100221,196,173
E00100222,199,195
E00100223,161,172
E00100224,181,167
E00100225,178,159
E00100226,100,106
E00100227,165,172
E00100228,184,165
E00100229,196,189
E00100230,178,181
E00100231,137,117
E00100232,132,117
E00100233,109,101
E00100234,138,144
E00100235,160,151
E00100236,217,203
E00100237,125,118
E00100238,147,164
E00100239,190,188
E00100277,157,180
E00100278,161,157
E00100279,128,157
E00100280,195,182
E00100281,168,161
E00100282,171,162
E00100283,179,170
E00100286,134,121
E00100287,105,108
E00100307,166,157
E00100308,129,127
E00100309,151,139
E00100310,138,128
E00100311,134,111
E00100312,160,145
E00100313,148,130
E00100314,124,113
E00100315,146,148
E00100316,158,141
E00100317,175,162
E00100319,160,147
E00100320,143,151
E00165810,139,133
E00165811,92,78
E00165874,135,144
E00165875,146,140
E00165876,124,130
E00165877,117,137
E00172402,122,123
E00172435,170,147
E00172436,161,171
E00172437,105,112
E00172438,119,120
