geocode,bad,fair,good
E01000673,53,142,1376
E01000699,63,153,1226
E01000700,62,170,1277
E01000701,61,135,1131
E01000702,38,116,1167
E01000703,49,141,1409
E01000704,51,169,1224
E01000705,48,148,1114
E01000706,50,179,1064
E01000707,26,111,1318
E01000708,58,170,1315
E01000709,78,190,1049
E01000710,42,157,1406
E01000711,84,182,1453
E01000712,40,155,1446
E01000713,45,175,1473
E01000714,60,174,1631
E01000715,57,215,1385
E01000716,74,182,1286
E01000717,47,184,1378
E01000718,88,203,1770
E01000740,53,182,1499
E01000741,88,190,1308
E01000742,63,219,1737
E01000743,144,280,1346
E01000744,154,236,1141
E01000745,74,212,1471
E01000746,76,187,1595
E01000770,47,157,1225
E01000771,37,154,1444
E01000772,63,201,1252
E01000796,93,223,1314
E01000797,68,129,1365
E01000798,103,223,1138
E01000799,62,168,1412
E01000800,88,192,1338
E01000801,90,190,1137
E01000802,76,214,1439
E01000803,67,164,1365
E01000804,48,160,1228
E01000805,64,207,1240
E01000806,70,193,1458
E01000828,65,195,1324
E01000994,69,166,1357
E01000995,76,182,1373
E01000996,57,146,1051
E01001083,61,195,1353
E01001084,78,230,1520
E01001085,93,233,1280
E01001086,93,233,1424
E01001087,106,254,1835
E01001088,64,196,1449
E01001089,99,218,1590
E01001090,101,251,1935
E01001091,60,189,1336
E01001137,76,208,1485
E01001138,47,151,1384
E01001139,63,181,1358
E01001140,58,162,1393
E01001141,63,162,1021
E01001142,60,146,1320
E01001143,137,277,1527
E01001144,104,221,1348
E01001145,100,225,1361
E01001146,87,185,1343
E01001147,75,217,1330
E01001148,74,175,1364
E01001149,47,175,1350
E01001150,57,149,1449
E01001151,86,223,1291
E01001152,62,192,1417
E01001153,68,172,1379
E01001156,112,207,1399
E01001157,91,202,1410
E01001158,57,176,1331
E01001159,75,215,1511
E01001160,63,226,1592
E01001161,124,282,1443
E01001162,72,202,1450
E01001163,69,211,1659
E01001164,58,184,1661
E01001182,67,179,1176
E01001638,126,220,1628
E01001640,108,232,1994
E01001641,56,156,1543
E01001642,47,125,1609
E01001644,59,185,1968
E01002818,39,104,1859
E01002819,25,73,1488
E01002821,17,90,1318
E01002822,15,52,1139
E01002823,119,176,1074
E01002844,40,111,1219
E01002845,66,169,1123
E01002858,60,163,1031
E01002859,34,88,1506
E01002860,25,73,1404
E01002861,55,120,1249
E01002862,121,193,1229
E01002863,26,112,1303
E01002899,88,150,1117
E01002900,18,77,1335
E01002901,61,241,948
E01002902,51,134,1519
E01002903,18,61,1434
E01002914,52,131,1381
E01003013,38,94,1507
E01003014,63,173,1298
E01003015,87,234,1273
