geocode,asian,black,mixed,other,white
E00024188,25,11,8,0,291
E00024189,27,0,14,1,316
E00024190,0,1,1,0,258
E00024191,4,0,3,0,269
E00024192,0,0,1,0,273
E00024193,0,0,1,0,315
E00024194,0,2,1,0,327
E00024195,1,1,4,0,252
E00024196,0,0,1,0,245
E00024197,0,0,0,0,279
E00024198,1,7,0,0,311
E00024199,3,0,1,3,446
E00024200,2,0,0,0,293
E00024201,1,0,6,0,291
E00024202,5,0,7,0,321
E00024203,5,0,3,0,305
E00024204,0,0,5,0,229
E00024205,1,0,3,1,257
E00024206,0,0,1,0,254
E00024207,1,0,6,1,300
E00024208,9,3,6,0,445
E00024210,11,3,11,2,294
E00024211,1,1,5,0,285
E00024212,1,0,9,0,241
E00024213,0,0,3,1,239
E00024215,1,0,5,1,360
E00024216,12,0,2,0,339
E00024217,1,0,1,0,338
E00024218,6,1,5,2,263
E00024219,13,2,13,0,528
E00024220,14,0,5,0,171
E00024221,0,2,1,0,228
E00024222,1,0,3,3,321
E00024223,7,0,2,0,404
E00024224,4,0,2,0,337
E00024225,14,4,5,1,429
E00024226,0,0,0,2,197
E00024227,0,0,3,1,292
E00024228,4,1,0,2,321
E00024229,7,0,0,0,290
E00024452,112,14,11,1,203
E00024465,70,2,2,4,244
E00024469,19,1,1,0,274
E00024475,113,2,12,16,206
E00024478,117,1,10,4,269
E00024479,16,2,1,0,221
E00024481,65,10,11,0,282
E00024482,61,1,16,2,225
E00024483,58,1,0,0,225
E00024484,87,56,2,14,265
E00024485,34,8,16,1,273
E00024488,61,0,5,2,229
E00024489,33,1,2,0,266
E00024490,56,5,1,0,195
E00024491,81,7,6,1,244
E00024492,140,2,0,0,157
E00024493,101,1,11,2,210
E00024494,62,0,2,1,209
E00024495,89,1,3,0,167
E00024496,10,1,4,4,205
E00024497,68,0,1,0,239
E00024498,176,1,3,1,157
E00024499,109,15,6,1,219
E00024500,109,5,6,5,197
E00024501,66,0,4,4,201
E00024502,78,8,6,0,262
E00024503,104,0,4,5,234
E00024505,75,11,14,5,346
E00024506,45,5,3,0,277
E00024507,113,6,7,5,216
E00024508,21,6,7,0,195
E00024509,5,0,8,2,216
E00024510,8,1,2,0,306
E00024511,5,12,11,0,302
E00024512,0,2,2,7,311
E00024513,3,15,3,0,328
E00024514,12,7,6,0,259
E00024515,9,0,2,1,316
E00024516,14,38,17,4,362
E00024517,6,1,2,0,243
E00024518,39,4,7,1,281
E00024519,12,2,3,1,271
E00024520,5,1,7,0,333
E00024521,11,0,11,1,252
E00024522,19,0,8,1,262
E00024523,17,1,5,3,313
E00024524,5,5,2,0,243
E00024525,15,0,1,0,213
E00024526,26,1,5,0,282
E00024527,44,0,9,1,319
E00024528,40,1,14,1,285
E00024529,31,5,4,1,282
E00024530,30,5,2,2,290
E00024531,104,1,5,2,291
E00024532,20,4,11,0,227
E00024533,20,0,6,7,301
E00024536,42,4,5,0,258
E00024705,0,0,0,0,244
E00024706,1,1,3,0,262
E00024707,2,2,9,1,294
E00024708,19,2,3,0,271
E00024709,2,3,10,0,330
E00024710,0,0,0,0,244
E00024711,1,0,3,1,302
E00024712,5,0,13,0,297
E00024713,4,0,0,0,174
E00024714,5,0,0,0,326
E00024715,2,0,1,0,288
E00024716,15,7,1,4,281
E00024717,2,3,2,0,255
E00024718,0,0,0,0,234
E00024719,4,0,0,1,244
E00024720,7,0,0,0,268
E00024721,25,4,6,0,185
E00024722,28,0,4,0,289
E00024723,22,5,7,0,262
E00024724,7,1,2,0,324
E00024725,1,1,3,0,285
E00024726,4,0,0,1,304
E00024727,4,1,3,0,292
E00024728,0,1,1,0,115
E00024729,1,0,1,0,281
E00024730,1,1,2,0,289
E00024731,9,0,3,0,280
E00024732,4,3,4,0,303
E00024733,2,1,3,0,308
