geocode,all
E02000024,27.06
E02000025,33.12
E02000026,43.07
E02000027,57.32
E02000028,58.41
E02000029,50.56
E02000030,6.26
E02000031,37.62
E02000032,56.21
E02000033,48.07
E02000034,54.6
E02000035,61.38
E02000036,59.86
E02000037,22.53
E02000277,67.63
E02000278,67.21
E02000279,43.29
E02000280,5.47
E02000281,46.55
E02000282,72.21
E02000283,73.86
E02000284,63.91
E02000285,66.96
E02000286,39.78
E02000287,7.69
E02000288,49.57
E02000289,19.31
E02000290,14.83
E02000291,77.11
E02000292,50.65
E02000293,29.21
E02000294,59.17
E02000295,51.69
E02000296,52.92
E02000297,57.38
E02000298,39.88
E02000299,106.18
E02000300,104.98
E02000301,55.24
E02000302,52.69
E02000303,67.54
E02000304,47.01
E02000305,89.83
E02000306,43.83
E02000307,89.28
E02000433,12.17
E02000895,36.39
E02000898,50.6
E02000899,65.81
E02003258,40.67
E02003259,34.84
E02003260,70.26
E02003261,47.51
E02003262,54.41
E02003263,58.58
E02003264,41.38
E02003265,28.68
E02003266,55.42
E02003267,95.78
E02003268,64.65
E02003269,41.01
E02003270,49.08
E02003271,17.64
E02003272,75.38
E02003273,40.66
E02003274,118.22
E02003275,59.05
E02003276,55.35
E02003277,39.35
E02003278,42.3
E02003459,1.67
E02003460,0.72
E02003461,18.24
E02003462,23.15
E02003463,23.14
E02003464,34.73
E02003465,17.75
E02003466,33.98
E02003467,22.62
E02003468,13.27
E02003469,28.81
E02003470,29.17
E02003471,35.7
E02003472,15.46
E02003473,17.55
E02003474,20.85
E02003475,14.89
E02003476,41.89
E02003477,7.87
E02003478,18.86
E02003479,41.42
E02003480,21.5
E02003481,10.47
E02003482,3.13
E02003483,42.88
E02003484,36.68
E02003485,46.71
E02003486,21.64
E02003487,34.96
E02003488,38.62
E02003489,28.88
E02003490,16.92
E02003599,50.9
E02003600,3.66
E02003601,1.15
E02003602,0.78
E02003603,15.74
E02003604,5.45
E02003605,2.04
E02003606,1.77
E02003607,1.12
E02003608,4.62
E02003609,2.54
E02003610,4.81
E02003611,3.53
E02003612,8.28
E02003613,15.85
E02003614,7.0
E02003615,2.21
E02003616,0.55
E02003617,0.78
E02003618,2.01
E02003619,0.88
E02003620,36.01
E02003621,33.23
E02003622,37.17
E02003623,6.03
E02003624,34.31
E02003625,34.75
E02003626,15.33
E02003627,55.92
E02003628,46.6
E02003629,22.41
E02003630,42.9
E02003631,29.08
E02003632,62.14
E02003633,12.26
E02003634,2.62
E02003635,3.27
E02003636,2.15
E02003637,1.43
E02003638,17.63
E02003639,48.65
E02003640,14.96
E02003641,26.12
E02003642,21.33
E02003643,20.82
E02003644,10.12
E02003645,30.36
E02003646,36.61
E02003647,42.55
E02003648,42.25
E02003649,53.6
E02003650,1.57
E02003651,1.9
E02003652,1.23
E02003653,18.66
E02003654,0.84
E02003655,0.65
E02003656,2.21
E02003657,0.72
E02003658,1.04
E02003659,0.77
E02003660,1.61
E02003661,0.59
E02003662,32.63
E02003663,5.53
E02003664,35.62
E02003665,39.46
E02003666,48.28
E02003667,57.29
E02003668,34.49
E02003669,48.07
E02003670,45.78
E02003671,59.66
E02003672,2.74
E02003673,1.59
E02003674,1.33
E02003675,3.44
E02003676,1.12
E02003677,26.37
E02003678,14.52
E02003679,9.46
E02003680,5.24
E02003681,15.7
E02003682,4.33
E02003683,6.91
E02003685,6.13
E02003696,7.61
E02003697,0.99
E02003698,4.45
E02003699,2.08
E02003701,18.74
E02003702,0.76
E02003703,30.68
E02003704,13.67
E02003705,72.56
E02003706,54.04
E02003707,18.43
E02003708,84.63
E02003709,32.72
E02003710,22.74
E02003711,20.25
E02003755,1.32
E02003756,0.74
E02003757,1.27
E02003758,0.71
E02003760,24.19
E02003761,33.12
E02003762,1.63
E02003763,18.99
E02003764,20.17
E02003765,15.48
E02003766,3.38
E02003767,0.39
E02003768,2.35
E02003769,1.56
E02003770,1.02
E02003771,19.12
E02003772,26.74
E02003773,35.24
E02003774,27.36
E02003787,0.89
E02003793,0.99
E02004843,41.94
E02004844,31.42
E02004845,9.94
E02004846,15.15
E02004847,24.22
E02004848,8.93
E02004849,6.73
E02004850,37.78
E02004851,44.65
E02004852,47.22
E02004853,13.23
E02004854,36.66
E02004855,34.93
E02004856,1.08
E02004857,2.74
E02004858,20.09
E02004859,1.89
E02004860,65.35
E02004861,1.64
E02004862,42.96
E02004863,54.5
E02004864,12.28
E02004865,22.07
E02004866,24.04
E02004867,24.74
E02004868,14.71
E02004869,10.85
E02004870,41.32
E02004871,19.48
E02004872,38.06
E02004873,30.56
E02004874,50.5
E02004875,28.17
E02004876,3.03
E02004877,6.26
E02004878,1.3
E02004879,0.79
E02004887,0.97
E02004889,42.57
E02004890,21.13
E02004891,10.96
E02004892,20.24
E02004893,27.67
E02004894,12.45
E02004895,2.61
E02004896,11.05
E02004897,13.65
E02004898,23.73
E02004899,1.59
E02004900,8.76
E02004901,39.74
E02004902,47.07
E02004903,13.12
E02004904,28.21
E02004905,3.71
E02004906,42.49
E02004907,22.34
E02004908,15.16
E02004909,41.83
E02004910,14.77
E02004911,13.94
E02004912,31.94
E02004913,0.83
E02004914,21.25
E02004915,29.65
E02004916,16.05
E02004917,11.86
E02004918,21.45
E02004919,21.17
E02004920,16.15
E02004921,41.36
E02004922,0.86
E02004923,2.52
E02004924,21.93
E02004925,28.92
E02004926,24.95
E02004927,2.47
E02004928,18.22
E02004929,1.26
E02004930,4.73
E02004931,33.28
E02004932,35.85
E02004933,36.82
E02004934,47.87
E02004935,59.21
E02004936,58.49
E02004937,17.69
E02004938,5.33
E02004939,28.01
E02004940,24.1
E02004941,18.53
E02004942,6.54
E02004943,5.56
E02004944,57.51
E02004945,23.81
E02004946,61.6
E02004947,49.52
E02004948,18.17
E02004949,44.46
E02004950,48.48
E02004951,27.07
E02004952,49.2
E02004953,36.62
E02004954,19.55
E02004955,26.47
E02004956,8.87
E02004957,19.44
E02004958,2.8
E02004959,8.93
E02004960,11.94
E02004961,23.48
E02004962,35.68
E02004963,20.67
E02004964,5.13
E02004965,23.87
E02004966,5.77
E02004967,36.19
E02004968,42.3
E02004969,51.8
E02004970,39.27
E02004971,55.24
E02004972,34.72
E02004973,88.9
E02004974,42.49
E02004975,18.05
