geocode,asian,black,mixed,other,white
E02000984,138,10,81,17,7536
E02000985,81,22,74,10,7382
E02000986,798,44,109,38,7376
E02000987,61,23,70,19,7022
E02000988,2121,131,172,31,5952
E02000989,86,20,73,12,8051
E02000990,208,29,115,12,7272
E02000991,630,52,148,27,6825
E02000992,40,12,44,4,5681
E02000993,225,210,197,45,6465
E02000994,3162,273,208,120,4151
E02000995,290,126,136,34,7577
E02000996,130,224,116,29,7370
E02000997,197,37,74,10,5358
E02000998,2729,251,172,107,5354
E02000999,2068,375,249,176,4567
E02001000,905,193,179,46,7822
E02001001,1808,182,205,51,5855
E02001002,279,83,165,11,8907
E02001003,1609,53,112,42,5461
E02001004,4407,619,239,275,2700
E02001005,3156,288,190,108,4195
E02001006,3875,256,168,109,3301
E02001007,250,40,147,34,9800
E02001008,3882,428,218,142,3470
E02001009,1010,82,128,55,5414
E02001010,1112,86,98,68,4503
E02001011,275,33,132,20,9395
E02001012,1405,120,131,35,6142
E02001013,682,46,105,26,5170
E02001014,119,20,107,14,7908
E02001015,272,80,118,18,7425
E02001016,362,110,165,55,7551
E02001017,208,66,134,37,10404
E02001018,169,28,113,11,7283
E02001019,250,38,156,9,8514
E02001020,43,11,53,3,5823
E02001021,77,16,107,7,7599
E02001022,559,67,122,27,7085
E02001023,294,61,128,23,5327
E02001024,125,18,69,8,7863
E02001025,475,157,140,90,6746
E02001026,2865,148,215,87,5649
E02001027,334,51,120,28,6254
E02001028,254,13,64,15,7084
E02001029,1818,82,153,91,4830
E02001030,112,30,47,13,5615
E02001031,791,45,144,37,5447
E02001032,184,22,89,15,7242
E02001033,285,42,112,33,5141
E02001034,305,78,171,41,7171
E02001035,359,29,95,18,6699
E02001036,253,77,133,53,6737
E02001037,366,42,75,91,6544
E02001038,356,76,116,60,4960
E02001039,364,311,284,74,7141
E02001040,402,67,104,72,5375
E02001041,451,134,190,63,6778
E02001042,450,67,128,88,5460
E02001043,326,112,154,28,4848
E02001044,1309,99,196,289,7100
E02001045,276,389,219,35,7008
E02001046,450,567,316,157,7900
E02001047,478,611,308,89,8384
E02001048,2085,423,291,263,5411
E02001049,388,501,265,37,8442
E02001050,1009,796,306,189,4866
E02001051,436,1026,293,70,6213
E02001052,7092,819,515,914,3431
E02001053,778,1480,505,151,7128
E02001055,384,552,326,96,7243
E02001056,360,972,398,81,6358
E02001057,801,770,350,151,6035
E02001059,1115,1629,520,151,6387
E02001061,459,1516,384,87,6556
E02001062,2842,2045,656,662,3753
E02001063,2573,1674,702,593,5018
E02001064,2489,1597,523,320,4198
E02001065,526,1028,368,95,6662
E02001066,4737,1152,506,482,5048
E02001067,1212,1792,591,173,5746
E02001068,1186,4855,839,658,2129
E02001069,2921,2150,673,840,4412
E02001070,4259,649,418,471,6098
E02001071,7062,1242,562,339,4046
E02001072,2139,982,512,463,4510
E02001073,1720,355,336,238,7039
E02001074,3083,1137,815,764,5780
E02001075,2521,640,509,274,4328
E02001076,1820,319,472,446,8522
E02001077,1586,235,356,221,5352
E02001078,3364,459,404,363,5884
E02001079,1489,580,606,418,5889
E02001080,1308,252,439,297,7236
E02001081,314,138,303,59,5399
E02001082,566,195,272,206,5553
E02001083,594,336,435,250,6309
E02001084,973,220,437,249,6741
E02001085,1412,394,469,285,5681
E02001086,657,320,352,220,5045
E02001087,640,140,298,198,8191
E02001088,565,364,347,167,7448
E02001089,1510,212,323,248,5724
E02001090,399,134,192,94,5867
E02001091,411,187,225,87,7247
E02001092,485,339,394,102,7186
E02001093,767,364,381,164,7531
E02001094,416,513,365,96,7611
E02001095,391,345,316,119,7132
E02001096,337,149,262,64,6583
E02001097,362,275,325,56,7036
E02001098,42,8,72,4,5937
E02001099,151,25,62,10,5793
E02001100,355,29,81,5,5645
E02001101,79,20,50,6,5821
E02001102,233,34,82,7,5758
E02001103,55,16,54,7,5409
E02001104,72,84,126,9,6648
E02001105,108,33,74,9,5773
E02001106,320,31,84,15,5593
E02001107,1343,44,119,7,4637
E02001108,85,104,165,4,4724
E02001109,251,83,171,11,6798
E02001110,86,17,70,6,6065
E02001111,1648,416,293,68,4254
E02001112,282,32,57,1,5566
E02001113,7390,226,121,32,1767
E02001114,1226,86,157,9,6672
E02001115,55,68,101,4,5728
E02001116,2687,123,174,26,3452
E02001117,79,8,51,6,5762
E02001118,74,20,75,7,6083
E02001119,8838,182,149,53,1628
E02001121,3938,117,152,39,2273
E02001123,749,169,204,20,5307
E02001124,777,71,169,14,4708
E02001125,421,109,151,13,7344
E02001126,887,114,178,25,6261
E02001127,268,66,137,7,6602
E02001128,258,82,118,8,6994
E02001129,163,102,152,9,5375
E02001130,89,40,79,11,5559
E02001131,60,23,71,12,5138
E02001132,53,22,69,10,6309
E02001133,125,19,43,3,5985
E02001134,250,11,51,5,5954
E02001135,1914,111,194,17,5371
E02001136,1293,65,175,16,7640
E02001137,437,16,95,20,5630
E02001138,833,21,101,33,7957
E02001139,6270,51,133,44,2759
E02001140,1431,103,164,33,5833
E02001141,5185,533,376,237,6109
E02001142,973,42,68,21,4821
E02001143,3133,255,250,63,6935
E02001144,148,5,72,10,5900
E02001145,64,25,111,9,6900
E02001146,6412,118,194,56,2352
E02001147,583,253,179,23,8009
E02001148,1041,80,141,51,8703
E02001149,191,138,124,35,9195
E02001150,102,76,115,15,8182
E02001151,270,51,112,21,8960
E02001152,186,203,181,30,8498
E02001153,231,240,219,42,9266
E02001154,149,89,164,11,9813
E02001155,97,131,108,27,6602
E02001156,259,112,130,24,9191
E02001157,81,187,112,5,6862
E02001158,96,94,107,18,5619
E02001159,115,74,100,23,5401
E02001160,128,177,114,27,5762
E02001161,192,113,90,9,5444
E02001162,142,127,71,31,5437
E02001163,178,60,111,31,8930
E02001164,234,216,184,27,6453
E02001165,162,94,87,5,5799
E02001166,236,163,146,230,6222
E02001167,277,246,136,175,5520
E02001168,222,152,141,51,8840
E02001169,449,50,186,44,9817
E02001170,254,23,138,25,9252
E02001171,132,37,77,12,5336
E02001172,889,1061,371,242,9382
E02001173,389,498,228,127,7120
E02001174,295,88,101,18,5138
E02001175,135,77,119,42,6565
E02001176,674,133,210,330,9583
E02001177,676,380,228,107,10266
E02001178,973,576,325,267,8517
E02001179,157,184,112,27,5319
E02001180,376,566,198,115,4623
E02001181,117,146,117,16,5294
E02001182,321,144,102,174,5262
E02001183,252,128,119,45,5500
E02001184,880,596,303,192,8433
E02001185,161,85,148,25,9685
E02001186,236,66,135,45,9481
E02001187,133,79,164,8,6804
E02001188,259,125,244,52,7261
E02001189,239,78,190,31,7844
E02001190,126,95,139,18,6308
E02001191,34,18,51,11,5727
E02001192,417,89,132,39,5769
E02001193,224,71,146,29,5629
E02001194,482,30,134,59,5181
E02001195,94,19,83,2,7251
E02001196,77,18,103,6,7343
E02001197,472,72,173,43,5465
E02001198,80,26,153,6,7280
E02001199,1235,60,215,138,6158
E02001200,360,99,142,28,5792
E02001201,42,14,78,9,5641
E02001202,254,53,131,8,5648
E02001203,33,11,56,6,5690
E02001204,323,55,139,30,8391
E02001205,190,44,136,21,7392
E02001206,119,21,83,13,6767
E02001207,180,12,65,55,6701
E02001208,295,72,187,51,6617
E02001209,334,76,187,23,7114
E02001210,105,58,92,20,6626
E02001211,652,51,130,108,5069
E02001212,395,80,173,15,5829
E02001213,327,51,175,46,8530
E02001214,1254,42,161,185,5810
E02001215,40,22,50,8,5684
E02001216,454,48,105,78,6625
E02001217,201,47,91,35,6207
E02001218,322,46,119,52,5321
E02001219,148,16,60,26,5205
E02001220,397,45,100,48,4946
E02001221,150,16,75,19,5743
E02001222,1214,32,97,45,4818
E02001223,459,35,115,61,6223
E02001224,61,19,49,10,5677
E02001225,278,27,92,62,6619
E02001226,944,55,127,92,5592
E02001227,174,17,86,26,5396
E02001228,185,14,76,10,5126
E02001229,147,38,120,7,9419
E02001230,1197,45,106,26,4773
E02001231,129,22,95,7,6897
E02001232,1025,119,153,19,6895
E02001233,898,46,109,14,6474
E02001234,708,79,114,48,6666
E02001235,1002,55,111,24,5367
E02001236,212,63,71,4,5384
E02001237,165,13,77,6,6594
E02001238,246,64,120,7,7336
E02001239,156,125,156,17,8623
E02001240,160,101,104,12,5807
E02001241,2856,216,197,29,6185
E02001242,306,29,54,12,5306
E02001243,334,21,72,6,7439
E02001244,162,13,56,8,5272
E02001245,285,70,106,19,7368
E02001246,151,38,68,19,7013
E02001247,150,81,129,4,6562
E02001248,539,76,166,10,9467
E02001249,202,54,92,9,5912
E02001250,112,15,64,13,6310
E02001251,50,21,48,3,5899
E02001252,140,44,124,15,7168
E02001253,102,40,90,2,4955
E02001254,61,27,74,12,5649
E02001255,61,67,82,11,5850
E02001256,2663,86,154,24,7210
E02001257,140,105,168,6,8687
E02001258,194,11,79,6,6942
E02001259,3429,1957,615,390,3786
E02001260,219,121,148,23,7121
E02001261,1029,668,517,118,5945
E02001262,3109,973,451,225,3703
E02001263,179,66,119,21,7669
E02001264,832,367,267,77,6606
E02001265,114,69,116,19,7790
E02001266,440,323,221,50,5615
E02001267,187,110,183,20,6922
E02001268,153,54,117,11,6861
E02001269,969,386,305,81,6525
E02001270,304,56,177,25,7299
E02001271,169,59,138,79,6102
E02001272,357,50,128,76,7239
E02001273,666,110,213,56,7837
E02001274,592,113,114,142,6913
E02001275,95,171,202,16,7911
E02001276,302,124,166,102,7237
E02001277,636,231,365,69,7522
E02001278,423,69,134,63,7428
E02001279,410,55,112,49,7800
E02001280,365,111,194,82,7516
E02001281,281,41,103,30,7298
E02001282,435,78,237,48,8210
E02001283,519,53,167,77,7829
E02001284,292,34,184,26,7546
E02001285,376,44,162,54,7195
E02001286,1091,47,176,171,6409
E02001287,50,17,40,11,5567
E02001288,124,32,61,32,7298
E02001289,69,16,54,6,9937
E02001290,66,6,34,10,5970
E02001291,76,35,77,13,7474
E02001292,219,41,96,18,7490
E02001293,23,13,41,5,6076
E02001294,173,75,85,43,7456
E02001295,78,81,83,44,7044
E02001296,107,106,133,49,8538
E02001297,41,13,42,6,6601
E02001298,91,60,79,8,7893
E02001299,78,43,59,21,8649
E02001300,80,33,63,8,7738
E02001301,126,48,80,37,7808
E02001302,32,25,70,7,7712
E02001303,101,124,91,23,8191
E02001304,79,24,59,13,12065
E02001305,43,32,56,11,8055
E02001306,47,13,54,21,7167
E02001307,67,26,67,6,11098
E02001308,57,43,35,7,5850
E02001309,114,24,84,12,7435
E02001310,121,55,77,22,8713
E02001311,89,84,74,19,8051
E02001312,61,67,83,16,7563
E02001313,75,53,103,19,7643
E02001314,94,56,80,20,7776
E02001315,86,29,124,20,7430
E02001316,306,87,90,45,6018
E02001317,136,75,78,25,8130
E02001318,33,7,46,12,7771
E02001319,80,46,75,13,7142
E02001320,88,48,68,11,7448
E02001321,36,20,41,7,8294
E02001322,34,7,37,6,7364
E02001323,95,35,61,18,7326
E02001324,77,48,52,6,8290
E02001325,79,22,55,14,7605
E02001326,88,9,69,19,7517
