geocode,all
E01012662,52.77
E01012663,35.61
E01012664,63.75
E01012665,46.42
E01012666,52.18
E01012667,59.61
E01012668,34.6
E01012669,32.49
E01012670,142.3
E01012671,48.77
E01012672,47.06
E01012673,86.25
E01012674,46.46
E01012675,106.15
E01012676,75.86
E01012677,61.3
E01012678,89.83
E01012679,105.54
E01012680,58.93
E01012681,41.42
E01012682,75.38
E01012683,76.5
E01012684,122.23
E01012685,42.82
E01012686,57.66
E01012687,22.55
E01012688,16.57
E01012689,44.77
E01012690,41.54
E01012691,41.26
E01012692,20.75
E01012693,42.98
E01012694,74.35
E01012695,92.94
E01012696,78.82
E01012697,51.5
E01012698,76.15
E01012699,63.28
E01012700,78.56
E01012701,48.66
E01012702,65.44
E01012703,41.39
E01012704,24.55
E01012705,39.83
E01012706,45.61
E01012707,45.65
E01012708,61.89
E01012709,76.76
E01012710,45.64
E01012711,40.95
E01012712,14.74
E01012713,15.4
E01012714,9.96
E01012715,63.68
E01012716,33.51
E01012717,21.66
E01012718,43.41
E01012719,58.17
E01012720,57.34
E01012721,72.75
E01012722,13.25
E01012723,27.38
E01012724,35.78
E01012725,66.19
E01012726,66.14
E01012727,44.13
E01012728,77.16
E01012729,49.41
E01012730,11.12
E01012731,11.1
E01012732,23.52
E01012733,103.11
E01012734,92.74
E01012735,78.32
E01012736,30.58
E01012737,47.72
E01012738,109.75
E01012739,89.75
E01012740,59.3
E01012741,65.39
E01012742,60.26
E01012743,68.5
E01012744,88.5
E01012745,54.68
E01012746,63.4
E01012747,61.91
E01012748,43.86
E01012749,72.61
E01012750,65.34
E01012751,56.09
E01012752,26.18
E01012753,53.51
E01012754,72.59
E01012755,51.3
E01019138,6.26
E01019139,15.78
E01019140,38.98
E01019141,47.78
E01019142,127.2
E01019143,44.92
E01019147,44.58
E01019148,4.67
E01019149,9.72
E01019150,23.06
E01019151,21.44
E01019152,23.06
E01019153,26.57
E01019154,4.2
E01019155,20.89
E01019156,11.66
E01019157,64.32
E01019158,109.45
E01019159,35.89
E01019160,59.33
E01019161,27.62
E01019162,26.47
E01019163,9.72
E01019164,4.28
E01019165,33.68
E01019166,31.68
E01019167,68.0
E01019168,18.97
E01019169,44.13
E01019170,113.96
E01019171,126.8
E01019172,57.29
E01019173,109.36
E01019174,79.44
E01019175,60.29
E01019176,40.27
E01019177,38.59
E01019178,1.91
E01019179,3.34
E01019180,4.25
E01019182,20.44
E01019184,80.32
E01019185,49.53
E01019186,98.54
E01019187,1.91
E01019379,0.97
E01019380,0.51
E01024984,33.43
E01024985,44.41
E01024986,18.54
E01024987,53.46
E01024989,44.43
E01024993,1.66
E01024997,10.65
E01024998,2.51
E01024999,9.75
E01025000,10.35
E01025001,6.36
E01025002,52.68
E01025003,16.97
E01025004,37.72
E01025005,32.22
E01025006,13.37
E01025007,10.18
E01025008,31.81
E01025009,25.54
E01025010,11.69
E01025011,69.78
E01025012,2.74
E01025013,37.25
E01025014,0.55
E01025015,5.53
E01025016,9.2
E01025017,48.4
E01025018,17.64
E01025019,3.1
E01025023,30.23
E01025024,4.18
E01025025,61.12
E01025026,0.7
E01025027,1.05
E01025028,19.67
E01025029,1.64
E01025030,8.99
E01025031,0.58
E01025085,39.37
E01025086,20.8
E01025087,29.99
E01025100,9.05
E01025101,69.81
E01025103,10.7
E01025107,0.37
E01025110,75.32
E01025111,53.35
E01025112,56.37
E01025113,57.87
E01025114,33.73
E01025115,43.51
E01025116,58.5
E01025117,141.02
E01025118,53.32
E01025119,38.96
E01025120,106.84
E01025121,11.18
E01025122,20.36
E01025123,31.49
E01025124,42.2
E01025136,66.23
E01025137,50.09
E01025138,54.9
E01025139,40.31
E01025140,63.11
E01025153,37.24
E01025155,30.2
E01025157,16.39
E01025161,34.98
E01025162,39.06
E01025163,25.29
E01025164,34.87
E01025165,34.53
E01025170,50.09
E01025171,16.86
E01025172,12.61
E01025173,34.12
E01025541,13.28
E01025542,44.89
E01025543,13.78
E01025544,51.54
E01025545,8.89
E01025546,39.52
E01025550,23.56
E01025551,56.59
E01025552,12.95
E01025554,50.43
E01025555,39.6
E01025556,32.76
E01025557,11.77
E01025561,1.01
E01025562,0.56
E01025563,2.29
E01025564,14.6
E01025565,1.51
E01025566,10.24
E01025567,23.01
E01025568,22.44
E01025569,18.21
E01025570,43.2
E01025571,52.55
E01025572,42.56
E01025573,57.02
E01025574,39.79
E01025575,3.45
E01025576,24.32
E01025577,64.97
E01025578,51.93
E01025579,94.83
E01025580,14.31
E01025581,61.47
E01025582,48.12
E01025583,115.81
E01025584,38.57
E01025585,0.65
E01025586,14.77
E01025587,6.45
E01025588,10.46
E01025589,1.26
E01025590,71.18
E01025591,32.45
E01025592,35.77
E01025593,15.83
E01025594,30.66
E01025595,10.31
E01025596,10.81
E01025597,49.75
E01025598,16.97
E01025599,15.99
E01025600,35.9
E01025601,29.42
E01025602,25.35
E01025603,35.53
E01025604,50.79
E01025605,20.36
E01025606,75.97
E01025607,48.93
E01025608,61.4
E01033072,1.02
E01033160,22.38
