geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E00068660,88,0,13,2,3
E00068662,111,1,13,5,0
E00068663,94,1,23,7,0
E00068665,61,3,3,79,1
E00068666,74,3,8,37,1
E00068667,46,3,12,64,0
E00068668,39,4,8,70,0
E00068672,55,5,13,46,0
E00068675,78,3,12,49,0
E00068678,48,3,5,79,0
E00068680,57,3,6,55,0
E00068682,77,1,16,41,0
E00068684,98,0,11,4,0
E00068688,96,1,13,1,2
E00068689,100,3,17,1,0
E00068691,89,2,11,8,0
E00068693,90,1,12,3,2
E00068694,69,1,12,41,1
E00068695,21,3,10,98,0
E00068696,45,1,9,59,4
E00068697,52,1,11,46,0
E00068699,49,4,7,67,0
E00068700,29,4,9,90,1
E00068739,88,0,13,40,3
E00068740,64,1,15,56,0
E00068741,96,1,23,4,2
E00068743,82,0,8,9,1
E00068744,115,2,21,15,0
E00068745,118,1,14,4,1
E00068747,108,2,18,42,1
E00068748,67,0,5,2,0
E00068749,97,0,14,1,1
E00068750,72,0,9,1,2
E00068751,131,1,7,6,1
E00068752,92,0,24,2,4
E00068753,91,0,9,3,0
E00068754,93,0,11,12,1
E00068755,60,1,19,63,1
E00068756,3,1,11,94,0
E00068757,94,0,24,5,0
E00068758,99,1,17,4,0
E00068759,90,1,19,9,0
E00068760,51,0,11,72,0
E00068761,81,1,11,7,0
E00068762,36,1,15,83,1
E00068763,54,2,24,45,3
E00068764,24,2,8,104,1
E00068765,31,3,7,49,0
E00068766,12,1,6,134,2
E00068767,28,3,15,82,0
E00068768,9,3,13,98,0
E00068769,115,0,13,3,1
E00068770,31,1,11,98,1
E00068771,35,0,7,120,4
E00068772,20,1,6,123,0
E00068773,28,1,8,126,1
E00068774,30,3,15,138,1
E00068775,68,1,18,54,0
E00068776,18,1,7,84,0
E00068777,22,1,11,95,0
E00068778,31,1,13,97,0
E00068779,33,2,7,79,0
E00068780,98,0,21,8,0
E00068781,27,2,6,95,0
E00068782,7,11,6,140,1
E00068783,37,1,10,106,1
E00069053,119,2,14,5,0
E00069063,102,0,9,2,1
E00069064,128,1,13,2,5
E00069065,113,0,9,0,0
E00069066,96,1,12,2,0
E00069067,79,2,8,4,0
E00069068,119,0,6,0,0
E00069069,133,1,26,3,0
E00069071,93,1,9,0,0
E00069072,127,0,74,4,0
E00069073,117,1,72,6,1
E00069074,124,2,12,0,1
E00069075,99,1,17,2,2
E00069076,32,0,87,21,0
E00069077,100,0,13,2,1
E00069246,89,4,10,63,0
E00069247,107,1,6,5,0
E00069248,38,4,16,57,0
E00069249,58,2,7,60,0
E00069251,82,1,17,56,2
E00069253,31,5,7,60,1
E00069277,49,0,3,57,0
E00069278,43,3,10,49,0
E00069279,70,3,29,61,4
E00069280,30,1,7,58,1
E00069281,56,1,16,54,0
E00069282,86,1,5,4,3
E00069283,64,3,2,52,0
E00069284,38,3,7,61,1
E00069285,54,1,11,52,1
E00069286,41,0,13,32,0
E00069287,63,5,11,94,8
E00069288,54,1,11,48,1
E00069289,53,0,5,66,0
E00069290,8,2,4,118,0
E00069291,7,0,2,95,0
E00069295,66,2,8,33,0
E00069296,4,2,7,144,0
E00130025,105,4,53,6,0
E00130026,125,0,6,20,0
E00130027,69,1,5,21,0
E00130028,169,1,7,1,0
E00130029,134,1,19,1,0
E00130030,107,0,10,0,0
E00130032,119,0,9,1,0
E00130033,106,2,7,2,0
E00130034,94,0,4,1,1
E00130035,96,2,8,0,0
E00130036,30,0,9,38,0
E00130037,111,1,9,2,0
E00130038,66,2,27,40,0
E00130039,105,2,12,2,0
E00130040,109,1,7,0,0
E00130041,102,1,10,1,3
E00130056,108,4,11,17,0
E00130057,122,2,9,4,0
E00130059,153,1,18,3,0
E00130060,125,1,5,3,2
E00130062,47,2,8,60,0
E00130065,130,1,4,0,2
E00130066,115,1,4,1,1
E00130067,129,0,8,0,0
E00130068,122,0,5,0,2
E00130069,119,0,5,0,0
E00130070,117,0,7,1,1
E00130256,102,2,3,22,3
E00130257,129,0,15,1,1
E00130258,109,1,7,21,0
E00130259,166,2,11,21,3
E00130260,107,0,5,7,0
E00130261,65,2,14,39,0
E00130262,58,3,36,63,0
E00130263,135,3,9,9,1
E00130264,119,4,10,25,0
E00130265,94,2,6,20,0
E00130266,143,1,16,4,0
E00130267,121,0,4,2,0
E00130268,95,2,5,23,0
E00130269,125,1,5,0,0
E00130270,107,0,5,1,0
E00130272,113,1,12,11,1
E00130273,97,5,2,35,0
E00130274,100,1,51,15,0
E00130341,94,0,11,1,2
E00130589,114,2,6,6,1
E00130590,108,3,5,4,1
E00130592,115,2,7,1,0
E00130593,127,0,1,1,1
E00130594,106,1,5,1,0
E00131145,130,1,4,0,0
E00131147,145,0,2,0,1
E00131148,120,0,32,3,0
E00131150,118,0,10,2,0
E00131156,151,1,17,3,0
E00131157,88,3,34,6,0
E00131158,120,2,3,1,1
E00131159,122,2,4,1,0
E00131161,138,0,0,0,0
E00131162,123,1,1,1,0
E00131163,105,0,12,2,0
E00131164,111,2,11,2,0
E00131165,118,0,9,0,1
E00165830,46,5,11,77,0
E00165831,114,0,3,1,0
E00169469,89,0,20,3,0
E00169474,41,2,67,25,1
E00169537,102,1,11,5,1
E00169539,49,4,32,28,0
E00169541,106,0,25,3,0
E00169542,36,0,87,6,1
E00169544,103,1,22,2,0
E00169548,26,1,14,37,0
E00169569,103,1,13,2,0
E00170681,118,0,5,1,0
E00170682,101,1,9,10,2
E00173345,67,4,44,9,2
E00173347,83,2,26,14,1
