geocode,asian,black,mixed,other,white
E01013990,2,3,15,4,1726
E01013992,1,0,6,7,1420
E01013993,5,0,17,0,1576
E01013994,8,3,14,3,1540
E01013995,4,7,19,0,1679
E01013996,10,1,11,1,1522
E01013997,8,2,27,2,1944
E01014026,8,3,16,2,2087
E01014031,7,1,12,0,1547
E01014032,9,0,8,3,1618
E01014035,42,6,15,7,1671
E01014036,18,3,13,1,1538
E01014037,7,2,3,0,1455
E01014038,16,17,7,3,1422
E01014039,16,4,16,0,1755
E01014040,9,1,4,1,1584
E01014049,8,1,10,1,1578
E01014050,4,1,9,0,1745
E01014053,10,0,10,0,1770
E01014054,2,1,9,1,1341
E01014057,7,0,14,3,1677
E01014058,5,1,12,2,1569
E01014059,8,1,13,3,1983
E01014060,7,1,13,0,1576
E01014061,6,2,6,0,1534
E01014062,11,7,11,1,1592
E01014063,2,0,7,0,1768
E01014064,11,5,25,1,1558
E01014065,7,0,5,3,1449
E01014066,14,1,6,0,1102
E01014067,2,1,7,0,1438
E01014068,12,1,8,0,1451
E01014069,7,2,5,2,1843
E01014070,11,0,9,6,2221
E01014071,5,1,18,0,1424
E01014072,12,8,20,3,2018
E01014073,39,9,20,14,1856
E01014074,7,0,11,4,1572
E01014080,9,2,8,2,1361
E01014092,34,7,38,5,1724
E01014093,15,1,15,1,1409
E01014099,9,6,14,1,1773
E01014884,36,63,26,5,1918
E01014885,16,2,8,1,1841
E01014989,11,12,17,3,1234
E01022106,27,8,23,2,1698
E01022107,18,1,13,9,1486
E01022108,37,1,17,2,1729
E01022120,30,9,21,2,1489
E01022121,46,16,31,8,1674
E01022122,29,10,32,1,1299
E01022123,124,9,53,9,2010
E01022147,23,15,46,8,1528
E01022160,37,11,48,4,2002
E01022161,22,20,16,0,1358
E01022162,17,3,25,0,1498
E01022167,6,5,10,2,1200
E01022168,15,4,9,7,1069
E01022169,38,4,19,9,1436
E01022170,41,5,20,7,1410
E01022176,10,1,21,2,1896
E01022206,17,2,19,3,1846
E01022217,7,0,11,0,1276
E01022218,15,2,11,0,1286
