geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E01007823,8,117,510,43,35,2,2,2,8
E01007826,18,74,591,39,51,3,1,1,6
E01007915,14,67,500,23,43,6,2,0,18
E01007916,8,139,306,41,20,4,2,4,9
E01007917,9,74,444,27,37,1,3,1,10
E01007918,14,76,519,26,60,0,2,0,41
E01007919,8,172,347,66,17,4,4,3,4
E01007920,8,42,497,29,82,0,3,0,44
E01007921,12,37,481,37,67,6,0,1,23
E01007922,10,84,542,26,53,2,6,0,16
E01007923,22,81,627,42,74,4,2,2,20
E01007924,18,98,528,31,40,4,0,1,20
E01007925,11,77,552,29,66,5,3,2,20
E01007926,12,48,558,32,125,2,4,1,20
E01008080,12,106,471,73,16,5,5,1,10
E01008081,6,126,408,45,15,6,3,1,13
E01008082,3,143,310,62,8,5,2,1,8
E01008083,3,137,316,66,8,9,1,0,11
E01008084,5,169,303,62,6,3,4,2,5
E01013453,65,138,608,364,32,8,4,6,19
E01013454,25,61,353,160,11,7,2,9,11
E01013455,30,66,576,170,42,7,6,13,16
E01013456,43,112,448,246,19,8,8,14,16
E01013457,45,95,489,272,29,9,6,11,10
E01013460,49,156,468,342,31,8,4,14,21
E01013461,32,37,613,43,42,2,1,2,18
E01013462,34,46,568,44,35,6,4,1,6
E01013463,20,36,634,20,39,4,2,2,9
E01013464,26,39,473,51,36,3,2,3,3
E01013465,25,47,555,48,32,4,5,1,11
E01013466,23,29,564,59,40,5,1,4,8
E01013467,23,38,439,63,20,7,2,3,4
E01013468,33,29,526,72,33,7,4,1,10
E01013469,14,32,343,48,22,4,0,1,9
E01013479,44,156,372,354,42,12,12,11,23
E01013480,38,149,358,234,24,4,6,9,24
E01013481,7,75,328,135,17,1,8,12,14
E01013483,24,71,472,167,26,9,6,13,19
E01013484,15,38,305,147,24,2,18,14,3
E01013485,16,62,416,165,20,1,7,25,6
E01013505,30,68,615,54,12,7,3,5,7
E01013506,27,58,466,49,32,9,0,7,6
E01013507,39,75,561,75,13,5,3,1,3
E01013508,19,79,352,42,8,12,1,1,5
E01013509,33,69,610,86,21,7,6,2,9
E01013510,21,74,443,78,11,6,6,3,1
E01013511,25,61,563,73,27,8,1,1,6
E01013512,32,60,399,116,12,14,3,2,5
E01013513,17,62,370,42,14,9,6,7,5
E01013522,35,81,393,194,29,11,6,8,9
E01013523,36,86,411,217,22,6,1,4,11
E01013524,38,84,457,370,42,1,3,7,26
E01013525,62,88,732,276,38,11,2,2,23
E01013526,30,33,562,84,58,5,2,1,23
E01013527,33,20,535,64,58,3,3,0,16
E01013528,53,50,443,150,67,7,7,5,24
E01013529,52,88,766,195,51,9,6,6,26
E01013530,22,81,575,56,15,6,4,4,9
E01013531,21,60,455,61,10,5,0,5,4
E01013532,11,82,434,71,3,9,1,4,1
E01013533,24,82,325,82,9,8,4,6,1
E01013534,28,83,586,55,20,9,4,12,2
E01013535,25,87,297,94,4,8,0,8,2
E01013536,27,88,353,107,6,3,3,10,5
E01013537,30,76,516,77,17,8,1,7,5
E01013538,32,99,403,117,15,9,6,7,7
E01013542,25,51,466,187,34,4,4,7,14
E01013543,24,38,637,117,46,12,2,1,14
E01013547,35,65,495,236,32,7,5,6,18
E01013548,32,54,444,94,20,8,4,5,6
E01013549,15,72,449,52,11,5,5,8,1
E01013550,34,61,318,99,13,5,2,4,3
E01013551,31,87,443,304,35,8,7,8,21
E01013552,23,63,424,84,15,10,3,5,4
E01013553,19,71,452,62,13,4,1,7,1
E01013554,33,87,436,224,20,3,2,9,10
E01013555,33,50,502,103,12,10,2,8,7
E01013556,34,85,558,38,31,6,0,2,3
E01013557,21,60,417,49,32,3,1,1,7
E01013558,28,69,691,96,43,5,4,1,14
E01013559,17,49,541,55,25,5,4,2,3
E01013561,29,53,552,65,31,3,2,2,6
E01013564,25,71,819,56,56,8,6,0,8
E01013574,13,45,627,20,46,5,4,2,5
E01013575,16,66,677,19,32,5,1,0,8
E01013576,18,57,736,21,30,7,3,0,12
E01013577,15,62,784,24,48,11,1,0,8
E01013578,16,40,734,19,33,7,2,2,10
E01013579,14,58,679,31,24,2,3,1,4
E01013580,20,63,746,28,35,10,3,1,6
E01013581,18,74,464,51,11,8,3,10,5
E01013582,19,98,551,54,11,7,4,7,7
E01013595,25,80,818,116,45,12,3,1,15
E01013596,25,42,560,61,27,9,4,3,7
E01014315,3,28,562,29,26,1,1,1,3
E01014316,3,41,324,43,4,9,4,10,4
E01014317,6,70,371,34,4,4,2,2,7
E01014318,8,23,686,30,23,3,5,1,4
E01014319,2,29,637,24,29,7,1,7,6
E01014320,5,28,662,30,36,8,3,1,8
E01014321,7,65,565,53,16,7,4,8,4
E01014363,7,24,490,29,5,4,4,6,2
E01014364,8,42,532,40,13,5,3,6,4
E01014365,7,31,550,31,12,4,0,2,3
E01014366,8,79,427,53,17,5,5,5,2
E01014367,5,65,308,42,6,11,3,4,2
E01014368,10,73,424,69,10,9,5,4,2
E01014369,5,39,470,32,18,5,7,6,2
E01018575,15,16,427,68,62,2,3,1,13
E01018576,16,26,788,84,77,8,5,3,41
E01018577,29,27,937,94,101,2,10,3,42
E01018628,10,6,589,82,83,2,1,1,34
E01018669,19,16,1029,64,174,5,17,0,58
E01018670,23,8,790,65,191,2,11,4,34
E01019405,1,7,526,33,136,1,5,0,10
E01019406,4,9,357,36,48,5,3,1,14
E01019407,10,52,694,203,62,10,2,3,48
E01019408,6,22,603,100,23,9,5,3,13
E01019409,6,28,623,79,38,13,5,1,18
E01019410,13,33,693,54,29,5,3,2,14
E01019411,3,43,598,67,24,5,3,3,9
E01019412,7,26,777,35,45,10,2,0,13
E01019413,5,23,652,58,30,5,3,2,13
E01019414,2,19,612,52,48,8,5,2,30
E01019415,17,23,646,109,48,5,4,2,27
E01019416,7,19,562,61,30,4,3,4,14
E01019417,10,49,633,138,41,11,3,8,22
E01019418,12,25,750,58,46,10,4,1,11
E01019419,21,43,821,82,70,11,3,1,30
E01019423,6,13,457,24,66,2,1,1,15
E01019424,5,6,447,39,40,5,4,3,8
E01019425,9,25,509,54,59,8,3,0,20
E01019426,14,18,465,41,50,6,1,0,20
E01019427,15,21,594,54,86,5,5,0,40
E01019428,7,33,588,36,33,4,1,2,3
E01019429,13,23,685,38,65,7,6,0,4
E01019430,17,19,789,61,67,8,2,0,35
E01019446,5,44,565,28,34,11,1,3,1
E01019447,12,19,582,26,50,6,4,5,12
E01019448,11,29,723,40,61,12,3,0,7
E01019449,4,37,859,43,47,11,3,1,9
E01019450,7,48,553,44,36,5,2,5,3
E01019454,7,20,554,45,35,4,6,1,4
E01019455,16,28,557,86,24,6,2,0,5
E01019460,8,33,736,69,39,10,3,1,8
E01019461,8,27,515,92,30,3,3,2,2
E01019462,5,17,478,63,26,7,1,0,3
E01019463,15,33,378,93,17,13,0,5,2
E01019467,4,18,606,25,63,12,6,0,4
E01019472,26,25,968,68,174,15,10,4,18
E01019477,7,15,819,47,127,14,4,5,15
E01019528,9,64,603,29,39,7,2,4,10
E01019533,12,36,623,58,24,4,3,5,26
E01019536,12,65,581,68,27,5,0,11,6
E01019537,4,26,518,80,23,8,4,3,11
E01019538,12,72,494,211,52,5,4,4,42
E01019539,11,34,551,94,33,4,2,3,22
E01019540,14,36,512,122,35,2,2,2,12
E01019541,4,50,454,75,27,4,8,9,12
E01019542,12,80,504,93,30,5,3,16,3
E01019543,7,80,431,69,18,9,2,11,5
E01019544,10,61,469,68,20,6,3,8,3
E01019546,6,57,569,63,17,3,2,5,10
E01019548,7,89,868,119,38,6,7,7,21
E01019554,10,60,429,194,32,5,6,8,19
E01019555,9,38,436,113,30,10,5,6,11
E01019556,7,44,379,189,22,4,2,10,15
E01019557,8,44,611,37,29,1,3,0,12
E01019558,8,34,679,25,27,6,0,3,12
E01019559,6,32,526,22,30,4,5,1,9
E01019560,9,66,431,44,18,8,1,2,3
E01019561,4,83,311,51,11,8,3,5,8
E01019562,8,44,371,52,14,4,1,1,7
E01019569,10,94,583,121,21,9,4,10,7
E01019570,6,35,378,52,19,3,2,6,3
E01019571,8,64,367,66,11,5,0,9,2
E01019572,7,68,341,60,12,2,3,8,4
E01019573,11,68,562,62,39,6,4,3,7
E01019574,7,51,453,60,19,6,1,6,8
E01019575,5,71,365,138,12,4,6,13,6
E01019576,6,70,438,102,27,3,2,7,10
E01019577,3,67,537,56,14,5,1,2,7
E01019578,3,91,307,88,8,3,5,10,4
E01019579,8,63,503,181,38,6,6,12,31
E01019580,7,64,382,119,17,2,3,8,7
E01019581,6,51,424,88,21,1,3,13,15
E01019582,10,50,518,83,21,8,6,6,10
E01019583,10,45,575,95,21,1,1,3,9
E01019585,11,67,791,256,60,9,9,9,51
E01019586,7,21,554,48,31,7,1,6,11
E01019587,10,29,604,54,48,5,3,4,14
E01019588,3,17,527,34,46,3,5,1,16
E01019589,5,20,544,44,33,1,1,1,10
E01019590,12,28,643,84,38,2,2,1,17
E01019591,13,35,549,99,48,6,5,3,12
E01019592,6,23,577,41,62,2,6,1,18
E01019593,4,13,403,22,24,0,3,0,11
E01019594,16,14,512,209,24,2,4,4,3
E01019595,8,19,683,212,106,3,14,2,10
E01019596,9,14,525,102,42,3,5,0,8
E01019597,27,11,616,135,24,2,4,0,1
E01019598,12,7,594,201,51,3,8,2,5
E01019599,11,17,405,114,89,6,1,3,9
E01019600,4,25,452,181,91,7,13,1,8
E01019601,5,14,388,175,40,2,5,4,3
E01019602,20,29,655,115,81,6,7,0,17
E01019603,9,6,624,55,113,2,7,0,10
E01019604,6,20,646,54,115,4,5,0,26
E01019605,10,4,697,69,207,4,10,0,14
E01019606,5,10,586,64,92,4,3,0,14
E01019607,11,4,663,69,163,5,12,1,5
E01019608,16,35,571,91,35,5,4,0,5
E01019609,13,35,832,102,73,6,4,1,7
E01019610,8,27,628,57,57,5,4,0,19
E01019611,8,11,614,88,195,7,8,2,3
E01019613,4,16,619,75,160,4,9,0,11
E01019614,15,19,604,55,104,5,5,2,57
E01019615,8,24,707,119,126,9,10,5,36
E01019616,5,3,652,55,129,6,4,1,6
E01019617,7,16,554,65,139,3,9,1,8
E01019618,6,15,562,67,117,4,9,0,22
E01019619,3,26,481,59,70,3,6,1,14
E01019620,6,14,600,62,137,11,13,3,24
E01019621,7,12,503,97,54,6,0,1,6
E01019622,6,11,584,149,52,7,4,3,12
E01019623,1,23,419,136,66,2,4,4,10
E01019624,10,18,429,126,24,4,3,2,8
E01019625,7,21,366,150,11,3,3,4,3
E01019626,7,20,563,97,60,2,8,4,15
E01019627,3,9,467,67,77,10,4,1,8
E01019628,4,10,362,73,38,7,7,1,9
E01019629,12,4,650,45,142,5,7,2,8
E01019630,12,26,761,74,74,6,2,1,9
E01019631,8,16,699,129,91,5,6,0,13
E01019632,1,20,638,50,103,5,5,0,12
E01019633,11,24,505,117,35,6,6,3,2
E01019634,7,23,583,60,55,3,7,0,3
E01019635,3,21,439,67,39,8,4,0,8
E01019636,5,34,538,122,60,4,2,1,12
E01019670,16,39,681,52,84,10,4,0,15
E01019671,19,37,662,56,86,7,3,3,13
E01019710,16,26,590,239,46,6,3,5,17
E01019713,9,5,383,25,77,1,6,1,22
E01019714,18,15,1020,121,120,6,8,3,35
E01019715,9,31,410,227,56,6,3,4,21
E01019716,10,8,389,166,40,1,2,4,19
E01019717,4,17,266,225,45,2,6,0,19
E01019718,12,38,819,181,72,7,3,0,26
E01019719,10,33,509,131,48,2,3,2,25
E01019720,15,13,542,106,35,5,6,5,22
E01019721,8,7,450,86,31,3,3,0,18
E01019722,13,18,632,207,73,4,4,4,24
E01019723,8,14,431,153,90,4,6,3,30
E01019724,3,10,405,123,13,3,2,5,7
E01019725,12,17,588,103,32,10,6,8,7
E01019726,7,29,573,49,30,7,2,4,6
E01019741,11,26,426,56,31,5,5,2,13
E01019742,6,23,440,52,50,5,7,4,14
E01019759,7,25,461,175,12,2,3,3,7
E01019760,10,15,474,201,21,8,4,5,10
E01019761,14,23,370,178,14,5,1,9,0
E01019762,9,18,534,158,74,3,6,5,21
E01019764,15,27,558,52,79,7,8,0,28
E01019765,17,31,679,122,72,3,4,0,75
E01019769,4,12,682,53,147,6,8,1,14
E01019770,7,31,699,43,124,2,5,3,10
E01019771,3,19,713,26,130,11,8,1,16
E01019772,4,24,613,14,89,1,3,2,16
E01019774,5,30,506,37,47,3,3,2,5
E01019775,10,70,550,75,16,3,5,5,5
E01019776,9,33,445,75,13,10,6,2,6
E01019778,8,43,557,48,32,6,0,1,10
E01019779,2,53,514,32,48,5,2,0,18
E01019780,4,23,482,85,25,3,3,0,21
E01019781,5,26,538,44,42,5,2,1,18
E01019782,6,29,449,74,23,4,2,1,14
E01019783,10,43,523,32,37,1,0,2,17
E01019784,6,43,529,25,39,3,0,0,7
E01019785,1,23,526,26,40,3,3,1,19
E01019786,2,43,535,72,41,3,0,3,40
E01019787,7,59,693,42,42,5,2,1,15
E01019788,3,48,643,37,47,5,6,1,13
E01019793,4,43,568,44,39,1,2,0,16
E01019794,11,34,492,20,48,2,2,0,8
E01019795,9,75,871,78,38,2,9,1,21
E01019818,3,29,505,41,31,8,3,5,8
E01019819,3,16,602,30,58,10,4,2,7
E01019824,4,36,442,16,20,4,1,1,5
E01019825,4,46,584,22,42,4,1,0,12
E01019826,6,69,452,46,21,3,3,3,6
E01019827,13,61,686,28,56,4,8,3,7
E01019828,2,20,500,16,34,3,1,1,3
E01019829,8,41,565,26,52,4,1,4,5
E01019830,4,19,485,25,58,3,4,1,9
E01019831,6,42,616,25,38,6,4,2,8
E01029406,4,4,531,28,111,5,5,0,10
E01029422,5,6,402,81,82,5,4,0,3
E01029423,33,42,556,106,29,5,4,1,4
E01029467,16,27,830,61,120,3,7,1,11
E01029702,4,19,527,46,40,2,4,4,7
E01029703,2,4,696,21,60,5,3,0,9
E01029704,2,15,550,15,30,4,1,0,7
E01029705,11,17,538,21,32,4,1,1,6
E01029761,4,4,494,48,99,0,12,0,10
E01029778,9,12,729,38,93,4,7,1,7
E01029779,5,24,654,23,31,4,3,0,5
E01029780,3,35,637,31,19,4,2,0,3
E01029781,17,18,603,87,26,4,3,0,2
E01029782,14,25,667,138,38,9,2,2,5
E01029783,9,19,438,128,20,4,5,1,1
E01029784,10,25,887,77,47,9,3,0,6
E01029785,25,15,785,63,51,6,6,1,6
E01029786,6,19,628,93,54,4,1,0,4
E01029787,14,20,531,134,25,4,2,0,3
E01029788,4,9,621,30,55,1,3,1,3
E01029789,2,7,430,15,43,4,0,0,2
E01029790,15,34,831,36,32,7,3,0,7
E01029791,6,17,683,42,52,5,4,0,3
E01029792,5,33,1070,47,95,6,2,0,11
E01029793,9,28,671,44,46,3,2,0,3
E01029794,4,17,593,35,76,1,2,0,6
E01029795,10,18,699,27,90,3,7,0,4
E01029796,8,27,627,38,46,3,1,2,8
E01029797,7,7,561,67,179,6,13,0,16
E01029798,13,25,678,45,29,16,1,1,9
E01029799,6,16,759,48,44,3,4,1,13
E01029800,9,14,694,36,38,1,4,3,14
E01029801,4,10,646,100,186,4,10,2,4
E01029802,7,7,716,39,162,1,5,0,15
E01029803,8,8,693,52,151,6,10,3,4
E01029804,8,25,562,281,36,7,9,0,9
E01029805,5,13,593,106,38,2,6,0,10
E01029806,4,13,523,120,40,5,4,0,1
E01029807,4,2,358,107,31,5,0,1,4
E01029808,2,20,431,155,27,6,1,0,4
E01029809,6,20,437,121,28,5,2,2,1
E01029810,6,14,416,114,13,4,0,0,2
E01029811,13,12,472,187,31,2,2,0,1
E01029812,10,27,659,266,31,3,4,0,8
E01029813,16,18,864,103,60,4,5,0,7
E01029814,16,7,674,185,31,2,1,2,9
E01029815,13,11,561,98,30,3,2,0,5
E01029816,2,8,557,95,26,6,4,0,3
E01029817,10,4,677,68,242,4,11,0,10
E01029818,4,31,696,33,38,7,1,0,6
E01029819,9,39,680,42,41,4,4,3,7
E01033166,20,68,187,123,21,2,2,5,23
E01033167,17,59,182,129,12,2,3,10,22
E01033387,8,41,441,166,34,4,5,4,48
E01033388,8,61,438,135,21,7,1,5,12
