geocode,asian,black,mixed,other,white
E00085001,13,2,14,6,186
E00085002,14,10,28,11,228
E00085003,38,2,19,11,226
E00085004,7,8,23,5,398
E00085005,6,3,17,2,246
E00085006,0,8,9,1,237
E00085007,10,5,22,5,330
E00085008,9,1,7,17,240
E00085009,5,0,6,4,168
E00085010,11,1,9,0,253
E00085011,18,7,9,2,170
E00085012,8,4,8,4,177
E00085013,14,2,16,1,217
E00085014,5,1,7,5,197
E00085015,2,3,5,5,146
E00085016,10,4,15,2,227
E00085017,9,2,12,10,196
E00085018,14,4,5,6,233
E00085019,11,0,3,0,201
E00085020,9,6,10,5,248
E00085021,9,1,5,5,213
E00085022,19,0,15,1,245
E00085023,3,2,4,2,194
E00085024,13,1,6,2,103
E00085025,10,2,11,4,221
E00085026,4,3,19,8,230
E00085027,4,3,9,0,128
E00085028,7,0,8,2,141
E00085029,18,3,17,1,214
E00085030,11,4,5,4,174
E00085031,5,6,7,5,245
E00085032,9,3,6,11,223
E00085033,5,4,9,3,162
E00085034,6,0,7,3,209
E00085035,11,5,11,6,257
E00085036,7,3,9,3,195
E00085037,2,2,12,1,203
E00085038,4,3,5,2,220
E00085039,11,4,6,1,169
E00085040,4,2,3,4,187
E00085041,3,1,3,3,153
E00085042,3,6,3,1,152
E00085043,5,1,8,1,228
E00085044,7,1,2,1,162
E00085046,3,7,9,2,199
E00085047,25,6,20,11,311
E00085048,10,7,10,4,179
E00085049,20,2,15,6,212
E00085050,5,4,15,1,233
E00085051,8,3,11,1,183
E00085053,17,1,8,5,180
E00085055,3,2,16,4,198
E00085056,5,3,14,1,202
E00085057,1,1,9,2,180
E00085058,6,10,12,6,182
E00085060,8,4,5,1,186
E00085064,9,0,14,3,207
E00085065,2,4,2,4,153
E00085066,11,0,6,5,158
E00085069,16,15,16,16,202
E00085071,18,5,5,2,202
E00085073,5,7,5,0,170
E00085074,11,2,8,7,166
E00085075,3,6,15,6,195
E00085077,18,1,10,12,280
E00085078,2,0,9,1,231
E00085079,2,1,24,3,214
E00085080,11,1,6,3,211
E00085081,4,1,6,6,203
E00085082,20,0,6,0,203
E00085083,6,2,10,5,234
E00085084,14,3,14,4,301
E00085085,8,3,13,1,286
E00085086,4,2,15,1,221
E00085087,8,3,8,5,183
E00085088,4,4,9,1,212
E00085089,7,12,13,12,356
E00085090,11,7,7,4,236
E00085091,10,10,16,3,329
E00085092,23,23,22,2,461
E00085093,14,8,10,5,305
E00085094,0,12,23,6,174
E00085095,28,5,21,6,296
E00085096,24,5,24,8,284
E00085097,33,2,6,12,247
E00085098,18,1,8,0,257
E00085099,9,8,6,1,221
E00085100,0,5,0,4,270
E00085101,6,4,4,0,189
E00085102,17,0,10,1,242
E00085103,14,6,5,3,284
E00085104,17,8,8,8,217
E00085105,17,2,14,4,237
E00085106,20,4,11,1,217
E00085107,6,6,9,2,197
E00085108,10,0,4,1,218
E00085109,5,0,3,1,222
E00085110,9,0,7,0,191
E00085111,8,3,5,4,204
E00085112,15,1,7,4,199
E00085113,11,3,7,7,194
E00085114,1,6,8,6,230
E00085115,2,0,5,1,189
E00085116,10,6,3,4,172
E00085117,6,4,20,2,310
E00085118,4,4,11,1,261
E00085119,12,0,12,21,221
E00085120,3,6,1,5,219
E00085121,35,13,19,5,263
E00085122,2,8,4,15,264
E00085123,14,7,12,1,295
E00085124,2,5,1,3,226
E00085125,16,11,19,10,261
E00085126,15,7,14,0,281
E00085127,2,2,2,2,217
E00085128,6,4,21,0,169
E00085129,5,5,8,1,246
E00085130,2,2,0,6,243
E00085131,25,4,4,2,216
E00085132,1,6,14,5,188
E00085133,10,10,8,1,223
E00085134,15,6,10,1,169
E00085135,13,2,4,6,213
E00085136,20,1,11,3,239
E00085137,23,2,14,7,290
E00085138,8,6,10,6,265
E00085139,10,5,14,9,243
E00085140,15,1,11,3,198
E00085141,15,2,16,4,326
E00085142,11,7,8,12,151
E00085143,14,11,18,6,365
E00085144,10,1,10,2,184
E00085145,19,5,11,11,338
E00085146,7,3,12,12,238
E00085147,7,3,11,2,202
E00085148,10,4,8,0,280
E00085149,12,2,9,7,298
E00085150,11,4,12,2,326
E00085151,16,5,13,19,331
E00085152,17,9,4,7,143
E00085153,7,3,9,0,309
E00085154,13,5,9,7,217
E00085155,8,2,9,4,201
E00085156,17,11,20,16,326
E00085158,2,0,4,2,232
E00085159,9,1,9,6,174
E00085160,15,4,7,10,251
E00085161,3,1,19,2,223
E00085162,11,2,6,3,262
E00085163,8,6,12,2,240
E00085164,2,1,4,3,242
E00085165,16,5,8,4,183
E00085166,4,0,7,0,258
E00085167,8,2,5,7,251
E00085168,5,3,0,12,217
E00085169,15,2,21,1,318
E00085170,8,4,13,2,95
E00085171,0,1,0,3,114
E00085172,3,2,5,1,186
E00085173,9,8,26,0,282
E00085174,9,3,9,1,159
E00085175,4,6,8,7,261
E00085176,16,3,7,2,264
E00085177,17,3,4,4,150
E00085178,15,1,12,6,276
E00085179,9,6,10,6,185
E00085180,8,0,12,10,203
E00085181,23,13,12,9,232
E00085182,6,2,6,2,182
E00085183,11,1,12,2,213
E00085184,11,8,9,7,178
E00085185,16,11,8,20,173
E00085186,4,3,21,13,185
E00085187,5,5,4,16,139
E00085188,10,2,10,2,244
E00085189,18,4,14,11,224
E00085190,18,1,22,1,225
E00085191,14,5,9,3,200
E00085192,16,1,26,1,357
E00085193,18,5,17,8,275
E00085194,5,1,8,2,279
E00085242,3,6,8,1,315
E00085243,51,13,35,20,374
E00085244,10,10,19,9,293
E00085245,11,1,10,0,222
E00085246,6,12,16,11,242
E00085247,8,5,22,5,235
E00085248,20,7,9,1,305
E00085249,10,6,20,7,329
E00085250,23,8,16,5,454
E00085251,9,10,6,1,287
E00085252,8,1,9,1,286
E00085253,15,1,12,4,323
E00085254,8,12,22,0,258
E00085255,3,2,10,3,221
E00085256,24,6,25,5,309
E00085257,8,3,4,3,305
E00085258,4,1,18,2,284
E00085259,13,1,12,2,386
E00085260,10,3,10,8,222
E00085261,7,5,17,0,287
E00085262,9,2,10,2,310
E00085263,15,3,24,10,306
E00085264,17,2,24,0,318
E00085265,10,5,7,2,291
E00085266,16,12,10,5,330
E00085267,14,4,14,8,282
E00085268,10,6,20,1,224
E00085269,4,9,13,2,300
E00085270,13,1,16,1,266
E00085271,4,8,18,3,173
E00085272,13,8,18,1,435
E00085273,12,7,10,1,317
E00085274,7,4,15,6,332
E00085275,7,3,9,3,311
E00085276,15,4,8,3,388
E00085277,12,8,20,0,344
E00085278,7,1,10,2,283
E00085279,11,3,5,2,184
E00085280,11,6,9,1,309
E00085281,18,3,8,1,263
E00085282,23,7,8,2,203
E00085283,14,2,18,2,239
E00085284,5,2,5,2,284
E00085285,4,2,8,0,217
E00085286,17,10,22,6,338
E00085287,8,4,9,3,298
E00085288,2,1,15,0,268
E00085289,12,3,18,1,355
E00085290,3,4,11,0,250
E00085291,9,5,25,0,267
E00085292,18,11,16,3,238
E00085293,14,11,11,6,266
E00085294,8,11,22,5,245
E00085299,22,13,11,1,344
E00085300,5,4,7,4,350
E00085301,32,8,8,7,278
E00085302,9,4,17,2,408
E00085304,29,20,24,4,402
