geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E01013990,20,13,608,63,88,10,13,1,2
E01013992,60,58,514,98,15,9,7,6,7
E01013993,64,49,435,95,5,4,1,8,2
E01013994,83,20,403,159,13,7,4,5,5
E01013995,70,47,377,139,10,8,5,12,2
E01013996,73,21,641,111,28,7,7,7,9
E01013997,86,31,891,97,39,9,5,5,1
E01014026,29,12,762,76,144,9,10,6,14
E01014031,11,4,510,29,144,4,5,3,7
E01014032,12,24,557,67,132,12,6,3,7
E01014035,21,16,467,252,58,7,4,0,17
E01014036,5,7,462,117,106,4,7,1,12
E01014037,14,5,417,131,31,3,3,0,8
E01014038,19,15,461,145,31,6,4,0,8
E01014039,19,6,635,166,68,3,3,0,18
E01014040,19,12,495,157,54,4,4,0,17
E01014049,5,5,568,44,107,6,10,2,5
E01014050,4,5,652,66,144,5,12,1,8
E01014053,8,2,668,71,141,5,10,0,10
E01014054,1,4,529,60,111,2,10,1,17
E01014057,6,30,583,51,121,2,9,0,12
E01014058,2,12,601,42,127,5,4,2,5
E01014059,8,22,695,97,213,3,16,1,5
E01014060,6,15,572,38,97,12,13,3,6
E01014061,10,7,481,87,38,3,3,0,2
E01014062,17,19,513,231,44,5,0,1,1
E01014063,15,6,538,124,50,4,6,0,1
E01014064,9,16,469,221,34,4,5,3,2
E01014065,14,10,536,139,29,5,2,0,2
E01014066,7,14,320,168,56,2,4,1,2
E01014067,24,12,569,76,37,2,2,3,3
E01014068,72,6,478,134,22,6,2,8,5
E01014069,100,22,733,123,36,11,11,2,5
E01014070,111,24,814,198,50,11,19,9,5
E01014071,66,13,383,148,13,12,4,8,4
E01014072,89,40,689,168,29,9,9,7,6
E01014073,106,25,551,128,20,12,10,3,3
E01014074,83,11,340,213,23,6,7,4,3
E01014080,24,23,464,29,43,11,5,1,6
E01014092,79,9,452,324,61,5,5,6,11
E01014093,33,15,493,70,27,4,6,3,4
E01014099,14,9,628,45,152,7,9,2,6
E01014884,20,22,712,103,66,7,10,1,9
E01014885,15,4,863,52,58,15,3,1,6
E01014989,13,7,453,51,65,3,7,0,1
E01022106,56,37,643,119,32,11,4,0,14
E01022107,53,50,538,74,37,5,7,0,7
E01022108,46,68,695,68,48,4,3,0,9
E01022120,51,73,410,96,13,8,3,1,4
E01022121,61,84,494,125,24,6,1,3,4
E01022122,38,50,325,95,18,2,4,0,5
E01022123,74,96,829,249,57,7,4,4,11
E01022147,62,79,408,115,8,8,6,3,4
E01022160,49,83,730,102,31,9,3,3,7
E01022161,55,74,577,69,9,7,5,2,6
E01022162,45,63,565,56,25,6,3,2,4
E01022167,24,25,464,31,29,6,2,1,10
E01022168,31,24,382,39,31,0,1,0,7
E01022169,54,65,574,51,31,12,2,4,7
E01022170,54,34,597,62,46,5,0,0,8
E01022176,11,9,708,90,156,9,6,2,32
E01022206,15,6,669,129,189,3,8,3,28
E01022217,5,7,477,141,39,6,4,0,10
E01022218,14,2,472,104,31,5,2,0,3
E01022219,12,6,425,106,72,2,3,0,6
E01022220,8,9,489,139,105,3,3,2,19
E01022226,16,14,508,131,24,6,3,1,18
E01022227,10,11,553,64,72,5,4,1,18
E01022228,5,20,619,53,120,6,8,2,14
E01022229,8,27,637,66,23,11,7,4,1
E01022230,6,19,657,46,96,5,2,0,8
E01022231,3,5,660,41,43,13,1,0,13
E01022232,3,8,621,38,49,12,6,1,4
E01022233,10,15,747,63,133,6,3,3,13
E01022234,1,6,586,49,68,7,9,0,9
E01022235,8,20,658,40,93,10,9,2,2
E01022236,7,41,826,117,33,5,4,2,2
E01022237,3,34,494,74,25,9,3,3,3
E01022238,7,16,379,76,18,3,1,1,2
E01022239,5,20,634,100,29,6,9,1,2
E01022240,13,51,752,134,26,7,7,3,0
E01022241,5,17,515,107,39,6,5,0,5
E01022242,11,5,504,64,34,7,3,0,5
E01022243,11,6,447,46,20,4,2,2,1
E01022244,12,18,567,53,29,5,1,1,3
E01022245,6,14,501,113,14,11,2,0,2
E01022246,12,6,526,37,31,3,6,5,2
E01022247,25,18,778,111,130,12,12,0,13
E01022248,9,9,602,51,139,13,7,0,13
E01022249,10,26,776,32,73,18,10,1,4
E01022250,9,40,656,34,37,9,3,1,10
E01022251,1,31,550,28,44,4,2,1,2
E01022252,12,22,719,31,75,8,3,1,3
E01022253,5,8,655,30,72,7,5,1,7
E01022254,31,20,616,138,14,3,3,0,12
E01022255,11,13,667,68,49,6,3,2,15
E01022256,19,13,466,104,25,4,3,0,13
E01022257,15,15,771,69,44,11,2,1,19
E01022258,2,21,335,109,24,5,3,1,2
E01022259,0,28,675,87,49,13,4,1,2
E01022260,4,35,673,34,40,15,4,0,8
E01022261,17,30,668,148,51,6,7,2,2
E01022262,12,37,664,180,53,11,1,0,1
E01022263,8,7,676,55,117,11,5,0,21
E01022264,6,7,585,40,66,8,6,0,10
E01022265,6,31,562,73,84,8,9,0,5
E01022266,3,16,506,49,79,6,3,0,5
E01022267,4,20,547,82,109,5,8,0,5
E01022268,5,10,583,44,53,13,1,1,11
E01022269,11,6,771,33,77,11,4,0,11
E01022270,6,9,715,36,124,5,6,1,9
E01022271,13,13,602,36,124,7,5,1,5
E01022272,11,16,448,70,24,9,5,4,10
E01022273,41,13,394,159,28,8,20,1,14
E01022274,3,6,471,37,90,9,2,0,12
E01022275,9,14,547,72,70,8,4,3,16
E01022276,27,48,703,51,31,10,4,1,6
E01022277,23,42,622,41,36,3,0,0,4
E01022278,36,65,680,57,33,10,4,0,9
E01022279,44,50,621,41,19,7,3,0,4
E01022280,47,65,773,68,27,4,3,4,5
E01022281,28,53,831,40,47,15,6,2,7
E01022282,64,75,1275,90,63,13,3,2,14
E01022283,28,29,547,70,39,7,1,0,8
E01022284,51,51,438,78,17,12,1,1,2
E01022285,40,56,404,43,18,8,3,0,6
E01022286,58,58,576,65,9,12,2,2,6
E01022287,48,53,594,127,25,6,3,1,5
E01022288,58,61,493,153,23,6,5,2,8
E01022289,39,57,289,215,16,4,8,0,10
E01022290,41,44,303,166,12,4,4,1,4
E01022291,46,56,366,191,16,4,5,4,6
E01022292,28,39,326,172,10,7,2,4,12
E01022293,52,73,421,166,18,5,2,4,9
E01022294,75,49,499,138,19,5,6,4,3
E01022295,46,49,498,59,13,8,1,0,9
E01022296,76,38,493,75,14,4,3,0,4
E01022297,32,30,491,60,36,8,4,1,8
E01022298,48,45,583,118,44,8,1,4,12
E01022299,26,72,545,45,22,10,6,2,2
E01022300,28,52,475,38,14,11,0,2,1
E01022301,31,85,557,57,8,10,3,1,3
E01022302,33,64,553,52,26,10,1,1,7
E01022303,34,43,450,76,28,11,6,0,4
E01022304,32,54,531,51,29,3,0,0,8
E01022305,37,31,511,49,24,8,2,0,3
E01022306,37,42,672,29,25,11,4,0,6
E01022307,44,51,815,42,38,13,3,0,1
E01022308,35,43,480,65,24,9,1,0,3
E01022309,61,67,449,176,14,4,3,5,7
E01022310,55,40,480,165,41,8,2,3,10
E01022311,49,116,375,261,28,8,7,3,16
E01022312,52,99,630,308,34,6,4,1,21
E01022313,46,39,743,48,36,12,2,2,7
E01022314,27,31,508,59,39,6,2,2,7
E01022315,48,45,602,46,21,12,3,2,6
E01022316,52,60,708,47,32,8,2,0,4
E01022317,45,54,595,67,36,9,5,1,10
E01022318,42,54,613,92,34,6,6,2,4
E01022319,20,93,342,54,5,7,3,1,2
E01022320,28,74,571,36,24,11,4,1,5
