geocode,employee,inactive,self-employed,student,unemployed
E02000002,1984,1513,395,133,335
E02000003,3647,2111,697,235,459
E02000004,2370,1251,381,140,296
E02000005,2943,1881,515,200,394
E02000007,2702,1893,452,240,511
E02000008,3700,2689,667,271,579
E02000009,2773,1908,553,264,449
E02000010,2764,1943,504,223,398
E02000011,2197,1295,435,180,265
E02000012,3292,2284,737,308,344
E02000013,2676,1868,482,217,370
E02000014,3099,2074,536,234,478
E02000015,2383,1738,371,218,481
E02000016,2457,1721,495,415,452
E02000017,2787,2020,665,433,386
E02000018,2757,2042,518,207,464
E02000019,2799,1727,493,213,404
E02000020,2845,2048,568,339,479
E02000021,2632,1649,521,237,359
E02000022,2344,1960,474,308,575
E02000023,1879,1367,362,243,376
E02000065,2631,1514,482,289,411
E02000066,3328,2142,492,303,565
E02000067,3312,1731,574,248,374
E02000068,2753,1483,399,183,370
E02000069,2293,1411,407,133,197
E02000070,3106,1668,562,184,201
E02000071,2916,1491,489,189,210
E02000072,3947,2483,520,299,680
E02000073,4199,2189,776,210,241
E02000074,2863,1656,404,153,316
E02000075,3195,1663,615,149,158
E02000077,3202,1485,540,187,194
E02000078,3368,1468,523,144,176
E02000079,3154,1461,608,162,182
E02000080,3740,1917,684,199,287
E02000081,2941,1588,470,139,220
E02000082,3760,1605,721,180,216
E02000083,3839,1928,628,211,325
E02000084,4270,2076,1005,217,247
E02000085,3201,1482,673,185,177
E02000086,3073,1417,621,151,150
E02000087,2913,1532,645,133,144
E02000088,3158,1537,650,189,148
E02000089,3075,1475,618,161,163
E02000090,3448,1775,648,228,210
E02000091,3554,2097,750,245,229
E02000092,2239,1407,451,123,226
E02000127,2940,1885,585,173,374
E02000128,2941,1370,683,120,174
E02000133,3457,1912,1042,139,160
E02000134,4729,1887,936,159,353
E02000136,1799,1374,466,101,147
E02000140,2640,1865,449,173,338
E02000142,3239,1546,796,135,178
E02000144,3811,1415,814,138,254
E02000145,2750,1870,450,144,357
E02000146,3435,1360,765,156,202
E02000148,2408,1365,606,118,127
E02000149,2931,1582,556,134,274
E02000151,2870,1693,599,108,125
E02000152,2288,1397,513,116,254
E02000153,3047,1463,681,164,127
E02000154,3228,1632,642,141,189
E02000155,2664,1526,477,113,194
E02000157,3011,1661,540,167,133
E02000158,2538,1624,461,144,228
E02000159,2312,1484,764,130,122
E02000160,2998,1525,774,147,166
E02000161,3404,1640,621,185,156
E02000162,2413,1438,520,123,144
E02000163,2961,1554,726,131,142
E02000165,3095,1169,749,106,172
E02000313,2218,1413,372,255,376
E02000314,4304,2639,950,504,653
E02000315,2816,1939,447,305,500
E02000316,4500,1912,804,504,555
E02000317,2420,2019,449,359,536
